Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_D05_443142
Composite Element REF	Signal
PCM1	6.56971216404849
FMO5	3.50904320031204
TSG101	7.48064366106537
CEBPG	5.53198570144929
GTF3C4	4.58623495498671
ABHD3	4.31077099485607
TNFRSF1B	4.08229687539679
CLEC1A	3.3893670512438
IQSEC1	4.37921308899088
PIGN	3.84691928129921
PATZ1	4.48742950121559
RBM22	6.5967425544474
AEBP1	5.67658232557053
BAG2	3.45999186058988
PAQR5	3.28794088209297
C9orf127	5.26489268495255
THNSL1	3.63795512144436
ANKRD2	4.03702657251246
JAM2	4.34738184958024
SNRPN	3.53188221682821
ALX4	3.55397432560238
FAM130A1	4.76046423507543
CACNA1S	3.48297901103426
TRIM38	7.04119774924994
CORIN	2.85427793181495
TMCC1	5.80101085299872
PCLKC	4.1488600946349
PLEKHG6	3.67821853436870
LRRC40	6.37155878285189
SMG5	5.21043264637218
NCAPD2	6.13458753668556
WNT2B	3.59003725738774
DCP2	5.78238659097668
ASNS	6.39798517494822
MRPL49	6.80197126704638
TMEM24	4.49452663702587
RPL18	10.5281703033265
SMU1	4.52504257980170
ISG20	5.23649337747694
CASZ1	4.51920071016349
POLR1D	6.99209409083236
GIN1	3.77019092867260
TMEM177	5.6655895413427
CDKN2AIP	4.41385205191294
KRR1	5.76300847795912
CXCL1	8.44097673021186
C1D	5.63455383984572
EPM2A	3.42318863555582
LDHC	3.91710133239424
PC	3.8372888570679
PDZRN4	3.00047700100893
FAH	4.09242020205352
UBE4B	4.24784553875227
NIT1	5.53660508421981
CDC2L6	5.93113686841865
BTN3A3	4.24188309350692
PAX8	5.41077843174442
PRO2012	3.0052268758551
BEX1	5.72689842483215
COMMD3	6.9644486629728
MRPL40	7.79851550662918
SLC2A4	3.33565490471331
SHFM1	8.87375217865651
PKMYT1	4.46456843385177
FEZF2	3.87034665688218
DUT	8.20238527450191
LRRC59	5.82451383340344
LY6H	3.04186849709649
MAP2	4.13133088841698
LYL1	4.07514190549163
EDEM1	5.44607124674519
NOS3	3.0506546100469
ZNF34	3.93942058084577
ADH1A	3.69814295439921
CYP11B1	3.03356062310496
CDC73	5.18288592334971
GPR172A	6.37306944506946
GSTM3	5.66007197265747
C19orf54	6.54056026590854
KCNA5	3.63291590099801
FLRT2	4.94519938680944
WRN	5.17142604923512
ANAPC5	5.70329645666716
SDF2	5.09943032459819
KRT8P12	4.32085108158229
DZIP3	4.35085624823305
C15orf24	7.83640397729079
NFATC2IP	6.32261971209764
RIT1	3.46062324757101
RHBDF2	5.64566744676209
SCML1	4.24448360833772
MED9	4.09250182299825
RAB13	10.5262506336446
FBXW11	5.03018822549866
ETAA1	5.49930748283441
C14orf131	4.89270465111663
SLC12A5	4.13458925999068
PHF14	3.42314951564167
NRIP3	3.91191035007139
TMEM121	3.91682005861047
NOS1AP	4.53591618534649
FAM3A	7.00235217997723
RPL13	12.1160231193531
PRDX2	10.4253905940752
SAP30BP	5.91221899338598
WDR76	4.14912532880478
PRMT3	4.58743807226873
TRIM10	3.75680550207562
FAM82B	6.04141752286582
GCNT4	3.24348737333979
MAP9	4.26327435900334
GPRASP1	4.52691348644748
CXorf36	3.69981271837984
CDKN1C	5.29456816725036
DSCR3	3.98382689921724
ZFAND3	6.7554053445226
C7orf43	4.74955572889857
HSPH1	5.57254064305636
SPSB3	5.93949465381666
AQP1	4.41693356538199
COL17A1	3.78712908073219
GFAP	3.61989923345893
CDC16	6.57930995212172
KIAA1614	3.20753317098395
PRSS16	5.92806343492510
KIF13B	5.81754747581807
PCDH9	3.56638519427652
MKRN3	3.45795256039967
ADAMTS13	4.52273524539137
ITFG1	4.67313554316153
TUBG2	3.59326504743241
TTYH1	3.51274227091566
SFRS7	7.09581228697552
C3orf18	4.59707242633629
FLJ13236	4.81214243565841
C18orf25	3.87026132637659
EXTL1	4.34717663182086
RANBP10	3.96843486092597
RARG	4.15012967446522
MYO7A	3.79926057115514
SFRS18	8.3563321404329
CD96	3.70468382216094
ACVR1B	4.385878984918
DENND1C	4.71564418202973
RBMS3	3.69642275475165
SLC41A3	5.20440621803516
PSMD1	7.21448647511288
DGCR6L	3.54444956623304
ILVBL	5.9249635120403
CSNK1G3	5.42698463043328
RNF186	3.66210853839109
IFNGR1	6.26788423891449
MAGEL2	4.06910373365247
TSPAN6	7.98782901574063
SLC29A2	4.58067203946106
MSL2L1	6.20245537528861
MATN2	8.52386903952212
ST6GALNAC2	6.20867865936
RBMX	7.96532738237087
MPP3	3.85485164698537
FGL1	3.78523253810592
PSORS1C2	3.63964972417373
RAD51L3	3.24868244644992
ARHGEF6	4.77479831774575
TGFBR2	3.50775303113668
ORAI2	3.81696419633042
CDC123	5.88835252107336
IL33	3.59210043841225
DEAF1	5.52430795848332
AMN	3.86331619641428
MSLN	8.85386738380738
DEFA6	4.02567962270776
WWTR1	4.83674971309896
COBL	4.47569026847254
PPP1R16B	3.72193411437842
CIB1	7.75708211425546
TSSK1B	3.02689148791034
GAS7	4.29658214672786
MDN1	5.80606959012109
HAAO	4.32761650832469
HLA-DRB1	9.43025996609904
CTNNAL1	6.48640566597238
TLE6	3.41750514455154
CIT	5.15567013825147
TNFAIP2	7.28776197133913
FOXN1	3.04056932955251
HERC4	3.41291504875033
DRAP1	5.56983394197493
PEMT	4.41863540078885
SLC38A1	9.11976263372501
ARHGAP6	3.76014115446395
PHF20L1	5.53002405937565
MCM3AP	4.15486816056631
MYO1F	4.24665478749772
RAB11A	7.49904404650864
PTBP2	5.40289691000366
SNX1	4.64196617002895
CTB-1048E9.5	4.713692551364
C19orf60	5.19894510784187
C7orf25	4.81320480427019
ELF5	3.26564380180888
HOXB9	3.42708159299222
RBM8A	6.33887889563188
PARP3	4.55825708964116
ITGA9	3.79806573125722
ZFR	6.14474333952555
VANGL1	5.491858599764
FLJ20699	5.59725739903814
ACSL6	3.02141701253135
CHAF1B	3.70396692105908
NDUFA3	9.0866387078399
FABP4	3.780447153944
KCNB1	3.74118787817409
CANX	7.72215473356133
SLC25A28	4.66146008591278
SHARPIN	5.93360088635998
ADIPOR2	5.64455803845002
TTC23	4.75944072884373
UGP2	6.85502537147723
ECHDC2	7.53836633414495
CIRBP	7.49138975417745
SEC14L4	3.68898722227889
SMA4	4.46482291349032
FRZB	3.77374691060572
PABPC1	11.6233245929613
APOBEC3G	4.83276439498151
CUEDC1	6.14997778066731
CLDN8	3.47182998466226
VPS52	8.53625314531347
LOC23117	9.44061055379376
FAT	7.46204164147467
M6PRBP1	7.03330486168628
PPM1F	4.95228766093676
TSR1	6.30842180513048
E2F6	5.14992554410465
TMEM126B	8.74132635881703
ZFHX3	4.26987473959939
PCSK5	4.7700359288276
HEMK1	5.0787734942664
GIMAP5	4.65880769320466
DPY19L4	4.92002031588149
FAM77C	4.09627537478909
CTPS2	4.45991221445387
NDUFA9	6.87876032590473
SCRIB	8.16416685913639
AURKC	3.58266860792083
LOC51035	5.66661030983888
RSRC2	7.51145106362573
ORM2	3.32563471482706
FAM115A	5.63835835269318
EGLN3	4.53366717803824
FZD6	5.16758934544929
PITX3	3.55551196407197
GPX3	7.32221231981334
UNC119	4.26813018480788
NOV	4.80409910823753
GRM4	4.1671371077818
CABC1	5.57718112294088
KLK1	3.71185630327107
GPM6B	6.1978137542506
RRAGD	7.69709472313963
EIF2S2	6.347545137719
RNF130	6.23841771427573
CKAP5	6.11669788352729
UCHL5	4.38177264190065
C10orf18	6.99465020387603
TMEM93	6.00871430271746
KCNMB2	3.95318047850058
AIM2	3.94965032263871
PNO1	5.03884164603252
ANK3	6.63874644886665
OR2F2	3.21272049459133
GNAT2	3.00933128927926
KRT5	4.21281992271099
ST13	6.97272146793084
SIX1	4.31512191517279
TIMP2	5.32757964282954
CDH12	3.85134444575660
ZMAT4	3.19565981293293
QRSL1	4.36217352844311
CCL15	3.661963979933
GTF2IRD1	6.70262673729711
CCDC22	3.8927744001574
SNX24	4.7696674726388
RARS	7.42520540068717
MORC2	6.06937076560629
FAM48A	5.56897826630474
FOXD1	4.20106483035618
COX4I1	8.75974771476067
DSN1	4.81348793787417
AMT	4.46677836599311
GPRC5B	6.40844532872637
CTAGE1	2.97785129504008
DTWD1	4.43995475173718
STRN4	4.76491561762292
KITLG	3.22284235605882
HSD11B1	4.29139078518914
HDGF	9.12065348825876
KRT6B	3.44111253396116
SUMO4	6.39597636977153
ARID4B	5.22732082944502
SATL1	4.8907394551444
SETX	5.44527734498982
DDR2	4.17012494608181
KCTD12	8.56935627258522
WWP2	4.49075002899519
CTSH	7.54450534150978
FASTKD1	6.70782524331806
PAF1	5.14564580226742
IFT57	8.21227624916033
TMEM2	5.16126861187481
ZNF592	4.82167385836856
TNFSF9	3.8325991712393
PPFIA4	3.99454343347789
CFP	3.43833843705001
DCTD	5.36272414850369
CNIH3	3.98755556216701
MAP4K4	5.43858184994741
ROD1	4.098031922276
MFNG	3.62654334188715
JMJD2B	6.3111977095857
DOCK3	3.66940272900169
STX16	5.52794584126973
ALDH3B1	4.63775948771989
THSD4	6.16788055250916
DLAT	4.00439896623336
KIF21B	3.53227708377911
FEZ2	6.26480737433316
CDC5L	5.83176513506599
KCNJ5	3.9449821429348
LMNA	6.93743578523662
TBCD	5.42870953923883
ZNF250	4.52691444134709
CASQ2	3.37541229127754
PEG10	5.5969711190036
TPSD1	3.44817555387803
PRAME	5.77883472610296
NP	4.39967208112992
ZNF12	5.62270359296052
XTP3TPA	6.6693853188388
SIGLEC7	4.183710184741
FAM70A	3.76660675086191
PANK4	4.55941863747216
SNED1	4.38311072107544
HIP1	4.55703323659204
WNK1	6.3083188912102
AHNAK2	5.62270426312797
FLJ10490	3.84553570488606
TOE1	5.47672939612795
RECQL4	5.23531761438597
PPA1	10.2748891165925
DPAGT1	4.34356893139344
HAS1	3.87073401461139
ST7	5.13265206282209
MAGED2	8.17713709522655
ANKRD55	3.91885968959505
TRPS1	6.57273907891146
POPDC3	3.04171813232224
ACOX2	4.82148556047081
TFPI2	8.23227745534596
CYP4F11	3.3136756488799
PDHB	7.46326891598129
ERN1	3.53121759729665
LHX2	3.12374063626478
B3GALT1	3.54232165684935
ADAMTS5	4.63948026512245
NOTCH3	5.41186407038985
C1orf116	3.91146659959598
UGCGL1	5.4014636600692
NF2	4.04962158199397
POM121	3.72461096028247
CLPP	7.48227903680713
MTMR3	4.25795606037586
ATP1B3	8.31960363200793
TMEM16A	3.24221290362878
HIST1H3F	3.00512988244639
TRIM25	4.35929138652484
CRKL	4.72339253619422
HOXB2	5.35101806490832
ANP32B	10.3396628736249
NUP62	5.40892403898105
GATM	4.43871864063039
AP4E1	3.36560371907224
RASA3	3.45614156298146
EDG5	4.05383856929964
CDKN3	4.82841515317784
CDH4	3.78859866435730
PGD	4.61403276154279
TMEM168	5.4463032608556
RND1	3.85885340684956
GAD1	3.55083812500003
MPG	5.71760258873911
ZNF133	5.28083093515391
LOC440350	3.3795888378241
FJX1	5.9032466612467
CLCF1	4.55721499895542
AMELY	2.94248175275922
PHTF2	4.91131810377638
IGSF2	3.75706796944467
TFF3	4.59716792841844
NDFIP1	7.39549216648863
IQCC	4.19226797819828
CUTA	10.3468841663512
HEYL	4.13071728768931
FTSJ2	5.40242660492205
APPL1	5.02046371983771
TNR	3.42573850381074
WAC	6.65356793763914
ADCY9	4.34526405381771
PYCRL	4.88230310163625
PCGF1	5.66399614177775
PTPN13	4.9987549964921
AGPAT7	5.29942436616698
SSTR5	4.02955263185497
CDKAL1	3.08933797308226
PDYN	3.57092890211354
SFRP1	4.87903004151376
VAV3	6.18036417209674
MTMR11	4.81039718092712
SUOX	6.05474572912142
IDH3B	6.76322148641797
STXBP3	6.80678294180401
EIF3G	8.6417552065632
GOLT1B	4.49280976697505
ARHGAP22	3.5158479124462
NPFFR1	5.39628100511922
NPC1	5.78475394467184
ALDH9A1	8.17452267503186
ICAM5	3.40715688056503
ADD2	3.58188152638089
RASSF1	4.36553644191763
PITPNB	8.46824007897365
PAPOLB	3.56745155552267
URM1	5.80299353901857
TMEM106B	7.34887008885667
LRIG2	3.70084575172547
SLC27A5	4.18360903283983
CDKL1	3.71564491511113
PRODH2	3.66190528289053
SFRS11	8.71042694819922
IL7	3.24715523139888
SCN9A	4.14117804950469
BTG3	8.22886697324389
PAK2	5.76652001207279
ATP2B1	5.6453182643024
GATA4	4.35728459295608
PRKAG1	5.90427638533041
FAM64A	4.47863262463225
ATF7IP2	4.20603062825263
EEF1G	11.6084617169242
INCENP	4.15981930327078
SMAD5	4.7266431939703
GARS	8.11721853558572
CDK10	4.62602803541719
HLX	4.40403970420764
ELAVL3	3.89689305729293
MDM4	3.14685421484931
GNL2	8.46197834001384
CDX1	4.61173626934042
PFDN2	7.8065266124251
ZNF200	4.00902060714417
NDN	4.9115510817751
PRR3	4.74247576996224
HBA2	4.37266914741751
FBLN5	4.73509403501133
PUM1	8.28477920729805
CCDC88A	3.67074214081705
TNNT1	7.45266190782774
KLHL24	6.83873921294752
HNRPH2	8.25155146613901
RAB7A	7.41760493517806
SGPP1	3.44791547281767
PMS2	5.168418105338
ARNT2	5.16034463236083
CBR1	4.95437427371462
ITPR3	5.60784229726664
BIRC3	4.87995467847916
NRSN2	4.89733558770869
SPOCK1	3.32613717487088
H2AFY	7.84559906288936
RXRB	4.83852004537885
ZNF638	8.5457759147507
APBA1	3.62215026350657
RAB2A	7.25011969398767
ACTN4	6.01299154477902
FXC1	4.76761579275197
C6orf162	3.96916867278494
HPSE2	3.84226909637195
PLCE1	4.31195503227145
INSL3	3.53548719177736
PTPLA	3.89382393366674
EIF2B5	6.17056692717224
DLG1	5.50695557449176
PINK1	4.52216028974633
TFIP11	5.44354583915194
VPS33A	4.10917212266706
SKIP	4.41534630407238
GRAP2	3.18408308324957
GAPDHS	3.89925448029629
POLR2G	8.1674786346007
CNTNAP1	4.15844543257388
PSTPIP1	3.51405364009543
CYP26A1	3.87908502588703
APOL2	5.58323326846445
TACC2	4.3926365872721
CNBP	9.9444899180956
WASF1	5.83112580598832
HSPB1	10.9552023797935
INPP5E	5.29278009257769
COX7A2L	9.12708169008172
HSD17B1	4.40731898832991
ARRB2	4.36814447093325
CUBN	4.15848873254567
SLC7A6	3.66631546885007
IGF1	4.21804641565738
ITPK1	5.58211268709535
NAALAD2	3.49930784783983
G3BP1	6.77588652535713
HSD17B10	8.57351255626208
NUP155	4.27102696094257
CYP39A1	3.23517793706588
GLULD1	3.13406763121642
RBM15	7.4736957179889
AMZ2	6.41356078866283
GDF15	4.05282257562945
CYCS	9.53610489736809
TECTA	3.3649127775384
CCDC46	4.17220040929133
GNAL	3.55233817868488
LPO	3.92570881102289
GZMM	4.31404769232937
PAIP1	6.34711254598602
DDX11	4.5844148040117
TAF9B	4.13295511254869
CACNA2D1	4.26001975611866
IMP4	6.94906704653325
SH3BP4	8.34152655985908
PADI1	4.35883440828503
DEC1	3.37578518741319
PON3	3.61942073062519
PROP1	3.30343433788672
UBB	8.13957508336997
RPA4	3.5101282686417
TCF25	8.3168797681152
NDUFS1	7.04554738045
UPK1A	3.40130779469551
AES	6.1501913573805
PPP1R13B	6.28651221756984
TCL6	3.64056567277982
ARL2	6.17828902931636
CD2BP2	6.0286448293227
TOP3A	4.00222837717903
CHRM5	3.50449472898134
FGFR1	5.05013195940401
UGT2B17	2.7558593480938
CEACAM6	4.55220388982763
CERK	5.32706397534853
FXYD6	6.64555476329636
AP3S2	6.01760056615587
ZNF208	3.19731179550238
CARKL	4.90275985576092
HIST1H4E	3.34580573700021
GOT1	5.82287060535431
BBC3	5.15109196848076
CASP6	7.24817876726828
HOXA1	3.17211126913032
RCL1	5.39886292016273
RAB40B	5.72132640309513
PI4KB	5.29508114199195
LRRN2	5.08636594391539
B3GAT1	3.29599406335126
OAZ2	5.7824411852679
BET1L	4.62269041293747
NOC4L	4.34963502592658
FRY	4.21826109014320
C10orf12	3.33948360358986
AK3L1	6.7750252712442
FADS1	4.62696325017389
CSF3R	3.86134640854374
DKK2	2.96191753830315
POLR3K	3.2297299198837
LBX1	3.35008210891972
ATG2B	4.4502808241287
RHOT1	6.00209683579752
DARS	7.94458937731282
EPS8	5.06505877483525
OXT	3.63040945063099
C10orf56	5.06890699341099
ARL4A	6.11886584381846
CCDC64	4.33258991201377
DAD1	6.51200425234046
HERC2	6.27642986738126
HSD11B2	4.27588308566648
USE1	6.20543293147883
FAM96B	6.91666947079973
HNMT	4.33577414761871
PCGF3	5.18121930158129
BSN	3.86901739299489
CAND1	5.19692714723137
ACTR10	5.99202275639434
NASP	6.3197141497726
C20orf4	5.32226445373901
ACSBG2	3.47736659648473
COL9A2	4.81406548339408
RWDD2A	3.66279852391026
PALLD	6.44565332525011
GPC5	2.92058128992431
CENTD2	5.11015080469129
TBL3	5.32408671884839
TLR1	4.02379986041366
LMO6	3.90732135929876
CCDC106	4.73412722272303
KPNA2	8.46662865333875
PARP16	4.94118886383988
PDIA3	10.1156282367417
MACROD1	6.02204739229122
SFRS1	6.81224674886883
DCP1A	5.77992570391412
TMCO3	3.65397524534675
NTN2L	3.61110226571418
CLN5	5.36103844907301
BIRC5	5.85282759923048
PRR16	2.83811547403874
FAM63B	3.46395635239674
GLE1L	3.58324922454900
CES2	5.7763887531943
GNAS	9.95443400411544
KATNB1	4.45712946794967
CPLX3	3.59850406702031
WNT8B	4.07439694700036
TSPAN13	8.45931516604805
MRPL52	4.08773394136800
GHR	2.90201364757644
DUX4	3.98963252788325
BCLAF1	6.61016391997089
GOLGA3	5.19810851924828
CLEC4E	3.58879136728671
SCUBE3	4.04477697489693
UCRC	8.80023607619815
CDKL3	4.14309418362906
MGAT4B	5.4924228960788
BBS7	3.36190911332593
ZNF345	5.27427391952394
RTF1	6.06224595710404
SERPINB9	4.0268600895359
DHRS7	4.19335841458241
RIPK4	5.92038120724855
PLEC1	5.12679299781211
PIP3-E	4.08071735432045
KNTC1	4.88788055244476
EXOSC2	5.24851090545189
MS4A2	3.09253263128483
FGF17	3.54766014783002
WDR59	4.12605170917827
LAIR1	3.64181726432753
EVI2A	3.82455054197775
IL17RC	4.25132290574166
GTF3C3	5.02440265192778
HS3ST1	3.96962400906316
ITGB1BP2	3.41942236293626
RBPJ	8.8037493000178
LRRC8D	7.0800385621208
ALDH18A1	4.82833679810045
INE1	3.89635245409637
TPI1	8.07277146555177
FLJ20035	4.27065620036517
GATA6	6.45334863793293
CABP1	3.48645673382394
RASGRF1	4.14836144648812
C4orf15	6.12734025135211
ALDH2	6.98681368952368
DAPK3	3.73700229479708
C3	12.0426668385748
EMP2	8.33029707761866
GJB1	5.28458889095131
PIN1	6.04188937985349
SLC6A15	2.98772503490386
POLE3	5.99980040032681
RIN2	5.91683991717283
CTSL2	5.90376740631125
APOC4	4.51810803534163
CYorf15B	3.15290016836183
TRIM2	5.25085266827403
CP110	5.25145510532956
KIAA1622	3.04352831783717
DNM1	5.28440899915842
HYOU1	7.37837953453123
OTUD4	5.70224245123853
USP7	5.89338893518518
ZSCAN16	5.85442651854367
ASCC1	5.63189553089276
OTUD3	3.810976847094
YME1L1	8.46409150636429
HNRNPR	7.98880081778413
SERPING1	8.5789964865938
TPCN1	6.30190850194231
STARD13	4.2214295869268
PCBP4	5.25627535831851
ADI1	6.69338783891422
ASIP	3.77262698723848
CDH10	3.53698230343695
WBSCR22	7.69869375255689
SCP2	8.04290441852157
KL	3.16993677265128
SLC35D2	5.1256835229432
MAFK	3.51158666635418
SON	6.24441101969614
SBNO2	4.39573768727497
RACGAP1	7.07604654048144
SC4MOL	9.04490651580793
SLC6A6	3.57245459944743
OBP2A	4.92441665423464
PSMD3	5.44817908349723
ERLIN2	6.29745619586133
PPP1R9A	6.24522554512797
RAB35	4.46178192549537
PDZRN3	4.81619559788263
AVEN	5.34386423779815
FLJ21075	4.1161841839162
BCAM	6.35889757322943
C14orf132	4.7352503550608
PCK2	5.86508786087259
FKRP	2.98872958031651
HLA-DRA	7.41980398403907
GUCY2C	3.12632321784925
RP11-125A7.3	4.37850879215193
BARX2	3.46590002911514
DAO	3.2421435450624
EDNRA	4.30033999094666
NIPBL	5.47227944359819
ZNF331	5.95303461594092
PPP2R5A	5.41766429123165
HMGN4	7.38613667481399
DDX39	8.57461985702093
EFHC1	5.01187847738109
EIF3M	8.39196450397499
SLC17A3	3.18823507278128
ZNF24	5.11972527860646
ASCIZ	6.81552060053338
FNDC8	3.28814146115449
ESRRA	5.29349227674203
PTMS	4.08622403444984
PHF7	3.85423778603959
PIP4K2B	4.7712061339113
IRF3	5.18351983762985
GPR19	4.08574409559807
HHLA2	3.32608120218411
GMFG	4.11020211139241
BDH2	7.1037669087897
APOBEC2	3.45212973735113
PRSS21	3.2340519889352
PENK	4.23997895876575
PHF16	4.70859558688557
ZMAT5	3.80400297114685
SMAD9	3.03234560459540
SLAMF1	3.69988937453761
RGL1	8.4200741950781
DLGAP4	4.89351281063359
MBD5	4.88899141665935
PHLDA1	4.55597762720461
BACE2	7.49457314583963
APPBP2	5.07390684785413
LIF	4.89363760115243
OXTR	6.28409293397895
ACTC1	3.93998473093795
USP19	4.14573674815394
SUV39H2	3.14253542470454
ERO1L	4.9494463052415
ZNF395	7.06239238588928
CNTFR	3.71393708213268
HIST1H2BL	2.96940751388084
WNT3	3.87495565296051
ZNF549	3.39935655581401
ZNF467	4.68292784450051
SLC25A21	3.28919263651914
IL5	3.53702473739063
CLSTN2	4.83468996559338
LSM12	5.58441445991575
KRT37	3.00956775932646
NACAD	4.14507854366421
NAG18	2.72872414896035
PTGES	4.88766816730285
GDAP1L1	3.33571786619547
MFAP5	3.39590435089993
OPRK1	3.44115167651182
C12orf4	4.05181582091289
NTAN1	4.91142929420206
CST3	9.07544781164533
WDR6	6.39132633132717
NUP88	5.73083589012134
CD300A	3.71966946280203
FCGBP	5.91019511232645
CNIH	5.79391015493037
VASH1	3.91890162442864
DHX16	5.77692794381534
SLC35A5	5.21137189919957
CLEC3B	3.86529415536535
ARL2BP	4.54214119721689
C10orf79	3.24439824371725
ZNF79	3.87058540495269
CRP	3.28733615903818
OCRL	4.99907159696575
GLA	7.53842802895916
NEBL	3.77441710026168
HSPA8	6.26870403831486
DIDO1	5.09327134921439
PLA2R1	2.98248986718787
NGDN	4.88110480963707
CBFA2T2	4.32898808471132
SAC3D1	6.89109466961707
PNOC	4.04205309019462
PIGP	6.2771945880448
AGGF1	4.54600574775447
PRRG1	4.19441511201025
DPF2	6.79132905071947
MYH13	2.90016044409876
TMED9	9.11378857702511
TRPV5	4.02176433994109
UGT2B4	2.98991771136617
PJA2	6.81627246638926
COLEC11	4.18899141344839
SCYE1	6.58628535787487
MED12	5.74568601677172
CARS	7.66593623707637
MYH1	3.21077730326756
CYP7A1	3.02145225736828
PHF1	6.65005963488592
LOC644096	4.83903170506164
FRYL	5.96286221224619
RHOBTB2	3.86622055899396
MMP27	3.40448856465661
ZNF432	5.38758285850747
SRD5A2	4.12151928933351
UTP14C	5.12349879513613
RABEP2	5.30977233855176
VWA1	5.4089981309462
FUBP1	4.84369308646324
IGLL1	3.67309908684078
KIAA0586	4.38323942365926
IL27RA	4.1566386194827
STON1	5.56992790440521
IL5RA	3.54447090966975
PERP	6.49403814288135
SMPD2	4.50666205852909
TNFSF12	4.30329315810824
FN1	6.57793206054225
MTR	6.26756138914595
CSRP3	3.39594722282100
MMP20	3.05554442534033
PHLPPL	4.07450964625759
CBX6	6.94972235855509
DHFR	5.12955344660065
PRG3	3.16849324269595
ALPP	3.54858088299871
ASH1L	4.44180402267097
CHRNA2	4.03176614376781
PPP1R12A	5.0271301607385
RBM38	6.75273660054317
ZNF7	5.13019975676825
RDH8	3.87252233726191
GPR132	3.60866102548852
DGKD	5.19413221910462
TPMT	6.12042172914201
ATP1A1	8.12985243247824
SERTAD2	6.51382179137481
C5orf4	4.69694323130461
ZNF672	5.41333300461751
PLXNB3	3.64320553589606
FAIM3	3.99395540735861
UBQLN2	7.85769194043195
NR1I3	3.30211942359594
ACVR2A	5.05064481312676
YWHAZ	9.05102783975974
LILRP2	3.82549347674227
GNAO1	3.77381360158582
OPA1	4.92679365112198
RPS6KA6	3.48457695803285
RPL10	12.3439627501692
MMP23B	3.10050578808096
PFKL	5.14193327434826
TMEM140	4.46309762948846
AURKB	4.87401053929419
IFI16	8.92311381578034
CSTA	4.83174329720437
PRPF39	4.31505058325046
DISC1	3.89402088494461
USP4	8.1644078102151
OSBPL10	6.20685995472576
CAPN6	3.05905526114588
CLTCL1	3.74953117837165
NUAK1	5.23419119045143
ALG6	5.48411164163423
NPPA	4.03848969858315
LAMB3	4.85595943564599
PPL	5.55808667243098
LRTM1	3.2148772881845
RRAD	3.53721970418039
TIPIN	5.83066606782354
CARD14	3.4156395279061
RBM9	6.07678428822498
LCN1	3.85396843797993
RALGPS1	3.93760873445331
NCOA3	5.60596718637581
CCDC6	7.51698424555475
RASSF4	3.88896420573641
MTHFD1	7.60504019291611
FCMD	4.955723240591
IGHD	3.52145019908878
PLA2G6	4.63978925075654
TPT1	11.5049318246711
S100A3	3.93917950349243
SEC63	5.9593065180641
C10orf59	3.12895513161764
TOR1AIP1	4.88254211824993
PAFAH1B3	5.88657107440293
CEBPD	8.44993399911775
ZNF107	4.59242624046055
ALDH6A1	5.73665100360085
G6PC2	3.19999263223283
SNTG2	3.09631720306029
GRWD1	4.28835060273717
FLJ22222	5.61783903133558
BCKDK	5.62784822146647
CTSB	9.19276958800862
PFKFB1	3.48026781459754
ZFP36	6.09974476637048
SVEP1	3.41022708790501
PXN	4.33037969659582
TNF	3.50384902511154
SIRT2	4.9701043981518
C5orf21	5.80313005664299
VIL2	6.3098485104454
DIXDC1	3.9635338668649
GANAB	7.4907702235863
PDSS1	4.52532640566426
GRM6	3.53201912420653
NGFR	3.21445846055346
ATP8B4	2.96205491324506
MEIS1	9.92763493323136
BMP8A	3.97439620840153
NGFRAP1	10.1313139303475
EDAR	4.04402734318889
NEDD4L	4.03400750859771
CRYBB3	3.61048859740359
C6orf60	3.27675698519469
IL1A	3.14722029956332
GNRH1	3.72742391686651
PDGFD	4.85808982638838
CACNA1H	4.07354831657789
TXNDC3	4.24957948348714
ERCC1	4.93336477820224
CAV3	3.96835478773684
HARS	7.18460177117807
AQP8	3.50126914794709
CREBBP	4.80915578269515
ITGB1	5.1955525870782
SPACA1	3.31939084079867
ZNF254	4.9342642497113
PARK7	9.65932786857283
PAX1	3.48379683791081
PSMC4	6.27743143152867
KCNH4	4.30218121556797
TUBA1A	8.74677764238704
PRMT8	3.45743523924452
SELP	3.16938908041141
PSMD8	6.36665558442008
SOX10	4.6845831999891
HTR1E	3.86836826953594
RABGEF1	6.60699577841187
EPS8L3	4.30104426609233
MAP1LC3B	5.29689954770687
AGXT2L1	3.20985803517710
CYB5R4	4.62226032069469
MEMO1	6.54371579677991
LRBA	5.95414207380628
TRAPPC2	5.59368301449799
FLJ14107	4.32291012548318
FNTB	3.53942886886476
MYST3	5.20865097826834
KRT8	8.05553879876854
AURKAIP1	7.55355887153833
LMAN2L	6.40789309237048
C1GALT1C1	5.85333858950153
DSE	3.9786630708864
FHIT	4.9875605061265
OSBPL3	5.20214236163078
PPOX	5.78838717957145
SLC39A9	3.50977029355166
EPB49	4.93750618866597
LOC137886	6.21847514143206
C7orf49	5.57569872972564
RHCE	3.36217178902833
CST8	4.1714856066582
ATG7	4.47722440299924
SPP1	8.678300967818
GLI1	3.39955278938177
HYPK	8.17712081924132
SFTPD	4.45342990323409
MCFD2	6.62586042365734
ZNF157	3.02667911354187
EPS15	6.00961098268123
SFRS2B	5.32974228628149
BTNL3	3.7292069599996
GPR23	3.72393648739161
TRPA1	3.27158798096851
ASPSCR1	4.90637033455189
GNS	5.80663005423394
FDFT1	9.71736045674772
