Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G06_491200
Composite Element REF	Signal
AACS	5.96285215357535
FSTL1	6.59485010498647
ELMO2	4.37230899712543
CREB3L1	3.95443364911293
RPS11	10.5921715142513
PNMA1	6.93425470966731
MMP2	6.05113656957815
SAMD4A	4.18669294413523
SMARCD3	5.52780186661535
A4GNT	3.71927067810056
C9orf39	3.25376858659886
PKNOX2	4.81888317171332
RALYL	3.72194746092099
ZHX3	4.14055832645359
ERCC5	5.02197083304121
RXFP3	3.15835004477726
APBB2	3.38092524499381
BBOX1	4.67952230091391
PRO0478	3.07101563463566
GCSH	7.6934726006153
XDH	4.12985353273244
EDN1	5.0742063182178
MTERF	6.64986519736708
PDCL3	7.27709765406438
CLK4	7.18909792120183
KCNG1	3.65232037541548
CXCR4	8.10276066221506
DECR1	7.4266975421157
SALL1	2.96444637141743
PTPRR	3.58771217440414
CADM4	3.44274611742949
IRAK1	9.18063870023087
CFHR5	3.22202806693882
HNRPD	7.21791866030666
TMSB10	12.2516127176405
CXCL3	4.25764061930648
LMAN1	4.16349459240884
SUHW1	3.44438556304537
CHD8	5.226467465059
SUMO1	7.63475013025095
GP1BA	3.26749409587007
OR7A10	3.57776003400278
DDB1	7.87550386342285
CHRNA10	3.84068765707415
STYK1	3.73060229154849
MYO9B	4.24230464956555
CCNI	10.1382655495736
MMP7	11.3995307551819
EP300	5.28024659124429
CRNKL1	6.23524017988518
C9orf45	3.27971386324516
XAB2	4.27330545153649
RTN1	3.68038860662919
HIC2	3.70736703174083
TBX10	3.70725580054552
CENPQ	4.99478233964434
UTY	3.20422992763342
OR2W1	2.92936551580874
ATP5G2	10.3247639826675
ZEB1	3.37495681100224
ZG16	3.83061268809658
ERG	4.5079146224021
PARN	7.16725703425636
SOD2	7.59114759284707
JOSD3	8.01668112913365
ADAM5P	3.47097519243766
CHD9	5.05319159832286
hCG_40738	3.61555555427908
STK16	5.65186520495725
PDE1C	3.76327549355532
SEMA4D	5.65744090369902
AGPAT1	4.88416353059014
TOB2	5.34765380600568
BANK1	6.24068915549866
MAP3K3	5.23019580209972
MAX	5.99543757493703
GRM2	4.06297334262299
OSBPL8	5.61148988306182
PROSC	5.78884366516892
NR4A2	5.847345767084
RICS	4.23223777847454
PIR	6.07285420570253
PPCS	9.21564363835024
