Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G08_516434
Composite Element REF	Signal
AACS	6.74186729361172
FSTL1	8.87221184738896
ELMO2	6.33182913598504
CREB3L1	4.21619996119307
RPS11	9.90405730189201
PNMA1	7.93828111771786
MMP2	8.77751659697248
SAMD4A	3.77064998145166
SMARCD3	8.21063418924929
A4GNT	3.40750895544913
C9orf39	3.42896633485956
PKNOX2	4.04231849534491
RALYL	3.2535181602075
ZHX3	4.73212704709042
ERCC5	6.78332320663742
RXFP3	3.06907422432657
APBB2	4.85342083374124
BBOX1	5.36702261605168
PRO0478	3.09290356947112
GCSH	8.34428168355752
XDH	3.940838874636
EDN1	3.7594256927793
MTERF	6.8551298623411
PDCL3	7.60228202946003
CLK4	6.37466223030341
KCNG1	3.43552555082948
CXCR4	9.47276792414034
DECR1	7.76096759708625
SALL1	2.99335124606566
PTPRR	3.21200871565854
CADM4	3.31970877566317
IRAK1	8.75216409128198
CFHR5	3.15641087264676
HNRPD	7.88270451873266
TMSB10	11.9246566774935
CXCL3	3.81162467586212
LMAN1	3.99035702436353
SUHW1	3.30832903015453
CHD8	6.11044730673199
SUMO1	7.67425790382078
GP1BA	3.12138522300423
OR7A10	3.71208056854522
DDB1	7.75960225505681
CHRNA10	3.43976698079639
STYK1	3.53232726695795
MYO9B	4.47912500490518
CCNI	10.2376932710138
MMP7	8.04030861972102
EP300	5.55603798860575
CRNKL1	7.13171710158481
C9orf45	3.20573658284051
XAB2	4.46419161686916
RTN1	4.29559603620901
HIC2	3.5447400928736
TBX10	3.35876453471090
CENPQ	4.58739205920650
UTY	3.25330491729874
OR2W1	2.71762998945449
ATP5G2	10.4064882853739
ZEB1	4.22811114091184
ZG16	3.46119789324070
ERG	3.63265347176751
PARN	7.34367735747224
SOD2	5.80206684915828
JOSD3	8.60638578282972
ADAM5P	3.2301990277033
CHD9	6.68824091655676
hCG_40738	3.99154693032128
STK16	4.82208063416204
PDE1C	3.21625784672253
SEMA4D	6.15911558901368
AGPAT1	6.28909833515462
TOB2	5.84499599629357
BANK1	3.85002836789207
MAP3K3	6.01877238113007
MAX	5.38810586344527
GRM2	3.8229096890906
OSBPL8	7.64048778459525
PROSC	6.47975732511872
NR4A2	5.60566691973358
RICS	5.22193118842188
PIR	3.95760494882344
PPCS	9.15728756247715
IPO9	6.43201665987024
LONP1	7.03600520779601
EVC	4.64957787728135
CXCL13	4.61494490068021
SCYL3	5.65842887968688
KIAA1199	6.13987683858641
SORL1	9.07261447514782
NAT10	8.02301961230827
CHD1	6.58318471037325
SYN3	3.43694913161902
DMC1	3.98732413121029
SLC22A2	3.43404315327374
SERPINF1	9.21296534254544
C20orf27	6.30885407451733
OR7A17	2.9128064853123
RPS6KA5	5.17658406520035
LHB	3.19273919237823
TAOK3	4.9381474739563
STK25	5.69710183055914
SLC12A4	3.59267738635496
BRCA1	3.82427267952039
GBL	5.09400147127006
C14orf108	8.06118559333391
CDC25B	5.30440716890497
BMP3	3.17573531860294
MAP1LC3C	3.59468771438826
TMEM180	3.52028548323863
CRYGC	3.56765962753655
SLK	5.77260091343255
POU3F1	3.08913508081615
C20orf32	3.69639738932225
USP52	6.11632809536334
HIGD1B	4.34760352766661
BAZ1B	6.76626310121678
USP6NL	5.02718686926834
SLCO2B1	4.39256296034994
ABCD4	4.40026669787185
DIMT1L	7.00720405088458
SLC25A46	7.3667046696399
LARP7	7.4749495027424
TEK	3.56702673085564
CD160	3.53617499089523
TERF2IP	8.33289102422631
PHF20	6.24642356523948
COL1A1	9.05043756776993
KIAA0090	6.5427813253747
GTPBP1	4.31931131167469
GRK5	3.81400806206325
AP1S2	5.79693572957485
RAB33B	4.84448711833638
CA11	4.02355640602727
ALDOC	7.51529378931627
NUDT1	4.96949464282613
ZNF212	5.98694784654738
ACBD3	7.6760732868477
ZNF83	7.80953951068289
PRDM2	5.3205893112914
GDPD5	5.62743892431225
PDCD4	6.15799247703815
CEP350	6.54177052280554
FOXP3	3.27966300229379
SMYD3	8.33055107485055
CST7	6.23124564839818
SELL	4.03821069159818
CIAO1	6.67620793591297
LGI2	3.64556311866519
WDR45	6.6647115884514
ANKRD6	6.76433405075284
LTBP4	4.46253035510407
PSCD3	3.28899811560512
PYY	2.99844633235744
KCNC1	2.99721592599058
SIRT6	4.04097242564714
CCL19	3.9237276227485
ARHGEF9	4.21873438478885
ABR	4.20457218897056
C10orf22	8.74019868226303
STK17A	4.90213466809557
FOXE1	3.2946256564137
GML	3.19926061344138
CNGA3	2.99256524186127
CD38	3.9165784545746
ZDHHC6	7.10931338715981
NEFH	3.25739518060043
PGBD5	3.87223026257071
CTDSP2	6.83226151905895
RMND5B	5.40984240695116
ZNF257	3.88765496771942
DUSP4	3.57052513528866
FLJ22167	5.48981391369181
EXOSC7	7.2919341101568
ROR2	3.81784039305196
FOXM1	4.51461955580508
ZBTB48	5.01101375716221
BUD31	8.29171579313974
MAOA	4.0174804438019
CCDC41	4.71286427823091
TNNT3	3.43824286278159
FBXO11	5.8155632063165
GYPC	5.81787668644951
PLIN	5.49994488488186
RFXAP	3.43374155067049
C6orf15	3.63249772196054
RNF4	8.4030940932923
F8A1	7.77689120775008
PPP1R3D	5.34613183992761
GRB2	7.66119072668367
TPM3	3.02666358096218
SYT13	3.68000017525084
EPB42	3.39313969133989
RP5-1077B9.4	5.45294915305222
EIF1	10.6385271702345
CETN3	7.41826093497453
FPGT	5.95792141240573
PRY	3.40607340341245
NTHL1	5.11034837327665
POLR2B	8.73549022638804
RPS28	12.3071454869488
GDF10	3.18400981319774
COQ9	8.14432231857008
P2RX3	2.91677797212984
GCC2	8.01202055722678
RARRES3	6.45483242124405
PLXNA1	6.02526158359541
WBP4	4.83789909820017
KIAA0100	7.18319284232127
PMF1	7.19442578329235
HS2ST1	5.89264406953211
CRELD2	6.2146145347431
C8G	3.09246311008237
CD82	5.9498751447123
PMM1	4.40901911434281
CBLL1	5.29428587624021
LIM2	3.33932606134151
VAX2	3.78366611377315
SETDB1	5.6876668927409
LRAP	4.86897435946077
GCLM	7.58788359052302
CPEB3	3.78399186000458
PPM1A	5.9745195343837
INTS1	4.17587523785913
MMP16	3.12810416929088
CAMTA1	3.78163686039655
SAMSN1	5.57929993793404
DRD3	2.90604437628606
GMPPA	4.98587988530724
C11orf73	6.49606344146593
AIPL1	3.68196026167021
PTP4A2	9.26463258631915
IL24	3.29409863340399
BDKRB1	3.10935452026963
HPCA	3.30725654618885
MLF1	5.53427141264941
SEC14L1	6.42727255691751
CHFR	5.78389956771183
EMILIN1	4.00866951391972
THADA	6.68826834697777
TAF12	6.62583690741793
NDUFS4	8.38287267015998
ID1	5.93510892349341
PIK3CB	3.95262866374882
COL18A1	6.57682026650241
PDZD3	3.06679050383434
TBC1D17	5.9784087362392
COX8A	9.97352413559529
CDCA4	5.72021492368235
C2orf44	4.76554834304495
C9orf16	8.61014994886499
ERBB2IP	8.1509795196433
EMX2	9.15759612061835
FUS	6.06167723104968
NIPSNAP3B	3.91425035134359
TF	3.50144033574909
CXorf56	5.20111599577089
CLCN4	3.97328343474229
PWP2	6.50624425509542
MMP15	4.10765401187774
MTMR14	5.13156812346949
NPR1	7.34887778614889
DNAL4	5.0202861791699
ELAC2	4.51530461877202
ASS1	11.3933603416249
IPP	6.16649533941237
TMEM59	10.2268466698078
POLR2J	9.15202173624395
SEC23IP	6.03098665843762
RGS4	5.6373055595144
UQCRC1	9.09592477402126
SNX6	8.01226681855475
DDX18	7.88349974660544
POLG	4.49643531778901
ADAM23	3.91509159006806
ZNHIT2	5.01576944133799
TFR2	3.44106882985849
NCDN	4.30909410652758
RAG1	3.66793997539562
POMT1	5.99141069167035
CYP1A1	3.10688206002208
SNAPC1	6.37528554032016
GNA11	5.70203620933511
CCDC52	2.90218785869393
CAPN1	7.1728411710387
