Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F10_516442
Composite Element REF	Signal
AACS	5.74531959828159
FSTL1	9.14427936939387
ELMO2	5.38248273571553
CREB3L1	4.35013634862389
RPS11	9.7376598586375
PNMA1	7.46338941563205
MMP2	8.98861569705835
SAMD4A	3.78846245737079
SMARCD3	7.562602520048
A4GNT	3.70729782924948
C9orf39	3.38475121477667
PKNOX2	3.77779919760629
RALYL	3.34333971894949
ZHX3	4.43863565413826
ERCC5	5.62855378323887
RXFP3	3.07915612664994
APBB2	4.34153361778639
BBOX1	5.93191973265676
PRO0478	3.1663347377624
GCSH	6.94920511608225
XDH	3.47337950010491
EDN1	6.08637193750111
MTERF	6.14281584374413
PDCL3	6.74034734682287
CLK4	7.44719903044088
KCNG1	3.75452881642398
CXCR4	9.45469714997701
DECR1	7.98018395324844
SALL1	3.17834754418239
PTPRR	3.40761955276935
CADM4	3.19807208919647
IRAK1	8.71469557683235
CFHR5	3.34132362968113
HNRPD	7.36283408681452
TMSB10	12.1250927470860
CXCL3	4.2742267061375
LMAN1	3.98699600466103
SUHW1	3.37141228274395
CHD8	5.88726199241164
SUMO1	8.04597624238598
GP1BA	3.57212263582549
OR7A10	3.65561686501971
DDB1	7.44780464361667
CHRNA10	3.44803776592302
STYK1	3.56060630398732
MYO9B	4.19462987515847
CCNI	10.2023615082169
MMP7	9.6717801076426
EP300	6.23874263313332
CRNKL1	6.22598626068041
C9orf45	3.40330321339997
XAB2	4.21361539770404
RTN1	5.84563581308448
HIC2	3.72224647451831
TBX10	3.54084732100362
CENPQ	4.31524120854901
UTY	3.10984436053058
OR2W1	2.86562322135262
ATP5G2	9.95316866435978
ZEB1	4.36799082730903
ZG16	3.44383262909646
ERG	3.87711999806174
PARN	7.07496753934568
SOD2	7.57614742599479
JOSD3	7.36940351882086
ADAM5P	3.13792063081968
CHD9	6.05280500076559
hCG_40738	3.73462445642514
STK16	5.73887897324795
PDE1C	3.47177889246661
SEMA4D	5.88236467878946
AGPAT1	6.30270487646918
TOB2	6.1518239107926
BANK1	3.8192237742475
MAP3K3	5.67565537495365
MAX	5.9568841019745
GRM2	3.84941903697489
OSBPL8	7.28154762610859
PROSC	5.68981907838341
NR4A2	4.61885225330382
RICS	3.91963369571766
PIR	6.00024677399735
PPCS	8.66818654031042
IPO9	5.88565802324374
LONP1	6.06227379454142
EVC	4.28233806404788
CXCL13	9.66862360781017
SCYL3	5.92825513466402
KIAA1199	6.21595551356302
SORL1	7.63018045618827
NAT10	6.57221182240706
CHD1	5.90757056939668
SYN3	3.39366291156556
DMC1	4.16213190397117
SLC22A2	3.66095895267522
SERPINF1	9.80565246902838
C20orf27	5.46763602081167
OR7A17	3.17448152994006
RPS6KA5	4.86236124855339
LHB	3.27918958358496
TAOK3	5.1191936547699
STK25	5.57394275431429
SLC12A4	3.55990847443428
BRCA1	3.48978745954915
GBL	5.81537547735797
C14orf108	8.28897925328224
CDC25B	6.73488354960295
BMP3	3.22691955976445
MAP1LC3C	3.31715960564062
TMEM180	3.36026211891618
CRYGC	3.59963798418411
SLK	5.86315575866596
POU3F1	3.42068680305498
C20orf32	3.87684065331555
USP52	4.71053825047001
HIGD1B	4.09394313955758
BAZ1B	6.39392523586818
USP6NL	5.2024079941065
SLCO2B1	5.63734536409556
ABCD4	4.21060773463622
DIMT1L	5.93453629441506
SLC25A46	7.44280444809381
LARP7	7.30528303315008
TEK	3.52715099825293
CD160	3.93246375431603
TERF2IP	7.50138675821637
PHF20	5.82554073831707
COL1A1	9.07905144200132
KIAA0090	5.27541666623145
GTPBP1	4.61831660252547
GRK5	4.02467132377788
AP1S2	7.25595623697154
RAB33B	5.24339221578837
CA11	4.54128264195221
