Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_C11_443122
Composite Element REF	Signal
AACS	6.73846412598554
FSTL1	8.89094127963148
ELMO2	5.70329444976957
CREB3L1	4.1863772471615
RPS11	10.1056962657444
PNMA1	8.40849975034345
MMP2	8.37293000428027
SAMD4A	3.93240851429087
SMARCD3	5.77779518520515
A4GNT	3.75898043233477
C9orf39	3.37970119971157
PKNOX2	5.3764700153197
RALYL	2.98259274641898
ZHX3	4.44342809714357
ERCC5	6.14789072215098
RXFP3	2.83259762610039
APBB2	4.65669620464478
BBOX1	3.51563535932563
PRO0478	2.87125271164646
GCSH	8.9484077827135
XDH	3.52906470368941
EDN1	5.0153759162482
MTERF	5.76447275726531
PDCL3	7.44232406720222
CLK4	6.57662527423342
KCNG1	3.71270855677795
CXCR4	7.91886733074015
DECR1	8.04621394425994
SALL1	3.21993599143970
PTPRR	3.4289352918477
CADM4	3.50145260606047
IRAK1	8.0400129020311
CFHR5	3.09801681785032
HNRPD	7.52065308697874
TMSB10	11.9008535443875
CXCL3	3.85046089866825
LMAN1	3.68339313336011
SUHW1	3.43599828458479
CHD8	7.00008134550051
SUMO1	7.68990778139799
GP1BA	3.17248626173012
OR7A10	3.84488262991771
DDB1	7.48624434843304
CHRNA10	3.56317660081387
STYK1	3.56971656723541
MYO9B	4.12776987707147
CCNI	9.99601214925901
MMP7	10.0565538742838
EP300	6.79634791736895
CRNKL1	6.37025624474943
C9orf45	3.25268636343284
XAB2	3.92987791269465
RTN1	4.33539539808966
HIC2	4.20232070104059
TBX10	3.45858709303322
CENPQ	4.28431678532857
UTY	3.12671707459384
OR2W1	2.96278950588893
ATP5G2	10.2033311237831
ZEB1	4.71262775128714
ZG16	3.54599361499518
ERG	4.67131732133941
PARN	6.95020995335996
SOD2	5.89212633596879
JOSD3	7.43844073131019
ADAM5P	3.08603058742218
CHD9	6.78892309981571
hCG_40738	3.63643057649512
STK16	4.90508011085443
PDE1C	3.69907072192738
SEMA4D	5.53938236383586
AGPAT1	5.79151089287778
TOB2	6.57405389395733
BANK1	3.81519212242711
MAP3K3	5.43107263269278
MAX	4.89708183269466
GRM2	3.61188943758782
OSBPL8	7.23932479680528
PROSC	6.77449954506865
NR4A2	7.14284372688032
RICS	6.02769528991659
PIR	6.28483369978863
PPCS	9.08690138063892
IPO9	6.18044749212646
LONP1	6.37326065623857
EVC	4.76757790958924
CXCL13	3.87638495152673
SCYL3	5.67677588533881
KIAA1199	7.13074744770084
SORL1	8.18823416710786
NAT10	6.44215445302334
CHD1	6.62487096156563
SYN3	3.33856910215157
DMC1	3.82979259690512
SLC22A2	3.71661278121834
SERPINF1	9.33898318777514
C20orf27	5.21846715942645
OR7A17	3.04170677079139
RPS6KA5	4.29886582078
LHB	3.33511266810481
TAOK3	5.58906532677982
STK25	5.66881023283829
SLC12A4	3.58536580098915
BRCA1	3.77740602958265
GBL	5.11698543102887
C14orf108	7.90263005614911
CDC25B	6.7488421611347
BMP3	3.17360364080974
MAP1LC3C	3.44582770540199
TMEM180	3.55953066821594
CRYGC	3.51825117938778
SLK	6.51743823995101
POU3F1	3.26098412032273
C20orf32	3.60187697194513
USP52	5.40677397454914
HIGD1B	3.82294011922678
BAZ1B	6.425166591591
USP6NL	6.26093144653097
SLCO2B1	4.38800440558393
ABCD4	4.55723451805336
DIMT1L	5.42703388004081
SLC25A46	7.14923482062165
LARP7	6.66126098024439
TEK	3.93773928570554
CD160	3.48993013471048
TERF2IP	7.69258038563133
PHF20	6.33410112080108
COL1A1	8.45487495754625
KIAA0090	5.7872137920329
GTPBP1	4.34136801885469
GRK5	4.4694047071792
AP1S2	6.27136528056328
RAB33B	4.67145964987333
CA11	4.69370271894043
ALDOC	4.69473035957688
NUDT1	5.68075021854352
ZNF212	5.59984418933469
ACBD3	7.7812437362712
ZNF83	6.70417922086414
PRDM2	5.23994459023633
GDPD5	4.83998127059175
PDCD4	6.13548008978105
CEP350	6.55713119240214
FOXP3	3.24525137251727
SMYD3	6.21527273600033
CST7	4.42409502265445
SELL	4.20587362261671
CIAO1	6.23291228327455
LGI2	3.78257306295382
WDR45	7.7768217479337
ANKRD6	8.08899117976331
LTBP4	5.97033316552945
PSCD3	3.36355142251787
PYY	3.04881660646456
KCNC1	3.12868993818718
SIRT6	3.83655162335848
CCL19	3.93337252301868
ARHGEF9	4.55962950478425
ABR	4.75719598001856
C10orf22	6.86757012181062
STK17A	5.52394834185002
FOXE1	3.35182876284554
GML	3.08062595638914
CNGA3	2.86973003751182
CD38	3.23800581198868
ZDHHC6	7.07557299572649
NEFH	6.71545618671647
PGBD5	3.88486426387800
CTDSP2	7.47420389952267
RMND5B	5.69882069141086
ZNF257	4.37540115461037
DUSP4	3.32510572155176
FLJ22167	5.16455159432901
EXOSC7	6.25986463961925
ROR2	3.73653633040684
FOXM1	5.33488906224663
ZBTB48	4.61375968164306
BUD31	7.09409975970443
MAOA	4.80571386422975
CCDC41	4.76911224033766
TNNT3	3.73925403677582
FBXO11	5.75847322485652
GYPC	8.85679774382515
PLIN	3.31989258639761
RFXAP	3.49049298222983
C6orf15	3.8331903551256
RNF4	8.51327954145785
F8A1	7.11299064084869
PPP1R3D	4.61079247974539
GRB2	7.05199931160167
TPM3	3.01359886826319
SYT13	3.75496668844638
EPB42	3.44794825342985
RP5-1077B9.4	5.19317324745933
EIF1	10.1896304928557
CETN3	6.90649796312112
FPGT	4.7378179635092
PRY	3.31152119667682
NTHL1	4.80417770736927
POLR2B	7.91161791427988
RPS28	11.8349682394222
GDF10	3.13168586298076
COQ9	7.38073702840102
P2RX3	2.79096778259178
GCC2	7.33129202070552
RARRES3	7.4041973540861
PLXNA1	6.2315165233842
WBP4	4.87022990240511
KIAA0100	7.0558025620945
PMF1	6.78681490786853
HS2ST1	5.52263947526691
CRELD2	6.88555153122478
C8G	3.01353923782634
CD82	5.23091390742397
PMM1	5.4025271837371
CBLL1	4.24550555900573
LIM2	3.09729419165539
VAX2	4.07807097757515
SETDB1	5.40176857102623
LRAP	3.02790684000946
GCLM	6.37612605184274
CPEB3	4.20023096735536
PPM1A	5.82063835385489
INTS1	4.04546489238321
MMP16	3.17565005103077
CAMTA1	4.11507969752311
SAMSN1	4.97845805308429
DRD3	2.84647870507668
GMPPA	5.29459200449853
C11orf73	6.53007420188302
AIPL1	3.45421406027595
PTP4A2	9.42399221885694
IL24	3.24705075107964
BDKRB1	3.47001572358907
HPCA	3.59883047036192
MLF1	5.83860371573392
SEC14L1	6.20178905594813
CHFR	5.9460583052157
EMILIN1	4.82913758210551
THADA	6.3295181201707
TAF12	4.74024429220228
NDUFS4	7.89974717098694
ID1	7.750485988262
PIK3CB	4.22465928718874
COL18A1	8.4394631483639
PDZD3	3.09836064538839
TBC1D17	4.71448335170517
COX8A	9.59402589186753
CDCA4	5.43384518991228
C2orf44	4.12007599874573
C9orf16	6.44340166394337
ERBB2IP	7.89685463422493
EMX2	8.42293529927185
FUS	6.23745521025151
NIPSNAP3B	3.55407061513403
TF	3.28033934881093
CXorf56	5.48792342623139
CLCN4	3.59992305472901
PWP2	6.05884542303506
MMP15	3.93812575230968
MTMR14	5.85122995651895
NPR1	7.19023552474063
DNAL4	5.44195924545991
ELAC2	4.78988144563104
ASS1	10.5315572030661
IPP	5.34486232978616
TMEM59	9.20688066687993
POLR2J	7.70277319563492
SEC23IP	5.04683658079538
RGS4	5.63660349158567
UQCRC1	8.7596625941721
SNX6	6.4700378246175
DDX18	6.3672010301138
POLG	4.59242236229744
ADAM23	4.17010706225397
ZNHIT2	4.16310419927826
TFR2	3.39205087418593
NCDN	4.22175968127476
RAG1	3.57836036704715
POMT1	5.3690798381424
CYP1A1	3.44423932289509
SNAPC1	5.17903465029539
GNA11	5.45359543415531
CCDC52	2.72093652796451
CAPN1	6.30193961203493
DDHD2	8.6571932586703
UPF3A	6.3637364145407
LAGE3	5.75133636890438
GNRHR	3.07262330631150
UNC13B	5.55985830821186
TTLL4	4.35242200638598
PPBP	3.17148621749083
HTR3A	3.2639378057641
SDC2	6.19520081830806
ANKRD49	7.17951658407794
BTF3	10.0489516037656
COX7A2	10.3818633200630
SARS	7.92336112915512
C13orf18	3.8453296285728
CACNB1	3.74773448061298
QKI	5.93235588561103
SETMAR	6.19008824779444
LAMB4	3.37638906673392
MAN2B1	6.80377117167411
EML3	5.001382765569
ACADL	3.40367001071722
OFD1	8.3575090502629
CGA	3.41765334724053
EIF3EIP	11.0481658819563
PEX16	5.10416777096570
GNG12	7.80990665556992
HABP4	5.05984728592044
CNTN2	3.69705377523481
ASNSD1	6.94457400760319
FUT4	4.12266293137873
DBH	3.32808882408069
CD53	6.58724714280969
HIST1H2BJ	3.36143850583281
TFAP2B	3.19285279653247
ACF	3.71686424683823
TMEM11	6.39231427794972
CDH8	3.3958226554503
C3orf32	3.49799870979475
AGPS	4.08358466499969
C4orf18	3.23826667279158
PCCB	6.79717060926444
IPO13	4.98302133093165
PECI	8.03615465961328
UNG	7.28667817142709
C6orf105	3.42840528586887
GSTP1	9.04841237028858
SUV420H1	8.01549621395089
ARHGAP15	3.70194962334732
LTBR	6.68268860791029
TDRKH	3.07837202823684
PSG4	3.37668051337373
SLC9A3R1	5.97623992179994
NBPF3	9.92893902672888
SLC9A3	3.45030020861995
OSBP	6.4425946491385
PRR5	4.87729658570826
CHMP7	5.55901817313996
ADRA1A	3.09901883044458
ASAH1	6.63381330104644
FKBP4	7.49693945338715
ZNF350	6.43850494707784
DOM3Z	5.31229220049728
GIPR	3.57773975356813
AHI1	4.85167842405805
BST1	4.57602825646116
NCR2	3.57308373273089
