Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G12_516334
Composite Element REF	Signal
AACS	7.58323935245995
FSTL1	9.78647783355797
ELMO2	6.74800106098788
CREB3L1	4.16406371363586
RPS11	9.51069113886472
PNMA1	7.88252131548878
MMP2	8.71242109951698
SAMD4A	3.92688637719306
SMARCD3	6.2179134847936
A4GNT	3.64898595568801
C9orf39	3.2610455467298
PKNOX2	3.85650531746386
RALYL	3.33922641616322
ZHX3	4.85031838961821
ERCC5	6.30082257657908
RXFP3	2.94511801351553
APBB2	5.0483029359977
BBOX1	6.52726723349852
PRO0478	3.01952455825523
GCSH	8.57669515621972
XDH	3.89115679997639
EDN1	4.41485088603392
MTERF	6.41261455201214
PDCL3	7.30273318081806
CLK4	6.4764859080705
KCNG1	4.02606882751361
CXCR4	7.36414440918382
DECR1	7.18020814277812
SALL1	3.26386547322552
PTPRR	3.64146670762642
CADM4	3.28806554300601
IRAK1	8.24384702671616
CFHR5	3.10057764963081
HNRPD	7.93561955467545
TMSB10	12.1468992621044
CXCL3	3.80547112147118
LMAN1	4.24871067276115
SUHW1	3.46545343575947
CHD8	6.31825786085598
SUMO1	8.35321751021378
GP1BA	3.30707570568124
OR7A10	3.88301042748327
DDB1	8.13746978348625
CHRNA10	3.67322592497766
STYK1	3.44037749555877
MYO9B	4.45513177989807
CCNI	10.0266963342500
MMP7	9.5772177799823
EP300	6.60027670449555
CRNKL1	4.99352254436385
C9orf45	3.25799877554663
XAB2	4.0458714545605
RTN1	4.01842008756192
HIC2	4.3621921266701
TBX10	3.56936264718689
CENPQ	4.46680872975697
UTY	3.17879445867028
OR2W1	2.83177663363019
ATP5G2	9.9905725626237
ZEB1	4.22728160368059
ZG16	3.34364876088514
ERG	3.8295817432454
PARN	7.55346606342064
SOD2	5.55178323265059
JOSD3	7.44998914420386
ADAM5P	3.06673319616502
CHD9	5.92837261837837
hCG_40738	4.01262845999758
STK16	5.3890827530058
PDE1C	3.49617318543276
SEMA4D	5.28363975817739
AGPAT1	6.02526445654915
TOB2	5.55495531113805
BANK1	4.04433858352811
MAP3K3	6.07589072192616
MAX	5.43665347287538
GRM2	3.85199307830238
OSBPL8	7.84205439798904
PROSC	5.30955226382057
NR4A2	4.85637138368628
RICS	4.73237489158604
PIR	3.91668942253822
PPCS	8.85120192862681
IPO9	6.00228040655626
LONP1	7.8967511824168
EVC	4.64676677548968
CXCL13	6.75268311607517
SCYL3	5.3992750556241
KIAA1199	5.8102991088124
SORL1	7.15390281796277
NAT10	7.5477778013156
CHD1	6.27240453991522
SYN3	3.33868769645209
DMC1	3.9637090948775
SLC22A2	3.63422821802889
SERPINF1	9.29595904248964
C20orf27	5.15294734748224
OR7A17	3.02989227887991
RPS6KA5	4.57374968370664
LHB	3.25035581886875
TAOK3	5.56808136579391
STK25	5.77165408489312
SLC12A4	3.5711379781172
BRCA1	4.0889051556501
GBL	5.78346389634789
C14orf108	8.65492889677654
CDC25B	6.6304271153588
BMP3	3.14839620540057
MAP1LC3C	3.77994693813215
TMEM180	3.36503817295571
CRYGC	3.76171100102799
SLK	6.16697933491115
POU3F1	3.25467803616512
C20orf32	3.72394981542293
USP52	6.62697137981794
HIGD1B	4.04117852791202
BAZ1B	6.78786112109409
USP6NL	5.711535068635
SLCO2B1	4.68710684731766
ABCD4	4.39103179575203
DIMT1L	6.23673466206054
SLC25A46	7.6938534882166
LARP7	6.69531910543508
TEK	3.82672836841383
CD160	3.45104178448469
TERF2IP	8.17043214645945
PHF20	7.1161973539177
COL1A1	10.1066215627967
KIAA0090	6.23434032003013
GTPBP1	4.46844518735235
GRK5	3.87873684965738
AP1S2	5.91036733181898
RAB33B	4.23159503685797
CA11	6.33681162185125
ALDOC	6.05362962806849
NUDT1	5.31873848979316
ZNF212	5.50925092684693
ACBD3	7.31173764581676
ZNF83	6.77528956977662
PRDM2	5.09727473875034
GDPD5	4.85961222351944
PDCD4	5.21123523217026
CEP350	5.94953607288863
FOXP3	3.22253417721413
SMYD3	7.0711570834315
CST7	4.4232675134684
SELL	4.086140275395
CIAO1	6.41355936835221
LGI2	3.92069304064899
WDR45	7.55247714569466
ANKRD6	6.6130170475099
LTBP4	4.08026046942637
PSCD3	3.53839830683483
PYY	2.99411532307911
KCNC1	3.17206990256134
SIRT6	3.74188251379054
CCL19	3.89177406346801
ARHGEF9	4.74608782121310
ABR	4.6173636562908
C10orf22	11.1901714603629
STK17A	4.68728041629624
FOXE1	3.71389671434329
GML	2.98948493433677
CNGA3	2.81514862596686
CD38	3.42541364553035
ZDHHC6	7.28522369864562
NEFH	5.65756247519901
PGBD5	3.37195659783691
CTDSP2	7.6016420431354
RMND5B	5.58159229354619
ZNF257	3.70280996638897
DUSP4	4.00457298667528
FLJ22167	4.93392139852893
EXOSC7	6.33573367427458
ROR2	3.90688224869305
FOXM1	5.52017839773619
ZBTB48	4.39170274051089
BUD31	7.62331990379929
MAOA	4.18211394411258
CCDC41	5.46460021510377
TNNT3	3.75605498294347
FBXO11	5.92045871759043
GYPC	6.07881746144530
PLIN	3.53107966168506
RFXAP	3.52279737285971
C6orf15	7.44039447877915
RNF4	8.64681477785645
F8A1	8.16444095702354
PPP1R3D	5.00671061024635
GRB2	7.44398535814645
TPM3	3.15144288879513
SYT13	3.69572191052011
EPB42	3.53434575153763
RP5-1077B9.4	5.61379249891504
EIF1	10.3436358854594
CETN3	6.76898003469893
FPGT	5.77332063916952
PRY	3.41730618651040
NTHL1	4.58940438823203
POLR2B	9.12456309781474
RPS28	11.7918334820984
GDF10	3.20966947120839
COQ9	7.76210208042774
P2RX3	2.79946947997277
GCC2	8.03014915122233
RARRES3	7.26462528513054
PLXNA1	6.79005083875682
WBP4	5.10530254294533
KIAA0100	6.34870600522789
PMF1	6.2876234763639
HS2ST1	5.94951541257579
CRELD2	6.78558357203034
C8G	3.34953649519697
CD82	5.59805693131553
PMM1	4.62605879184369
CBLL1	4.45513152899478
LIM2	3.29219621551712
VAX2	4.06964741693402
SETDB1	4.92333120349865
LRAP	6.28798821225047
GCLM	7.02075702952039
CPEB3	3.6425768422548
PPM1A	6.28623257668301
INTS1	4.24117886816895
MMP16	3.23308788382394
CAMTA1	4.00721312053416
SAMSN1	5.86904517107151
