Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_D07_452032
Composite Element REF	Signal
AACS	6.92589403460096
FSTL1	7.81944745196999
ELMO2	5.45544524947254
CREB3L1	3.74207491180117
RPS11	10.0543620321982
PNMA1	8.30797884808555
MMP2	7.0775216589009
SAMD4A	3.75767169719668
SMARCD3	5.40771912200191
A4GNT	3.48183551533947
C9orf39	3.27480453721879
PKNOX2	4.56655486635642
RALYL	3.91744301355131
ZHX3	4.70562490002064
ERCC5	6.58349129917554
RXFP3	2.91229008989146
APBB2	3.76535844325718
BBOX1	3.75486528438179
PRO0478	3.01267841088352
GCSH	9.3613492122846
XDH	3.46194013305433
EDN1	4.90461183831759
MTERF	6.92211587886411
PDCL3	7.1703583326378
CLK4	5.77020948316582
KCNG1	4.69292544369383
CXCR4	8.68546786104408
DECR1	7.84090495935421
SALL1	3.46195474171715
PTPRR	3.3527160451045
CADM4	3.48370349032196
IRAK1	6.92944696973422
CFHR5	3.40402410724033
HNRPD	7.96396365347085
TMSB10	11.3663055370439
CXCL3	3.45963210520751
LMAN1	3.88273968288548
SUHW1	3.10922745025055
CHD8	6.04743198890038
SUMO1	7.97458578820541
GP1BA	3.13256562237626
OR7A10	3.65847006699383
DDB1	7.10833206266139
CHRNA10	3.5957358709776
STYK1	3.51273805198376
MYO9B	4.15929978897222
CCNI	9.74013134576659
MMP7	7.14850901092307
EP300	6.8542113386862
CRNKL1	7.28500210527933
C9orf45	3.19972041494136
XAB2	4.18327418156704
RTN1	3.66106010686859
HIC2	4.13817366264878
TBX10	3.43887140450382
CENPQ	3.89090177025872
UTY	3.03637268724487
OR2W1	2.82710289524539
ATP5G2	10.4093096123550
ZEB1	3.72425996975275
ZG16	3.43913502370862
ERG	3.55734262803524
PARN	6.44840496116662
SOD2	5.944585088108
JOSD3	8.09532425877664
ADAM5P	3.24472370554338
CHD9	6.47703734348215
hCG_40738	3.7834828804145
STK16	5.3021174707591
PDE1C	3.54090902802553
SEMA4D	5.23066431876914
AGPAT1	5.92624440966893
TOB2	6.08311456260833
BANK1	3.34153008882705
MAP3K3	4.66864016161445
MAX	5.10595293496986
GRM2	3.72272749778985
OSBPL8	6.86463211456777
PROSC	6.6399341719148
NR4A2	4.71403448443339
RICS	5.05860087607572
PIR	3.9404076987824
PPCS	7.81331667461897
IPO9	6.15328096037788
LONP1	6.71602009918008
EVC	4.07248052920422
CXCL13	3.90477094678049
SCYL3	5.46140250629518
KIAA1199	5.94967828261803
SORL1	7.86543377686602
NAT10	6.64591564914623
CHD1	5.95740515319007
SYN3	3.23051759383562
DMC1	3.78953503793199
SLC22A2	3.40844131181137
SERPINF1	7.51290463014943
C20orf27	6.54824443818763
OR7A17	3.08662396953966
RPS6KA5	5.08846638521793
LHB	3.36651605589765
TAOK3	4.72854210603734
STK25	6.43563796310242
SLC12A4	3.59263621602323
BRCA1	3.83762956916719
GBL	5.4127220455678
C14orf108	8.37512098611571
CDC25B	6.63068328514857
BMP3	3.27741511342257
MAP1LC3C	3.58983090260896
TMEM180	3.87867259199869
CRYGC	4.45686711187635
SLK	6.3239555145888
POU3F1	3.23629818915788
C20orf32	4.31902872039864
USP52	5.80769963238077
HIGD1B	3.82302586459254
BAZ1B	5.83215448923105
USP6NL	6.3363244451582
SLCO2B1	3.90370885025947
ABCD4	4.69196720654665
DIMT1L	5.93302135286099
SLC25A46	6.99759893107729
LARP7	7.11444246338788
TEK	3.272476160837
CD160	3.71125714664507
TERF2IP	7.47227398893603
PHF20	6.28264207211897
COL1A1	7.83613648079668
KIAA0090	5.04369417824504
