Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_B04_433724
Composite Element REF	Signal
AACS	6.21701236679819
FSTL1	8.75760069548145
ELMO2	5.84769768304178
CREB3L1	4.54239570018045
RPS11	9.63216275854119
PNMA1	7.37565687853885
MMP2	8.77143909384008
SAMD4A	3.77310237405191
SMARCD3	5.06650492812887
A4GNT	3.74189927636925
C9orf39	3.26292066349041
PKNOX2	3.88956161352773
RALYL	3.35052230912255
ZHX3	4.27936729322525
ERCC5	7.27757161774054
RXFP3	2.90533218760028
APBB2	4.34551177526317
BBOX1	7.35552074379035
PRO0478	3.02409215441972
GCSH	7.94659541621819
XDH	3.64300125152566
EDN1	3.82398446572559
MTERF	5.69752068214722
PDCL3	6.92149448483209
CLK4	6.58205340686492
KCNG1	3.59672788414221
CXCR4	8.20772573736539
DECR1	8.22350830449119
SALL1	3.18053186962039
PTPRR	3.37809994389137
CADM4	3.35265705359371
IRAK1	8.24234942993244
CFHR5	3.19549551684716
HNRPD	8.0857970879104
TMSB10	12.3541226415878
CXCL3	3.47521910730773
LMAN1	3.49587051572354
SUHW1	3.48963693114364
CHD8	6.8914980055935
SUMO1	8.01193067160341
GP1BA	3.23536202777122
OR7A10	3.91801627690231
DDB1	7.5228312485602
CHRNA10	3.50680016976697
STYK1	3.55208178753689
MYO9B	4.69690790213971
CCNI	10.5507788370899
MMP7	10.4549601518550
EP300	6.53547307173439
CRNKL1	6.10754243568927
C9orf45	3.0492971858427
XAB2	3.99286419167905
RTN1	3.65809933889376
HIC2	3.86318440619584
TBX10	3.57763143278266
CENPQ	4.18928753381787
UTY	3.15815339348783
OR2W1	2.97023362194220
ATP5G2	9.8853173887006
ZEB1	4.20912252604103
ZG16	3.42287025842664
ERG	3.89988331349761
PARN	6.56776440648675
SOD2	6.02038165026742
JOSD3	7.89322328838764
ADAM5P	3.34445968113785
CHD9	6.4874063155786
hCG_40738	3.86238660094963
STK16	5.24462761339232
PDE1C	3.60720917643225
SEMA4D	5.43846281373456
AGPAT1	6.52309684000185
TOB2	6.28208971968694
BANK1	4.6309597330761
MAP3K3	6.23836173163175
MAX	4.92963415184895
GRM2	3.56281303897317
OSBPL8	7.5094960757658
PROSC	5.77225164007528
