Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_D09_458728
Composite Element REF	Signal
AACS	5.75308348696054
FSTL1	8.52730470364527
ELMO2	5.49628523760304
CREB3L1	4.3031629761587
RPS11	9.92498135662385
PNMA1	7.95806182420637
MMP2	8.48870977578505
SAMD4A	3.80904604324046
SMARCD3	7.22078009241702
A4GNT	3.788233425407
C9orf39	3.33931382696993
PKNOX2	3.71466728195243
RALYL	3.23293277110668
ZHX3	4.3751151514561
ERCC5	6.24812924404022
RXFP3	3.07918803523444
APBB2	4.30978898848946
BBOX1	8.42976862245037
PRO0478	2.85001052583621
GCSH	7.85654416543188
XDH	4.91454398761566
EDN1	6.3806184063132
MTERF	6.56198114708724
PDCL3	7.2437947401959
CLK4	7.31803728339175
KCNG1	3.75817034001535
CXCR4	8.48675156621587
DECR1	7.6334405054267
SALL1	3.13850274080574
PTPRR	3.34317161571433
CADM4	3.31781846592066
IRAK1	8.90213954551584
CFHR5	3.60833898238979
HNRPD	7.88157395897937
TMSB10	11.8764924033342
CXCL3	5.36881588677586
LMAN1	3.92301086940807
SUHW1	3.45919607698752
CHD8	6.28613060638404
SUMO1	8.32259867135686
GP1BA	3.04148553726938
OR7A10	3.72215932074774
DDB1	7.50049046706689
CHRNA10	3.61316850575425
STYK1	3.24874353038681
MYO9B	4.08248806245758
CCNI	10.5397699782494
MMP7	9.9362841476704
EP300	6.10067885926958
CRNKL1	6.29815936215434
C9orf45	3.13739348192633
XAB2	3.68597135140062
RTN1	3.48092662153833
HIC2	3.66646208419438
TBX10	3.42382325605444
CENPQ	4.61105565004922
UTY	3.21004969679255
OR2W1	2.95486375933234
ATP5G2	9.96306143006605
ZEB1	3.80889172641511
ZG16	3.46474353362107
ERG	3.69894931421571
PARN	7.37500826692516
SOD2	7.72482097249772
JOSD3	8.98987025686469
ADAM5P	3.27017439712956
CHD9	5.74862292448807
hCG_40738	3.75440250601242
STK16	5.63353839715934
PDE1C	3.56754602138333
SEMA4D	5.6321724124343
AGPAT1	6.53864163131287
TOB2	6.09289502283855
BANK1	3.06722557377778
MAP3K3	5.54055979295351
MAX	5.56574650949247
GRM2	3.48072660775514
OSBPL8	6.73986989798872
PROSC	5.6275842008052
NR4A2	5.83493864042599
RICS	4.14936958030264
PIR	7.53461101276928
PPCS	9.16263902974095
IPO9	6.43440069155933
LONP1	7.21135288543167
EVC	4.63187577538913
CXCL13	7.21316712538032
SCYL3	5.517351249443
KIAA1199	5.55797172580986
SORL1	8.17352099202697
NAT10	7.98930172063861
CHD1	6.89203848442211
SYN3	3.35879283324560
DMC1	3.96885387621889
SLC22A2	3.45448869696971
SERPINF1	8.59557050705112
C20orf27	5.69220203564783
OR7A17	3.12072609318307
RPS6KA5	4.41105124377993
LHB	3.23002204870438
TAOK3	4.81154765730035
STK25	6.21532710345099
SLC12A4	3.69401242747995
BRCA1	3.3413806430491
GBL	5.3618320277315
C14orf108	8.42812960067862
CDC25B	7.96739725684145
BMP3	3.44904824141185
MAP1LC3C	3.2300343660899
TMEM180	3.55327081877351
CRYGC	3.52508656152803
SLK	6.58077254297408
POU3F1	3.28943131809846
C20orf32	3.81543841472300
USP52	4.75920511195799
HIGD1B	3.97254426368547
BAZ1B	6.76371932929195
USP6NL	5.57615642387547
SLCO2B1	3.98438047203625
ABCD4	4.73418274359177
DIMT1L	6.44528353423874
SLC25A46	6.58835939809182
LARP7	7.54799719943596
TEK	3.3430135265755
CD160	3.69671415986702
TERF2IP	7.28383768693891
PHF20	6.20857314095449
COL1A1	8.54373254989984
KIAA0090	5.50318106933599
GTPBP1	4.18745855101666
GRK5	3.83850706161297
AP1S2	5.6270876398522
RAB33B	4.68270446539198
CA11	4.08882219896848
ALDOC	5.05217630988914
NUDT1	5.22808265550935
ZNF212	4.74987341595065
ACBD3	7.47305553094902
ZNF83	7.35910367823955
PRDM2	5.19878702947289
GDPD5	4.51662664542589
PDCD4	5.58869793932056
CEP350	6.61031962104335
FOXP3	3.17394013410899
SMYD3	7.09537496860011
CST7	4.25388772583111
SELL	4.03310536319189
CIAO1	6.6676995394378
LGI2	3.59105123470196
