Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_C03_452002
Composite Element REF	Signal
AACS	4.98887361156253
FSTL1	6.7922761673064
ELMO2	5.29758913259309
CREB3L1	3.80871265108805
RPS11	9.90311184738105
PNMA1	6.84786386228548
MMP2	7.01132366914196
SAMD4A	3.73309933892832
SMARCD3	6.03489331025651
A4GNT	3.65403306366335
C9orf39	3.29821251240583
PKNOX2	4.13073755151656
RALYL	3.03283388664361
ZHX3	4.34966147960672
ERCC5	5.78812746092702
RXFP3	3.04841602904244
APBB2	3.32726741324271
BBOX1	5.75180932372575
PRO0478	3.14149256668164
GCSH	7.68006533254981
XDH	3.65739129086105
EDN1	3.52596782565342
MTERF	6.65163422681746
PDCL3	6.91535587549907
CLK4	5.56721710491826
KCNG1	3.43834947908735
CXCR4	6.8310777602954
DECR1	7.9491880139906
SALL1	3.1139336811642
PTPRR	3.34562276233091
CADM4	3.37883036449874
IRAK1	8.2911104017405
CFHR5	3.15874588602623
HNRPD	7.59386397821305
TMSB10	11.4608090734617
CXCL3	3.48055245117629
LMAN1	3.96058752119051
SUHW1	3.34497905385821
CHD8	6.11584680048185
SUMO1	7.4791047700298
GP1BA	3.41556410002767
OR7A10	3.77273681419782
DDB1	7.33211729175657
CHRNA10	3.81076979417382
STYK1	3.3259275405078
MYO9B	4.31014192195853
CCNI	10.1009276027117
MMP7	5.14770412816256
EP300	6.37091763527585
CRNKL1	6.23867573119507
C9orf45	3.0855765168832
XAB2	3.99497331528877
RTN1	5.50017386727315
HIC2	4.09530542324538
TBX10	3.67190382330143
CENPQ	3.57393905721436
UTY	3.08435198578562
OR2W1	2.91068902156002
ATP5G2	10.3790808528923
ZEB1	3.71822755118418
ZG16	3.49747033613084
ERG	3.64617018261554
PARN	6.40174722154586
SOD2	5.63241018851366
JOSD3	7.47496806364353
ADAM5P	3.25530611129715
CHD9	6.25688589876844
hCG_40738	3.98863537159692
STK16	5.42374235714606
PDE1C	3.62858504206833
SEMA4D	5.61666807781938
AGPAT1	6.23732945396871
TOB2	5.7478597375349
BANK1	4.50255468602326
MAP3K3	5.24874657004124
MAX	5.04351663680802
GRM2	3.86564955471549
OSBPL8	6.40940660468377
PROSC	5.48642616698574
NR4A2	4.50523356887938
RICS	6.42391645725536
PIR	5.07277032089191
PPCS	8.695531194791
IPO9	5.88993271001465
LONP1	5.84865426555396
EVC	3.76524835670891
CXCL13	8.6706807746911
SCYL3	5.45560302471294
KIAA1199	5.47707156952634
SORL1	9.47140110129777
NAT10	6.5306938718084
CHD1	5.70633518071922
SYN3	3.44300751151081
DMC1	3.85169014620695
SLC22A2	3.6129686944622
SERPINF1	7.57754949538163
C20orf27	5.42644302970185
OR7A17	3.21646213002889
RPS6KA5	4.362516553569
LHB	3.58305567336629
TAOK3	5.24864177064038
STK25	5.2522532467548
SLC12A4	3.62317006588496
BRCA1	3.49335817577947
GBL	4.95152431172263
C14orf108	7.41545037054007
CDC25B	6.15447125378387
BMP3	3.1158415629581
MAP1LC3C	3.37063047578941
TMEM180	3.63057064714075
CRYGC	3.78053876627642
SLK	5.99725392091662
POU3F1	3.30147568120401
C20orf32	4.14388405244282
USP52	5.55772965378747
HIGD1B	3.78419580103707
BAZ1B	6.27135487848841
USP6NL	5.32075896478678
SLCO2B1	4.88610875860686
ABCD4	4.26114657886957
DIMT1L	5.98763223500111
SLC25A46	7.72863634777286
LARP7	7.09619605862172
TEK	3.49147624459201
CD160	3.90898112307148
TERF2IP	7.62068397025434
PHF20	6.19999023670511
COL1A1	6.91237333597376
KIAA0090	4.8721874187239
GTPBP1	4.41770098518427
GRK5	3.88435230187104
AP1S2	5.43175581664886
RAB33B	3.95268055807442
CA11	4.23704303303002
ALDOC	4.73381845876451
NUDT1	4.89620849311957
ZNF212	5.03310603551621
ACBD3	7.46362826459081
ZNF83	7.17601392571015
PRDM2	4.71209988564591
GDPD5	4.24505591443479
PDCD4	6.35225414981358
CEP350	6.17682051718451
FOXP3	3.52203585748169
SMYD3	6.23262132465468
CST7	6.45585181801388
SELL	5.64448718681664
CIAO1	6.15681202859939
LGI2	3.72774817607038
WDR45	7.24595926921705
ANKRD6	6.70397156644134
LTBP4	4.12607345696704
PSCD3	3.18263909858904
PYY	3.3308234874443
KCNC1	3.19369890361599
