Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_D10_443154
Composite Element REF	Signal
AACS	6.1620061706751
FSTL1	8.45605781749429
ELMO2	5.2402369878455
CREB3L1	4.06617362890137
RPS11	10.0662697250083
PNMA1	7.35364477606536
MMP2	7.68754526901406
SAMD4A	4.06987780995516
SMARCD3	4.77953852528254
A4GNT	4.02193593964585
C9orf39	3.56064793215314
PKNOX2	3.92771928761294
RALYL	3.30923652422691
ZHX3	4.44166562481302
ERCC5	7.05404482973029
RXFP3	3.05842334303051
APBB2	3.71087578331818
BBOX1	6.71302543853067
PRO0478	3.21909893160229
GCSH	7.9533874323431
XDH	4.55490064082598
EDN1	4.81302743822221
MTERF	6.4963568050006
PDCL3	6.5649050306815
CLK4	5.69433237917683
KCNG1	3.43458941669452
CXCR4	7.99818616310902
DECR1	7.27796954182568
SALL1	2.97916131114024
PTPRR	3.37619296949888
CADM4	3.57588034795781
IRAK1	9.08155121496747
CFHR5	3.24609790666206
HNRPD	7.01329097834714
TMSB10	12.1334407691166
CXCL3	4.15899452171788
LMAN1	3.41580403725611
SUHW1	3.45622166826223
CHD8	6.0471457176588
SUMO1	7.53990495625677
GP1BA	3.13982407890603
OR7A10	4.30280749451965
DDB1	7.47540343388426
CHRNA10	3.75558117708162
STYK1	3.19927724073987
MYO9B	4.7179414007108
CCNI	10.2247368501524
MMP7	9.31280722035764
EP300	7.20176542937563
CRNKL1	5.74292882457176
C9orf45	3.2736728289403
XAB2	4.211898837363
RTN1	3.56286845809546
HIC2	4.07712995218180
TBX10	3.69658947624457
CENPQ	4.41222107279194
UTY	3.25653394459901
OR2W1	2.91139409092365
ATP5G2	10.1308963535164
ZEB1	3.41851303450797
ZG16	3.43134086911291
ERG	3.56458655868834
PARN	7.3238940986523
SOD2	8.3097477795429
JOSD3	8.27467616610716
ADAM5P	3.41736748654014
CHD9	6.21345417217631
hCG_40738	3.90987880449118
STK16	4.20805153748529
PDE1C	3.72940313039733
SEMA4D	5.20529450729384
AGPAT1	5.4313284979167
TOB2	7.49432215135697
BANK1	3.73836155528891
MAP3K3	6.0563980860774
MAX	5.01680403791595
GRM2	3.68779448519112
OSBPL8	7.23677012880613
PROSC	4.53489213168727
NR4A2	5.94148808341155
RICS	5.76609301541863
PIR	4.13397343902317
PPCS	8.6514105478118
IPO9	6.47354709306855
LONP1	6.07946915843489
EVC	4.9639994485486
CXCL13	4.29316654594138
SCYL3	5.42976479214655
KIAA1199	5.25837409690807
SORL1	7.41951829202416
NAT10	6.4068379289985
CHD1	5.32386758044874
SYN3	3.56234852906495
DMC1	3.9730398024849
SLC22A2	3.64118575983117
SERPINF1	6.75954536738443
C20orf27	4.99063713127177
OR7A17	3.15702829794983
RPS6KA5	4.37591189448256
LHB	3.38044349359323
TAOK3	4.94551304639716
STK25	4.95340102097735
SLC12A4	3.84836285832787
BRCA1	3.79979236937565
GBL	5.32090436619136
C14orf108	7.52205765486161
CDC25B	7.22943670502902
BMP3	3.29231418952731
MAP1LC3C	3.44029333694961
TMEM180	3.41432871367953
CRYGC	4.01878494326396
SLK	6.20973148589588
POU3F1	3.35308569725624
C20orf32	3.90738627909979
USP52	6.26937055836549
HIGD1B	4.11225336200518
BAZ1B	7.31290247680563
USP6NL	5.04652021709947
SLCO2B1	4.04869722640576
ABCD4	4.79629681777826
DIMT1L	5.16648752428789
SLC25A46	6.11649563018747
LARP7	6.08316148233169
TEK	3.57377683762757
CD160	3.82566291250322
TERF2IP	8.06578803023947
PHF20	5.82403080529594
COL1A1	7.61777458858009
KIAA0090	5.84718344774583
GTPBP1	4.76065731785569
GRK5	3.62895709249585
AP1S2	4.85722578179663
RAB33B	4.79198198599502
CA11	4.24117959570155
ALDOC	5.2209819657347
NUDT1	4.93574381269527
ZNF212	4.90193191847174
ACBD3	7.45736785236765
ZNF83	6.02198912632876
PRDM2	5.10228811660142
GDPD5	6.74477646711581
PDCD4	5.50944303820527
CEP350	6.84309928892113
FOXP3	3.39738361048212
SMYD3	5.30937046176834
CST7	4.86006491537108
SELL	3.63330313538549
CIAO1	5.50613055190811
LGI2	3.77191809520836
WDR45	6.49431458177891
ANKRD6	7.45977991963176
LTBP4	4.80521573994922
PSCD3	3.37957971629861
PYY	3.30309565047793
KCNC1	3.29250868513499
SIRT6	3.884624234445
CCL19	4.22502131011168
ARHGEF9	3.82679352736231
ABR	4.70225249301825
C10orf22	5.76283020360487
STK17A	4.7840943334903
FOXE1	3.66124238404654
GML	3.20944369738267
CNGA3	3.07985827797926
CD38	4.0569350048576
ZDHHC6	6.35843416525446
NEFH	6.7237726883269
PGBD5	3.2646486201723
CTDSP2	7.24499351318245
RMND5B	4.6476048847643
ZNF257	5.0411608106259
DUSP4	3.32525878443634
FLJ22167	4.37545643936221
EXOSC7	5.66170917397212
ROR2	3.60030722073625
FOXM1	5.03815927205793
ZBTB48	4.40211831905106
BUD31	7.4161661238035
MAOA	3.75691908435512
CCDC41	3.96711532799502
TNNT3	3.75746620987624
FBXO11	6.43939377530939
GYPC	8.42508602416043
PLIN	3.51840679639793
RFXAP	3.42480534794141
C6orf15	4.05898295216715
RNF4	8.82218199406163
F8A1	8.43225476880816
PPP1R3D	5.10080828819209
GRB2	7.20417842467796
TPM3	3.08119230264725
SYT13	3.6028457481991
EPB42	3.58343735528907
RP5-1077B9.4	5.41698290167076
EIF1	9.53816169214904
CETN3	6.31133520739223
FPGT	5.19518835012109
PRY	3.48123527600921
NTHL1	5.50997610384988
POLR2B	8.24305163107575
RPS28	12.2466784150209
GDF10	3.28597023187247
COQ9	6.76753871209641
P2RX3	3.05024524135997
GCC2	6.09306852568601
RARRES3	6.73443023521546
PLXNA1	6.27158655625112
WBP4	4.94070887237791
KIAA0100	6.60238772226343
PMF1	6.32435142661673
HS2ST1	5.10750508207589
CRELD2	6.1885686238249
C8G	3.21155028961361
CD82	5.59320462766798
PMM1	5.1424487953595
CBLL1	4.58678963346019
LIM2	3.74671532702438
VAX2	4.53266280724244
