Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A02_471888
Composite Element REF	Signal
AACS	6.27275591823985
FSTL1	7.39145076306263
ELMO2	4.92501659223452
CREB3L1	3.69174490335020
RPS11	9.18288122664895
PNMA1	7.81465541144408
MMP2	5.72144437771931
SAMD4A	3.6927952187095
SMARCD3	5.15463117292076
A4GNT	3.64813010207263
C9orf39	4.3519551658627
PKNOX2	3.83898219133556
RALYL	2.99855513840648
ZHX3	4.11913506600864
ERCC5	6.18480044872545
RXFP3	3.11196502883919
APBB2	4.55118734591536
BBOX1	5.07896710265368
PRO0478	3.38726112746493
GCSH	7.70903573386562
XDH	3.45515109932029
EDN1	3.50409933786956
MTERF	5.54901728588932
PDCL3	6.90403781802904
CLK4	5.4873877913363
KCNG1	4.15770466311353
CXCR4	7.31139258667392
DECR1	8.0023023853994
SALL1	2.99089338664696
PTPRR	3.95880110682478
CADM4	3.41237860658325
IRAK1	8.9665432081786
CFHR5	3.35136537008379
HNRPD	8.03636883011923
TMSB10	11.7326620232361
CXCL3	3.53681445187943
LMAN1	4.89393999749488
SUHW1	3.28165458971907
CHD8	5.90181566741079
SUMO1	8.48714646374578
GP1BA	3.27679204941289
OR7A10	3.44495685718679
DDB1	6.96988288235231
CHRNA10	3.63109399501829
STYK1	4.03679774637892
MYO9B	4.32816348706171
CCNI	10.0776261286614
MMP7	7.58769043125128
EP300	6.38677109593033
CRNKL1	6.22291795372558
C9orf45	3.04039708908215
XAB2	3.85342597385055
RTN1	3.61787971284512
HIC2	4.26954177718383
TBX10	3.48953636598825
CENPQ	4.15259524575739
UTY	3.15039916909897
OR2W1	2.94765602014977
ATP5G2	9.97279709298738
ZEB1	3.31024318016633
ZG16	3.54857053563852
ERG	3.90473383529014
PARN	6.39228138786855
SOD2	5.62015437009179
JOSD3	6.99382155498051
ADAM5P	3.13098760570882
CHD9	5.9994708843499
hCG_40738	4.4941132408433
STK16	4.23238213262943
PDE1C	3.58732727215846
SEMA4D	4.89840220026684
AGPAT1	6.48505293758064
TOB2	6.31329229812105
BANK1	4.30741596171804
MAP3K3	5.24170448759854
MAX	5.29592486130891
GRM2	3.57180147219033
OSBPL8	6.62665540364039
PROSC	6.27304714998972
NR4A2	8.22381053186727
RICS	5.72138784289634
PIR	4.86148745382847
PPCS	8.32262315009801
IPO9	5.97186293765635
LONP1	6.68302339948458
EVC	4.67509484709393
CXCL13	4.60116708224859
SCYL3	4.74895084594311
KIAA1199	3.4530097110183
SORL1	8.65587787949052
NAT10	7.52919234479346
CHD1	6.24528343846397
SYN3	3.60359397474704
DMC1	4.44964716031478
SLC22A2	3.44800713058217
SERPINF1	6.98594188565148
C20orf27	5.24948718633549
OR7A17	3.02263618683594
RPS6KA5	4.61487606103652
LHB	3.81139488185411
TAOK3	5.0939663436152
STK25	5.28581237886283
SLC12A4	3.60312022224752
BRCA1	4.37762757329194
GBL	5.53114143085866
C14orf108	7.09063629287787
CDC25B	7.38588082760362
BMP3	3.49577038416688
MAP1LC3C	3.36615009624996
TMEM180	3.33923266967832
CRYGC	3.71660388546032
SLK	5.3496142405519
POU3F1	3.2759747038083
C20orf32	3.94639516091853
USP52	5.4140352232782
HIGD1B	4.22870421430181
BAZ1B	7.3753804720004
USP6NL	5.64902675540947
SLCO2B1	4.25045167483033
ABCD4	4.16368836754502
DIMT1L	6.17344337105429
SLC25A46	6.01347653802311
LARP7	7.35054672328386
TEK	3.5921905660881
CD160	3.48571361658705
TERF2IP	6.88616440437366
PHF20	5.88873219552369
COL1A1	6.86650640088204
KIAA0090	5.92615281892505
GTPBP1	4.59581598543076
GRK5	3.52873225942514
AP1S2	5.05530560771437
RAB33B	4.67356636983656
CA11	4.38319946906554
ALDOC	4.12931399314473
NUDT1	4.01252377915237
ZNF212	4.81217906857467
ACBD3	7.25339220930926
ZNF83	6.81243978187449
PRDM2	4.58460461776671
GDPD5	3.90103102695417
PDCD4	6.14763193682568
CEP350	5.55007130322883
FOXP3	3.35077600740035
SMYD3	5.72570886760238
CST7	4.37458184349382
SELL	4.75551282293767
CIAO1	6.05751502297356
LGI2	4.39638162128195
WDR45	6.48433983138748
ANKRD6	7.52668238215539
LTBP4	3.61999894354042
PSCD3	3.48388476852072
PYY	3.18680747866282
KCNC1	3.18795443776166
SIRT6	3.77192655563279
CCL19	3.92315335974670
ARHGEF9	4.20413020430239
ABR	4.18906895669885
C10orf22	6.6522745256031
STK17A	5.14227318358699
FOXE1	3.2843170677689
GML	3.40961325817773
CNGA3	2.96964807183585
CD38	5.18906624124688
ZDHHC6	6.724441304704
NEFH	3.46833977771872
PGBD5	4.21918920440183
CTDSP2	6.49908079663385
RMND5B	5.58971388656439
ZNF257	3.55021248541225
DUSP4	3.69700433916905
FLJ22167	5.51347075570432
EXOSC7	6.70479324701019
ROR2	3.60753023017022
FOXM1	5.65957928477614
ZBTB48	4.48975855539429
BUD31	7.92124122063968
MAOA	5.10008561510087
CCDC41	4.97872965831041
TNNT3	3.86686442520751
FBXO11	5.53813006952914
GYPC	5.97193606499808
PLIN	3.71115903138782
RFXAP	3.68214441924406
C6orf15	3.95633449997478
RNF4	9.4317576016601
F8A1	8.01622034049432
PPP1R3D	4.25648701088844
GRB2	7.47043781954494
TPM3	3.24127897320719
SYT13	5.39640540225876
EPB42	3.66996460758792
RP5-1077B9.4	4.2755685567987
EIF1	10.5001009081622
CETN3	6.55690464488373
FPGT	5.11984050654021
PRY	3.53013613321576
NTHL1	5.42080847122001
POLR2B	8.214604456388
RPS28	10.9488275758807
GDF10	3.09941475321448
COQ9	8.0918692205472
P2RX3	2.84866075970199
GCC2	5.77515129643171
RARRES3	7.27593550047837
PLXNA1	5.44149935255683
WBP4	4.30474889022328
KIAA0100	6.12224426478888
PMF1	7.2256756641085
HS2ST1	5.09449993396055
CRELD2	5.73176244988282
C8G	2.95706749236015
CD82	6.67048488260261
PMM1	5.22376001776043
CBLL1	3.68742299426504
LIM2	3.48982518104972
VAX2	3.47524273706407
SETDB1	5.05935584935134
LRAP	5.37839752809756
GCLM	5.89450879735709
CPEB3	3.41284477481085
PPM1A	5.21316133935383
INTS1	3.61743630095685
MMP16	3.10426584922
CAMTA1	4.0002495252465
SAMSN1	5.18630182631642
DRD3	2.84276255128899
GMPPA	4.6528343625948
C11orf73	6.4238395378537
AIPL1	3.63613271124984
PTP4A2	9.9293415844577
IL24	3.31802652265272
BDKRB1	3.33744795883330
HPCA	3.65553083233743
MLF1	6.20681212192407
SEC14L1	5.98561439992186
CHFR	5.17333204095451
EMILIN1	3.75472218551600
THADA	5.81500727785252
TAF12	5.87271846102505
NDUFS4	8.55733596635707
ID1	4.70382375148993
PIK3CB	3.75763670538404
COL18A1	6.64182376756216
PDZD3	3.14626831709845
TBC1D17	4.03450043407918
COX8A	9.47027805833644
CDCA4	5.60346052472856
C2orf44	4.28916786541434
C9orf16	6.82382960110074
ERBB2IP	8.47376234652413
EMX2	8.75797021202213
FUS	6.42194859548827
NIPSNAP3B	3.56097461907799
TF	3.24215226959371
CXorf56	5.02773358716912
CLCN4	3.5894518230453
PWP2	6.17857018295137
MMP15	3.74051545109957
MTMR14	5.68958951269005
NPR1	7.10771881468675
DNAL4	5.5660098937694
ELAC2	4.81952210095543
ASS1	10.4615309055292
IPP	5.05463395915309
TMEM59	8.8079843395148
POLR2J	7.66681431189952
SEC23IP	5.19656025565105
RGS4	3.76135847219114
UQCRC1	9.16787932778658
SNX6	7.98667066752195
DDX18	6.47741143826538
POLG	5.5063190836136
ADAM23	4.14845330751021
ZNHIT2	4.27897755046352
TFR2	3.28631789898804
NCDN	4.21166212514331
RAG1	3.47363986158552
POMT1	4.37105899942757
CYP1A1	3.10948811507093
SNAPC1	5.22034467002394
GNA11	4.83525927994348
