Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_A07_433744
Composite Element REF	Signal
AACS	5.68191362898542
FSTL1	6.19277876676121
ELMO2	5.14683013729134
CREB3L1	3.97339249086856
RPS11	10.1776520516769
PNMA1	7.5399113440353
MMP2	6.50325836227869
SAMD4A	3.80355884496
SMARCD3	6.59651008648392
A4GNT	4.04625058717541
C9orf39	3.40946927716641
PKNOX2	4.05209187761344
RALYL	3.33977268080996
ZHX3	4.36121706911216
ERCC5	6.82444915411889
RXFP3	2.98406323915166
APBB2	3.8293557598402
BBOX1	6.8693608619335
PRO0478	3.27130115699009
GCSH	7.25183314374171
XDH	4.25634303292521
EDN1	6.15303860763153
MTERF	6.65169794106887
PDCL3	6.68799828938668
CLK4	7.48763619267547
KCNG1	3.60149628418095
CXCR4	8.40844636534777
DECR1	7.77071248118443
SALL1	3.30297953068963
PTPRR	3.40850791340895
CADM4	3.31245978562123
IRAK1	9.26313994199368
CFHR5	3.35150960658884
HNRPD	7.52997736929835
TMSB10	12.2386515349589
CXCL3	4.52806809512644
LMAN1	3.77690355358129
SUHW1	3.35788673630509
CHD8	6.82711288000423
SUMO1	8.2434655820882
GP1BA	3.39009677806907
OR7A10	4.32755141062382
DDB1	7.69287107832005
CHRNA10	3.70689202729677
STYK1	3.74351353569094
MYO9B	4.762582265295
CCNI	9.98145257052823
MMP7	9.14459072195701
EP300	6.56728628341545
CRNKL1	6.06694106929829
C9orf45	3.35496656024279
XAB2	4.41098113769364
RTN1	4.19624716108196
HIC2	4.87432842924812
TBX10	3.53710675702586
CENPQ	4.81969964477285
UTY	3.27297698075549
OR2W1	2.96337158339249
ATP5G2	9.67120154756312
ZEB1	3.64979997711043
ZG16	3.5262133749517
ERG	3.58064099004945
PARN	7.22197572090727
SOD2	5.05966941115358
JOSD3	8.43694951274718
ADAM5P	3.3583318064634
CHD9	6.58098502620781
hCG_40738	3.96222873206848
STK16	5.49001634530805
PDE1C	3.77378272092701
SEMA4D	4.94945227211356
AGPAT1	6.89872481611744
TOB2	6.64645345765361
BANK1	4.59195165838597
MAP3K3	5.73705780831647
MAX	5.27867758943153
GRM2	3.77390231693487
OSBPL8	7.0214808931643
PROSC	5.77788225180362
NR4A2	5.83178610296719
RICS	5.08682932042061
PIR	4.93489672187906
PPCS	9.53648675315726
IPO9	6.06739480516626
LONP1	6.5696008053011
EVC	4.76650434192186
CXCL13	5.168770803811
SCYL3	5.47946081304288
KIAA1199	5.01607527213625
SORL1	7.10087612548002
NAT10	6.96329678573352
CHD1	6.58732326579672
SYN3	3.93263784117839
DMC1	4.18905718970341
SLC22A2	3.82783886788756
SERPINF1	6.17241636818036
C20orf27	5.07233659296148
OR7A17	3.32155408733623
RPS6KA5	4.7193352348044
LHB	3.37390952297999
TAOK3	4.72775575717217
STK25	5.68482051782666
SLC12A4	3.80404119034761
BRCA1	4.25601600559235
GBL	5.33665623893458
C14orf108	8.89803669092264
CDC25B	5.35904481325421
BMP3	3.37046951379467
MAP1LC3C	3.26064278297018
TMEM180	3.61048397897949
CRYGC	3.84447476283837
SLK	5.91379682228627
POU3F1	3.25313406938581
C20orf32	3.94081190752202
USP52	5.09638686052816
HIGD1B	3.79584743975789
BAZ1B	6.7919713577959
USP6NL	5.57160857767602
SLCO2B1	4.34898054781801
ABCD4	4.77832181776587
DIMT1L	5.97185899183107
SLC25A46	7.33884272475752
LARP7	7.12943694794659
TEK	3.71873280220316
CD160	4.01888458766718
TERF2IP	6.26801792899155
PHF20	6.01546694867213
COL1A1	6.83903083978781
KIAA0090	5.3946717612998
GTPBP1	4.39045251567657
GRK5	3.68502281704308
AP1S2	5.51786662772329
RAB33B	5.34676475632985
CA11	4.36390026772091
ALDOC	5.22845204110454
NUDT1	4.63385996299773
ZNF212	5.29102564353658
ACBD3	6.95526118892249
ZNF83	7.0256397503143
PRDM2	5.31133451439179
GDPD5	5.33603780979479
PDCD4	5.97498823448513
CEP350	6.80632757424041
FOXP3	3.49485399791164
SMYD3	5.52975628555906
CST7	3.80521898785931
SELL	3.88298618098583
CIAO1	6.54115535696339
LGI2	3.7141268480324
WDR45	5.28387936012684
ANKRD6	7.03912220485068
LTBP4	4.00249794801637
PSCD3	3.33828821781864
PYY	3.31989864872155
KCNC1	3.21932925641975
SIRT6	4.36433266521828
CCL19	4.10845857345606
ARHGEF9	3.81884446622300
ABR	4.38505849277861
C10orf22	6.43614752337197
STK17A	4.60603713037504
FOXE1	3.26740122313673
GML	3.32873997435405
CNGA3	3.08190760066448
CD38	3.58421865601089
ZDHHC6	7.19892053565892
NEFH	4.48246295601887
PGBD5	3.32662821465713
CTDSP2	6.43128755742848
RMND5B	5.46515085434413
ZNF257	4.46965858363127
DUSP4	3.48155864548343
FLJ22167	4.93829610587001
EXOSC7	6.41675424016896
ROR2	3.92132004696088
FOXM1	5.85636663403326
ZBTB48	4.90186831750787
BUD31	7.90609026450497
MAOA	4.04883023977036
CCDC41	4.75886243865594
TNNT3	3.97991000578676
FBXO11	5.80264701209503
GYPC	6.12831424270191
PLIN	3.69174202851556
RFXAP	3.50764283389876
C6orf15	3.75340264267559
RNF4	8.48058080081348
F8A1	8.958849682828
PPP1R3D	4.05388214323696
GRB2	7.32412477272069
TPM3	3.15364093448669
SYT13	3.90871804897548
EPB42	3.92278508728086
RP5-1077B9.4	5.6257849697206
EIF1	9.18888866976515
CETN3	7.05708924731015
FPGT	5.68206574245831
PRY	3.60977977795106
NTHL1	5.08049990881791
POLR2B	8.33751968910895
RPS28	11.782220895652
GDF10	3.32284770253827
COQ9	6.91068389850849
P2RX3	3.09088871149348
GCC2	7.06187117007733
RARRES3	7.44906058757086
PLXNA1	5.77512999151136
WBP4	4.50561835265909
KIAA0100	6.31714455902431
PMF1	6.79194364464677
HS2ST1	5.62884798989173
CRELD2	4.97557599459235
C8G	3.24906917123568
CD82	5.36753153120265
PMM1	4.49053692823196
CBLL1	5.33416196734006
LIM2	3.36833620268725
VAX2	3.62421548045793
SETDB1	5.2894718450109
LRAP	3.55443568384857
GCLM	5.81656007650074
CPEB3	3.99015418124113
PPM1A	5.83241615734003
INTS1	3.85457404374648
MMP16	3.31378966569615
CAMTA1	4.66787448465486
SAMSN1	5.95085736199826
DRD3	2.80915372147641
GMPPA	5.26126683233587
C11orf73	4.51021545425019
AIPL1	3.89645916814216
PTP4A2	9.79528812173137
IL24	3.45857983422614
BDKRB1	3.30588793356021
HPCA	3.44895929555214
MLF1	5.23231522788493
SEC14L1	5.78482062789566
CHFR	5.25022438608895
EMILIN1	3.52227740675078
THADA	5.8371270387632
TAF12	4.48245360058749
NDUFS4	7.5785398078751
ID1	3.2860029570552
PIK3CB	4.05968937778133
COL18A1	6.89244063018454
PDZD3	3.44643364196349
TBC1D17	5.07741962652855
COX8A	9.236967004474
CDCA4	6.02529301677815
C2orf44	4.72733115411093
C9orf16	7.96736163392833
ERBB2IP	9.13635018498126
EMX2	9.2068067573988
FUS	6.11196598367987
NIPSNAP3B	3.61029303362737
TF	3.50426849268444
CXorf56	6.30667516264558
CLCN4	3.67345595243231
PWP2	4.93628549578273
MMP15	4.32195286017653
MTMR14	5.8578048741433
NPR1	7.63219527082018
DNAL4	5.46107058879098
ELAC2	4.73176742087043
ASS1	10.7755774292465
IPP	6.11227993285725
TMEM59	9.20165222580887
POLR2J	8.57526362991911
SEC23IP	5.68120644988303
RGS4	3.97294316168201
UQCRC1	8.1087498411297
SNX6	7.22640116748156
DDX18	6.84645354982351
POLG	4.37943230973821
ADAM23	4.39927961975643
ZNHIT2	4.84555972765891
TFR2	3.36681830618575
NCDN	4.43848400746767
RAG1	3.59926363006606
POMT1	4.48303290739825
CYP1A1	3.40815232374328
SNAPC1	6.23986725805148
GNA11	5.0934667293365
CCDC52	2.75693862449091
CAPN1	7.30563178286565
DDHD2	6.0565599930101
UPF3A	5.75063850296456
LAGE3	6.63047433133684
GNRHR	3.16127076498205
UNC13B	4.32192107797814
TTLL4	5.0532186164916
PPBP	3.03447910825109
HTR3A	3.53190386594915
SDC2	4.17807425181698
ANKRD49	7.74116513974011
BTF3	10.2523459446601
COX7A2	10.3931330123778
SARS	7.98937241009874
C13orf18	3.64062347942199
CACNB1	4.04595975005327
QKI	6.15539189802193
SETMAR	5.65461111942121
LAMB4	3.87135575179679
MAN2B1	6.69901171439424
EML3	5.35166568928907
ACADL	3.27810669734809
OFD1	8.05233106191938
CGA	3.83604438194147
EIF3EIP	10.5381783914552
PEX16	5.27372319020062
GNG12	7.45502100185264
HABP4	4.45399448904333
CNTN2	3.54592611729672
ASNSD1	8.04265815606482
FUT4	3.84169304162226
DBH	3.65484041991037
CD53	6.86599071236083
HIST1H2BJ	3.51555186922863
TFAP2B	3.28393544044928
ACF	4.02827891745629
TMEM11	5.61825296537736
CDH8	3.58455346799843
C3orf32	3.6173774456059
AGPS	5.0646064414242
C4orf18	3.25019546637844
PCCB	7.01679111853644
IPO13	5.6701306317978
PECI	6.6101554697214
UNG	7.89851051572023
C6orf105	4.26105315308888
GSTP1	8.75302930102242
SUV420H1	7.81447450756452
ARHGAP15	3.98616963155188
LTBR	7.81217044914865
TDRKH	3.11731382803122
PSG4	3.87762058561323
SLC9A3R1	5.37215327170453
NBPF3	8.48499481578222
SLC9A3	3.9148225127212
OSBP	6.30762274480764
PRR5	4.46117902940412
CHMP7	6.047992716183
ADRA1A	3.21546516090311
ASAH1	6.92405885575223
FKBP4	7.37438244895466
ZNF350	4.79279982447393
DOM3Z	5.50061531278388
GIPR	4.03267333003302
AHI1	4.67642715774311
BST1	5.01842603057642
NCR2	3.93657665852768
NADSYN1	6.55679147469846
UBE2W	6.09651152773824
RGS14	4.10547456011379
KRT15	3.80728946888974
SCN11A	3.90131438276211
GFI1	3.99215314443182
FHL1	7.75575148807368
SMC6	5.80381570212973
GATA1	3.74761996804064
OSGEP	4.90664741457704
ARMC6	5.11358019276126
HK3	3.75958579849647
PSMD5	7.08015212305605
RSU1	7.26986760753386
RPL4	12.3208243696940
MAD2L1	6.67883253431448
RBPMS	5.7613900257639
EIF4A3	8.39881569965924
E4F1	5.17476175051231
DLEC1	3.38325432393404
PRPF3	5.92601234435229
EMR1	3.30457622942102
CHMP2B	6.8251837635099
CAMSAP1	4.46750244231357
RPS21	9.7007854412186
XCR1	3.26393551409574
ARID5A	4.37989761370877
RBM6	6.38001589860501
UBE2N	6.45557668823342
KLF4	3.62140612369877
MGC4172	3.88270647750112
LMO4	7.61018622839175
KLKB1	3.13146670280065
HDAC3	6.44474901367902
HP	4.75091302968422
SCHIP1	4.19408230875483
BTK	4.27822795636532
KRCC1	8.46565009833476
PRND	3.11478430492931
C6orf27	3.47553121157467
PIGL	4.12181156765574
CLCA1	3.7719533466495
C1orf112	4.08763829335157
OLFML2A	5.48614808949733
HUS1	4.69043093294241
SFRS6	6.39263763531504
CXCR7	5.0771803274193
UIMC1	6.03416220624336
FXYD2	3.51871065746018
GOT2	7.3251123111405
ZNF667	5.18192778287157
TFEC	4.02416369653499
ATP7B	3.71852096114362
RAB38	4.88011737046826
POLD2	7.12930503055633
PPM1H	4.86703237175689
DCX	3.37573813331432
NFYC	6.01855744984045
ZNF228	3.85830120314643
KIN	6.00167276502088
PLSCR4	6.21158831169598
HIST1H4I	4.43147720032121
PPARGC1A	3.77153843295687
HIG2	6.22360875940592
KCNK10	3.99372491447954
EXOC1	8.14637336427223
OR6A2	3.96463268061357
ETFA	7.2034888544169
PDAP1	4.93069718892313
C19orf6	3.47132816107728
POLRMT	4.39650783890859
ZNF146	8.36648057134867
MIA2	3.46563702154147
LY6G6E	3.26283996634477
EIF4E2	7.53969390707742
NENF	4.80138747702539
HOXB5	3.93294631619655
ZNF324	5.20142594159543
CUGBP1	4.57549700745746
ENTPD7	4.36386578792883
TTC13	5.18221353354532
GJB5	3.20490899754320
PRSS22	4.35479671320717
CYP3A5	4.12512996348688
