Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_F01_298002
Composite Element REF	Signal
AACS	5.68737344067349
FSTL1	8.06372208257797
ELMO2	4.64135579050404
CREB3L1	4.60482274191797
RPS11	10.3015884336067
PNMA1	7.9573021448975
MMP2	8.2484800693376
SAMD4A	4.10305740580827
SMARCD3	6.55280170172304
A4GNT	3.93325013204483
C9orf39	3.49782077983274
PKNOX2	3.98675077200387
RALYL	3.72570969958520
ZHX3	4.28038905308336
ERCC5	5.78711034391393
RXFP3	3.10281623622149
APBB2	3.89432468139247
BBOX1	4.6745718144492
PRO0478	2.88432658719711
GCSH	7.80359845537697
XDH	3.77063395285816
EDN1	5.78180212264846
MTERF	6.80566693255626
PDCL3	6.401035608429
CLK4	5.89737833752639
KCNG1	3.74673459587793
CXCR4	8.1610577455921
DECR1	7.54208296818628
SALL1	3.13249282640458
PTPRR	3.36348498534492
CADM4	3.60007294383214
IRAK1	8.65566883151492
CFHR5	3.33030104453199
HNRPD	6.78881210908913
TMSB10	12.3093375684153
CXCL3	4.13527387590724
LMAN1	3.60771070685933
SUHW1	3.35080014754879
CHD8	5.4940435158735
SUMO1	7.30640913839657
GP1BA	3.29281280404656
OR7A10	3.54724769659565
DDB1	7.73251070142108
CHRNA10	3.58672459032250
STYK1	3.63381762371344
MYO9B	4.31661879521773
CCNI	9.67098660705683
MMP7	10.7832676464104
EP300	6.09268166313071
CRNKL1	5.79723988800535
C9orf45	3.33324572342978
XAB2	4.36396895756376
RTN1	4.17870846004305
HIC2	3.8515865496088
TBX10	3.54622989096162
CENPQ	4.23810686651587
UTY	3.20966619937627
OR2W1	2.94932954551011
ATP5G2	9.93812359807896
ZEB1	3.65220098777778
ZG16	3.56587071389208
ERG	4.03209871041238
PARN	7.0371370330922
SOD2	4.71944814986046
JOSD3	7.7468816661484
ADAM5P	3.32719476014507
CHD9	6.30997642577984
hCG_40738	3.57119180507397
STK16	4.33271978716538
PDE1C	3.37767443343615
SEMA4D	4.77006658724238
AGPAT1	6.58420328422201
TOB2	6.98325397507166
BANK1	3.57434186984826
MAP3K3	4.99920831866222
MAX	4.99134607112622
GRM2	3.59399683762346
OSBPL8	7.28184317158278
PROSC	4.92586696773179
NR4A2	5.43602904886883
RICS	4.92498507044344
PIR	4.362329264467
PPCS	9.01981619291798
IPO9	6.23376637907239
LONP1	6.40154659910526
EVC	4.30446357103218
CXCL13	4.85691359627197
SCYL3	5.76958878652642
KIAA1199	6.14878237643936
SORL1	8.15009573223874
NAT10	6.56114737647523
CHD1	5.2414771257787
SYN3	3.37462707820674
DMC1	3.88070098563633
SLC22A2	3.67566969490656
SERPINF1	7.29170876823408
C20orf27	5.51810791524838
OR7A17	2.98864949896352
RPS6KA5	3.90954008785232
LHB	3.49160566469312
TAOK3	4.8065709595841
STK25	5.81027007818765
SLC12A4	3.79070972113761
BRCA1	4.00760203506516
GBL	5.2806366992773
C14orf108	8.28717126744425
CDC25B	7.0360055432832
BMP3	3.64262861960243
MAP1LC3C	3.43888447242299
TMEM180	4.38560913768698
CRYGC	3.60603724336745
SLK	4.90496328658553
POU3F1	3.51409639254386
C20orf32	3.83081691289657
USP52	5.13145900961070
HIGD1B	4.19868872745898
BAZ1B	5.99658925307773
USP6NL	4.58877592979036
SLCO2B1	4.09131189402704
ABCD4	4.59784569783919
DIMT1L	5.62505307354289
SLC25A46	7.24328906081863
LARP7	5.94657292904058
TEK	3.87108929894612
CD160	3.54039803323929
TERF2IP	6.94679314551375
PHF20	5.76580295366619
COL1A1	8.09005069897747
KIAA0090	5.9245208594974
GTPBP1	4.60714798297927
GRK5	3.9220581536033
AP1S2	6.21087255613108
RAB33B	4.63727946480412
CA11	4.06213822610139
ALDOC	5.19789037495364
NUDT1	5.02950696884096
ZNF212	4.43765988766959
ACBD3	6.63326111239706
ZNF83	5.5039694571647
PRDM2	5.12555205012651
GDPD5	4.97271997817381
PDCD4	5.54852279572017
CEP350	5.82388294091922
FOXP3	3.29946754798303
SMYD3	6.1277960062784
CST7	4.35644122356178
SELL	4.01921742137841
CIAO1	6.22714437857014
LGI2	3.56216694643193
WDR45	7.3120285954126
ANKRD6	6.77045994547132
LTBP4	3.90022172452336
PSCD3	3.42943343237586
PYY	3.33208860172773
KCNC1	3.35970801164742
SIRT6	3.95514702783508
CCL19	3.86931539089040
ARHGEF9	4.35634033538799
ABR	4.33798142692818
C10orf22	6.18700570163483
STK17A	4.52678194298541
FOXE1	3.50225590212578
GML	3.61973012462589
CNGA3	2.95466402737287
CD38	3.48717578836813
ZDHHC6	7.1813051506726
NEFH	4.3280578617845
PGBD5	5.34061376035833
CTDSP2	6.43748629534169
RMND5B	4.84790208367067
ZNF257	4.43292834814898
