Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_E07_586164
Composite Element REF	Signal
AACS	6.92856518060507
FSTL1	7.33840710725711
ELMO2	5.18491921850227
CREB3L1	3.75698849134627
RPS11	10.2254004537953
PNMA1	8.80732514418274
MMP2	6.42130775568694
SAMD4A	3.97515245351782
SMARCD3	7.30299138007582
A4GNT	3.44664162150876
C9orf39	3.48549891066907
PKNOX2	3.58978633707038
RALYL	3.27516201118026
ZHX3	4.01603258218621
ERCC5	6.49008418354842
RXFP3	2.91276656536568
APBB2	3.53008730296358
BBOX1	7.60454960959633
PRO0478	2.9194405740998
GCSH	8.58902039458645
XDH	4.00825233008461
EDN1	3.85353790946694
MTERF	7.12752666385928
PDCL3	7.60910883353845
CLK4	7.63657495040766
KCNG1	3.99084587768932
CXCR4	7.1397104361177
DECR1	8.39993214205927
SALL1	3.17586762562624
PTPRR	3.55563611660122
CADM4	3.27826936646699
IRAK1	9.76102706726324
CFHR5	3.38200902674458
HNRPD	7.31542586574784
TMSB10	12.0959130268572
CXCL3	6.66253582502012
LMAN1	4.04480365093900
SUHW1	3.35672893776333
CHD8	6.28538133384353
SUMO1	8.2668783095055
GP1BA	3.30231832013134
OR7A10	3.81677743068588
DDB1	7.57463637056834
CHRNA10	3.86635197782605
STYK1	4.09763545904922
MYO9B	4.01755027569439
CCNI	9.58883825052227
MMP7	12.1073230890994
EP300	6.15551203273933
CRNKL1	4.59370933997571
C9orf45	2.94050107738645
XAB2	4.25708350246847
RTN1	4.45334122711357
HIC2	3.65847279098061
TBX10	3.50553052535056
CENPQ	5.78989994755067
UTY	3.16761706011357
OR2W1	2.95568830365969
ATP5G2	10.6687152464204
ZEB1	3.04010841476737
ZG16	3.36635863658455
ERG	3.58029905733169
PARN	6.75732988035592
SOD2	9.36539493607591
JOSD3	9.59870907148131
ADAM5P	3.26358427288633
CHD9	6.13603736173325
hCG_40738	3.47658503862499
STK16	6.49171024428951
PDE1C	3.48065845131484
SEMA4D	6.4644857993199
AGPAT1	6.38981236108499
TOB2	5.74451185646417
BANK1	4.28627996291675
MAP3K3	5.14144984502108
MAX	5.33161062389653
GRM2	3.82330941019542
OSBPL8	7.58660445893105
PROSC	6.13009085367073
NR4A2	5.42178491373214
RICS	3.57077224890703
PIR	7.25248093796575
PPCS	9.31123180804594
IPO9	5.49398282432129
LONP1	7.4110526665619
EVC	3.95327605400727
CXCL13	6.44545720131654
SCYL3	6.09271279013331
KIAA1199	6.0588875251822
SORL1	8.33470742515081
NAT10	7.60161971554153
CHD1	6.55798504326552
SYN3	3.58263404140484
DMC1	4.03378307514187
SLC22A2	3.53570526363103
SERPINF1	6.43705876533576
C20orf27	7.01748163318116
OR7A17	3.28492362201457
RPS6KA5	5.038925518079
LHB	3.52456849597704
TAOK3	4.69309629296115
STK25	7.39984963156348
SLC12A4	3.61066600128388
BRCA1	3.92977427422731
GBL	6.19973628820681
C14orf108	7.33190606513455
CDC25B	8.99737229325065
BMP3	3.13426414554327
MAP1LC3C	3.65411863926279
TMEM180	3.85266951453313
CRYGC	3.55659282085025
SLK	6.46875975451362
POU3F1	3.10288798278142
C20orf32	3.65538375697487
USP52	5.29364367933602
HIGD1B	3.65688634230762
BAZ1B	6.81813354345848
USP6NL	5.2004960539539
SLCO2B1	3.7619053369268
ABCD4	5.11589203285028
DIMT1L	6.03420133993519
SLC25A46	7.64824455979977
LARP7	7.38521190971849
TEK	3.04115863773621
CD160	3.58642773652078
TERF2IP	7.89111136161826
PHF20	6.00004746643078
COL1A1	5.97801038636342
KIAA0090	6.25302165081258
GTPBP1	4.34828835183073
GRK5	3.72317408566721
AP1S2	6.11221326614034
RAB33B	5.48528343565162
CA11	4.03453737571254
ALDOC	7.15922062899554
NUDT1	6.45460340632486
ZNF212	5.80325493184977
ACBD3	7.02090874725505
ZNF83	6.58709625861328
PRDM2	4.82681805816818
GDPD5	5.33202534502938
PDCD4	6.43917117561827
CEP350	6.00769355932055
FOXP3	3.37687707413281
SMYD3	7.67479548662943
CST7	5.71409508233121
SELL	4.3146581946218
CIAO1	6.65046738630905
LGI2	3.60159024712216
WDR45	7.38502596365733
ANKRD6	7.22014802267022
LTBP4	3.55446835633248
PSCD3	3.16717049827422
PYY	3.06542714666038
KCNC1	3.04901876520476
SIRT6	4.4719335276163
CCL19	3.85750211595828
ARHGEF9	4.4269555915651
ABR	4.64611732335737
C10orf22	6.55717432357942
STK17A	5.09663264569059
FOXE1	3.25610385376946
GML	3.11078706998133
CNGA3	2.93128099350916
CD38	5.13975024333281
ZDHHC6	8.48778864698293
NEFH	8.25080020142497
PGBD5	3.66095710355406
CTDSP2	6.48647330593535
RMND5B	6.70593205999998
ZNF257	4.71967531110267
DUSP4	4.52617826491821
FLJ22167	7.49447915010216
EXOSC7	6.88568967145444
ROR2	3.72301259644184
FOXM1	5.4606519915399
ZBTB48	5.41708749417564
BUD31	8.87047516055654
MAOA	3.56980265842693
CCDC41	5.11071252962235
TNNT3	3.4925550427964
FBXO11	5.78172769695553
GYPC	6.17102603452617
PLIN	3.43756985592395
RFXAP	3.38203528933656
C6orf15	3.60884902932639
RNF4	7.76238153177238
F8A1	9.03911751815863
PPP1R3D	5.30260406385838
GRB2	7.72143978825911
TPM3	3.29969307860012
SYT13	3.90515651909554
EPB42	3.48306440753714
RP5-1077B9.4	5.91927516361206
EIF1	10.5198244673760
CETN3	8.34601818586483
FPGT	5.74565616925104
PRY	3.37624067127959
NTHL1	6.40177846458073
POLR2B	8.22673071428378
RPS28	12.3117034207455
GDF10	3.27037746137693
COQ9	7.73471520117318
P2RX3	3.01665783818428
GCC2	7.63115173824762
RARRES3	7.86318119164986
PLXNA1	5.98946457840815
WBP4	5.20118092236903
KIAA0100	6.13179229123016
PMF1	8.02505234958397
HS2ST1	6.44397271562698
CRELD2	8.63729406020871
C8G	3.02054137641313
CD82	6.7659314052211
PMM1	6.20904114334721
CBLL1	5.6434729890585
LIM2	3.44995540271197
VAX2	4.9842273847984
SETDB1	5.97450833132314
LRAP	6.05375307440445
GCLM	7.17031783276676
CPEB3	3.46207035719793
PPM1A	5.73935468970382
INTS1	4.54997451145322
MMP16	3.15879672580512
CAMTA1	4.48619523753363
SAMSN1	6.12582018522129
DRD3	2.85573327024265
GMPPA	6.92418819183739
C11orf73	8.0488689776069
AIPL1	3.70493410477577
PTP4A2	10.0496589692804
IL24	4.58212658772706
BDKRB1	3.12292196985409
HPCA	3.39243862450811
MLF1	8.74017150093632
SEC14L1	6.19396368957983
CHFR	5.66743675697553
EMILIN1	3.11297012621037
THADA	7.01391299478569
TAF12	6.53998905974212
NDUFS4	9.1336387797492
ID1	7.23905815274173
PIK3CB	4.99533448613534
COL18A1	6.30454392284701
PDZD3	3.41399843596971
TBC1D17	5.7450577551635
COX8A	10.5383007287034
CDCA4	6.65638492694695
C2orf44	4.72194224744249
C9orf16	8.32245770423106
ERBB2IP	7.99458969874344
EMX2	8.25339711481922
FUS	6.46266464433496
NIPSNAP3B	3.39493089391123
TF	3.19127026020521
CXorf56	6.0008844076188
CLCN4	3.52969159786465
PWP2	5.18578601738495
MMP15	4.16460054210779
MTMR14	5.61298454994246
NPR1	7.07166268222397
DNAL4	6.33598303743209
ELAC2	4.76305367648341
ASS1	11.8391467818566
IPP	6.34468505904469
TMEM59	9.76440826545808
POLR2J	7.8160662698318
SEC23IP	6.93157325807544
RGS4	3.86981756401613
UQCRC1	8.97917500813547
SNX6	7.55657294226752
DDX18	8.15583995885578
POLG	5.37650340032023
ADAM23	3.81693979027505
ZNHIT2	6.65264478412646
TFR2	4.1722561190952
NCDN	4.01728588213807
RAG1	3.33257147453036
POMT1	4.43123131019032
CYP1A1	3.19978809972581
SNAPC1	7.4683866412072
GNA11	5.53837355766648
CCDC52	2.89677713843364
CAPN1	7.68833355884205
DDHD2	7.05556709689255
UPF3A	6.51225809808824
LAGE3	7.3415721643186
GNRHR	3.01432582063919
UNC13B	5.28110313283262
TTLL4	5.5719511877664
PPBP	3.16070423318684
HTR3A	5.67308635926925
SDC2	5.93831638898964
ANKRD49	8.5944797457377
BTF3	11.0445673840802
COX7A2	11.5442413037540
SARS	8.93112424100383
C13orf18	3.61453877792315
CACNB1	3.66754590358729
QKI	5.45414602061989
SETMAR	6.3925866733454
LAMB4	3.31603785747971
MAN2B1	6.3715208963191
EML3	4.69735565916865
ACADL	3.17883882344877
OFD1	7.82227167509817
CGA	3.41312817487518
EIF3EIP	10.8238187191469
PEX16	6.61198835245012
GNG12	7.30117715178714
HABP4	5.13284218220347
CNTN2	3.21554010930867
ASNSD1	7.71152320080081
FUT4	4.77974109327365
DBH	3.51065057898396
CD53	6.70660983706216
HIST1H2BJ	3.86179240528338
TFAP2B	3.17537716092898
ACF	4.0179921261678
TMEM11	6.64679852094085
CDH8	3.41291776146246
C3orf32	3.25949229196065
AGPS	6.08015602757108
C4orf18	3.180279784794
PCCB	9.27622935747543
IPO13	5.34175714619672
PECI	6.316519640758
UNG	8.01490126352012
C6orf105	4.06876401200203
GSTP1	9.35614874934357
SUV420H1	7.29083502480705
ARHGAP15	3.90822337275964
LTBR	7.13465270751892
TDRKH	3.91740631766838
PSG4	3.11597868458487
SLC9A3R1	6.86885965987665
NBPF3	9.09247649841662
SLC9A3	3.55182300443224
OSBP	7.30009486611538
PRR5	5.31327914890552
CHMP7	5.9775501784758
ADRA1A	2.98559685549642
ASAH1	6.43237329875658
FKBP4	7.81077332373391
ZNF350	4.77496215401455
DOM3Z	6.26052735879904
GIPR	3.37717107056329
AHI1	5.58053208183065
BST1	4.80806017334689
NCR2	3.38805920948583
NADSYN1	6.8881869454098
UBE2W	6.79427743071782
RGS14	4.66691375650805
KRT15	3.81604683055001
SCN11A	3.77608227541394
GFI1	3.54659942153437
FHL1	5.61913030555488
SMC6	6.68175806860078
GATA1	3.53062839275237
OSGEP	6.6987999242156
ARMC6	5.43255579034712
HK3	3.43585869293903
PSMD5	7.12815688721654
RSU1	7.2735413692315
RPL4	12.4710684986962
MAD2L1	8.25945666106667
RBPMS	4.1067424738573
EIF4A3	10.0854141057836
E4F1	5.16412188737693
DLEC1	3.31388527236662
PRPF3	7.49228621356656
EMR1	4.77944745058218
CHMP2B	8.37613148487713
CAMSAP1	4.49368396972337
RPS21	10.5695663877996
XCR1	3.41548789452531
ARID5A	4.41233428175105
RBM6	6.42899469455814
UBE2N	7.36723463029331
KLF4	5.89472535797252
MGC4172	4.58815852324549
LMO4	6.81555314130235
KLKB1	3.4308555070676
HDAC3	7.11679558949291
HP	5.36015600408489
SCHIP1	7.64802935420056
BTK	3.82434999300865
KRCC1	8.94379628315427
PRND	2.92157157220497
C6orf27	3.18108202342601
PIGL	3.79347848885174
CLCA1	3.6093335309591
C1orf112	5.38378390897598
OLFML2A	5.30611009806451
HUS1	5.37488492877959
SFRS6	6.72661700323303
CXCR7	8.90583207838989
UIMC1	7.87316762299473
FXYD2	3.48380409392625
GOT2	7.86803690808401
ZNF667	4.54105288261504
TFEC	3.55473521246677
ATP7B	3.63996242598178
RAB38	5.34085807194833
POLD2	8.4142205654126
PPM1H	5.31090049213183
DCX	3.28717620037224
NFYC	6.16444832287755
ZNF228	4.48106697201725
KIN	6.49412630626835
PLSCR4	5.77207138234721
HIST1H4I	4.21778778806115
PPARGC1A	3.29503039940883
HIG2	9.6952463485238
KCNK10	3.71622382838139
EXOC1	7.56951076181881
OR6A2	3.91303849242639
ETFA	9.78396189562174
PDAP1	5.21147112323471
C19orf6	3.354954323318
POLRMT	4.88587600948751
ZNF146	7.41337290816247
MIA2	3.20250111085276
LY6G6E	3.20780659864684
EIF4E2	8.82029039069393
NENF	5.29837209126375
HOXB5	3.83617511047003
ZNF324	4.27645556812334
CUGBP1	5.55880102854293
ENTPD7	4.67389175010806
TTC13	6.14842180852814
GJB5	4.17915814882753
PRSS22	5.33020870837668
CYP3A5	3.74234305393322
MBOAT5	5.55047402355033
CUL4B	6.93427774966573
CENPJ	3.65573957281083
KIAA0664	5.86784250283782
PITX1	4.03684988504964
PDGFRB	4.87598739457755
RDX	7.03818138100993
CELSR3	3.89434078091176
JUND	6.69258336520928
ITSN1	4.63113597013361
CHRNB1	4.38386048957798
EHBP1L1	4.85041034486001
C19orf2	8.01404124912913
FETUB	3.04130571826693
CAMK2B	3.32724424689758
DCTN1	6.3517325381994
TNKS2	6.3148863405321
MRTO4	8.249374483217
C1QBP	7.85966359323126
TTC3	7.64352385350082
NDUFB8	8.92341318018176
CADPS2	5.61586072806564
EDG2	4.86189451459544
MYF5	3.1175383191277
SEMA3G	3.54447798477245
IL23A	3.81658956672442
GJA9	3.53803306548324
R3HDM2	5.93284064570438
C5	3.76093055384276
SLC2A10	6.69687087454886
TRIM45	5.00059871933867
TSP50	7.54220225840197
PAQR3	6.22404658455386
ANKRD26	3.56779376179362
TCP1	7.73111669725622
TMED7	7.09048931095965
CMA1	2.88567449901653
PTCRA	4.05755650293745
HCRTR1	3.21880990245527
FST	3.92683246110034
PAWR	4.31857563175364
LDLR	5.00969896297976
ASTN2	4.11436684065649
SCRN1	6.95412946861339
GPATCH8	6.11083198346642
KIF4A	7.13263512027527
TANC2	3.83443999406645
ZMYM5	3.88870581569929
PGM1	8.76356302472616
ZNF586	5.79408234879412
POLR3G	3.78005330484111
CPD	6.54498682949929
SNCAIP	6.94599813775766
DCT	3.58860164615023
HLA-DOA	3.3286797203668
TANK	6.29439386293137
RCAN1	4.19623109926946
UPK1B	4.49611855836832
DNAJB4	5.29890035175315
UGT1A8	3.16525956426197
LIMD2	3.30914241352165
HIST1H4L	3.41816994183268
PECR	6.63060941604721
HSPA2	8.26812504351097
SERP1	10.0214071844906
TACR2	3.11874008400478
NUP85	8.00324784542081
CD177	3.40013455303442
GPR135	3.34998333884773
PIGG	6.54796449770342
LGR5	3.96580893988424
JAK2	3.6430459652946
DPYSL4	3.30764400509821
TM9SF4	6.35090951489257
PTHR1	3.43471055427739
SIRPG	3.14165377498461
ZNF264	4.51074738966913
BICD1	5.76624075458371
RAB5A	7.00798485862582
FLJ13224	3.03854981367088
METTL5	9.22820305389073
HERC6	6.31198523378891
CASP1	6.86862608901907
USP9Y	2.93244951646945
LRP1B	2.98505382821154
XAF1	7.68919928448703
PLA2G4C	4.81060879783647
APOA2	2.95356425221425
SPAG6	2.95802756357094
KALRN	3.25263742776411
SECTM1	5.34290599979321
THOC7	9.93166865282103
IFNAR1	5.43772274148171
TCTA	7.3623267225191
NY-REN-7	5.87498894344261
TALDO1	10.5928947371079
B2M	11.8435623665479
LPPR4	4.39239184839857
SQLE	6.79247586256829
SEPHS1	6.75068715707795
EIF5A	7.75253632980916
FAM49A	5.06003833661177
YTHDC2	4.1463690133577
EHD2	4.4094024609526
NCF1	3.78542173584695
SPG7	5.81505449318209
ZNF614	3.52376927746169
HOXA5	3.38054905146527
NUP133	7.51614714185916
FGF12	4.51719275463304
SLMO2	9.3508745883682
INPP5B	4.49616026046592
PPID	7.62111934077386
SNTA1	3.91979797422086
IL20RA	6.55131058017624
UBE2J1	6.52621624103916
CACNG2	3.00419337218155
GCM1	3.36213204951929
ELF1	6.65284858271034
TLR5	6.18150898388002
TCFL5	7.8598663056632
C1orf107	5.92562026466516
C19orf22	7.1893953771313
SAFB2	5.97082174243119
MAP3K7IP1	3.74369524000798
NCK2	7.23643819602243
OXA1L	8.42864143601552
KIAA0652	6.51319940949023
KLRG1	3.50227302225674
FRAG1	6.92310293192966
ZSCAN12	3.06662875570397
PSMD12	7.93956468783729
E2F4	5.11653037218981
CLEC4M	3.4896963360113
KIAA0999	5.99404227522455
CLDN10	6.43527895069473
MGC13053	4.1429800193719
TAC1	2.72745061232139
GYPA	3.36222142842619
HPCAL4	3.53765683180484
TRAIP	4.95242293414179
MEX3D	4.54566870180048
KIAA0232	5.90615267014045
ERCC8	5.84242870842137
NFAT5	6.14920364886835
GPX4	10.9889722239422
CSPG4LYP1	3.05499341363019
KIAA0368	5.59609009342211
FBXO3	7.2048545344948
DVL1	6.81851742675002
CMKLR1	3.41070042052562
GPR157	3.39127374946508
TYMS	9.12262028034115
OR52A1	3.18490605596418
PEF1	7.2705035065462
ZNF750	3.39119808591657
ALG9	7.26238737668614
MCM5	6.74263550645049
SDK2	3.59522310140732
BAIAP3	3.72874386716838
RABGGTB	6.45594660901191
KCNK7	3.28000440215645
PTP4A3	6.71379741526009
ANKRD40	4.73319359382854
CALCOCO2	7.26677410428545
TMSL8	7.28285003329658
SNCA	4.12455647202427
ZNF551	3.87405126464646
HBQ1	4.38248497853567
ARHGAP26	4.62550719390035
GEMIN6	7.42856770713844
HRAS	6.85411344120617
KLRC4	2.87247339609355
BSDC1	6.6977844039776
DSC1	3.66705370397519
RNF43	4.94263047571047
NDUFAF1	5.51437985137821
MAP2K4	5.87738955238505
FOLR2	4.29459242515232
LYZL6	3.68476852095485
EPB41L3	4.51476292600735
TEKT2	6.90034077619321
CDKN2B	3.53426891878643
WSB1	6.43422683388427
ZNF480	3.51879780611243
MAP3K6	6.18632933497722
PROS1	5.33770954615483
PSMB8	8.10073563621166
HN1	9.36982561926298
MAS1	3.11290985283347
APOL1	4.59150340004391
CSHL1	3.14188292793157
ZBTB7C	3.00594572617368
AHCTF1	7.30757174662436
SAE2	9.68618845345427
ITGA2	4.12081245506693
AP2S1	8.41446666193402
P15RS	7.87946611846534
MME	3.74226080704441
VAT1	6.29552793608786
MAST4	5.80456886642595
TUFM	8.96382857636076
KRT33B	3.4898407347579
THEG	3.62747967000017
KCTD2	5.81639777183264
WDR26	8.2429891430695
MFI2	3.38938832211559
KRT34	3.02698787327503
NR4A3	3.50919159672286
SGSM3	4.73538145247248
ARSA	5.36537264096539
TOMM22	6.85213142059215
SOCS3	3.78604812659635
UNKL	3.91637881830045
POP4	8.9572377499073
BHLHB3	8.29579205133052
MALL	6.48761963391673
SOX15	7.20631566983728
CCNA2	6.37053789157987
PARK2	3.12933113197454
GPR124	3.80443268184021
