Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_D05
Composite Element REF	Signal
AACS	7.65301079149434
FSTL1	6.96918053232321
ELMO2	6.04412192331981
CREB3L1	3.77144100814733
RPS11	10.1338999303605
PNMA1	9.74070700227315
MMP2	7.18425791720284
SAMD4A	4.04251789289422
SMARCD3	5.99017842349038
A4GNT	3.63673302603715
C9orf39	3.38003625055899
PKNOX2	5.59276941661525
RALYL	3.58398909457117
ZHX3	4.52811687450557
ERCC5	6.720625032062
RXFP3	3.06419640715478
APBB2	3.26309967177349
BBOX1	6.59402327131267
PRO0478	2.75587869889676
GCSH	7.9101420330993
XDH	3.63857831981779
EDN1	3.56585061418591
MTERF	7.03342602632838
PDCL3	7.52239547214387
CLK4	5.7882962634477
KCNG1	3.61584322075975
CXCR4	7.97826706095094
DECR1	8.28600168755764
SALL1	3.07340710204739
PTPRR	3.28697435937369
CADM4	3.48169622491378
IRAK1	8.43977230616992
CFHR5	3.27057294075316
HNRPD	7.8085035053806
TMSB10	12.2258880299794
CXCL3	4.06100392682202
LMAN1	3.74626458792367
SUHW1	3.5492497764158
CHD8	6.30836152985196
SUMO1	8.00295009578845
GP1BA	3.35646311979687
OR7A10	3.90359972926617
DDB1	7.17743824387733
CHRNA10	3.91214222715834
STYK1	3.44385488201729
MYO9B	4.03466649608131
CCNI	9.81275899845934
MMP7	4.57581746494414
EP300	6.16903668604342
CRNKL1	6.96676576528781
C9orf45	3.25065392013382
XAB2	4.3771373037485
RTN1	4.2536559289528
HIC2	4.2654360638932
TBX10	3.60503657465491
CENPQ	4.24176906753117
UTY	3.13397908132437
OR2W1	2.92372571889074
ATP5G2	11.1692508248263
ZEB1	3.39429180784344
ZG16	3.30654153087679
ERG	3.5520519934787
PARN	6.4550252675294
SOD2	6.08107670997089
JOSD3	7.22573052338416
ADAM5P	3.32104259409004
CHD9	6.00506458815792
hCG_40738	3.88396942261435
STK16	5.27946237448181
PDE1C	3.55438802051096
SEMA4D	6.56752664129953
AGPAT1	5.99452288984326
TOB2	5.55213832417619
BANK1	4.83966821369253
MAP3K3	5.61317918706434
MAX	6.05213948541774
GRM2	3.78116888146252
OSBPL8	7.55022223375526
PROSC	6.32207172764718
NR4A2	5.31095622506874
RICS	4.58353330514558
PIR	6.16449251721186
PPCS	8.60919643925414
IPO9	6.09880733812136
LONP1	7.20071919186845
EVC	4.25105977083964
CXCL13	7.5816728524978
SCYL3	5.77077165182337
KIAA1199	6.24355637679843
SORL1	7.78576713734064
NAT10	6.89517012573282
CHD1	5.95540044080015
SYN3	3.71701983428272
DMC1	3.78629595419303
SLC22A2	3.80761316774664
SERPINF1	7.58829842935498
C20orf27	6.32894659902974
OR7A17	3.24701060891728
RPS6KA5	4.75163783167681
LHB	3.90335121148532
TAOK3	5.15896433032609
STK25	6.56561613565485
SLC12A4	3.71767004376233
BRCA1	4.25641675143744
GBL	5.91261464022768
C14orf108	8.94422689451039
CDC25B	8.29270666456242
BMP3	3.17479466028688
MAP1LC3C	3.34149316996567
TMEM180	3.56072477202697
CRYGC	3.59350328184333
SLK	6.24736648748371
POU3F1	3.12347795575273
C20orf32	3.69148039457968
USP52	6.58673810304666
HIGD1B	3.59433337523586
BAZ1B	6.55398943715841
USP6NL	5.35712173215269
SLCO2B1	4.67701750272467
ABCD4	5.3768892589587
DIMT1L	5.91554644467928
SLC25A46	7.21145567562986
LARP7	6.77260000738449
TEK	3.42573607116681
CD160	3.56814110691176
TERF2IP	8.24321205300485
PHF20	6.02972431859420
COL1A1	6.87789715899098
KIAA0090	5.75432848847755
GTPBP1	4.73060560820818
GRK5	4.21956707732807
AP1S2	6.39640318097533
RAB33B	4.97827718731122
CA11	6.60072315285949
ALDOC	5.66891776116728
NUDT1	5.34757352201648
ZNF212	5.81125267541641
ACBD3	7.3699628318797
ZNF83	6.66099321537373
PRDM2	4.74593923429499
GDPD5	7.74393093875673
PDCD4	5.82063591947555
CEP350	5.9868728728792
FOXP3	3.24328077904347
SMYD3	6.85027670258301
CST7	6.84872875549655
SELL	5.34383672901581
CIAO1	6.47648776219575
LGI2	3.70964391109965
WDR45	7.0410844232313
ANKRD6	6.2126838380184
LTBP4	4.99825555764229
PSCD3	3.2577075106577
PYY	3.27228122399333
KCNC1	2.88868138606552
SIRT6	4.06560102624777
CCL19	4.15499807012854
ARHGEF9	4.67409246170865
ABR	4.53438137584523
C10orf22	7.26946915434997
STK17A	4.93498955830373
FOXE1	3.32310878846514
GML	2.89302502425942
CNGA3	2.89291009082085
CD38	5.06463094439499
ZDHHC6	7.99339323028356
NEFH	4.24268523838661
PGBD5	3.39485398308168
CTDSP2	7.54777686012578
