Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_E03_516344
Composite Element REF	Signal
AACS	6.78409383412449
FSTL1	6.51720753540078
ELMO2	4.48967049213236
CREB3L1	3.59596732587935
RPS11	9.84268641007546
PNMA1	6.78289265885757
MMP2	5.10194618540393
SAMD4A	3.53210535372317
SMARCD3	4.58774558955817
A4GNT	3.68551812174541
C9orf39	3.5282782282798
PKNOX2	4.21264629003679
RALYL	3.48031478535096
ZHX3	4.25508102723274
ERCC5	4.80828411528276
RXFP3	3.30012950736493
APBB2	4.08091623052208
BBOX1	4.55357562792329
PRO0478	3.11388504985858
GCSH	7.30992231980985
XDH	3.5973376563977
EDN1	3.51503024750117
MTERF	6.88138276986456
PDCL3	6.83922435977898
CLK4	5.0953252246947
KCNG1	4.02702770842775
CXCR4	8.62708819663059
DECR1	8.2167169995069
SALL1	3.21710928026283
PTPRR	3.60065113610999
CADM4	3.48608510026328
IRAK1	8.94921625014755
CFHR5	3.82659619918663
HNRPD	6.76194773032001
TMSB10	11.745618320476
CXCL3	4.02299930093217
LMAN1	3.92309649227935
SUHW1	3.61358749111945
CHD8	5.28787960413614
SUMO1	7.77259054418186
GP1BA	3.54774544756353
OR7A10	3.96395298530791
DDB1	6.81246847508841
CHRNA10	3.77023005417285
STYK1	3.30928565923542
MYO9B	4.10417321104353
CCNI	9.47422259382123
MMP7	4.15028837090128
EP300	5.10643674255798
CRNKL1	5.92138969751075
C9orf45	3.57439823385348
XAB2	4.1182871628179
RTN1	4.4667730149357
HIC2	3.79432979188858
TBX10	3.65137748022941
CENPQ	3.99970519161707
UTY	3.22000435867358
OR2W1	2.98190056381294
ATP5G2	10.3397070421237
ZEB1	3.35410784103231
ZG16	4.08817972959448
ERG	3.62330538962989
PARN	6.23028245103613
SOD2	6.81898846099162
JOSD3	8.04346991174564
ADAM5P	3.23226296096962
CHD9	5.05834538673519
hCG_40738	3.77093574440722
STK16	5.8026908871041
PDE1C	3.37917950217017
SEMA4D	5.14061074726676
AGPAT1	5.80155591931563
TOB2	5.42781768187186
BANK1	4.95333973788832
MAP3K3	5.05549328892546
MAX	5.13063999978171
GRM2	4.07386959351061
OSBPL8	5.92671105205156
PROSC	5.32484238793584
NR4A2	4.20975691560855
RICS	4.08156372977337
PIR	4.96702673554328
PPCS	8.61658036380147
IPO9	5.40041459711673
LONP1	5.59973013894517
EVC	3.78617099855696
CXCL13	7.93171174970177
SCYL3	5.05476543285505
KIAA1199	3.81969194711314
SORL1	7.75900014782248
NAT10	6.02760384478777
CHD1	4.85579551677849
SYN3	3.62124054565923
DMC1	3.67780468382036
SLC22A2	3.52155048105752
SERPINF1	7.15618339852566
C20orf27	5.7863396312641
OR7A17	3.13909336187596
RPS6KA5	4.13294523149638
LHB	4.16520158975304
TAOK3	4.35564440441763
STK25	4.85373387106688
SLC12A4	3.62063285340946
BRCA1	3.97897686887074
GBL	5.93779548914055
C14orf108	7.7744631492835
CDC25B	6.13494985546972
BMP3	3.35616796283663
MAP1LC3C	3.97672187110503
TMEM180	4.1718074796125
CRYGC	3.48767262127571
SLK	4.4044673853255
POU3F1	3.24026275909566
C20orf32	4.35152295110677
USP52	4.96117596451166
HIGD1B	4.50137290791826
