Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_H09_491224
Composite Element REF	Signal
AACS	5.39893583497612
FSTL1	8.20819193048276
ELMO2	4.35956352016515
CREB3L1	3.81766203480899
RPS11	10.2542300881826
PNMA1	6.79065076610801
MMP2	8.42292311235446
SAMD4A	4.02547585644543
SMARCD3	7.26126511039993
A4GNT	3.86655535623768
C9orf39	3.69405707616271
PKNOX2	3.99594247426283
RALYL	3.8416284561899
ZHX3	3.85851681727395
ERCC5	5.08067929965757
RXFP3	3.03102688830221
APBB2	4.32803731122103
BBOX1	4.47028885860274
PRO0478	3.14782971695484
GCSH	8.17742607747362
XDH	3.61943080600466
EDN1	4.2132392262257
MTERF	6.8900877848424
PDCL3	7.22810056907552
CLK4	6.26640653854047
KCNG1	3.63682494308924
CXCR4	8.35973508543592
DECR1	8.73715562247982
SALL1	3.34186258746829
PTPRR	3.66260177584724
CADM4	3.3963398076249
IRAK1	9.29874264891723
CFHR5	3.37109304178217
HNRPD	6.3438641022882
TMSB10	12.5281641018684
CXCL3	4.38758719685021
LMAN1	3.70067105594617
SUHW1	3.86453766093768
CHD8	4.77948081524864
SUMO1	8.30130053468776
GP1BA	3.23174502087024
OR7A10	3.48249619192921
DDB1	7.08704516645283
CHRNA10	3.70879163355058
STYK1	3.73546925731594
MYO9B	3.86317353343795
CCNI	9.8626383033707
MMP7	10.2855032529269
EP300	5.11864979627005
CRNKL1	5.70875627766699
C9orf45	3.44885371247032
XAB2	4.22175289725388
RTN1	3.74078933778832
HIC2	3.6033525332348
TBX10	3.43676973612036
CENPQ	5.14160279519612
UTY	3.12178453953306
OR2W1	2.81282253958931
ATP5G2	10.7668556157356
ZEB1	3.89919131447529
ZG16	3.49217128264892
ERG	4.28200952191527
PARN	5.59402566399339
SOD2	6.35314776798374
JOSD3	7.64992274220394
ADAM5P	3.51772524739280
CHD9	5.79860765964679
hCG_40738	3.44774815401333
STK16	5.33103747030023
PDE1C	3.89010133337727
SEMA4D	4.95993023078827
AGPAT1	5.78473946961283
TOB2	5.05410645363146
BANK1	4.05488364960595
MAP3K3	5.32786426386632
MAX	5.43478231586285
GRM2	4.04428237842413
OSBPL8	7.43199307627875
PROSC	5.51592236479214
NR4A2	4.60005320157052
RICS	3.88223918923554
PIR	5.12558783588086
PPCS	9.49233951884153
IPO9	5.47064050585715
LONP1	5.5266876349368
EVC	4.28001375055982
CXCL13	5.32741421616651
SCYL3	5.374686372002
KIAA1199	6.74256828359728
SORL1	6.52475941533544
NAT10	5.17306008487541
CHD1	4.82727960557158
SYN3	3.29489638555325
DMC1	4.00476207080746
SLC22A2	3.96488170159626
SERPINF1	8.8884637304214
C20orf27	6.0162256123405
OR7A17	3.4711698631513
RPS6KA5	4.66212810158091
LHB	3.10637523705513
TAOK3	4.46316275318773
STK25	6.30448390311017
SLC12A4	3.55437303024144
BRCA1	3.66247856378441
GBL	4.9270103946509
C14orf108	7.81489025928842
CDC25B	5.77079886748642
BMP3	3.25480690177486
MAP1LC3C	3.94833737453051
TMEM180	3.29395317032401
CRYGC	3.93001304679514
SLK	4.84627658983007
POU3F1	3.52236936926822
C20orf32	3.76622123891514
USP52	4.3892775000602
HIGD1B	4.61768626931070
BAZ1B	5.04460373534628
USP6NL	4.98976165985133
SLCO2B1	4.03465272826991
ABCD4	4.27100486907571
DIMT1L	6.26616730601327
SLC25A46	7.37631606337773
LARP7	5.71446417130362
TEK	3.75578255340108
CD160	3.91508930996239
TERF2IP	6.78890070327157
PHF20	5.20514652192474
COL1A1	7.61009383773814
KIAA0090	5.14964898431987
GTPBP1	4.25840716652346
GRK5	3.94890188018024
AP1S2	6.57251843874533
RAB33B	4.39814779448836
CA11	4.7372228916632
ALDOC	7.02294378171173
NUDT1	4.65784973575151
ZNF212	5.13699658618903
ACBD3	6.84047070624125
ZNF83	6.46484185435215
PRDM2	4.82819867359658
GDPD5	4.56164944450776
PDCD4	6.32019429387755
CEP350	4.77631444935761
FOXP3	3.19563563524982
SMYD3	7.34925166305544
CST7	5.87362359109947
SELL	3.84765142848408
CIAO1	6.41604058325993
LGI2	3.60633359200494
WDR45	6.93458803379732
ANKRD6	7.47051812793818
LTBP4	3.83241905483857
PSCD3	3.23160778024638
PYY	3.21712629493213
KCNC1	3.19528028169077
SIRT6	4.21420541552054
CCL19	4.1137207084152
ARHGEF9	3.98836995940337
ABR	4.1595558740826
C10orf22	6.56072698737994
STK17A	5.47899322635422
FOXE1	3.76387500922904
GML	3.54795391065276
CNGA3	3.43018670281155
CD38	4.12709098145378
ZDHHC6	8.42784913248069
NEFH	6.85122862186977
PGBD5	3.64698162034165
CTDSP2	6.55493622944435
RMND5B	6.5447931453987
ZNF257	3.19529154741157
DUSP4	3.80618221181335
FLJ22167	5.32501250310341
EXOSC7	5.47719252799272
ROR2	3.78671661512441
FOXM1	4.7668871503804
ZBTB48	4.47045494906725
BUD31	8.74029082726817
MAOA	3.8804628782332
CCDC41	4.19267975352765
TNNT3	4.115554898569
FBXO11	4.58871109050176
GYPC	5.67613700723632
PLIN	3.67105876151095
RFXAP	3.50734655392498
C6orf15	3.58581081366519
RNF4	6.30906023514177
F8A1	8.311532006047
PPP1R3D	4.04690733686542
GRB2	7.00179781788504
TPM3	3.40575499111161
SYT13	4.12725191742061
EPB42	3.56523761293983
RP5-1077B9.4	5.29384402831556
EIF1	10.4804410193781
CETN3	7.34514626968652
FPGT	6.16585328543168
PRY	3.72728170590493
NTHL1	5.26631345277405
POLR2B	8.17813672755077
RPS28	12.3910038602714
GDF10	3.18747667411764
COQ9	7.7558667829067
P2RX3	2.85298081057842
GCC2	6.49435914404621
RARRES3	7.76329302264185
PLXNA1	5.31438506343401
WBP4	3.9107463801985
KIAA0100	5.15102041114375
PMF1	7.14423564083927
HS2ST1	5.38412104407218
CRELD2	6.89213699270186
C8G	3.09111040939290
CD82	4.95795133737797
PMM1	5.13424847552647
CBLL1	4.16386277362085
LIM2	3.46650008468687
VAX2	3.81155000907301
SETDB1	4.83221950017253
LRAP	5.48419955305988
GCLM	7.60019536251478
CPEB3	3.48170915695198
PPM1A	5.61336401742197
INTS1	3.68535065056329
MMP16	3.35412735082356
CAMTA1	3.89257866820769
SAMSN1	5.5632734420533
DRD3	2.93969407593889
GMPPA	4.65412639874047
C11orf73	7.10092840452319
AIPL1	3.97673017313723
PTP4A2	9.64365915299531
IL24	3.42447515361748
BDKRB1	3.6814003554618
HPCA	3.43400878216295
MLF1	6.59852280825009
SEC14L1	4.47192447565448
CHFR	4.58000145355534
EMILIN1	3.32296924604630
THADA	5.79879995573083
TAF12	5.7842710981271
NDUFS4	9.37844356943666
ID1	5.50662525891334
PIK3CB	3.62442902419899
COL18A1	6.7078850496742
PDZD3	3.26069503664779
TBC1D17	3.61390027367661
COX8A	10.1596909048711
CDCA4	6.84512371429195
C2orf44	4.43347210473303
C9orf16	7.6391558638754
ERBB2IP	6.82968054542399
EMX2	8.0633101508625
FUS	4.70775985360208
NIPSNAP3B	3.76569644145968
TF	3.26010305254106
CXorf56	5.15910280503346
CLCN4	3.7923372406463
PWP2	4.92864758324053
MMP15	3.83668269112672
MTMR14	5.19603759291358
NPR1	6.58692692439953
DNAL4	5.58701531498801
ELAC2	4.51792584238555
ASS1	10.9799944973594
IPP	5.76296307532525
TMEM59	10.5376524481516
POLR2J	8.56461446704024
SEC23IP	5.5444011001296
RGS4	5.06469195333965
UQCRC1	8.84387975390196
SNX6	8.22186055295191
DDX18	6.84431135381793
POLG	4.19722899377246
ADAM23	4.16453241371203
ZNHIT2	3.58459785142163
TFR2	3.6741538984534
NCDN	4.30143339678102
RAG1	3.29758773332287
POMT1	4.12530184034013
CYP1A1	3.43886366519491
SNAPC1	6.06625214893367
GNA11	4.47766539185821
CCDC52	2.96706746939186
CAPN1	5.62892283894806
DDHD2	5.66177005320798
UPF3A	5.77397775086531
LAGE3	7.61186377938269
GNRHR	3.26058162653718
UNC13B	4.82153888970848
TTLL4	4.07549922493577
PPBP	3.31555895354812
HTR3A	3.62605622883319
SDC2	6.75649137405083
ANKRD49	7.37058285419382
BTF3	10.5449030168688
COX7A2	11.7958343634064
SARS	9.01293836624117
C13orf18	4.13832961692563
CACNB1	4.18921256665323
QKI	5.80746724692478
SETMAR	5.89094146511894
LAMB4	3.50743548060158
MAN2B1	5.64232883604354
EML3	4.75913123880137
ACADL	3.66003714386671
OFD1	6.75816301874873
CGA	3.84704166626755
EIF3EIP	10.7904889007898
PEX16	4.79660913079937
GNG12	8.64699875382961
HABP4	4.58605979125752
CNTN2	3.33273180446436
ASNSD1	8.52655236972049
FUT4	3.82075860708096
DBH	3.35983640659108
CD53	7.82523278241133
HIST1H2BJ	3.52872296085072
TFAP2B	3.34306504981009
ACF	3.77737803522403
TMEM11	5.98981076334112
