Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_D11_458724
Composite Element REF	Signal
AACS	6.46280191594465
FSTL1	8.82316380477607
ELMO2	5.89471546035344
CREB3L1	4.38495576673863
RPS11	9.79122917683256
PNMA1	7.94229461925091
MMP2	8.3461663402823
SAMD4A	3.89142374461091
SMARCD3	5.74681043886524
A4GNT	3.52769664986925
C9orf39	3.22791349349105
PKNOX2	3.79118385863934
RALYL	3.43522883700467
ZHX3	4.43381934445913
ERCC5	5.66778614863243
RXFP3	3.07700017485907
APBB2	4.35784634177396
BBOX1	6.70398645267916
PRO0478	2.86410876367242
GCSH	7.32698952965051
XDH	3.41444214449903
EDN1	3.91750483899488
MTERF	5.97596006559835
PDCL3	7.55094342840967
CLK4	5.86188864752761
KCNG1	3.92113777726226
CXCR4	8.8116184047844
DECR1	7.58245189319201
SALL1	3.09886980946753
PTPRR	3.37014407626279
CADM4	3.33430138627929
IRAK1	8.09976643288137
CFHR5	3.20824969160924
HNRPD	7.34674501147828
TMSB10	11.9987892501805
CXCL3	3.97649114288668
LMAN1	4.38209441141216
SUHW1	3.46726510475354
CHD8	5.73590737526961
SUMO1	8.04458355883923
GP1BA	3.28811441841311
OR7A10	3.72035856360318
DDB1	7.69366454565792
CHRNA10	3.6582309898798
STYK1	3.17709678520774
MYO9B	3.93936408195537
CCNI	10.0581698044815
MMP7	8.22492566247854
EP300	5.31154170669487
CRNKL1	6.22692485002119
C9orf45	3.11416155897312
XAB2	4.10014995650800
RTN1	4.33932130354267
HIC2	4.22299384213576
TBX10	3.50322584393142
CENPQ	4.4013436048553
UTY	3.10629615469835
OR2W1	2.90626095586652
ATP5G2	10.2704414834330
ZEB1	4.02764956807671
ZG16	3.22495553465108
ERG	3.65956752613829
PARN	7.74326841944605
SOD2	5.7753896489012
JOSD3	7.64515485834396
ADAM5P	3.28886846734848
CHD9	6.28176494068827
hCG_40738	3.79141749047900
STK16	5.62407890299849
PDE1C	3.44464072103272
SEMA4D	5.41815295237832
AGPAT1	6.13022049928339
TOB2	5.45800251696341
BANK1	3.29097152499735
MAP3K3	5.97924628275682
MAX	5.04320388380718
GRM2	3.64804888974085
OSBPL8	7.2277169939547
PROSC	6.0048702301882
NR4A2	4.95550216600071
RICS	4.53992376463481
PIR	3.54763002699511
PPCS	9.754138941416
IPO9	6.0689187985821
LONP1	6.45569645263128
EVC	4.25573024599857
CXCL13	3.91520896503998
SCYL3	5.3026550985086
KIAA1199	6.1864038475611
SORL1	7.8663161289372
NAT10	7.03233770059981
CHD1	5.15121834679582
SYN3	3.62057938571252
DMC1	3.8029982705314
SLC22A2	3.39699810138673
SERPINF1	9.63706604543312
C20orf27	5.36820842876334
OR7A17	3.48890096533819
RPS6KA5	3.76648907599825
LHB	3.54775133011787
TAOK3	5.38471248757281
STK25	5.82458734672697
SLC12A4	3.70235998853380
BRCA1	3.85976954933171
GBL	6.15746767839551
C14orf108	8.01846593303974
CDC25B	6.56446422070906
BMP3	3.21290866023074
MAP1LC3C	3.23808164000249
TMEM180	3.23013993936645
CRYGC	3.5619969904724
SLK	5.76155163822837
POU3F1	3.11317207932975
C20orf32	4.00402170699758
USP52	5.47585944816544
HIGD1B	4.14555111917644
BAZ1B	6.04538139965832
USP6NL	4.37498267181146
SLCO2B1	4.65766201445836
ABCD4	4.39003037099899
DIMT1L	5.40991684010517
SLC25A46	6.95462498279931
LARP7	6.96427537586337
TEK	3.64689858594053
CD160	3.57984048955922
TERF2IP	7.25503764912303
PHF20	6.68668517464139
COL1A1	8.91182314660072
KIAA0090	6.42395388988063
GTPBP1	4.29606270177412
GRK5	3.83530834326419
AP1S2	5.67150489401527
RAB33B	4.09822858674601
CA11	5.17587310643797
ALDOC	4.32915538449581
NUDT1	5.83911005826262
ZNF212	5.00938237966
ACBD3	7.26425029794341
ZNF83	6.29600667065334
PRDM2	4.78381635975068
GDPD5	4.38884476609444
PDCD4	5.91684893542053
CEP350	5.98220887028197
FOXP3	3.38108808206436
SMYD3	7.45835579446289
CST7	4.44665095969277
SELL	4.0904560360511
CIAO1	6.65233689849905
LGI2	3.84397250368813
WDR45	6.82119893070789
ANKRD6	6.94089809300783
LTBP4	3.87756254995128
PSCD3	3.38967741731133
PYY	3.38863761197541
KCNC1	3.11083516876687
SIRT6	3.95605128725293
CCL19	3.58488728501451
ARHGEF9	4.16401444063777
ABR	4.3239445231144
C10orf22	6.94292841239423
STK17A	4.71327763505525
FOXE1	3.24391906281797
GML	3.09295162317954
CNGA3	2.88008167511814
CD38	3.45684317922007
ZDHHC6	8.02518654677752
NEFH	5.48718548131307
PGBD5	3.27634353225452
CTDSP2	7.64228013323664
RMND5B	6.0235069995668
ZNF257	3.95625233412152
DUSP4	3.72289318697745
FLJ22167	5.24123590561185
EXOSC7	6.49085246772834
ROR2	4.19445388896749
FOXM1	5.97676338078832
ZBTB48	4.64102133368268
BUD31	8.01455687661584
MAOA	3.55982260746558
CCDC41	4.22860029727592
TNNT3	3.96806873809799
FBXO11	5.16595369706035
GYPC	7.68630559589103
PLIN	3.63952873133946
RFXAP	3.72376435729897
C6orf15	3.72588731693387
RNF4	7.77571505902793
F8A1	7.67221511664525
PPP1R3D	4.19718264072928
GRB2	7.38079158071956
TPM3	3.32781740186627
SYT13	3.480179293378
EPB42	3.30910798801333
RP5-1077B9.4	5.04288204793935
EIF1	10.0996754313489
CETN3	6.7739670897758
FPGT	5.26143442426601
PRY	3.35467593885947
NTHL1	5.65641242421131
POLR2B	8.69343282598298
RPS28	11.8484136749689
GDF10	3.07510713190328
COQ9	7.78693651842527
P2RX3	2.94007275862229
GCC2	6.86419171894814
RARRES3	6.88017941473427
PLXNA1	5.7945592462741
WBP4	4.30896527996836
KIAA0100	8.31747789452999
PMF1	6.75324633865999
HS2ST1	5.47338990555642
CRELD2	6.69592958783808
C8G	3.11182800264921
CD82	5.76285017061722
PMM1	4.88068417275063
CBLL1	4.41061774731677
LIM2	3.49595807940331
VAX2	3.95200623069903
SETDB1	5.02638329046346
LRAP	5.96312468346910
GCLM	6.21102203546558
CPEB3	3.35925451718195
PPM1A	5.54983154375973
INTS1	4.12330475619981
MMP16	3.17426831861457
CAMTA1	3.88929822376605
SAMSN1	6.03787869342481
DRD3	2.83496592551608
GMPPA	5.69327765189348
C11orf73	5.9151495947442
AIPL1	3.73541884765913
PTP4A2	9.7678933702188
IL24	3.35351717494242
BDKRB1	3.13960021903873
HPCA	3.63060097362336
MLF1	6.16353144546908
SEC14L1	6.05977699665753
CHFR	5.40414601904273
EMILIN1	3.66277592803659
THADA	6.6343939741463
TAF12	6.11118089132217
NDUFS4	9.46590886991935
ID1	5.23911541980266
PIK3CB	3.32334811009431
