Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_E03_298100
Composite Element REF	Signal
AACS	5.57423652793502
FSTL1	8.71024089973616
ELMO2	4.70552176058355
CREB3L1	3.5142345164437
RPS11	10.1243551596926
PNMA1	8.13272453702638
MMP2	7.55323483743478
SAMD4A	3.69903650420842
SMARCD3	7.64785275408241
A4GNT	3.44878352946419
C9orf39	3.27288246750833
PKNOX2	4.34443489283674
RALYL	3.41613299969021
ZHX3	3.95057689841832
ERCC5	5.35643988022365
RXFP3	3.36567900169232
APBB2	3.78080606081556
BBOX1	5.78723691237092
PRO0478	3.20715064272529
GCSH	8.01350771788543
XDH	3.62163752099078
EDN1	6.15628757192689
MTERF	5.94368505601453
PDCL3	6.99970484758144
CLK4	5.48787388191116
KCNG1	3.87211826456765
CXCR4	8.2852064805081
DECR1	7.6846164781978
SALL1	3.82906100880534
PTPRR	3.49783515144514
CADM4	3.57966247629425
IRAK1	8.2780119522164
CFHR5	3.38414291954647
HNRPD	7.42265535904632
TMSB10	12.0741873683078
CXCL3	6.01077701191901
LMAN1	4.3690944858957
SUHW1	3.6000433303384
CHD8	5.14041369129704
SUMO1	7.05672122036632
GP1BA	3.37448858387632
OR7A10	3.59926226777546
DDB1	7.38469733889389
CHRNA10	3.84416469139316
STYK1	3.60524449688026
MYO9B	3.98338011271576
CCNI	10.6498654165899
MMP7	11.1404074499715
EP300	5.37652035748495
CRNKL1	5.41481424852538
C9orf45	3.45424368539648
XAB2	4.34910004462762
RTN1	5.96318784588526
HIC2	3.81913380606399
TBX10	3.47919557798118
CENPQ	3.93061201597460
UTY	3.08216122605111
OR2W1	3.11343950444244
ATP5G2	10.5822441058970
ZEB1	4.15351430435159
ZG16	4.41209971222694
ERG	4.36162243044791
PARN	6.05670666930362
SOD2	6.43342205559337
JOSD3	7.10236037003896
ADAM5P	3.20823465607473
CHD9	5.62581205334542
hCG_40738	3.60708080267580
STK16	5.50593073226426
PDE1C	3.30106981124658
SEMA4D	5.44101068234765
AGPAT1	5.2031434974672
TOB2	5.47865693908103
BANK1	4.42483378955162
MAP3K3	5.15424563722457
MAX	5.41980526965384
GRM2	3.89765613431195
OSBPL8	6.4039517091092
PROSC	6.12213934212221
NR4A2	7.33113289778778
RICS	5.2763537564208
PIR	5.32599133953001
PPCS	8.84612486522346
IPO9	4.99320541484558
LONP1	5.56977195354425
EVC	4.07594162994388
CXCL13	4.12736607344059
SCYL3	5.62858059245423
KIAA1199	4.45822936560959
SORL1	8.70097070284036
NAT10	5.64645598468254
CHD1	4.94965014454794
SYN3	3.53967793517101
DMC1	3.64367775705958
SLC22A2	3.46784009591905
SERPINF1	9.25982959247074
C20orf27	5.27864611542454
OR7A17	2.93051303219484
RPS6KA5	4.55189468472713
LHB	3.44564675875005
TAOK3	4.13884408397955
STK25	4.7611239801318
SLC12A4	3.5268922397676
BRCA1	3.48082741915375
GBL	4.57591553817301
C14orf108	6.73562099214808
CDC25B	4.68884607909618
BMP3	3.26916835130969
MAP1LC3C	3.61019422779197
TMEM180	3.22465266397203
CRYGC	3.91158170991468
SLK	5.20562562924211
POU3F1	3.10183208348548
C20orf32	3.97482154661266
USP52	4.99230340462312
HIGD1B	4.21227936662791
BAZ1B	4.90987148172924
USP6NL	5.13745336648315
SLCO2B1	4.11046849449655
ABCD4	4.34644934734212
DIMT1L	6.14495053754027
SLC25A46	6.30762496812067
LARP7	6.18765804361297
TEK	4.13517381162981
CD160	3.79962796960340
TERF2IP	7.72627855951188
PHF20	5.17786856441025
COL1A1	6.22416599512548
KIAA0090	5.00537303911598
GTPBP1	4.48055097204949
GRK5	4.13096813068234
AP1S2	4.95934260577484
RAB33B	4.37472324700357
CA11	4.35710239708541
ALDOC	4.58105895107702
NUDT1	4.54600598334102
ZNF212	4.75114193235355
ACBD3	6.5397159125255
ZNF83	5.51703736715474
PRDM2	4.47133696868062
GDPD5	4.11079710396632
PDCD4	6.04833004587364
CEP350	5.20048557714724
FOXP3	3.2546110041998
SMYD3	6.46101499107629
CST7	5.10049391774835
SELL	5.06356212945622
CIAO1	5.22949230161839
LGI2	3.48346179162305
WDR45	6.2185917623667
ANKRD6	6.06559067294607
LTBP4	4.25283287180877
PSCD3	3.47175098941138
PYY	3.20510445073219
KCNC1	3.68098194588309
SIRT6	4.02815057338533
CCL19	5.6879678647111
ARHGEF9	4.21335983131315
ABR	4.64533420803812
C10orf22	6.35836990678328
STK17A	4.68639558389422
FOXE1	3.71486512489427
GML	3.38720839722682
CNGA3	3.35930144163665
CD38	4.89089722568402
ZDHHC6	7.13565073804734
NEFH	3.78114156049136
PGBD5	4.23321532717038
CTDSP2	6.45749636067824
RMND5B	4.99751081273193
ZNF257	3.42425152160304
DUSP4	5.06248692256401
FLJ22167	8.97467811837762
EXOSC7	6.52382980538613
ROR2	3.83269187654561
FOXM1	3.68887904574668
ZBTB48	4.61332287110667
BUD31	7.36639999416934
MAOA	5.70592193836503
CCDC41	5.20323910628229
TNNT3	4.47660728644196
FBXO11	4.97666454208392
GYPC	6.42285832753913
PLIN	3.51040224556592
RFXAP	3.72709657173007
C6orf15	3.57369398768237
RNF4	6.68683635852168
F8A1	7.45610783970974
PPP1R3D	4.55300064379787
GRB2	6.2217558468321
TPM3	3.01486824134990
SYT13	3.44362373835662
EPB42	3.77768423789345
RP5-1077B9.4	4.22676407633375
EIF1	11.3932151221773
CETN3	8.0217446885243
FPGT	4.98396776873987
PRY	3.24799355327
NTHL1	4.75339499111081
POLR2B	8.6925208991981
RPS28	12.2466745012861
GDF10	3.28894504709746
COQ9	7.70455391554295
P2RX3	3.04776495740692
GCC2	7.25827531489086
RARRES3	8.55535444699541
PLXNA1	4.54928444696957
WBP4	4.26465491913728
KIAA0100	5.62625980683171
PMF1	5.54741845747283
HS2ST1	4.83600179868396
CRELD2	7.28548392153731
C8G	2.86981474066339
CD82	5.01835709010308
PMM1	5.83626662302485
CBLL1	3.75725102717831
LIM2	3.11167918478563
VAX2	3.44775559361881
SETDB1	4.93197454068464
LRAP	4.92675013566226
GCLM	7.25951729053033
CPEB3	3.47860830977369
PPM1A	5.72071749649118
INTS1	3.79726403581314
MMP16	3.26577526785748
CAMTA1	3.67512802176023
SAMSN1	4.96437506697214
DRD3	3.15723111741629
GMPPA	4.69952416248092
C11orf73	4.70158472102442
AIPL1	3.63429414603836
PTP4A2	8.90929405648099
IL24	3.183525743765
BDKRB1	3.34373427790171
HPCA	3.74682345476087
MLF1	7.07933470796566
SEC14L1	6.15887282806532
CHFR	4.58306945010952
EMILIN1	3.97605842799494
THADA	6.14385899130002
TAF12	4.99673431173811
NDUFS4	8.38366092335876
ID1	8.13583341891142
PIK3CB	3.74550681980385
COL18A1	6.95269575280618
PDZD3	2.81877992226457
TBC1D17	4.10727327649356
COX8A	9.69171721951928
CDCA4	4.75181667730659
C2orf44	4.04729551783547
C9orf16	7.57309032208897
ERBB2IP	6.5210395334162
EMX2	9.13898387858048
FUS	5.41921273696759
NIPSNAP3B	3.39391489564353
TF	3.66718432380468
CXorf56	4.65551685700111
CLCN4	3.69098255211602
PWP2	4.94230276377778
MMP15	4.12580852135684
MTMR14	5.09826087957438
NPR1	6.03594951584181
DNAL4	6.62819498126879
ELAC2	4.50283119720847
ASS1	10.8748969473091
IPP	4.92370822141371
TMEM59	10.6476936966921
POLR2J	8.73297227647416
SEC23IP	4.78509731038147
RGS4	5.03850761615545
UQCRC1	9.64445252985914
SNX6	6.55473439288769
DDX18	6.06215618182716
POLG	4.26053023015908
ADAM23	3.90753591361571
ZNHIT2	4.51115254794245
TFR2	3.28250944763805
NCDN	4.22172413855027
RAG1	3.41932179771438
POMT1	4.76400626566068
CYP1A1	3.53484429310405
SNAPC1	5.9135975310887
GNA11	5.39646720483239
CCDC52	3.0282596918705
CAPN1	5.93297550258984
DDHD2	6.35882300879667
UPF3A	5.95272596407813
LAGE3	5.23630694910991
GNRHR	3.29344260088153
UNC13B	5.41289308851195
TTLL4	4.37896632663694
PPBP	6.84036764556693
HTR3A	3.47586179774372
SDC2	5.58797443967382
ANKRD49	5.93290929186658
BTF3	10.6446013838518
COX7A2	10.6944023126557
SARS	8.80786095367336
C13orf18	4.44509632929271
CACNB1	3.68716762553891
QKI	5.75774564512499
SETMAR	5.40174631028053
LAMB4	3.54923919879285
MAN2B1	5.1848727708493
EML3	4.93107048305822
ACADL	3.71691279778132
OFD1	7.28676614601842
CGA	3.41882748590808
EIF3EIP	10.9702522320237
PEX16	4.88631374402414
GNG12	8.86040663821169
HABP4	4.50791692035095
CNTN2	3.45797334454359
ASNSD1	7.46460333087511
FUT4	3.96200335503167
DBH	3.23195268783222
CD53	8.45647875234991
HIST1H2BJ	3.66501576010458
TFAP2B	3.63743326198864
ACF	3.68475921267509
TMEM11	5.80032683555858
CDH8	3.14993701460984
C3orf32	3.94632893847827
AGPS	4.00399546666322
C4orf18	4.26481224118203
PCCB	5.68099363854479
IPO13	4.70352195080086
PECI	8.39886109398415
UNG	6.43080013607984
C6orf105	4.07281921341151
GSTP1	9.20894011529858
SUV420H1	7.33141080463847
ARHGAP15	4.42526918366646
LTBR	5.91091469222504
TDRKH	3.37719106544185
PSG4	3.48074718962763
SLC9A3R1	6.89947005317729
NBPF3	9.85199088682329
SLC9A3	3.91675383106195
OSBP	5.59506143592277
PRR5	3.80590482202453
CHMP7	5.05003262274467
ADRA1A	3.32437573828366
ASAH1	7.50658543195575
FKBP4	5.71787019405799
ZNF350	4.2712874769256
DOM3Z	4.7701805420858
GIPR	4.18209848212294
AHI1	4.75487690289746
BST1	4.63839724434923
NCR2	3.40829980560460
NADSYN1	4.43646006123466
UBE2W	5.19225714041811
RGS14	4.25062659915802
KRT15	3.68210079381789
SCN11A	4.03511841031203
GFI1	3.67828602911992
FHL1	5.88486724420202
SMC6	5.23773965328099
GATA1	3.57440400872965
OSGEP	4.90357766504619
ARMC6	4.35181905981083
HK3	3.29836160239788
PSMD5	6.55592720712175
RSU1	6.3784627528943
RPL4	11.8026977886695
MAD2L1	5.29105727031445
RBPMS	5.97158652841773
EIF4A3	9.20151029755994
E4F1	4.50676071076242
DLEC1	4.71726631238868
PRPF3	4.78438463551252
EMR1	3.4000971488954
CHMP2B	6.97756013519056
CAMSAP1	4.565016403709
RPS21	10.0330322460522
XCR1	3.38904387923933
ARID5A	4.21096854563431
RBM6	4.6436362553561
UBE2N	7.59371572183736
KLF4	7.66660099200864
MGC4172	3.89883891832230
LMO4	6.07530645645744
KLKB1	3.68987078693349
HDAC3	5.43029225692426
HP	6.1259971806722
SCHIP1	5.96589285253649
BTK	3.85505056787386
KRCC1	8.65338928064298
PRND	3.02747645307426
C6orf27	3.99684626326306
PIGL	3.40990803777587
CLCA1	5.45847532838665
C1orf112	3.69466862401772
OLFML2A	4.36263266060310
HUS1	4.32217861746038
SFRS6	7.29415838544353
CXCR7	5.9084531860295
UIMC1	5.58665519247387
FXYD2	3.59440536631901
GOT2	8.35433252402992
ZNF667	3.57776210812207
TFEC	3.39285115818524
ATP7B	3.14497293554334
RAB38	4.44848234638609
POLD2	6.85896918916707
PPM1H	4.73152371875298
DCX	3.33218341326934
NFYC	4.83346216240803
ZNF228	3.75813780076821
KIN	4.73727385733023
PLSCR4	6.40730978109678
HIST1H4I	4.00767576814423
PPARGC1A	3.35283617560929
HIG2	6.6449380914648
KCNK10	3.81701700962084
EXOC1	7.24636078816122
OR6A2	3.69569632039735
ETFA	8.08299441518376
PDAP1	4.55584391068859
C19orf6	3.56140857155309
POLRMT	4.08486092802257
ZNF146	6.35875648763285
MIA2	3.51782074369709
LY6G6E	3.38576907762596
EIF4E2	7.15569221606048
NENF	5.22775664848304
HOXB5	4.31800913975089
ZNF324	4.39552511419714
CUGBP1	3.65829452244031
ENTPD7	4.45661385667967
TTC13	4.31652834121314
GJB5	3.1677051004045
PRSS22	4.31157926144514
CYP3A5	3.70760063146480
MBOAT5	4.03185345624148
CUL4B	4.97387469167012
CENPJ	3.71560983151195
KIAA0664	5.40005309678424
PITX1	3.53471632006426
PDGFRB	5.39223093748211
RDX	5.26747152120181
CELSR3	3.63875661109842
JUND	7.00478332622293
ITSN1	4.45780556037628
CHRNB1	3.65885976275425
EHBP1L1	3.71299480267206
C19orf2	6.17571811323084
FETUB	3.16516723338913
CAMK2B	3.31723966756543
DCTN1	5.24675509308983
TNKS2	6.30560423108694
MRTO4	6.0567909972868
C1QBP	6.11494598428227
TTC3	7.58538654761268
NDUFB8	8.97043270224883
CADPS2	5.30514217337118
EDG2	5.2185123902077
MYF5	3.20632908567893
SEMA3G	3.93422959925001
IL23A	4.07481584978065
GJA9	3.53921964360272
R3HDM2	6.09366724049657
C5	3.80539298641418
SLC2A10	5.60837248724641
TRIM45	4.07345548265608
TSP50	3.71803393273976
PAQR3	4.41656896556912
ANKRD26	3.43050193825554
TCP1	8.30873966695569
TMED7	6.94778566541002
CMA1	3.168978251227
PTCRA	4.08568348426735
HCRTR1	3.87906043279544
FST	4.27866142718938
PAWR	3.53134445309374
LDLR	4.81021858662235
ASTN2	4.47493354017644
SCRN1	5.9216838817706
GPATCH8	5.13135459797622
KIF4A	4.69049029247582
TANC2	3.43580605651681
ZMYM5	4.11513035286565
PGM1	7.21712481540364
ZNF586	4.9716861540949
POLR3G	3.7565017578589
CPD	6.18396833222122
SNCAIP	5.76808758208117
DCT	3.35937102108999
HLA-DOA	3.89431015466053
TANK	6.60453241692947
RCAN1	4.30043998433022
UPK1B	4.64348168678505
DNAJB4	5.74216642296189
UGT1A8	2.63804408732885
LIMD2	4.14204144305942
HIST1H4L	3.47428016083501
PECR	5.12768692157356
HSPA2	6.79320241676967
SERP1	9.25680687849725
TACR2	3.42528007003783
NUP85	5.48852677384705
CD177	3.81435597877716
GPR135	3.46718673000288
PIGG	6.94023078262833
LGR5	4.53400406975163
JAK2	4.02133855578831
DPYSL4	3.3550756122081
TM9SF4	5.08895819367962
PTHR1	3.15361526920354
SIRPG	3.67939118257386
ZNF264	4.07212295201805
BICD1	5.11766814655158
RAB5A	7.15530804485549
FLJ13224	3.52814287359863
METTL5	9.20198627787174
HERC6	5.28802215941313
CASP1	6.07331344173149
USP9Y	2.94131192663327
LRP1B	2.93708533338367
XAF1	5.14969301420155
PLA2G4C	4.29887099348853
APOA2	3.23856115988608
SPAG6	7.70460256593891
KALRN	3.40511990375776
SECTM1	4.79180397816633
THOC7	8.8580818564613
IFNAR1	3.50489364771365
TCTA	5.53695646315541
NY-REN-7	4.43401756596916
TALDO1	9.63951691853913
B2M	12.2770756549629
LPPR4	3.19130143992483
SQLE	5.5780528010123
SEPHS1	6.0785342567649
EIF5A	5.45227681400819
FAM49A	4.28266115886051
YTHDC2	4.0757157935078
EHD2	4.63129997230216
NCF1	3.91729922955712
SPG7	5.52830839812112
ZNF614	3.87506977516263
HOXA5	7.63099071771025
NUP133	6.51134223442362
FGF12	3.85574724030962
SLMO2	6.08420695790238
INPP5B	4.17794731589888
PPID	6.65578760504687
SNTA1	4.14039652758679
IL20RA	5.18083155194115
UBE2J1	5.7600853035292
CACNG2	3.071209795755
GCM1	3.19655755426273
ELF1	6.8702928437443
TLR5	4.9963762498496
TCFL5	5.23975394653523
C1orf107	5.03905006158287
C19orf22	6.82661947270953
SAFB2	5.20365209343791
MAP3K7IP1	3.57744311963320
NCK2	7.40021352862333
OXA1L	8.42934876061977
KIAA0652	4.76717062801509
KLRG1	3.68711656773243
FRAG1	5.18083246227361
ZSCAN12	3.26044394329534
PSMD12	6.17069726434335
E2F4	4.78779009547482
CLEC4M	3.46119701876366
KIAA0999	4.79038041700029
CLDN10	10.1582255226221
MGC13053	3.99763011145086
TAC1	2.73013850599289
GYPA	3.65514154675343
HPCAL4	3.13366229464600
TRAIP	3.4499813384065
MEX3D	3.78942260170170
KIAA0232	7.10460115288437
ERCC8	4.20311137745904
NFAT5	4.52815575370972
GPX4	9.68411454845464
CSPG4LYP1	3.26831825799192
KIAA0368	5.56117267052525
FBXO3	6.13445217247034
DVL1	5.35801448830738
CMKLR1	3.44337105647492
GPR157	3.72144448202506
TYMS	6.93204998846172
OR52A1	3.34512555493122
PEF1	6.85151783055812
ZNF750	3.01831158079341
ALG9	5.09468290742654
MCM5	4.66666264025573
SDK2	3.12060445018592
BAIAP3	3.89768964356891
RABGGTB	6.1731477936423
KCNK7	3.28815723585288
PTP4A3	4.94236254856745
ANKRD40	3.70134771241480
CALCOCO2	7.98920061829582
TMSL8	5.36305848475978
SNCA	4.97816177751155
ZNF551	3.37174009269416
HBQ1	3.42387440849062
ARHGAP26	4.80697277513744
GEMIN6	7.16462447834796
HRAS	5.1712899742044
KLRC4	2.87963363271198
BSDC1	4.93312556898037
DSC1	3.58882567224276
RNF43	4.97579829951865
NDUFAF1	6.10514761401921
MAP2K4	5.40789918484223
FOLR2	5.28558410330369
LYZL6	3.5666182705129
EPB41L3	5.35238455693318
TEKT2	6.64006649771338
CDKN2B	3.51895756497010
WSB1	5.76648614411363
ZNF480	3.74153035177619
MAP3K6	4.42468619456058
PROS1	7.24015661353238
PSMB8	7.90753857242204
HN1	6.04731915155386
MAS1	3.05141109665230
APOL1	5.36566298444257
CSHL1	3.8145583128846
ZBTB7C	3.25300620880952
AHCTF1	4.90983935267196
SAE2	8.06688343922664
ITGA2	3.71744549520434
AP2S1	8.95800330619498
P15RS	5.41972877358104
MME	3.7810500865142
VAT1	6.69245236438098
MAST4	5.8417084917949
TUFM	9.87661417861999
KRT33B	3.24485302792725
THEG	3.64610941078617
KCTD2	4.45284524373132
WDR26	8.80312995807897
MFI2	3.84601799790003
KRT34	3.27662892967697
NR4A3	4.50063257395109
SGSM3	4.53210380758412
ARSA	4.26856941241507
TOMM22	5.25215202308031
SOCS3	4.07856292175691
UNKL	3.81590439807307
POP4	7.58929099556306
BHLHB3	8.70967104274662
MALL	4.00327650165368
SOX15	4.37222409430840
CCNA2	4.04967658251066
PARK2	3.3635257570109
GPR124	4.86690525848075
TMEM132A	3.51493613094999
CGRRF1	6.26075733663612
RUVBL2	9.65635295526239
MCAT	6.68136850439844
WNT10B	3.55845294528574
ISCA1	7.19256177144072
RPAP1	3.94100066673523
C12orf48	4.27703052027241
RAI16	4.53735456548503
RPL27	9.45589808582671
EPN1	3.24424172879316
MAGI1	3.08965639981910
GBX2	3.35779225695969
