Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_A10_464142
Composite Element REF	Signal
AACS	6.84764856141723
FSTL1	7.28034076491077
ELMO2	5.68515513598107
CREB3L1	3.39988456549317
RPS11	9.93683802588826
PNMA1	8.10373265831342
MMP2	6.33080133532944
SAMD4A	3.75637663817661
SMARCD3	6.49188623891672
A4GNT	3.35981094294905
C9orf39	3.6665851732288
PKNOX2	4.16749256962855
RALYL	3.23629497716214
ZHX3	4.10140876986574
ERCC5	7.09122955995631
RXFP3	3.03030746286853
APBB2	3.60145298436055
BBOX1	7.85182613523263
PRO0478	3.00460418812148
GCSH	9.4967488386845
XDH	3.60943352302423
EDN1	4.16782834778646
MTERF	6.6300884481854
PDCL3	7.47439429767003
CLK4	6.47328968802907
KCNG1	4.22627091547488
CXCR4	8.93881350551372
DECR1	7.78891981501099
SALL1	3.07428064520347
PTPRR	3.22348974460651
CADM4	3.27787578065082
IRAK1	8.64981729639048
CFHR5	3.1596836686499
HNRPD	8.11260526678374
TMSB10	12.2351701930531
CXCL3	4.06325286937994
LMAN1	3.86896710860765
SUHW1	3.65028450963854
CHD8	5.42542017670901
SUMO1	8.48513563115656
GP1BA	3.19305365086122
OR7A10	4.1180228534946
DDB1	7.76374424731418
CHRNA10	3.47149140312842
STYK1	4.77812576964008
MYO9B	4.02588352911882
CCNI	9.8603483795751
MMP7	8.77269050870825
EP300	5.73601466393516
CRNKL1	5.88003532591109
C9orf45	3.33773159245071
XAB2	3.80350484691841
RTN1	3.56014633191637
HIC2	3.67382555874234
TBX10	3.36512323265216
CENPQ	4.51413830075661
UTY	3.18796153356393
OR2W1	2.88642017979757
ATP5G2	10.9572179968102
ZEB1	3.18300878966972
ZG16	3.53647406578388
ERG	3.72833917479355
PARN	7.66378598719398
SOD2	6.29108327403464
JOSD3	8.18308604919776
ADAM5P	3.2750065244451
CHD9	6.35552034053184
hCG_40738	3.79188732273565
STK16	6.37635925637229
PDE1C	3.58371198900655
SEMA4D	4.433159046211
AGPAT1	6.40174266521342
TOB2	6.04564386050734
BANK1	3.40527055291618
MAP3K3	4.8175512815865
MAX	5.08995633554558
GRM2	3.67146018978792
OSBPL8	7.51714156153524
PROSC	5.89910877978249
NR4A2	4.96457865871134
RICS	5.19844878847376
PIR	5.16565872759415
PPCS	9.70390568507663
IPO9	6.76214345399698
LONP1	6.83390933610372
EVC	4.75804933097984
CXCL13	4.09795222054342
SCYL3	5.84576395292627
KIAA1199	4.47855572903361
SORL1	8.04387887157088
NAT10	7.11893442106263
CHD1	5.65405896639198
SYN3	3.45539608227842
DMC1	4.07775242755269
SLC22A2	3.43131587153488
SERPINF1	7.6143000600714
C20orf27	4.94447776447764
OR7A17	3.20284931123278
RPS6KA5	4.65002861870699
LHB	3.43576104703842
TAOK3	5.30899235115908
STK25	6.09707971290037
SLC12A4	3.66796714506182
BRCA1	4.30215331884284
GBL	6.01654936881007
C14orf108	8.3811762943104
CDC25B	6.22204590839163
BMP3	3.11305679459447
MAP1LC3C	3.86799422221584
TMEM180	3.88258456241519
CRYGC	3.62608865615212
SLK	6.60784861691553
POU3F1	3.25560160690101
C20orf32	3.83583607811681
USP52	5.9172954048347
HIGD1B	3.84748283527038
BAZ1B	6.53411405332562
USP6NL	5.40913853255448
SLCO2B1	3.99672896818406
ABCD4	4.50506343653182
DIMT1L	6.12925943056004
SLC25A46	7.34929027392954
LARP7	7.00677754184942
TEK	3.71920308894144
CD160	3.5281615974259
TERF2IP	7.19183003695562
PHF20	6.56799679598196
COL1A1	5.77607544620288
KIAA0090	5.90281136760729
GTPBP1	4.40187036725255
GRK5	3.70008533744146
AP1S2	5.39028312150707
RAB33B	4.37157473477857
CA11	5.12014815801771
ALDOC	5.38161265430118
NUDT1	6.15131451699277
ZNF212	5.23429368214205
ACBD3	7.67562436584668
ZNF83	6.3177080788143
PRDM2	4.7387577780345
GDPD5	4.75862438930465
PDCD4	6.77854450815037
CEP350	6.12124655875334
FOXP3	3.20334172931909
SMYD3	7.1182549982639
CST7	4.25305671942058
SELL	5.396859386939
CIAO1	6.65257564140532
LGI2	3.74163300600632
WDR45	6.90071887516821
ANKRD6	9.43187668242137
LTBP4	3.75453839884489
PSCD3	3.18486535724187
PYY	3.04908991302189
KCNC1	3.15155143070705
SIRT6	3.5818058051514
CCL19	3.81693393276032
ARHGEF9	5.05103580802469
ABR	3.98339829302547
C10orf22	7.17372989217098
STK17A	5.33757413096026
FOXE1	3.76562087675009
GML	3.21532488138826
CNGA3	2.96637650986514
CD38	4.26457904341129
ZDHHC6	7.81312033298344
NEFH	3.36182025040297
PGBD5	4.59231947310433
CTDSP2	7.31966206140714
RMND5B	6.4514406658386
ZNF257	3.9787186624339
DUSP4	4.74209444837899
FLJ22167	5.69896478208371
EXOSC7	7.32030738348253
ROR2	3.67900044154139
FOXM1	5.18268880027884
ZBTB48	4.53427093762822
BUD31	8.48176199236088
MAOA	4.36974855621237
CCDC41	4.829130128246
TNNT3	3.54145611909945
FBXO11	6.05081849103263
GYPC	5.85508802887273
PLIN	3.36511562154924
RFXAP	3.46073172181264
C6orf15	3.7947302721524
RNF4	9.38469905136122
F8A1	8.52269562127341
PPP1R3D	4.85927097605166
GRB2	6.92246381524158
TPM3	3.32358354404191
SYT13	4.09644412835205
EPB42	3.20493839181366
RP5-1077B9.4	5.33517824349447
EIF1	9.7955552739195
CETN3	7.91140296040201
FPGT	6.26701409376553
PRY	3.63297800743958
NTHL1	5.85012186810614
POLR2B	8.14934818087183
RPS28	11.8459180119024
GDF10	3.08543193623885
COQ9	7.884605604181
P2RX3	2.81135715098149
GCC2	6.9510533516082
RARRES3	8.42624133287469
PLXNA1	5.35863108153312
WBP4	4.05743024148890
KIAA0100	5.97022308782739
PMF1	6.97099012138419
HS2ST1	6.33218409632701
CRELD2	6.59821894313647
C8G	3.08057456283820
CD82	5.83703394410194
PMM1	5.58642063510309
CBLL1	4.53374166686595
LIM2	3.50795985503794
VAX2	3.51891015528435
SETDB1	4.97253716454564
LRAP	3.2201345870755
GCLM	7.40868127046517
CPEB3	3.818895650844
PPM1A	6.33213874059589
INTS1	4.06440629083844
MMP16	3.21745308559487
CAMTA1	4.49479980906991
SAMSN1	4.66481389014107
DRD3	2.98464488089464
GMPPA	5.37688449099561
C11orf73	6.83550062840721
AIPL1	3.70899259845227
PTP4A2	9.5753274604644
IL24	3.35140122835621
BDKRB1	3.38712752291744
HPCA	3.37389386228536
MLF1	6.74569473500315
SEC14L1	5.89607856478353
CHFR	6.05765036554452
EMILIN1	3.14859434624220
THADA	7.33630850732956
TAF12	5.6786583757197
NDUFS4	9.20445010069679
ID1	5.82504795789414
PIK3CB	3.7394454464564
COL18A1	6.19175038330138
PDZD3	3.02530146644166
TBC1D17	4.52866084960495
COX8A	10.2506774822530
CDCA4	5.99686082752647
C2orf44	4.28962521780986
C9orf16	7.11276798576536
ERBB2IP	8.77259648385885
EMX2	8.79361868783764
FUS	7.2980096917154
NIPSNAP3B	3.75739163718996
TF	3.13566294880079
CXorf56	5.61146410518143
CLCN4	3.84683752618094
PWP2	5.22784652804551
MMP15	3.71459937197640
MTMR14	5.77033744216762
NPR1	6.50932523710427
DNAL4	5.63014745399257
ELAC2	4.44823038805852
ASS1	10.1346505143176
IPP	6.23200979832836
TMEM59	9.97187810706191
POLR2J	8.78280349502252
SEC23IP	5.56887809716754
RGS4	3.90344334182701
UQCRC1	9.32707261244601
SNX6	7.6949613397672
DDX18	7.14362408029437
POLG	4.26374314420473
ADAM23	3.89760508427843
ZNHIT2	4.72227931219305
TFR2	3.46616174378938
NCDN	4.24917003262451
RAG1	3.36009142027853
POMT1	4.57982840790571
CYP1A1	3.34743456879755
SNAPC1	6.01123510527669
GNA11	5.21282912317568
CCDC52	3.03111188913854
CAPN1	7.26451576286723
DDHD2	6.98049803077014
UPF3A	5.54067436177854
LAGE3	7.29348722503774
GNRHR	3.14682765184312
UNC13B	4.58487077372474
TTLL4	4.35947866823707
PPBP	3.30632165812762
HTR3A	5.88369401099082
SDC2	5.12758050488064
ANKRD49	7.36278781209886
BTF3	11.3162779404742
COX7A2	11.1891454398299
SARS	9.1390882080698
C13orf18	4.17904452449061
CACNB1	3.85297262194343
QKI	5.53115785458691
SETMAR	5.90102936920039
LAMB4	3.18427774551694
MAN2B1	6.71493249847435
EML3	4.94917206967046
ACADL	3.40585183327142
OFD1	7.73570165610965
CGA	3.39356249837385
EIF3EIP	10.7737181409958
