Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_C12_472016
Composite Element REF	Signal
AACS	5.53487290147972
FSTL1	7.58108999149476
ELMO2	5.58489943903761
CREB3L1	3.98810155045836
RPS11	9.31474544740922
PNMA1	8.45623946883173
MMP2	6.44822219457778
SAMD4A	3.61412591154491
SMARCD3	6.29116156348668
A4GNT	3.85025180425973
C9orf39	3.25194478841268
PKNOX2	3.93516450993995
RALYL	3.50911462101119
ZHX3	4.37552643715973
ERCC5	6.190620001973
RXFP3	3.11625463409190
APBB2	4.19732049540825
BBOX1	7.02854299036338
PRO0478	3.13023731307302
GCSH	8.13497413211812
XDH	3.77271184968374
EDN1	3.81037178088914
MTERF	4.33129243079346
PDCL3	6.89898381603789
CLK4	5.91634163971295
KCNG1	3.70790610766014
CXCR4	9.44207153734357
DECR1	6.70102412909967
SALL1	3.37493890709353
PTPRR	3.46316449975988
CADM4	3.43168454189556
IRAK1	7.90809424708933
CFHR5	3.21115812842738
HNRPD	8.46694635421479
TMSB10	11.6475342923978
CXCL3	5.39176893956416
LMAN1	4.18189655151561
SUHW1	3.45832475157267
CHD8	6.3408022601062
SUMO1	8.32127537628444
GP1BA	3.43558684458004
OR7A10	3.90339111696637
DDB1	7.71554824987782
CHRNA10	3.63810895713008
STYK1	3.45117551196713
MYO9B	3.78421437601595
CCNI	10.9914420060736
MMP7	9.82387021338211
EP300	5.8013007319355
CRNKL1	7.03885001671527
C9orf45	3.16705623219378
XAB2	4.10941063796986
RTN1	3.63728875280594
HIC2	3.98268795974567
TBX10	3.56817555843175
CENPQ	3.81426854288595
UTY	3.25618723258294
OR2W1	2.90040499735687
ATP5G2	10.8907067116536
ZEB1	3.20190688396344
ZG16	3.60681668036827
ERG	3.47292344463537
PARN	6.57470554064639
SOD2	3.72494573733039
JOSD3	8.46989602449659
ADAM5P	3.18325918640841
CHD9	6.06042613460456
hCG_40738	4.22514961513137
STK16	5.62620554445898
PDE1C	3.48952913874607
SEMA4D	6.18209605669777
AGPAT1	6.18243618276776
TOB2	6.18577634042585
BANK1	3.30419128854133
MAP3K3	5.1871748948212
MAX	5.24596202469353
GRM2	4.06160175749936
OSBPL8	7.0796278459534
PROSC	6.41373044116369
NR4A2	5.41859216846204
RICS	3.96340051352244
PIR	3.86341989947786
PPCS	8.35647628424451
IPO9	5.76335989465746
LONP1	6.37074965590966
EVC	4.02722956797002
CXCL13	4.11277896028529
SCYL3	5.07788898088129
KIAA1199	4.84446604688077
SORL1	9.41104645804843
NAT10	7.59565211020134
CHD1	6.61016876475828
SYN3	3.74663466152984
DMC1	3.73278549090614
SLC22A2	3.48785646741429
SERPINF1	4.20026554663061
C20orf27	5.73561799685651
OR7A17	3.33650383575146
RPS6KA5	4.19855070372363
LHB	3.62010054896961
TAOK3	3.69223875750446
STK25	6.13980175692195
SLC12A4	3.65949327030426
BRCA1	3.38090609425212
GBL	6.0576315274125
C14orf108	7.63923393442104
CDC25B	5.69834805775495
BMP3	3.36069252745197
MAP1LC3C	3.55207158255475
TMEM180	3.54620032913756
CRYGC	4.29659852951967
SLK	5.38110432514355
POU3F1	3.24761899789309
C20orf32	4.52740076120029
USP52	6.22087719582815
HIGD1B	3.98844632892103
BAZ1B	5.57173713831417
USP6NL	4.79665922925887
SLCO2B1	3.82249118530501
ABCD4	4.93827797646863
DIMT1L	6.0899039805685
SLC25A46	6.29307755713806
LARP7	8.17229686983596
TEK	3.73187543205925
CD160	3.58820085113687
TERF2IP	7.79035525873265
PHF20	5.59838229988892
COL1A1	6.79828727403027
KIAA0090	5.73150921754187
GTPBP1	4.29619674739993
GRK5	3.5387510251501
AP1S2	5.21384941705548
RAB33B	5.56140437602193
CA11	4.42631876424268
ALDOC	4.80748277320882
NUDT1	4.27697445477537
ZNF212	5.12093613652682
ACBD3	6.72347826143604
ZNF83	5.7660504402707
PRDM2	4.68842832958641
GDPD5	4.64908828183968
PDCD4	5.8721629896452
CEP350	5.32421516381582
FOXP3	3.39186764261039
SMYD3	5.86112610419249
CST7	3.48815334356667
SELL	3.67289402983851
CIAO1	6.29449104404304
LGI2	3.78624519538754
WDR45	5.82116096867605
ANKRD6	5.79111637562141
LTBP4	4.99293531169836
PSCD3	3.32974557050774
PYY	3.34757203523380
KCNC1	3.20127501587035
SIRT6	3.9349851505078
CCL19	3.6950081900231
ARHGEF9	3.67936487156151
ABR	4.13008095298149
C10orf22	6.75831533411384
STK17A	5.06449313032861
FOXE1	3.57532699877077
GML	3.20788730649308
CNGA3	3.23403005469829
CD38	3.28300722130891
ZDHHC6	6.7465949933617
NEFH	3.40116571726633
PGBD5	3.78071957092372
CTDSP2	6.72550231301971
RMND5B	5.95680311928305
ZNF257	3.55066495050668
DUSP4	5.68856481840112
FLJ22167	5.48455974953092
EXOSC7	6.72995830053396
ROR2	3.98174912908166
FOXM1	4.32441694356315
ZBTB48	4.62500668345154
BUD31	6.618961442515
MAOA	4.26782924527602
CCDC41	4.69437489233398
TNNT3	4.06615802294654
FBXO11	5.43718833326268
GYPC	4.72769946913754
PLIN	4.28216482149431
RFXAP	3.97891517927346
C6orf15	3.96078829039087
RNF4	7.58475002917479
F8A1	7.47575767065459
PPP1R3D	4.0796079906244
GRB2	7.41359190602648
TPM3	3.31546359593502
SYT13	3.52408803730869
EPB42	3.48763373953802
RP5-1077B9.4	4.60673107584632
EIF1	10.3284877124670
CETN3	7.71087137025994
FPGT	4.82112164285125
PRY	3.69298672197224
NTHL1	5.8281338686932
POLR2B	8.8541971634663
RPS28	11.3292603818982
GDF10	3.06087582334224
COQ9	7.39549648111232
P2RX3	3.61121057939019
GCC2	7.20083755618888
RARRES3	4.6679934482751
PLXNA1	5.32817650131431
WBP4	4.46618726527731
KIAA0100	5.57786212322474
PMF1	7.31371854461323
HS2ST1	5.85404722106841
CRELD2	5.3448975375775
C8G	3.25303853580432
CD82	5.51338858608373
PMM1	4.60532860698351
CBLL1	3.48496188315318
LIM2	3.61892695081609
VAX2	5.06416959379506
SETDB1	5.83623416081449
LRAP	3.87693374302473
GCLM	5.46507834496651
CPEB3	3.26392763645797
PPM1A	5.95172670173358
INTS1	4.11005376311526
MMP16	3.11973715004136
CAMTA1	3.75151984883632
SAMSN1	4.0440206706351
DRD3	2.78632696704399
GMPPA	5.26295248243847
C11orf73	5.91110356250353
AIPL1	4.03084491918115
PTP4A2	9.3088868400603
IL24	3.38855248231927
BDKRB1	3.15714320677593
HPCA	3.71512988599869
MLF1	6.98508128418455
SEC14L1	7.1936761968218
CHFR	3.60703800888509
EMILIN1	3.42539866212642
THADA	6.00085621947384
TAF12	5.91689074655966
NDUFS4	8.28356402664374
ID1	6.02550204692181
PIK3CB	3.3517061224679
COL18A1	7.87288516404597
PDZD3	3.52768114108319
TBC1D17	4.58737317282333
COX8A	10.0067301251521
CDCA4	6.1547648115493
C2orf44	4.85186739636161
C9orf16	7.38513698107962
ERBB2IP	7.83236554676042
EMX2	10.1089442527044
FUS	6.81358960969763
NIPSNAP3B	3.47683122869103
TF	3.38063623987806
CXorf56	5.05750956934378
CLCN4	4.03858162844182
PWP2	5.53492833601208
MMP15	4.18885351495997
MTMR14	5.68002744077189
NPR1	5.9562729868205
DNAL4	5.96161634475886
ELAC2	4.72294935025154
ASS1	10.6992599111361
IPP	5.6145366436797
TMEM59	9.99141380584033
POLR2J	7.66480434373672
SEC23IP	5.57540860082395
RGS4	3.97221486186278
UQCRC1	9.05354760083638
SNX6	7.22131231002845
DDX18	7.30989263003076
POLG	5.23181165915386
ADAM23	4.10445958617655
ZNHIT2	4.96385926078312
TFR2	3.42991212383914
NCDN	4.36883200224447
RAG1	3.62579332891831
POMT1	5.12926037402285
CYP1A1	3.44302977716224
SNAPC1	5.81886182045035
GNA11	5.42643240804696
CCDC52	2.82972583152642
CAPN1	7.22116890946967
DDHD2	7.43488409922369
UPF3A	6.8046877097139
LAGE3	5.22750827567539
GNRHR	3.10873819793158
UNC13B	5.38109666582818
TTLL4	4.09075806655288
PPBP	3.26609637230757
HTR3A	3.71399097399224
SDC2	7.88654400384445
ANKRD49	6.91949704029794
BTF3	10.8474291183279
COX7A2	10.5878840482157
SARS	9.10125358253178
C13orf18	3.58995350787175
CACNB1	3.93532882822175
QKI	5.40033967208143
SETMAR	5.37773294029321
LAMB4	3.59057083214989
MAN2B1	5.18159056975692
EML3	4.91436587852465
ACADL	3.19714333698221
OFD1	7.11498346335275
CGA	3.53923822422298
EIF3EIP	10.5784993838082
PEX16	5.12724325694012
GNG12	8.31731171949917
HABP4	4.83448059809787
CNTN2	3.51763479034684
ASNSD1	7.46506999743311
FUT4	3.76063265099074
DBH	3.30987487136619
CD53	4.68919416463995
HIST1H2BJ	3.36471845320412
TFAP2B	3.30112229604576
ACF	3.51125680619447
TMEM11	5.85563547598593
CDH8	3.38392784024171
C3orf32	3.48884177281905
AGPS	4.70800897150354
C4orf18	3.21052153084594
PCCB	7.32812362162051
IPO13	4.0992389615031
PECI	8.26277044564623
UNG	7.26237146106685
C6orf105	3.67769050467185
GSTP1	8.54741080838284
SUV420H1	7.68632825373171
ARHGAP15	3.52467704934345
LTBR	5.90437645054721
TDRKH	3.15744084748376
PSG4	3.51788836807434
SLC9A3R1	6.19643313484161
NBPF3	9.4757289787345
SLC9A3	3.67725585315646
OSBP	6.71608888455798
PRR5	4.25895299321572
CHMP7	7.36984638166076
ADRA1A	3.18688680133723
ASAH1	7.35258795772961
FKBP4	7.21938302805497
ZNF350	4.32870135731544
DOM3Z	5.11192699383817
GIPR	3.70291118678481
AHI1	4.89636465038683
BST1	3.81651076203153
NCR2	3.54383530597794
NADSYN1	4.5452659340668
UBE2W	6.65887512182313
RGS14	4.45308195008043
KRT15	3.51300514630770
SCN11A	3.67360561773739
GFI1	3.64409501951072
FHL1	4.98791868127005
SMC6	5.47421479424267
GATA1	4.08828585705214
OSGEP	5.81926285943495
ARMC6	4.78225339623526
HK3	3.60871245548736
PSMD5	7.41727180068955
RSU1	6.96395192730398
RPL4	12.0602539394304
MAD2L1	6.67522215610785
RBPMS	5.30488087825504
EIF4A3	9.26405166845224
E4F1	5.13280532108001
DLEC1	3.65351545807474
PRPF3	5.99141337331713
EMR1	3.161847989388
CHMP2B	6.9873866767451
CAMSAP1	4.89352345713017
RPS21	9.18917545872799
XCR1	3.45905671028869
ARID5A	4.30422346372787
RBM6	5.5523175377172
UBE2N	8.51322567880609
KLF4	5.38828996758618
MGC4172	4.21387180855233
LMO4	7.18434676408808
KLKB1	3.44884086054144
HDAC3	6.96250182102146
HP	4.38856535718844
SCHIP1	5.7437883943987
BTK	3.75450628729004
KRCC1	8.08666721225713
PRND	2.98622276419536
C6orf27	3.65286674050029
PIGL	3.4908912628167
CLCA1	3.75904801265352
C1orf112	3.96622405293990
OLFML2A	5.13503662303059
HUS1	4.18183241899036
SFRS6	8.92465395944683
CXCR7	7.38128100633746
UIMC1	6.6169611295903
FXYD2	3.65302675981537
GOT2	7.23225754384209
ZNF667	4.22919742454186
TFEC	2.96654197605475
ATP7B	4.85142356290175
RAB38	5.82834977686222
POLD2	6.71614426644395
PPM1H	6.28635794937114
DCX	3.27135245607665
NFYC	6.31276111287028
ZNF228	4.26793380281335
KIN	5.22511165451368
PLSCR4	5.72815697946242
HIST1H4I	4.30695309376488
PPARGC1A	3.40271531105288
HIG2	5.58754211131972
KCNK10	4.2414820719705
EXOC1	7.72259555807304
OR6A2	3.97321659546755
ETFA	8.26807220134198
PDAP1	4.68228557650924
C19orf6	3.61017507422444
POLRMT	4.00134049774856
ZNF146	8.01008191373208
MIA2	3.10769200008433
LY6G6E	3.47603145191394
EIF4E2	8.0643541517393
NENF	4.70061687585274
HOXB5	5.75054354094537
ZNF324	4.07831159507555
CUGBP1	4.7461155065251
ENTPD7	4.28947972511167
TTC13	4.66022303280507
GJB5	3.38226173486897
PRSS22	4.00550411080609
CYP3A5	3.39931456749115
MBOAT5	4.36142592206911
CUL4B	5.78208548534231
CENPJ	3.5190786626393
KIAA0664	4.99360434227599
PITX1	3.52075690068799
PDGFRB	4.75035400709865
RDX	6.35222855199085
CELSR3	3.98463871016851
JUND	6.53234807700587
ITSN1	4.59212576599883
CHRNB1	3.75741900469446
EHBP1L1	3.70944619221870
C19orf2	6.96066475701532
FETUB	3.21445653360609
CAMK2B	3.24296632700666
