Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B02_458658
Composite Element REF	Signal
AACS	6.94419212497756
FSTL1	8.2383942426504
ELMO2	5.71869058278672
CREB3L1	3.77156744755423
RPS11	9.98164793151675
PNMA1	8.48199511011692
MMP2	6.37906207438352
SAMD4A	3.86536816871597
SMARCD3	6.59382079057249
A4GNT	3.85860957929826
C9orf39	3.47967777607173
PKNOX2	4.38914303153846
RALYL	3.33586571947932
ZHX3	4.30600256748262
ERCC5	6.95766188905483
RXFP3	2.98075086448963
APBB2	4.71485454182205
BBOX1	8.30373114665713
PRO0478	2.96460897467716
GCSH	9.26728019384923
XDH	3.83085288131593
EDN1	4.73338477475651
MTERF	6.31538412644249
PDCL3	7.0024898787927
CLK4	5.43446954155265
KCNG1	3.88352622179443
CXCR4	8.4470933184514
DECR1	8.08139615239288
SALL1	3.12282467792948
PTPRR	3.61934001310097
CADM4	3.68632568871101
IRAK1	8.77998670136964
CFHR5	3.18637361979628
HNRPD	7.75348364475256
TMSB10	11.7182886004240
CXCL3	3.97634927915278
LMAN1	4.97325032209414
SUHW1	3.40166103933413
CHD8	5.7995295578918
SUMO1	8.24748485271381
GP1BA	3.21915197309691
OR7A10	3.79000637871641
DDB1	7.72262828358304
CHRNA10	3.86910279710445
STYK1	4.00318624117279
MYO9B	4.3167873973919
CCNI	10.0779875584849
MMP7	8.98752659195861
EP300	5.80140375965198
CRNKL1	7.1903821837696
C9orf45	3.40606470739354
XAB2	4.08738870470638
RTN1	4.60608503836277
HIC2	4.21030599883260
TBX10	3.49237313927503
CENPQ	4.22580905823379
UTY	3.2929206202894
OR2W1	3.04310139822550
ATP5G2	9.87720660923184
ZEB1	3.45111085130796
ZG16	3.397884670562
ERG	3.67037120329297
PARN	7.56375359476764
SOD2	4.20294598544484
JOSD3	8.50279332874713
ADAM5P	3.348355627591
CHD9	5.81351670810646
hCG_40738	4.05768886727729
STK16	5.90517231452524
PDE1C	3.45317730010415
SEMA4D	5.00001943390865
AGPAT1	6.05601664818252
TOB2	5.90287354731462
BANK1	5.18159936498487
MAP3K3	4.81588368655559
MAX	5.28638347385915
GRM2	3.6289270650791
OSBPL8	6.54037615644706
PROSC	6.01132162148393
NR4A2	6.69916203582992
RICS	5.71788274174089
PIR	4.77958020331583
PPCS	9.02312438061494
IPO9	6.27993258740145
LONP1	6.19392474909314
EVC	4.87897664481910
CXCL13	3.67552444307899
SCYL3	5.11514321491087
KIAA1199	5.7357157021259
SORL1	8.10939357969531
NAT10	6.92800983397745
CHD1	5.12010590730299
SYN3	3.51744232501167
DMC1	3.83140776425389
SLC22A2	3.60358480682005
SERPINF1	5.42059737619293
C20orf27	6.0237491088929
OR7A17	3.11662555147210
RPS6KA5	4.47466759516963
LHB	2.95970086885575
TAOK3	4.10194185866995
STK25	6.75676662149904
SLC12A4	3.77339419180458
BRCA1	3.39450757192898
GBL	6.13477113543981
C14orf108	8.43566326737238
CDC25B	6.82681253150128
BMP3	3.30577523842306
MAP1LC3C	3.46063349548648
TMEM180	3.31607598610146
CRYGC	3.56533977853281
SLK	5.33289716871917
POU3F1	3.19151576343221
C20orf32	3.66385426908087
USP52	6.08241107088549
HIGD1B	3.89855562938321
BAZ1B	6.78580424661953
USP6NL	5.01159308146297
SLCO2B1	3.82487145944252
ABCD4	4.71621252247878
DIMT1L	6.37542554910256
SLC25A46	6.31946250973708
LARP7	7.05904139395138
TEK	3.9851241179344
CD160	3.45957545150245
TERF2IP	6.80200924418546
PHF20	6.07128689633702
COL1A1	6.62312216359684
KIAA0090	6.08808508190709
GTPBP1	4.46042139878951
GRK5	4.27851595886168
AP1S2	6.23197890036627
RAB33B	3.69033799892944
CA11	4.22463382443381
ALDOC	4.35608962929842
NUDT1	5.4133359748223
ZNF212	5.30677430079865
ACBD3	7.03987589461423
ZNF83	7.55588778230269
PRDM2	4.70772299818888
GDPD5	4.19312435696634
PDCD4	6.60923883084369
CEP350	6.02267004749186
FOXP3	3.2475299071835
SMYD3	6.54428564754843
CST7	3.62963899143137
SELL	4.06744913227559
CIAO1	6.06380797600981
LGI2	3.88927380416175
WDR45	6.45681373273698
ANKRD6	8.76444035985751
LTBP4	4.48576262106766
PSCD3	3.49766938203163
PYY	3.3282771865642
KCNC1	3.00191873781873
SIRT6	3.93017587695147
CCL19	3.97200585694157
ARHGEF9	4.7814989939867
ABR	3.87596565368277
C10orf22	6.0452565681889
STK17A	4.51605526290258
FOXE1	3.38126885854749
GML	3.07581713055863
CNGA3	2.87958437133359
CD38	3.55032523330645
ZDHHC6	8.2453480034794
NEFH	3.32989745780294
PGBD5	3.5880564736012
CTDSP2	6.2777037038218
RMND5B	4.92845331511015
ZNF257	4.22332564126949
DUSP4	3.93598510522446
FLJ22167	5.62701770677817
EXOSC7	7.31341298847991
ROR2	3.50153229980019
FOXM1	5.60125165713286
ZBTB48	4.59164389517662
BUD31	8.49843424721341
MAOA	4.65085683964603
CCDC41	5.41017894368373
TNNT3	3.90302778924977
FBXO11	5.70203747795565
GYPC	6.00449532300265
PLIN	3.51403918827705
RFXAP	3.78415725219947
C6orf15	3.6288367566373
RNF4	9.23177929237197
F8A1	7.78227129624383
PPP1R3D	4.35233767639192
GRB2	7.49963984285574
TPM3	3.17026938425771
SYT13	4.49690106434386
EPB42	3.42698296743018
RP5-1077B9.4	5.10936775276494
EIF1	9.89201587197691
CETN3	7.039366728626
FPGT	4.25970246759473
PRY	3.86089582320552
NTHL1	5.44315185260997
POLR2B	8.1799846939794
RPS28	12.0775436617414
GDF10	3.60035259685232
COQ9	6.78989756021953
P2RX3	2.89731259646216
GCC2	6.80225513429884
RARRES3	5.7454541950582
PLXNA1	5.08017896638351
