Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_B07_491106
Composite Element REF	Signal
AACS	7.78351894945285
FSTL1	6.96354700749933
ELMO2	5.84487152259767
CREB3L1	3.53675517759599
RPS11	10.4505880502519
PNMA1	8.19161515776537
MMP2	6.69590920365766
SAMD4A	4.27575381606683
SMARCD3	6.62337003238439
A4GNT	3.804223899598
C9orf39	3.40718385656046
PKNOX2	3.92438231015547
RALYL	3.50445872268418
ZHX3	4.43849974393036
ERCC5	6.33212507895166
RXFP3	3.00343538756349
APBB2	3.73487714259444
BBOX1	4.94339764972954
PRO0478	2.93682320226165
GCSH	8.83075957428788
XDH	3.53661599200554
EDN1	4.03025289783753
MTERF	6.79321650943511
PDCL3	7.65455714821446
CLK4	6.17424362734742
KCNG1	4.29632111715505
CXCR4	9.9752993336613
DECR1	9.04358855707166
SALL1	3.30109396007484
PTPRR	3.25710811108504
CADM4	3.37584947011004
IRAK1	9.33022485053083
CFHR5	3.16233185575032
HNRPD	7.61295193919085
TMSB10	12.1170482302487
CXCL3	3.60226696222403
LMAN1	4.07787676004794
SUHW1	3.60098748589143
CHD8	5.77149531296336
SUMO1	8.17526278147858
GP1BA	3.35014336455608
OR7A10	3.68285756684096
DDB1	7.68097143313387
CHRNA10	3.64476331251253
STYK1	3.80426900699959
MYO9B	4.78978356055962
CCNI	10.3346318726576
MMP7	9.46570252885848
EP300	6.18161771347748
CRNKL1	7.85087070066383
C9orf45	3.24135041020096
XAB2	5.01717372113438
RTN1	4.76634631662933
HIC2	3.79076002487353
TBX10	3.48209964990326
CENPQ	4.17951445802968
UTY	3.09990525132241
OR2W1	2.95884632060723
ATP5G2	10.7939028144126
ZEB1	3.3898088170033
ZG16	3.5259841889443
ERG	3.79272824736562
PARN	7.17580231101727
SOD2	4.56117744953558
JOSD3	8.50700846153419
ADAM5P	3.20960090990210
CHD9	6.36104755467741
hCG_40738	3.95792530799939
STK16	5.33667775658565
PDE1C	3.57954325150968
SEMA4D	5.88692192242064
AGPAT1	6.41840944610595
TOB2	6.14077876185826
BANK1	5.32899972239453
MAP3K3	5.70686452724058
MAX	5.46985305953715
GRM2	3.77271597691144
OSBPL8	7.77970452894964
PROSC	6.61907431867352
NR4A2	5.16779604421135
RICS	5.45488474448255
PIR	5.89794006138905
PPCS	9.63722893260368
IPO9	6.7687809969503
LONP1	7.91003779079562
EVC	4.31548322077048
CXCL13	3.96166712204392
SCYL3	5.76879088892702
KIAA1199	7.70812077628818
SORL1	8.83639916144377
NAT10	6.84426479897434
CHD1	6.24034050685759
SYN3	3.56760276755666
DMC1	3.9493239343926
SLC22A2	3.33030747364421
