Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F12_516400
Composite Element REF	Signal
AACS	7.03997994783352
FSTL1	7.68321963157975
ELMO2	5.54398146418474
CREB3L1	3.43735472206207
RPS11	9.82006012207482
PNMA1	8.29748992097077
MMP2	6.46146570812443
SAMD4A	3.82577857543116
SMARCD3	7.35416166050614
A4GNT	3.56734141490961
C9orf39	3.26070723847026
PKNOX2	3.79730995511943
RALYL	3.41890801767248
ZHX3	4.16751155780149
ERCC5	5.68624691897981
RXFP3	2.99896024826445
APBB2	3.70880457611275
BBOX1	3.65883013345019
PRO0478	3.06501882524929
GCSH	8.41557544669556
XDH	3.59502169987171
EDN1	3.78957622918953
MTERF	7.04207346916135
PDCL3	7.95252469176102
CLK4	5.92732857594714
KCNG1	3.49044646411177
CXCR4	9.53186699087823
DECR1	8.50218972665962
SALL1	3.25460048061916
PTPRR	3.25756135263649
CADM4	3.38804173028999
IRAK1	8.6517231194647
CFHR5	3.14886583413602
HNRPD	7.35451533904413
TMSB10	12.3268371987643
CXCL3	4.18491982367355
LMAN1	3.97766965451784
SUHW1	3.45079895501566
CHD8	5.55195639027897
SUMO1	8.72627336166126
GP1BA	3.32201009388495
OR7A10	3.6784224061704
DDB1	7.37381993620279
CHRNA10	3.64798292879353
STYK1	3.37020741327732
MYO9B	4.05842003988312
CCNI	9.90374819430506
MMP7	9.70106760920882
EP300	5.96644190648365
CRNKL1	6.69582214297857
C9orf45	3.13117040685144
XAB2	4.45355775807338
RTN1	4.22167045410299
HIC2	3.622357745027
TBX10	3.41352915414043
CENPQ	5.29326409045267
UTY	3.17803822443401
OR2W1	2.77629326202192
ATP5G2	10.3937629250594
ZEB1	3.36616237201187
ZG16	3.47289804203473
ERG	4.51880416799794
PARN	6.81161301555519
SOD2	6.76379550010442
JOSD3	8.76154078346992
ADAM5P	3.14974107345403
CHD9	5.84932176833257
hCG_40738	3.54084684814268
STK16	5.664124216851
PDE1C	3.38453214210498
SEMA4D	5.24130167047659
AGPAT1	6.64920354087058
TOB2	5.94090221401434
BANK1	3.29993212491967
MAP3K3	5.22969090623665
MAX	5.29580900349578
GRM2	3.76247723851128
OSBPL8	7.39102891042228
PROSC	5.53195941467987
