Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_A10_491178
Composite Element REF	Signal
AACS	6.27748535091453
FSTL1	9.17143246322958
ELMO2	5.98635958042699
CREB3L1	4.05716479199125
RPS11	10.2678475291079
PNMA1	8.97287218833862
MMP2	5.22542693275143
SAMD4A	3.99606440329799
SMARCD3	6.53787457597585
A4GNT	3.64435185492748
C9orf39	3.24978922778363
PKNOX2	4.47384767113981
RALYL	3.76660988468325
ZHX3	4.38157648302845
ERCC5	6.07553203055404
RXFP3	3.12712090241481
APBB2	5.4013630070797
BBOX1	5.25675002152635
PRO0478	3.12165508203001
GCSH	8.03516406390645
XDH	3.54153410611535
EDN1	4.4480141906361
MTERF	6.30374619448946
PDCL3	7.49549520002943
CLK4	5.24240758417842
KCNG1	4.30332855887665
CXCR4	7.97346300068254
DECR1	7.84247167787927
SALL1	5.23615685458007
PTPRR	3.18787336196891
CADM4	3.51593547474277
IRAK1	7.95941769716182
CFHR5	3.20055382469272
HNRPD	8.62957974249714
TMSB10	12.3789934381769
CXCL3	3.69862974909968
LMAN1	3.61293259729336
SUHW1	4.01726616962357
CHD8	6.81692182715452
SUMO1	8.39403413094923
GP1BA	3.11182322798286
OR7A10	3.95750080348823
DDB1	7.67759330550791
CHRNA10	3.56424742907704
STYK1	3.20398209944983
MYO9B	4.17104360145608
CCNI	10.5901531047751
MMP7	10.5434658926437
EP300	6.32237958188236
CRNKL1	7.96033652039366
C9orf45	3.32920521472425
XAB2	4.93201681716523
RTN1	3.52429827261205
HIC2	4.09639989076651
TBX10	3.54558021566115
CENPQ	5.30051315945379
UTY	3.07137315898311
OR2W1	2.92107910458758
ATP5G2	9.60575993335714
ZEB1	3.19311848999584
ZG16	3.67243375898021
ERG	3.62029713739529
PARN	7.19962621999
SOD2	5.72147410455116
JOSD3	8.04006609554356
ADAM5P	3.31594059730127
CHD9	6.51004868604217
hCG_40738	3.94380039589053
STK16	5.54198941885935
PDE1C	3.57988248690092
SEMA4D	4.60196218509735
AGPAT1	7.26057329987395
TOB2	6.03410711495541
BANK1	3.47275069812992
MAP3K3	5.49717122838393
MAX	5.02291280512054
GRM2	3.72349898888896
OSBPL8	8.43969686154487
PROSC	8.10709620430193
NR4A2	4.04822925443598
RICS	6.3787610559102
PIR	3.55913607130035
PPCS	9.16893021664736
IPO9	6.95955044634112
LONP1	8.09384709657215
EVC	4.42363542516220
CXCL13	3.82444750310821
SCYL3	6.21695747093997
KIAA1199	3.72784766188108
SORL1	7.79583852407653
NAT10	6.2464667682007
CHD1	5.9344279506369
SYN3	3.92475488614397
DMC1	3.78530698279382
SLC22A2	3.48889410256189
SERPINF1	10.5064728452472
C20orf27	5.39861949626428
OR7A17	3.40883219593144
RPS6KA5	4.66231111324079
LHB	3.22033994607741
TAOK3	4.45077630562382
STK25	6.1413785874659
SLC12A4	3.46566915287852
BRCA1	4.28963070515834
GBL	6.27116862590648
C14orf108	8.6921727639332
CDC25B	6.14220383676046
BMP3	3.09290002181847
MAP1LC3C	3.70847634633587
TMEM180	3.43862080742756
CRYGC	3.48735049677602
SLK	5.65377062203168
