Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_E07_297950
Composite Element REF	Signal
AACS	5.7869061167471
FSTL1	5.78550046114088
ELMO2	4.88241477826139
CREB3L1	3.74598476566007
RPS11	10.2071421508772
PNMA1	7.19318949377947
MMP2	4.30796578927604
SAMD4A	3.82345587558712
SMARCD3	5.6542219133991
A4GNT	3.72436448475754
C9orf39	3.36364352050008
PKNOX2	4.22032444551922
RALYL	3.84087116106071
ZHX3	4.10402648175968
ERCC5	4.3864411580886
RXFP3	3.35016630101936
APBB2	3.78823571590663
BBOX1	4.40398550402111
PRO0478	2.91797331508264
GCSH	9.09911340581703
XDH	3.385250228485
EDN1	4.15979390161643
MTERF	5.93263414700662
PDCL3	6.6562631470475
CLK4	4.99899888568856
KCNG1	4.47592733706939
CXCR4	5.94126723473661
DECR1	7.60098419761839
SALL1	3.9671261487459
PTPRR	3.59256835654115
CADM4	3.70761411126839
IRAK1	8.2447620244953
CFHR5	3.03494064964991
HNRPD	6.63113685848265
TMSB10	12.0223395335117
CXCL3	3.84859046854562
LMAN1	3.73701539948219
SUHW1	3.72854605019816
CHD8	5.13836571215631
SUMO1	7.10043280003042
GP1BA	3.12411231692358
OR7A10	3.77814592722346
DDB1	7.31796457786335
CHRNA10	3.74859866516487
STYK1	3.69202778035827
MYO9B	4.04857201637136
CCNI	9.78461897158851
MMP7	6.04889923562262
EP300	5.1225218622095
CRNKL1	5.97154092281937
C9orf45	3.24838900485248
XAB2	4.41616148389569
RTN1	4.12478394008603
HIC2	3.82569968888594
TBX10	3.57356363671476
CENPQ	4.59843409761133
UTY	3.2720375514993
OR2W1	3.02882859336020
ATP5G2	10.4869593365327
ZEB1	3.10836572550712
ZG16	3.74423621152972
ERG	4.11109570253023
PARN	6.46319469017281
SOD2	5.14457469695358
JOSD3	7.45566823678358
ADAM5P	3.38314223844595
CHD9	4.86738885154275
hCG_40738	3.61118344543851
STK16	5.00732075409739
PDE1C	3.55431986037328
SEMA4D	4.58289194966279
AGPAT1	6.44622714717239
TOB2	5.31681735984408
BANK1	5.62376206938603
MAP3K3	5.13335186714259
MAX	5.19216817722884
GRM2	3.80920397511296
OSBPL8	6.28384220747852
PROSC	4.70985106617641
NR4A2	4.18622806424148
RICS	4.69438955908254
PIR	6.23069172726741
PPCS	9.6934207019465
IPO9	5.01975919391924
LONP1	6.71778246179273
EVC	4.01747415706666
CXCL13	6.85308554483394
SCYL3	5.10167966642385
KIAA1199	2.89553432808083
SORL1	7.66042413156852
NAT10	6.23961717438093
CHD1	5.36206072974287
SYN3	3.67239134970593
DMC1	3.88301536998852
SLC22A2	3.78336587463974
SERPINF1	5.7121599349811
C20orf27	5.78051243458427
OR7A17	3.24316947899622
RPS6KA5	4.47994501881827
LHB	3.8297178001205
TAOK3	4.60578140588117
STK25	6.17975483349414
SLC12A4	3.60532487639737
BRCA1	3.43362593447560
GBL	5.97399499780359
C14orf108	7.49808419605812
CDC25B	5.55150069238895
BMP3	3.16176681674642
MAP1LC3C	3.76262879498775
TMEM180	3.5918041182548
CRYGC	4.37899396717754
SLK	4.99447627715041
POU3F1	3.34753716298254
C20orf32	4.03722854637742
USP52	5.0777245612641
HIGD1B	4.2051620372322
BAZ1B	4.637177071678
USP6NL	5.15731439623979
SLCO2B1	4.17245482531232
ABCD4	4.07072925659365
DIMT1L	5.72572519517771
SLC25A46	7.46787454085022
LARP7	6.20836208098787
TEK	3.72638937323142
CD160	3.78757809358986
TERF2IP	6.80689265691681
PHF20	5.31824296362767
COL1A1	5.01464966318541
KIAA0090	5.06886387092341
GTPBP1	4.51168691249023
GRK5	3.66227862058528
AP1S2	4.43425483580377
RAB33B	4.47244220618647
CA11	4.49576770088705
ALDOC	5.02137414144887
NUDT1	5.73586648162808
ZNF212	4.65645225066891
