Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_A05
Composite Element REF	Signal
AACS	6.88671023324292
FSTL1	9.22049804225888
ELMO2	6.35495082703471
CREB3L1	4.38999296646161
RPS11	9.88421021325013
PNMA1	8.23694409297189
MMP2	8.71991569751727
SAMD4A	4.00527708366246
SMARCD3	6.7694109199224
A4GNT	3.50861448096571
C9orf39	3.34445995204589
PKNOX2	4.0639030780969
RALYL	3.24982697851882
ZHX3	4.32505629867687
ERCC5	6.12876953279437
RXFP3	2.83381661250928
APBB2	4.56997737415037
BBOX1	7.94388863808104
PRO0478	2.83596711455902
GCSH	8.01583459315489
XDH	4.36687965552975
EDN1	4.92762616298581
MTERF	5.7536166660042
PDCL3	7.65244325448099
CLK4	6.68309420464481
KCNG1	3.5974512140702
CXCR4	8.42401618997337
DECR1	8.32763034977293
SALL1	3.28658074458600
PTPRR	7.62451760099
CADM4	3.26610252194029
IRAK1	9.05406156121109
CFHR5	3.06249614532257
HNRPD	8.23900846115984
TMSB10	12.1133231281432
CXCL3	3.68041511360751
LMAN1	4.84522729734811
SUHW1	3.27529119170939
CHD8	5.42426190299674
SUMO1	8.33773404201834
GP1BA	3.09101821433159
OR7A10	3.73161155154512
DDB1	7.33932524571996
CHRNA10	3.53122557073812
STYK1	3.80618172003468
MYO9B	4.24246137476898
CCNI	9.9898049610758
MMP7	8.29307853969425
EP300	6.86177044941775
CRNKL1	7.40824796835583
C9orf45	3.13935977296135
XAB2	4.32784151817337
RTN1	3.96852257595986
HIC2	3.74751282192913
TBX10	3.40498001972199
CENPQ	4.83665591998598
UTY	3.09186389524829
OR2W1	2.79769239428372
ATP5G2	10.4768637295615
ZEB1	4.18750189505429
ZG16	3.53039669208441
ERG	3.73291008629184
PARN	7.27840521729001
SOD2	5.82587201110915
JOSD3	7.64934335273927
ADAM5P	3.16421581997000
CHD9	6.53765943829502
hCG_40738	3.8350653237239
STK16	5.33513011881141
PDE1C	3.63371986177103
SEMA4D	5.27556358402118
AGPAT1	6.8992736600274
TOB2	5.63772632683213
BANK1	5.41199721340382
MAP3K3	5.71700738371954
MAX	5.44152696039679
GRM2	3.55619601589438
OSBPL8	7.87065124656358
PROSC	6.00751940163777
NR4A2	7.29409652941383
RICS	5.53539428173074
PIR	6.84246218250654
PPCS	9.01257475660397
IPO9	6.28327434510233
LONP1	7.13449149833716
EVC	4.9153278806808
CXCL13	4.67371408303132
SCYL3	5.40434316163907
KIAA1199	6.4334868771752
SORL1	7.92400882214512
NAT10	6.70031800220776
CHD1	6.99512379974945
SYN3	3.32941368902161
DMC1	3.76597671453703
SLC22A2	3.77011620408586
SERPINF1	8.74442398431905
C20orf27	6.04436009766201
OR7A17	3.07475151160688
RPS6KA5	5.06183970001055
LHB	3.25681465117487
TAOK3	5.48107214710314
STK25	6.73832537031817
SLC12A4	3.57674174233012
BRCA1	4.76641709145326
GBL	5.91575531240962
C14orf108	8.12656442848056
CDC25B	8.26803692454644
BMP3	3.11129314176861
MAP1LC3C	3.35507843588563
TMEM180	3.24915281288656
CRYGC	3.57893615709792
SLK	7.12160228406017
POU3F1	3.01053391076862
C20orf32	3.63159384153524
USP52	6.0143920593343
HIGD1B	3.78914704613647
BAZ1B	6.37782069613026
USP6NL	6.20030177164908
SLCO2B1	4.58307140180418
ABCD4	4.47049802022833
DIMT1L	6.19669967043677
SLC25A46	7.6190689438186
LARP7	7.30574184558066
TEK	3.49487096201808
CD160	3.58896734307062
TERF2IP	7.60469958430354
PHF20	6.56780954147458
COL1A1	9.06642822853128
KIAA0090	6.32812375861704
GTPBP1	4.53862517416285
GRK5	4.20071649825637
AP1S2	6.13222639948086
RAB33B	4.56495025521275
CA11	5.1553330623324
ALDOC	6.61777570934826
NUDT1	5.77151737685937
ZNF212	5.25558043004859
ACBD3	7.83855005185736
ZNF83	6.98304177797494
PRDM2	5.00850060319594
GDPD5	5.03447524605953
PDCD4	6.10179009427213
CEP350	6.41177474134465
FOXP3	3.18834601347476
SMYD3	7.05356665808398
CST7	5.24002919942238
SELL	4.09889566442602
CIAO1	6.57794715365363
LGI2	3.62602380078537
WDR45	7.33053165391632
ANKRD6	7.75786393358583
LTBP4	4.69564885535796
PSCD3	3.21529747566652
PYY	3.10229452503480
KCNC1	2.97755550620014
SIRT6	4.42179210328155
CCL19	4.00735976714224
ARHGEF9	4.97554512105772
ABR	5.29421406762828
C10orf22	7.28525531174015
STK17A	4.96929077743937
FOXE1	3.24267375531899
GML	3.03358784339836
CNGA3	2.81487354157585
CD38	4.06938879544862
ZDHHC6	7.65621414847109
NEFH	3.67868985689899
PGBD5	4.36307867618862
CTDSP2	7.8436193902548
RMND5B	6.34077890268468
ZNF257	3.05494043656158
DUSP4	4.32835499021638
FLJ22167	6.21923973106459
EXOSC7	6.64279958181603
ROR2	4.31016550327188
FOXM1	5.0155081240688
ZBTB48	4.93161527582007
BUD31	7.69333668170118
MAOA	3.95162364288131
CCDC41	4.68852992374047
TNNT3	3.4690910260902
FBXO11	6.11836368939118
GYPC	6.54677249604064
PLIN	3.42025542151031
RFXAP	3.32712553067622
C6orf15	4.77614936065116
RNF4	8.66203310894267
