Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_C04_491124
Composite Element REF	Signal
AACS	6.76837385298661
FSTL1	5.23379124239274
ELMO2	6.23517779095281
CREB3L1	3.50181301508835
RPS11	10.3796086670284
PNMA1	7.62152484520646
MMP2	4.95629993238668
SAMD4A	3.74288391602783
SMARCD3	7.8650643499252
A4GNT	3.81582897545669
C9orf39	3.19768974304201
PKNOX2	3.777316827028
RALYL	3.62506188303113
ZHX3	4.05182162793785
ERCC5	5.30555970184734
RXFP3	3.20988985663397
APBB2	3.77290229384439
BBOX1	4.75819149013245
PRO0478	2.88363081268436
GCSH	9.72590593013252
XDH	3.95385683217445
EDN1	3.73203872796469
MTERF	7.2715928249971
PDCL3	7.6484031175822
CLK4	5.33223259259458
KCNG1	3.58321708261565
CXCR4	8.53401048371079
DECR1	8.16857556793548
SALL1	3.17042037929164
PTPRR	3.44755471080380
CADM4	3.25971424686768
IRAK1	9.62798878274056
CFHR5	3.26994776992143
HNRPD	7.73373065681135
TMSB10	12.4431053007043
CXCL3	4.95425365159182
LMAN1	4.18375349012337
SUHW1	3.59085986935136
CHD8	4.74560447311509
SUMO1	8.00671985418197
GP1BA	3.48070503960962
OR7A10	3.59723102454021
DDB1	7.31319900530597
CHRNA10	3.52786687766262
STYK1	3.77363685871813
MYO9B	4.10376674874264
CCNI	9.995976277404
MMP7	10.0463680047941
EP300	5.55793749704841
CRNKL1	6.80819061392948
C9orf45	3.43470482846521
XAB2	4.91862907171002
RTN1	4.92299263761083
HIC2	3.63908364209831
TBX10	3.57226144523831
CENPQ	4.63505149259912
UTY	3.11869921762481
OR2W1	2.97930080502886
ATP5G2	10.8733552097805
ZEB1	3.14880983424421
ZG16	3.46220693633539
ERG	4.14618548604894
PARN	7.22695879537367
SOD2	7.17818628058838
JOSD3	8.49975089632268
ADAM5P	3.37084781249891
CHD9	6.30319168967551
hCG_40738	3.76095653495698
STK16	5.9131329287322
PDE1C	3.75217317888452
SEMA4D	4.86525025534684
AGPAT1	6.63449612184095
TOB2	5.44356025588038
BANK1	5.12150047653169
MAP3K3	4.69051672106937
MAX	5.20430128231313
GRM2	3.83315734095244
OSBPL8	7.3257225413272
PROSC	5.91332570938817
NR4A2	6.36484813922179
RICS	5.61265863420051
PIR	6.89443894708143
PPCS	9.34675772394795
IPO9	5.39119611887365
LONP1	6.6946337704183
EVC	4.28012451036483
CXCL13	4.0976438169175
SCYL3	5.63069983575188
KIAA1199	3.68569541040757
SORL1	8.55324198689275
NAT10	7.01822378452424
CHD1	5.23071620393535
SYN3	3.60588785967524
DMC1	4.01504202480877
SLC22A2	3.92381365636503
SERPINF1	4.77342326971904
C20orf27	6.49152113926927
OR7A17	3.39987400719317
RPS6KA5	4.06507883141191
LHB	3.69414031037504
TAOK3	4.96181176127887
STK25	4.90872372865829
SLC12A4	3.72370947545016
BRCA1	3.59949860594799
GBL	6.11099108062694
C14orf108	7.55151289626787
CDC25B	6.8057476107998
BMP3	3.13979051775029
MAP1LC3C	3.53605164298718
TMEM180	3.65117533541692
CRYGC	4.06635070359524
SLK	5.33563841434725
POU3F1	3.33749723124675
C20orf32	4.06942239591717
USP52	5.64887956389036
HIGD1B	4.08956346526796
BAZ1B	7.0341674129331
USP6NL	6.44260755683075
SLCO2B1	4.80908717197472
ABCD4	4.37581766047372
DIMT1L	6.39506024658654
SLC25A46	9.14269153136221
LARP7	7.58703924363295
TEK	3.72806623656607
CD160	3.63627822145819
TERF2IP	7.74490536768047
PHF20	5.68280849900646
COL1A1	4.80163376912427
KIAA0090	5.09475586484598
GTPBP1	4.42387453668994
GRK5	3.78232289502569
AP1S2	6.70762927589689
RAB33B	4.56976001901726
CA11	4.20174898026758
ALDOC	4.93606115255316
NUDT1	5.87087038342386
ZNF212	5.80883959658217
ACBD3	6.66849160335891
ZNF83	7.08807100556676
PRDM2	4.54153316084342
GDPD5	4.16298285180491
PDCD4	5.72277845705681
CEP350	5.5948046693466
FOXP3	3.3603009721422
SMYD3	6.2101937607937
CST7	4.40031243749565
SELL	5.88866150765523
CIAO1	6.56597655223381
LGI2	3.69528596697576
WDR45	7.23615889877388
ANKRD6	7.77182754541604
LTBP4	3.71162769740199
PSCD3	3.09297532693614
PYY	3.34067460446736
KCNC1	3.26755338841132
SIRT6	4.3632912707703
CCL19	4.14865144051008
ARHGEF9	4.60494430592814
ABR	4.28422159978785
C10orf22	7.2216514280914
STK17A	5.32472210069943
FOXE1	3.52665038752826
GML	3.33877881159723
CNGA3	2.99642116330449
CD38	5.04413043022342
ZDHHC6	7.12985290401586
NEFH	3.36781797533084
PGBD5	4.72520470177753
CTDSP2	6.7848717363041
RMND5B	5.04412225692482
ZNF257	3.35726472304309
DUSP4	3.73787055815808
FLJ22167	7.30785672970876
EXOSC7	7.67280492181492
ROR2	3.36811675499297
FOXM1	4.97963251774338
ZBTB48	4.28885326353233
BUD31	9.31692146417247
MAOA	4.16193945687294
CCDC41	4.63000388009943
TNNT3	3.66838718144606
FBXO11	5.30549234876086
GYPC	7.69022395474684
PLIN	3.90154051178189
RFXAP	3.23787645769778
C6orf15	3.93883360192947
RNF4	8.35053970931296
F8A1	8.98000365249581
PPP1R3D	5.41756682241153
GRB2	6.89493837157827
TPM3	3.19824448666731
SYT13	4.16260476594835
EPB42	3.49274193455532
RP5-1077B9.4	5.43664521338132
EIF1	10.2376845194755
CETN3	7.80137277316225
FPGT	6.35789894838255
PRY	3.60123555881040
NTHL1	7.08282115796952
POLR2B	9.19797673705172
RPS28	12.5038837125141
GDF10	3.54092746869226
COQ9	8.53830712358887
P2RX3	3.10981248532572
GCC2	6.79905528927031
RARRES3	9.52288451439575
PLXNA1	5.63344327708468
WBP4	4.31643636231836
KIAA0100	4.99876833659307
PMF1	6.86834509461093
HS2ST1	5.76873123322227
CRELD2	6.98197884385054
C8G	3.1839880131252
CD82	5.99223355027825
PMM1	5.31883018415584
CBLL1	5.549595034459
LIM2	3.5408294703959
VAX2	3.72350742560613
SETDB1	5.25696520255788
LRAP	3.43264779201928
GCLM	7.90931932996594
CPEB3	3.34987133727892
PPM1A	5.28068865852063
INTS1	4.18932222555345
MMP16	3.33819979254675
CAMTA1	3.23557501770273
SAMSN1	6.72042776872148
DRD3	3.01558928039739
GMPPA	5.0818510528598
C11orf73	6.12818269469272
AIPL1	3.94986624153406
PTP4A2	9.13518148503606
IL24	3.46311734156974
BDKRB1	3.29842103829617
HPCA	3.36455469292774
MLF1	5.99749100043715
SEC14L1	5.4163692340316
CHFR	5.42096571244439
EMILIN1	2.79353326035319
THADA	6.42388697196945
TAF12	4.88643934484558
NDUFS4	8.38211961673898
ID1	3.51503072889997
PIK3CB	3.44661057792205
COL18A1	7.70622039133676
PDZD3	3.20630299920561
TBC1D17	5.09758740036694
COX8A	10.2236305580826
CDCA4	6.81436204236731
C2orf44	4.66875516744217
C9orf16	8.98815079718361
ERBB2IP	6.97701660768257
EMX2	7.4962290297132
FUS	5.29477133210899
NIPSNAP3B	3.89440563979895
TF	3.55070064376394
CXorf56	5.43769467981507
CLCN4	3.71936354273917
PWP2	6.02025768923478
MMP15	4.44290212453236
MTMR14	6.45583777437336
NPR1	6.79614172537978
DNAL4	5.01197365366281
ELAC2	4.47661185956183
ASS1	12.0093970742171
IPP	6.35118309922128
TMEM59	10.2231388294746
POLR2J	9.9355545442257
SEC23IP	4.7367565857097
RGS4	3.65584753393539
UQCRC1	9.29022377855232
SNX6	7.18820986465877
DDX18	7.37686210784713
POLG	4.76577786887818
ADAM23	4.31185929759508
ZNHIT2	4.8363871217559
TFR2	3.97074899734655
NCDN	4.23987512253081
RAG1	3.27891801684518
POMT1	4.63978858847869
CYP1A1	3.33700538446008
SNAPC1	5.16387290572019
GNA11	5.95796939830345
CCDC52	2.99947466935117
CAPN1	6.8528031258052
DDHD2	6.92711016171668
UPF3A	5.60859786333242
LAGE3	6.81528624623258
GNRHR	3.30569857287263
UNC13B	5.2694882734859
TTLL4	4.9212165184177
PPBP	3.21868886538186
HTR3A	4.12355562828819
SDC2	3.74460701103386
ANKRD49	7.93833290246937
BTF3	11.3448826420783
COX7A2	10.6775488970733
SARS	8.9280280928713
C13orf18	4.71257003030833
CACNB1	3.96090545175867
QKI	6.04761803475076
SETMAR	6.38867019113201
LAMB4	3.20627482528461
MAN2B1	6.95104418881982
EML3	5.78071446545553
ACADL	3.38312588642335
OFD1	7.37853538312277
CGA	3.83914870453209
EIF3EIP	10.1285061931550
PEX16	5.5803780782476
GNG12	8.11104745318872
HABP4	4.94318505385707
CNTN2	3.32787166299035
ASNSD1	8.55636034123645
FUT4	4.39510013561785
DBH	3.78890946285023
CD53	8.89331190114204
HIST1H2BJ	3.92790461485881
TFAP2B	3.21075441786725
ACF	3.54553108053456
TMEM11	3.95690084728117
CDH8	3.56375301300211
C3orf32	4.08691967850336
AGPS	5.45386956081997
C4orf18	3.62618715941395
PCCB	7.37018332957213
IPO13	4.75655367577825
PECI	7.48721222859547
UNG	7.85387661409617
C6orf105	4.2996061682502
GSTP1	9.1967946568636
SUV420H1	6.90320059053085
ARHGAP15	4.5392489937723
LTBR	6.47432002309852
TDRKH	3.46447059305332
PSG4	3.6034032472281
SLC9A3R1	6.90382844180088
NBPF3	9.2474338568898
SLC9A3	3.74201763725626
OSBP	6.00432146466025
PRR5	4.4981154910446
CHMP7	5.12811927671426
ADRA1A	3.18023758929154
ASAH1	7.00638224092899
FKBP4	7.4819345252896
ZNF350	4.47097146998834
DOM3Z	6.23313031741679
GIPR	3.83136427068722
AHI1	4.56319836737994
BST1	5.11949447850204
NCR2	3.64225611178978
NADSYN1	5.52693019709946
UBE2W	5.61226390542067
RGS14	4.47180394274979
KRT15	4.22457524367285
SCN11A	4.04628689605545
GFI1	3.84034113482743
FHL1	5.49556644067479
SMC6	6.45904232247501
GATA1	3.47056219014957
OSGEP	4.77246208009904
ARMC6	4.93510820391371
HK3	3.55767403690937
PSMD5	7.45530790324069
RSU1	7.6328938303865
RPL4	11.9170320209868
MAD2L1	9.09111121667915
RBPMS	5.63679518959426
