Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_E04_586142
Composite Element REF	Signal
AACS	5.65889984849121
FSTL1	7.02700644064409
ELMO2	4.87755768233804
CREB3L1	3.73198395289484
RPS11	10.3389763892993
PNMA1	7.05068732131528
MMP2	6.50805902323367
SAMD4A	3.8744568601915
SMARCD3	7.90261055300125
A4GNT	3.82284727127564
C9orf39	3.56451992531493
PKNOX2	3.97208984829641
RALYL	3.57638942637048
ZHX3	4.40432418929772
ERCC5	6.0230380615604
RXFP3	3.09682724952489
APBB2	3.79964605054331
BBOX1	6.88391490367487
PRO0478	2.90571228563454
GCSH	8.57151090559102
XDH	3.72937864945644
EDN1	3.98614393270849
MTERF	7.16254975779917
PDCL3	7.48769825566524
CLK4	6.54227252871434
KCNG1	3.37053802460742
CXCR4	6.51921463036574
DECR1	7.15609959135199
SALL1	3.56739155372342
PTPRR	3.34908046673227
CADM4	3.10075536327017
IRAK1	7.85533882136754
CFHR5	3.54047028342314
HNRPD	7.21303685998479
TMSB10	12.2782707846001
CXCL3	4.74920523053578
LMAN1	3.65304600906332
SUHW1	3.67924114967448
CHD8	5.60457618996093
SUMO1	7.37541109806731
GP1BA	3.41709432076271
OR7A10	3.89118795688058
DDB1	7.13395039939757
CHRNA10	3.87347631141535
STYK1	3.93251926255331
MYO9B	3.84003843601744
CCNI	9.0087413120837
MMP7	10.9766203202765
EP300	5.35077519822637
CRNKL1	6.87766195799845
C9orf45	3.1327483805574
XAB2	4.23629848115714
RTN1	4.09025669358719
HIC2	3.90798279931987
TBX10	3.54737962321159
CENPQ	5.55797476313513
UTY	3.26011741350714
OR2W1	2.93830050356175
ATP5G2	10.9089322125071
ZEB1	3.32826718684687
ZG16	3.53126508027548
ERG	3.84908109809864
PARN	6.90932253490523
SOD2	7.46076246302921
JOSD3	9.32739022978165
ADAM5P	3.32866315007913
CHD9	6.49647591356434
hCG_40738	3.59710971837784
STK16	5.62783675782905
PDE1C	3.6876175610868
SEMA4D	4.54731995762799
AGPAT1	6.29025415715226
TOB2	5.29340050135563
BANK1	5.07931061624309
MAP3K3	5.0566253129307
MAX	5.02337315370269
GRM2	4.06952860103264
OSBPL8	7.36108893089113
PROSC	5.25059233879051
NR4A2	4.05946725411259
RICS	3.78597491706048
PIR	5.60928212309634
PPCS	9.52919878018033
IPO9	5.43281177491096
LONP1	6.36410672830452
EVC	4.28657468162734
CXCL13	7.44361716261228
SCYL3	5.87827126763273
KIAA1199	4.69926626644585
SORL1	6.90223101709814
NAT10	5.89904846652947
CHD1	6.07522287735994
SYN3	3.53335361750429
DMC1	3.93854863730627
SLC22A2	3.92375409517696
SERPINF1	6.78622375449115
C20orf27	6.33781473933775
OR7A17	3.319512538059
RPS6KA5	4.50186791277459
LHB	3.58778220801624
TAOK3	4.34616417557842
STK25	5.629034160005
SLC12A4	3.69793686770755
BRCA1	4.58205237288579
GBL	6.18394895383806
C14orf108	7.21599238324139
CDC25B	6.75501234342692
BMP3	3.21943650225404
MAP1LC3C	3.55126797752229
TMEM180	3.38390108487502
CRYGC	3.74894644549315
SLK	5.7229173614191
POU3F1	3.29038761851510
C20orf32	3.81189342471690
USP52	6.1320467139703
HIGD1B	4.18865539482659
BAZ1B	5.78905707365898
USP6NL	5.1294243699314
SLCO2B1	4.1492630452103
ABCD4	4.63663446586864
DIMT1L	6.37032583006773
SLC25A46	8.34916458229084
LARP7	7.21901352922089
TEK	3.65141262819728
CD160	3.73628290231655
TERF2IP	7.52619773079062
PHF20	5.65928779472695
COL1A1	6.43188165453061
KIAA0090	6.9727797425137
GTPBP1	4.26811975938117
GRK5	3.57061222045637
AP1S2	5.35362027967871
RAB33B	6.41881269124533
CA11	4.23724687485552
ALDOC	5.3485425782914
NUDT1	6.33988764323847
ZNF212	4.83384411180355
ACBD3	7.09627601831014
ZNF83	6.7860109238496
PRDM2	4.63742076865234
GDPD5	4.44505691462958
PDCD4	6.63716523960648
CEP350	5.08738757158553
FOXP3	3.31875076200806
