Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_B01_433734
Composite Element REF	Signal
AACS	6.94662182928076
FSTL1	8.04546372585147
ELMO2	6.06472500562571
CREB3L1	3.88741205523334
RPS11	9.88895287543968
PNMA1	8.72859151106288
MMP2	7.87691379573556
SAMD4A	3.54778121312352
SMARCD3	7.03953490880889
A4GNT	3.61984405982376
C9orf39	3.09812286685820
PKNOX2	3.8844437902192
RALYL	5.02128365047583
ZHX3	4.21014321365963
ERCC5	6.49838092316476
RXFP3	2.82914910163083
APBB2	3.60871922245598
BBOX1	7.60456035490908
PRO0478	3.20358996621636
GCSH	8.97430447294166
XDH	4.73428457799281
EDN1	3.90480061691403
MTERF	6.24291851383197
PDCL3	7.74750472930879
CLK4	5.22459746931697
KCNG1	3.60452811873074
CXCR4	9.010309722912
DECR1	8.41622102824616
SALL1	6.62361841671212
PTPRR	3.48895096458022
CADM4	3.44388029544453
IRAK1	7.93649291032625
CFHR5	3.11885491550383
HNRPD	8.18440533646953
TMSB10	12.5635740507884
CXCL3	4.92544433282099
LMAN1	4.49380268848322
SUHW1	3.41273884071241
CHD8	7.13479384867866
SUMO1	8.26399151569897
GP1BA	3.24936131706656
OR7A10	4.09383178711621
DDB1	7.04573666856714
CHRNA10	3.67598512849409
STYK1	3.49147807955170
MYO9B	4.98229801525248
CCNI	10.0273811128432
MMP7	6.47446287446252
EP300	6.54598042197607
CRNKL1	6.87463808879254
C9orf45	3.12675409159980
XAB2	4.18402116727173
RTN1	3.77119132074072
HIC2	4.09977542037559
TBX10	3.63301527002123
CENPQ	3.63310664799265
UTY	3.13688099988083
OR2W1	2.83948071216471
ATP5G2	10.6875354447009
ZEB1	3.73319049003306
ZG16	3.43330233813946
ERG	3.48994140116074
PARN	6.85022652391332
SOD2	7.05778734772087
JOSD3	6.43956219259281
ADAM5P	3.09646504019304
CHD9	5.83766363595203
hCG_40738	4.09237245327309
STK16	5.41398565700092
PDE1C	3.80442893978292
SEMA4D	5.6970900555615
AGPAT1	6.00780526236624
TOB2	6.1588983999885
BANK1	4.48019458155324
MAP3K3	5.4798218244592
MAX	5.38554699985836
GRM2	3.67944616567094
OSBPL8	7.14584929546723
PROSC	5.62337059059936
NR4A2	7.47183903721696
RICS	4.05969828841858
PIR	5.44646721350668
PPCS	8.67336008515649
IPO9	6.66110448195396
LONP1	6.39680269565133
EVC	4.20108143687389
CXCL13	6.2451595235762
SCYL3	5.4678063962916
KIAA1199	7.1456405163473
SORL1	7.6897425250033
NAT10	6.44988905053628
CHD1	6.58913357987706
SYN3	3.40706751897724
DMC1	3.77951478028768
SLC22A2	3.79493805370734
SERPINF1	7.4273403411136
C20orf27	5.33143445090549
OR7A17	3.11170210532833
RPS6KA5	5.1489030627781
LHB	3.35658602807703
TAOK3	4.71595309048338
STK25	5.84452207711796
SLC12A4	3.73448181646873
BRCA1	4.74917146525127
GBL	5.76539921766842
C14orf108	8.26835724048174
CDC25B	6.24118890808646
BMP3	3.17090031016698
MAP1LC3C	3.29490816132813
TMEM180	3.29633736286287
CRYGC	3.63484261675519
SLK	6.13490537332492
POU3F1	3.32784631398184
C20orf32	3.76912636846802
USP52	6.29387152502375
HIGD1B	3.82168718912278
BAZ1B	6.2333707021054
USP6NL	5.63876235493689
SLCO2B1	3.92941744096004
ABCD4	4.86375874949121
DIMT1L	6.18135459500392
SLC25A46	6.539705856314
LARP7	7.3217192240369
TEK	3.87293719022793
CD160	3.74486637031708
TERF2IP	7.53464010067099
PHF20	6.25194175548922
COL1A1	7.88560049618875
KIAA0090	6.0345442601851
GTPBP1	4.11371482737831
GRK5	3.65501092418415
AP1S2	5.64379223832844
RAB33B	3.76664607477198
CA11	3.92088663056342
ALDOC	6.36512884080757
NUDT1	5.87629857208301
ZNF212	5.63338362982925
ACBD3	7.49662377980827
ZNF83	6.50953594326337
PRDM2	4.70843161543242
GDPD5	7.9393369078915
PDCD4	5.75024665487807
CEP350	6.47910057495914
FOXP3	3.36226183443785
SMYD3	7.0913319117969
CST7	4.10246353718960
SELL	3.85717442014734
CIAO1	6.4610194889486
LGI2	3.77720514046345
WDR45	6.9877031797632
ANKRD6	6.21205830663486
LTBP4	4.07526760583859
PSCD3	3.45783123011394
PYY	3.14617476273238
KCNC1	3.18602247790045
SIRT6	4.10645671131322
CCL19	4.06331607640330
ARHGEF9	3.88083753637202
ABR	4.64359442219215
C10orf22	6.14790997007445
STK17A	4.72856276086517
FOXE1	3.06255592713138
GML	3.14262921536081
CNGA3	2.85027288677591
CD38	3.56387762182308
ZDHHC6	7.03390503956972
NEFH	6.08244128325802
PGBD5	3.43202749544518
CTDSP2	6.96378219579397
RMND5B	5.6145138407764
ZNF257	4.22011347374528
DUSP4	3.86521598408135
FLJ22167	6.37321909652193
EXOSC7	6.9075044659829
ROR2	3.91856465586825
FOXM1	6.07956176896397
ZBTB48	4.51230862072453
BUD31	8.46542092593733
MAOA	5.62284845358431
CCDC41	4.65767357059774
TNNT3	3.87544564880153
FBXO11	6.11833342781533
GYPC	5.69915737493543
PLIN	3.70554580601942
RFXAP	3.43642460385737
C6orf15	3.73598327327451
RNF4	7.78682597285949
F8A1	7.986090883986
PPP1R3D	4.38635616187687
GRB2	7.3837272288043
TPM3	3.34631569700642
SYT13	3.52564028191905
EPB42	3.79046314781463
RP5-1077B9.4	5.42638864088497
EIF1	10.5869489080570
CETN3	7.4642136826339
FPGT	5.05061791276663
PRY	3.78756902702515
NTHL1	5.52132858137505
POLR2B	8.3120266559429
RPS28	11.7501299897410
GDF10	3.16755091152546
COQ9	7.81248061811972
P2RX3	2.90437736938757
GCC2	7.15307572875244
RARRES3	6.64591718791179
PLXNA1	6.34312348577812
WBP4	5.17335140995904
KIAA0100	6.89681657960088
PMF1	7.30168485224836
HS2ST1	5.98216943232174
CRELD2	6.73120973494549
C8G	2.98989242558520
CD82	6.04483049320845
PMM1	4.62470444225397
CBLL1	5.15371715459398
LIM2	3.34609787994921
VAX2	4.16312385968021
SETDB1	5.54269998191424
LRAP	3.4709545947643
GCLM	7.07373739818645
CPEB3	3.13628055285855
PPM1A	5.71737123065482
INTS1	4.12157967835061
MMP16	3.16683855018136
CAMTA1	3.37254175668699
SAMSN1	4.95349445047434
DRD3	2.68760079648266
GMPPA	5.30012727247071
C11orf73	5.12236576960697
AIPL1	3.74695032797015
PTP4A2	9.24671030431582
IL24	3.35865321281343
BDKRB1	3.47503154012059
HPCA	3.63904322282866
MLF1	7.21592974865018
SEC14L1	6.83576795373486
CHFR	5.94493077498357
EMILIN1	3.2988596694268
THADA	6.4775543544203
TAF12	5.62031503825473
NDUFS4	8.11605549239385
ID1	6.38808049964884
PIK3CB	3.70096816372136
COL18A1	8.00968358816884
PDZD3	3.30086446007947
TBC1D17	4.29757681896850
COX8A	9.28732685796264
CDCA4	6.84364181576742
C2orf44	4.51143887805892
C9orf16	8.43420672307947
ERBB2IP	8.4652105285723
EMX2	9.06853032495228
FUS	7.10016086698576
NIPSNAP3B	3.43211545180667
TF	3.21008537961921
CXorf56	5.12201892447737
CLCN4	3.68568974349549
PWP2	5.73975558336498
MMP15	4.80113808317012
MTMR14	6.048336864842
NPR1	6.67929860864121
DNAL4	5.61182304041779
ELAC2	4.91543803305071
ASS1	10.7784571807187
IPP	5.51301177482499
TMEM59	9.02831450097863
POLR2J	9.020093521981
SEC23IP	6.06405410970406
RGS4	4.07165662721687
UQCRC1	9.06165102998072
SNX6	7.6543921629782
DDX18	6.5864386176575
POLG	4.83686786063144
ADAM23	3.9061281670731
ZNHIT2	4.54613967250241
TFR2	3.10819596741578
NCDN	4.45360510419099
RAG1	3.35781950092850
POMT1	4.78199087059677
CYP1A1	3.20535835113281
SNAPC1	7.02660668301918
GNA11	4.77683489737521
CCDC52	2.67451319712215
CAPN1	6.84050691500071
DDHD2	6.04003297528508
UPF3A	6.65104643414743
LAGE3	6.25983706160657
GNRHR	2.99775034768663
UNC13B	5.20959302737389
TTLL4	5.79289085430677
PPBP	3.13783075398596
HTR3A	5.99117356248515
SDC2	6.67318655889219
ANKRD49	6.22440522824688
BTF3	10.4755018966867
COX7A2	11.2094194521109
SARS	8.76351611992323
C13orf18	3.51606740954008
CACNB1	3.77818022455388
QKI	5.71589120937587
SETMAR	6.40638045608887
LAMB4	3.58805498627723
MAN2B1	7.01581945370006
EML3	4.697970793467
ACADL	3.10795996410114
OFD1	7.75908256377395
CGA	3.45195096245671
EIF3EIP	10.3657385309119
PEX16	5.54972486676894
GNG12	7.08346796533649
HABP4	4.95307921129713
CNTN2	3.39642918284359
ASNSD1	6.89421068425406
FUT4	3.41566879543969
DBH	3.65725094816617
CD53	6.93175917281499
HIST1H2BJ	3.13915567462067
TFAP2B	3.12917640341738
ACF	3.84070379022856
TMEM11	6.36019553009205
CDH8	3.22917996475538
C3orf32	3.45457956158618
AGPS	4.63488016347618
C4orf18	3.28770942089448
PCCB	8.34241206009538
IPO13	5.37712234016217
PECI	7.60906350648535
UNG	7.58292490256081
C6orf105	3.99251286092745
GSTP1	9.37609159797766
SUV420H1	7.43508497306068
ARHGAP15	3.84741975111176
LTBR	7.54851715148747
TDRKH	3.37913414549811
PSG4	3.32193332315047
SLC9A3R1	6.53257982119703
NBPF3	8.8872099223575
SLC9A3	3.48188477487047
OSBP	6.03661667140849
PRR5	4.23451691630032
CHMP7	5.97508115133251
ADRA1A	2.99346665653426
ASAH1	7.03572420988181
FKBP4	8.07264718289078
ZNF350	4.42231581693657
DOM3Z	4.99256532829688
GIPR	3.64977914985276
AHI1	4.36211920419136
BST1	4.03964166376729
NCR2	3.59211253181987
NADSYN1	4.33456900014798
UBE2W	6.43595010283822
RGS14	4.32372220256873
KRT15	4.09733036371536
SCN11A	3.6284149458049
GFI1	3.82964145114958
FHL1	4.53688071764510
SMC6	5.93337378379882
GATA1	3.67604314784566
OSGEP	5.26357882883411
ARMC6	5.39317295472999
HK3	3.50723426860409
PSMD5	5.83407691815784
RSU1	6.51801760229405
RPL4	11.9551409070554
MAD2L1	7.43420583208796
RBPMS	4.84094682205183
EIF4A3	8.9445405868555
E4F1	4.99853637339183
DLEC1	3.45374261261926
PRPF3	5.76092152123641
EMR1	3.36953611239577
CHMP2B	7.3635472786388
CAMSAP1	4.31271043447256
RPS21	9.4083189849146
XCR1	3.29994693303229
ARID5A	4.55005156951033
RBM6	5.92274299301262
UBE2N	7.4816920373718
KLF4	4.5686438782929
MGC4172	6.39301252382936
LMO4	7.00219265955667
KLKB1	3.20692119627822
HDAC3	6.36813047977995
HP	8.03784032947869
SCHIP1	4.72797444961522
BTK	4.12841509854215
KRCC1	8.19059212290668
PRND	2.94955121172314
C6orf27	3.36510280275882
PIGL	3.80178126769784
CLCA1	3.44161585911747
C1orf112	4.37025531337442
