Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_B06_451980
Composite Element REF	Signal
AACS	6.86134158057515
FSTL1	6.16431112767369
ELMO2	5.60645548061892
CREB3L1	3.52623606465487
RPS11	9.92909565553783
PNMA1	8.06455907879768
MMP2	6.40960432452232
SAMD4A	3.73657059913892
SMARCD3	6.56518972395988
A4GNT	3.94923157048093
C9orf39	3.31795464437574
PKNOX2	3.77628161387543
RALYL	3.10941494236241
ZHX3	4.85185843908054
ERCC5	7.50235764857238
RXFP3	3.07080212546686
APBB2	4.82507970202422
BBOX1	3.72900754635618
PRO0478	3.05051412581235
GCSH	10.0747520015023
XDH	3.54777638953064
EDN1	3.33454799657326
MTERF	6.40602330324132
PDCL3	6.80277587265199
CLK4	6.82487514885003
KCNG1	4.20803620210966
CXCR4	7.79789885939438
DECR1	7.73517007913387
SALL1	3.34939665099242
PTPRR	3.22734683245382
CADM4	3.25477043426339
IRAK1	7.167862947022
CFHR5	3.32655662652571
HNRPD	7.80434503637097
TMSB10	11.4366136998003
CXCL3	3.55317377258791
LMAN1	3.66505654286836
SUHW1	3.35144301694762
CHD8	6.4518433348194
SUMO1	8.1577564646075
GP1BA	3.55084916050048
OR7A10	3.52122948231769
DDB1	7.51408410887149
CHRNA10	3.71221609774408
STYK1	3.70893010241921
MYO9B	4.51707270034846
CCNI	10.6191290738669
MMP7	5.37044237463133
EP300	6.68039096759438
CRNKL1	7.32283395262795
C9orf45	3.23387694443645
XAB2	4.65272004965084
RTN1	5.0331309112958
HIC2	4.01097672027527
TBX10	3.40920108717348
CENPQ	4.11958930413842
UTY	3.08276074850053
OR2W1	2.95627280954537
ATP5G2	10.8411263570014
ZEB1	3.71191436780314
ZG16	3.70832509767424
ERG	3.6273396157936
PARN	6.99175831263903
SOD2	3.21360649888068
JOSD3	8.09245956134644
ADAM5P	3.16683809057867
CHD9	7.10488888239635
hCG_40738	4.04644594482979
STK16	4.90872849224599
PDE1C	3.93930219967943
SEMA4D	5.14645136772769
AGPAT1	6.67197776694991
TOB2	6.7308081172944
BANK1	3.57314823778368
MAP3K3	5.17294582667561
MAX	5.11591853677214
GRM2	3.70794359011464
OSBPL8	7.76618685833868
PROSC	6.52554171755349
