Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C12_458640
Composite Element REF	Signal
AACS	7.58735520191403
FSTL1	8.9941852590486
ELMO2	5.9329242458466
CREB3L1	4.05132827929515
RPS11	9.84058528416376
PNMA1	7.62527764294327
MMP2	7.74006781594597
SAMD4A	3.91515871476413
SMARCD3	8.06691184407957
A4GNT	3.53587644711092
C9orf39	3.17393952431446
PKNOX2	4.97791512577386
RALYL	3.21847913241831
ZHX3	4.75585445942883
ERCC5	7.35868406191045
RXFP3	2.82822104950148
APBB2	4.94979804136631
BBOX1	8.19879332297125
PRO0478	2.97242409946197
GCSH	7.92289095256549
XDH	3.68755466612052
EDN1	4.27928708568329
MTERF	6.42435879240242
PDCL3	7.58879136728671
CLK4	6.22626091822094
KCNG1	3.25950163055748
CXCR4	7.74344881918635
DECR1	8.80874858574883
SALL1	3.41156038078591
PTPRR	3.75608980947905
CADM4	3.16343132579354
IRAK1	9.15921862683865
CFHR5	3.14354405548537
HNRPD	7.63642006595262
TMSB10	11.8441957302762
CXCL3	4.25408054899378
LMAN1	5.51407086165662
SUHW1	3.22591258828172
CHD8	6.42275607706989
SUMO1	8.6550403043715
GP1BA	3.00149152219483
OR7A10	3.78058081589091
DDB1	7.37370658436739
CHRNA10	3.50113646038983
STYK1	4.43904330795769
MYO9B	4.45135564077795
CCNI	10.1531550719457
MMP7	10.3729754236173
EP300	6.99855772072884
CRNKL1	5.75754464438146
C9orf45	3.23181165915386
XAB2	3.89737529060507
RTN1	3.47012473549062
HIC2	4.10956957313254
TBX10	3.46362302655211
CENPQ	3.81779590312552
UTY	3.11216855475469
OR2W1	2.85077581854003
ATP5G2	10.4505648941512
ZEB1	3.89289369747309
ZG16	3.16320372730817
ERG	4.24355056610812
PARN	7.37774366188081
SOD2	7.51261798806482
JOSD3	7.82767637370103
ADAM5P	3.09413939544067
CHD9	5.9890536737246
hCG_40738	3.60341569905208
STK16	4.97600588145121
PDE1C	3.61459011114307
SEMA4D	6.08694591043516
AGPAT1	5.55260320123454
TOB2	6.29448753834475
BANK1	4.84072040334783
MAP3K3	5.14564362571442
MAX	5.60326038315768
GRM2	3.68485379056174
OSBPL8	7.59570935484488
PROSC	6.09967880187843
NR4A2	5.10540917682205
RICS	4.29323082781360
PIR	4.63168353355585
PPCS	8.80087689879265
IPO9	5.96597948965023
LONP1	7.38137739278443
