Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_D01_452036
Composite Element REF	Signal
AACS	6.34251501205504
FSTL1	8.81250235780757
ELMO2	5.04584996295302
CREB3L1	3.56103080830174
RPS11	10.1592773042843
PNMA1	8.06784183509229
MMP2	7.34149086250547
SAMD4A	4.16558144911606
SMARCD3	5.78916764745188
A4GNT	3.55797020714483
C9orf39	3.44383680154526
PKNOX2	3.85105672780184
RALYL	3.19077400526911
ZHX3	4.94849690206839
ERCC5	6.70096763473768
RXFP3	2.98149594765578
APBB2	5.68407515723872
BBOX1	3.17163280984247
PRO0478	2.88639236211474
GCSH	7.66106685022932
XDH	3.3727087305676
EDN1	3.23175029346196
MTERF	6.52598263623124
PDCL3	6.33170300702918
CLK4	6.51400883898724
KCNG1	5.4961795259402
CXCR4	5.18705344029329
DECR1	8.66540813792438
SALL1	6.85454113485375
PTPRR	3.18771889771038
CADM4	3.4843147519516
IRAK1	8.15363289480855
CFHR5	3.22868762917678
HNRPD	8.55628759595617
TMSB10	11.0904423058894
CXCL3	3.48322743437401
LMAN1	3.99145299190483
SUHW1	3.45618882438148
CHD8	5.73103121747598
SUMO1	7.97207292767566
GP1BA	3.44150695109759
OR7A10	3.50574905402318
DDB1	7.38284299346963
CHRNA10	3.35953496865167
STYK1	4.31661258100189
MYO9B	4.03968633787079
CCNI	10.4928703856821
MMP7	4.14972386532504
EP300	6.66150727569125
CRNKL1	7.0208694208378
C9orf45	3.30804886351636
XAB2	4.3958040935992
RTN1	4.81182033939024
HIC2	4.00753582604991
TBX10	3.57078660659780
CENPQ	3.86618602772402
UTY	3.11926965826618
OR2W1	2.83769577732223
ATP5G2	11.0204945795014
ZEB1	3.22826222160808
ZG16	3.37389850742438
ERG	3.75288510140859
PARN	6.08271430294147
SOD2	4.47359998052418
JOSD3	9.31435823155586
ADAM5P	3.30450590599501
CHD9	6.22636926711808
hCG_40738	3.77075834620124
STK16	5.22980017112160
PDE1C	3.72279002424712
SEMA4D	5.61861122386334
AGPAT1	5.61251330917771
TOB2	5.60518186332238
BANK1	3.94570824541463
MAP3K3	4.88651172316743
MAX	5.21236412947426
GRM2	3.6118350821653
OSBPL8	7.52255507257453
PROSC	6.1477969624646
NR4A2	3.89038563766291
RICS	5.52126746909707
PIR	6.31103094819022
PPCS	7.82982781681654
IPO9	7.28866348390103
LONP1	6.52450943377632
EVC	4.64200430328806
CXCL13	4.31432130233021
SCYL3	6.80431893865755
KIAA1199	2.70242234705967
SORL1	7.3571250889088
NAT10	7.02805831376046
CHD1	6.84444880637
SYN3	3.46566628848605
DMC1	3.64664571895041
SLC22A2	3.57213489786141
SERPINF1	9.74677159545497
C20orf27	5.59543335328357
OR7A17	3.29175920629783
RPS6KA5	5.07576866590066
LHB	3.45208812576381
TAOK3	5.13982017648617
STK25	5.86011560574015
SLC12A4	3.7022728934713
BRCA1	4.52713082917164
GBL	5.12199442884432
C14orf108	8.06643956127673
CDC25B	7.34844208179308
BMP3	3.36730502813203
MAP1LC3C	3.66312351770864
TMEM180	3.83285631724061
CRYGC	3.73507450672978
SLK	6.21808707615608
POU3F1	3.29434576076728
C20orf32	3.95667977585911
USP52	5.32396801728914
HIGD1B	3.76854629495518
BAZ1B	6.4154894418852
USP6NL	6.89085233564644
SLCO2B1	4.09406592345825
ABCD4	4.71474535351499
DIMT1L	6.75782182685337
SLC25A46	6.85870186116075
LARP7	6.73715933681103
TEK	3.43724295154919
CD160	4.09232212176665
TERF2IP	7.68884799950425
PHF20	5.81393899692403
COL1A1	6.14332061642114
KIAA0090	4.9639846369
GTPBP1	4.2409726706427
GRK5	4.92078988427566
AP1S2	7.15329333211253
RAB33B	4.08650298021909
CA11	4.39399800801128
ALDOC	5.30238498478369
NUDT1	6.06364556400705
ZNF212	5.74737831463738
ACBD3	7.90506504913713
ZNF83	5.30582741319202
PRDM2	4.69613914599213
GDPD5	4.25341471680589
PDCD4	6.19878343317579
CEP350	6.88345080351555
FOXP3	3.28930297536463
SMYD3	8.06493810069341
CST7	6.7879858308321
SELL	3.58900107216971
CIAO1	6.17899424134616
LGI2	4.76615985889987
WDR45	6.47849685114187
ANKRD6	6.5259189735568
LTBP4	3.88788018068189
PSCD3	3.46411319964108
PYY	3.19227806328170
KCNC1	3.00687425338666
SIRT6	4.03201208561509
CCL19	3.52997748840761
ARHGEF9	5.56412250322448
ABR	4.92091806035553
C10orf22	7.0359235143439
STK17A	4.97940452251096
FOXE1	3.84256432641812
GML	3.23930090284482
CNGA3	3.14535022741051
CD38	3.77501783400715
ZDHHC6	7.35328011378428
NEFH	3.25951168744031
PGBD5	6.34359942705175
CTDSP2	7.40861700899363
RMND5B	5.80301709785582
ZNF257	3.34267112149751
DUSP4	6.23185398384993
FLJ22167	5.53214127125648
EXOSC7	7.14432107368442
ROR2	4.81443763950495
FOXM1	5.23962489456027
ZBTB48	4.39108661592095
BUD31	7.72003629333647
MAOA	4.05008195969965
CCDC41	4.60805353909779
TNNT3	4.14026529647128
FBXO11	5.98122895729506
GYPC	7.02951724735762
PLIN	3.22931640956079
RFXAP	3.5172334915045
C6orf15	3.68542433600078
RNF4	7.61757642308156
F8A1	8.47406424173408
PPP1R3D	4.67400515236005
GRB2	6.47339250690757
TPM3	2.99177785788478
SYT13	3.68276596505727
EPB42	3.51011172451736
RP5-1077B9.4	4.85226250958407
EIF1	10.4413858762534
CETN3	7.89437575511046
FPGT	5.10505711120039
PRY	3.61274163836475
NTHL1	5.24281329020115
POLR2B	8.02310779421708
RPS28	11.9057296355461
GDF10	3.10267097054227
COQ9	6.61659460927963
P2RX3	2.86957153514444
GCC2	7.41709960168527
RARRES3	7.23552973440967
PLXNA1	6.33753656630258
WBP4	4.91890690030836
KIAA0100	5.96593608369785
PMF1	7.26842991930764
HS2ST1	5.14575384844953
CRELD2	7.14532270368174
C8G	3.06261603581892
CD82	5.6576599430651
PMM1	4.43825745952705
CBLL1	4.96608997963976
LIM2	3.47514710220815
VAX2	3.88491502168098
SETDB1	6.76936188420622
LRAP	3.31832462061948
GCLM	5.60810905265175
CPEB3	3.37469380013568
PPM1A	5.8571486911661
INTS1	4.08515570154030
MMP16	3.33287218095168
CAMTA1	3.77550087327667
SAMSN1	5.10782271656396
DRD3	2.75438017880891
GMPPA	5.09215498275764
C11orf73	6.80423512733634
AIPL1	3.80642572001824
PTP4A2	7.99592729708467
IL24	3.28515891786367
BDKRB1	3.24356160639970
HPCA	3.4911522764622
MLF1	5.90992475397395
SEC14L1	5.90947929353027
CHFR	4.97819538873132
EMILIN1	5.5943033019475
THADA	6.23486785183864
TAF12	4.59587288219857
NDUFS4	9.07592629246095
ID1	9.34076111276692
PIK3CB	3.72259576651813
COL18A1	6.68535557017273
PDZD3	3.17469196711783
TBC1D17	4.19100874578873
COX8A	9.63070538960306
CDCA4	6.52770237614812
C2orf44	4.59981559247201
C9orf16	7.76060037025878
ERBB2IP	8.51875771358466
EMX2	9.35537569787376
FUS	6.79164015579664
NIPSNAP3B	3.76617431933631
TF	3.1792462471006
CXorf56	5.71727719160634
CLCN4	4.14180467707206
PWP2	5.30922236637152
MMP15	3.58714823416215
MTMR14	5.79683347122215
NPR1	4.42058041530063
DNAL4	5.83007084947027
ELAC2	4.47387776265253
ASS1	6.91989996839451
IPP	4.42081759270698
TMEM59	8.68413263808202
POLR2J	8.48561265474062
SEC23IP	5.61392567093623
RGS4	3.6446492383031
UQCRC1	8.22906170215153
SNX6	7.34305311827737
DDX18	6.78057410805838
POLG	4.15296544529277
ADAM23	3.85017729751485
ZNHIT2	4.31187938716383
TFR2	3.59195690702221
NCDN	4.21341189755236
RAG1	3.56505871855530
POMT1	4.57004862150504
CYP1A1	3.24403466162508
SNAPC1	5.36338351904979
GNA11	5.41089925671534
CCDC52	2.81302577408871
CAPN1	6.62617479116093
DDHD2	7.45175732752447
UPF3A	6.53496655729699
LAGE3	5.93508445758249
GNRHR	3.07859728642278
UNC13B	4.69315596841681
TTLL4	4.90807463437255
PPBP	2.82375779812168
HTR3A	2.98490107310005
SDC2	9.10088815303504
ANKRD49	7.00896471827401
BTF3	11.0964635924600
COX7A2	10.1185214829262
SARS	8.0161963618541
C13orf18	4.37230700415883
CACNB1	3.8383663485661
QKI	5.99735721725584
SETMAR	6.8892362918732
LAMB4	3.29347249079917
MAN2B1	6.3641416031948
EML3	4.68881759274293
ACADL	3.38688671418523
OFD1	8.18325327918192
CGA	3.64411405815218
EIF3EIP	11.1391064805722
PEX16	5.58139851992787
GNG12	8.13818929008984
HABP4	4.88700357628855
CNTN2	3.44679809120779
ASNSD1	7.49744852955588
FUT4	4.58109654438646
DBH	3.47780544246749
CD53	6.1197906494292
HIST1H2BJ	3.05427292439763
TFAP2B	3.28943891698126
ACF	3.58861651368635
TMEM11	5.85463120451859
CDH8	3.13659660875848
C3orf32	3.22907666892256
AGPS	4.70463918456911
C4orf18	3.02830151562431
PCCB	6.10324490091684
IPO13	4.11396705464111
PECI	7.00659591204432
UNG	7.24270936706633
C6orf105	3.56142139115604
GSTP1	9.13235632405658
SUV420H1	8.16608721070672
ARHGAP15	3.74574806891907
LTBR	6.2898762074711
TDRKH	4.87026057371462
PSG4	3.27120539381447
SLC9A3R1	5.19115442239792
NBPF3	9.68771643625417
SLC9A3	3.82586192073549
OSBP	5.83425055778198
PRR5	4.60063877381825
CHMP7	6.00957356807397
ADRA1A	3.06613141029733
ASAH1	7.33563078237849
FKBP4	6.19933580924692
ZNF350	5.68602672568297
DOM3Z	4.64393191518815
GIPR	3.74265832450511
AHI1	4.73482774567027
BST1	4.83887883196532
NCR2	3.52112989708496
NADSYN1	4.8345480117688
UBE2W	5.8202925334611
RGS14	4.21690863998454
KRT15	3.53667586479541
SCN11A	3.51362110676435
GFI1	3.56054205199554
FHL1	6.37071547244018
SMC6	6.17263305768116
GATA1	3.44236798642955
OSGEP	6.04285349990155
ARMC6	4.4137970572387
HK3	3.35641435656159
PSMD5	6.14125960913037
RSU1	7.6605762428557
RPL4	12.1380205047676
MAD2L1	6.98889718209405
RBPMS	5.88100993423056
EIF4A3	8.54012177003764
E4F1	4.90294786510581
DLEC1	3.47994785500095
PRPF3	5.94134183987482
EMR1	2.94394585404354
CHMP2B	7.5452431881226
CAMSAP1	4.28043564043353
RPS21	10.0187199245511
XCR1	3.38281397567100
ARID5A	4.64721740759245
RBM6	5.79849167640386
UBE2N	7.5627096463486
KLF4	3.92602483555778
MGC4172	3.4955575357865
LMO4	6.64672129808993
KLKB1	3.42896684585005
HDAC3	7.06731979428443
HP	3.41066665316759
SCHIP1	8.11709596217065
BTK	3.91295510203844
KRCC1	7.79863000487808
PRND	2.91771196679173
C6orf27	3.43027694120793
PIGL	3.55064393334015
CLCA1	3.77900792682295
C1orf112	5.24963315199978
OLFML2A	3.81559105574699
HUS1	4.86580169362361
SFRS6	8.25204270508734
CXCR7	7.8073837165798
UIMC1	6.36799389234614
FXYD2	3.59532908493228
GOT2	7.59994427389044
ZNF667	3.98033659840827
TFEC	3.26275109392792
ATP7B	4.18198948555347
RAB38	7.37922855982243
POLD2	7.25644813825439
PPM1H	7.53929704155139
DCX	3.67313759245398
NFYC	5.09319896157717
ZNF228	4.61242500470376
KIN	6.29414309701173
PLSCR4	4.35723612599878
HIST1H4I	3.7523083629763
PPARGC1A	3.49760799014164
HIG2	7.00841750827511
KCNK10	4.17052933653895
EXOC1	7.28380547768419
OR6A2	3.51199026239261
ETFA	8.26383439060483
PDAP1	4.95069275641768
C19orf6	3.59971913061951
POLRMT	3.96001678466200
ZNF146	8.0388547042764
MIA2	3.1267589746233
LY6G6E	3.13793485429238
EIF4E2	7.89242061820718
NENF	5.99687272012955
HOXB5	5.13588382035675
ZNF324	4.03456995073168
CUGBP1	4.15605745441443
ENTPD7	4.13240684712075
TTC13	6.46986460804794
GJB5	3.27596433491523
PRSS22	4.18744918732529
CYP3A5	3.14751580210623
MBOAT5	4.47122383030469
CUL4B	5.42886898786941
CENPJ	3.61891284033795
KIAA0664	5.08232156707919
PITX1	3.33227794537531
PDGFRB	6.4073267690445
RDX	6.13329808427653
CELSR3	3.7993010903671
JUND	5.9308967482147
ITSN1	4.78308925963606
CHRNB1	3.83748665312601
EHBP1L1	3.38967242887545
C19orf2	6.58504069338073
FETUB	3.12366644649558
CAMK2B	4.34052113114056
DCTN1	5.73399321942261
TNKS2	7.09404562132962
MRTO4	6.3253948114515
C1QBP	5.90096839937688
TTC3	8.25624123183409
NDUFB8	9.04777593856735
CADPS2	7.01831378836768
EDG2	4.60727623786289
MYF5	3.12388884652838
SEMA3G	3.40894528252099
IL23A	3.81258882368373
GJA9	3.56423335510363
R3HDM2	7.40586870858592
C5	4.31964414698439
SLC2A10	6.53267457708298
TRIM45	4.63476663426535
TSP50	5.24966078110248
PAQR3	4.63681996578152
ANKRD26	3.92058583280548
TCP1	8.89298103389595
TMED7	7.23355926558888
CMA1	3.02067582431182
PTCRA	4.13996518331656
HCRTR1	3.70784893451272
FST	3.71534536797509
PAWR	3.73964455562728
LDLR	4.66671756889983
ASTN2	4.24597783232527
SCRN1	7.15158131313791
GPATCH8	6.30285043577665
KIF4A	6.44214445275895
TANC2	3.75220942661727
ZMYM5	4.24620419601503
PGM1	8.89892921593397
ZNF586	5.69217031572652
POLR3G	3.62257647890548
CPD	5.6472052183252
SNCAIP	4.32809622205311
DCT	3.45849285085204
HLA-DOA	3.53954080612081
TANK	6.00897582785486
RCAN1	4.02783750763082
UPK1B	3.29054117521876
DNAJB4	4.38869015863854
UGT1A8	3.19771298658329
LIMD2	4.03091410718498
HIST1H4L	3.51928950914922
PECR	4.73697391810249
HSPA2	5.82611483795056
SERP1	9.34357096445738
TACR2	3.26492803871397
NUP85	6.44701409245546
CD177	3.43051431654155
GPR135	3.25513016829958
PIGG	6.70204086093828
LGR5	5.31323651694048
JAK2	3.41593733279868
DPYSL4	3.23120198720521
TM9SF4	5.05223851125334
PTHR1	3.39428801303772
SIRPG	3.44710517674524
ZNF264	4.07110928052881
BICD1	4.57354283493875
RAB5A	7.54926317462688
FLJ13224	3.25981307405227
METTL5	9.48379056573247
HERC6	4.64142635506776
CASP1	5.39723696723109
USP9Y	2.91945184933045
LRP1B	3.03920857116444
XAF1	5.13813428074652
PLA2G4C	3.70190796718680
APOA2	3.18644782782779
SPAG6	2.99397613177785
KALRN	3.34869790184907
SECTM1	4.94586431419161
THOC7	9.45673591594634
IFNAR1	3.67640897123937
TCTA	5.87556488782283
NY-REN-7	3.12775807155168
TALDO1	9.4181647935343
B2M	11.7535504629420
LPPR4	3.16026506799357
SQLE	6.51632162361254
SEPHS1	7.49934300959533
EIF5A	5.90348839344496
FAM49A	3.70124648803762
YTHDC2	4.01525560851378
EHD2	4.03016279365457
NCF1	3.44077401426718
SPG7	5.33056899111438
ZNF614	3.54019013118348
HOXA5	6.5703055461558
NUP133	9.25012909345083
FGF12	5.02705235165797
SLMO2	8.15623108772734
INPP5B	4.55173536427362
PPID	6.808033651605
SNTA1	3.97612155126234
IL20RA	4.64844492126412
UBE2J1	6.01194244062794
CACNG2	3.04220174981795
GCM1	2.94269919449471
ELF1	7.2066736809846
TLR5	6.5543261846453
TCFL5	5.99613122707515
C1orf107	7.049162553318
C19orf22	6.42828719629847
SAFB2	5.98306596601793
MAP3K7IP1	3.86352803766833
NCK2	7.92848349615463
OXA1L	8.77012941478701
KIAA0652	5.56785722754977
KLRG1	3.44301054775624
FRAG1	6.41223942461922
ZSCAN12	2.99116940956551
PSMD12	6.93882965444133
E2F4	4.96176937765712
CLEC4M	3.53904932982576
KIAA0999	5.03525771639099
CLDN10	4.04885650845973
MGC13053	3.88928364633336
TAC1	2.74252099959168
GYPA	3.35891675014935
HPCAL4	3.32422409271999
TRAIP	4.25021672242212
MEX3D	3.96878735863716
KIAA0232	6.2803130091006
ERCC8	5.77409391140468
NFAT5	4.99423231282393
GPX4	8.5093544768391
CSPG4LYP1	3.17451048401588
KIAA0368	6.11457479363027
FBXO3	6.89771355190183
DVL1	5.65567931192579
CMKLR1	3.47740575591299
GPR157	3.31718804193649
TYMS	8.47387887714095
OR52A1	3.02429848374224
PEF1	6.35211322143033
ZNF750	5.25587572544526
ALG9	6.12604493262637
MCM5	5.82933920891487
SDK2	3.63110043572377
BAIAP3	3.87625219486828
RABGGTB	6.69258059845853
KCNK7	3.4704687270137
PTP4A3	5.23736373896099
ANKRD40	4.34515398687225
CALCOCO2	6.43711351555591
TMSL8	9.43904254680673
SNCA	4.0899464787352
ZNF551	3.71384952978111
HBQ1	3.33946090443025
ARHGAP26	3.80249319253585
GEMIN6	5.83557599333678
HRAS	5.67887292836914
KLRC4	2.79491892240089
BSDC1	4.94886704494799
DSC1	3.50265531892308
RNF43	5.25420240225031
NDUFAF1	5.71851427201945
MAP2K4	5.11402060951202
FOLR2	5.28959215257592
LYZL6	3.64593587279120
EPB41L3	3.23029036793836
TEKT2	4.34566796681144
CDKN2B	3.51914082776183
WSB1	5.7417895447878
ZNF480	3.46030115098438
MAP3K6	3.86357898458367
PROS1	3.36148080789335
PSMB8	7.52120431702347
HN1	6.48224542654588
MAS1	3.04061966002108
APOL1	3.98125578922849
CSHL1	3.41104257771394
ZBTB7C	3.04008165176617
AHCTF1	6.8152294599155
SAE2	9.1822547618615
ITGA2	4.39665429500493
AP2S1	8.66260155855128
P15RS	6.96306372382229
MME	3.42028716592517
VAT1	6.00036163418633
MAST4	5.63573195670675
TUFM	8.58345870353637
KRT33B	3.33148720938747
THEG	3.79663388322011
KCTD2	4.88073143514166
WDR26	8.7855827738693
MFI2	3.39851251242765
KRT34	3.08706896745177
NR4A3	3.34876407811078
SGSM3	4.61606058808427
ARSA	3.94495391312189
TOMM22	5.6009946293553
SOCS3	3.50713068732632
UNKL	4.206566972551
POP4	7.27976174740464
BHLHB3	4.21947682817056
MALL	3.42420576568135
SOX15	4.08378963752232
CCNA2	5.07905648918044
PARK2	3.06894060510249
GPR124	5.95630693460604
TMEM132A	6.08143630122027
CGRRF1	6.42024398306819
RUVBL2	7.53401190903117
MCAT	5.51625789392277
WNT10B	3.72992128201133
ISCA1	6.19703247064333
RPAP1	4.2498992951762
C12orf48	5.28072419360132
RAI16	5.6818320449622
RPL27	9.39144119177169
EPN1	3.65184002904105
MAGI1	3.1663339714903
GBX2	3.49741624547377
SLC35A1	7.02614550739828
GAL	4.2925093872377
SLC14A2	3.69828976260958
RDH11	7.31852819123802
ZNF518	4.16401444063777
PCYT1B	3.30248971737791
AUH	6.54897673137855
EIF3H	11.1037262562650
KIF1B	5.31136556048497
MBD2	4.51015580150833
AMOTL2	7.00453664128272
C6orf120	5.9266542341735
PIGT	7.79263859724015
PSRC1	6.12503360888101
PLA2G10	3.46896217968132
ALAS1	6.8899686264939
FOXO1	6.68653076909705
C17orf62	6.66217037890168
KIF5C	4.64455110746552
DUSP10	6.03336720981188
CRLF3	7.06850933226267
CLCNKB	3.33230021142958
PSMA5	8.75909506294605
FARS2	5.66503083684572
CCDC28A	6.00506852989169
AMPD3	4.67490741744197
PIAS1	6.46142049286837
ADCYAP1R1	3.36754232887182
TMEM134	6.83177508761008
CDH20	2.98081020993449
FBXO7	7.95110236708974
FLJ14213	3.27222611289287
ZNF3	5.86249491120709
LRRFIP1	7.06761062435175
TMEM49	7.3001923623471
CNOT2	7.95755110591534
CBX2	2.96445033756865
ZC3H14	7.03978655676312
ALDH5A1	5.17215736627111
HNT	5.56851434588344
SERPINA4	3.29589348115131
FLJ20920	5.66708359811406
CRTAP	6.19788257812091
DDX50	8.57949997830147
STYXL1	7.05966446070726
TK2	4.92967541352485
BLVRB	5.57319239549375
STMN1	7.0885095727477
GUCA2A	3.3928752593955
DPP6	3.26683928703303
GALNT10	4.03444367645392
STK39	7.85612932146074
MMP24	4.1492258258565
CKS2	9.0509232522025
RHO	3.83536058567320
BANF1	8.96626472143206
CR1	3.16301219118022
RPS6KA2	5.46308003809989
HMBS	5.71233198558196
C20orf112	3.88125542086856
SLC25A24	6.7658190360226
MRPL22	8.4465998513242
SLC25A15	6.2862930784743
GADD45B	4.91677815432504
TDP1	6.49324125315221
ZNF287	3.82496786638833
DAAM2	4.96869482643822
C11orf57	6.67249202923222
RFK	6.60447642623243
ZFYVE9	4.20929821963969
TCTN3	7.52006266930392
STCH	5.87297522262152
LOC283871	3.46400460531258
NDUFB3	7.76358581808627
DEFB4	3.47820958638096
FPR1	3.61158623647506
FMNL1	3.56829862599824
SEPT7	10.1060747010346
PTCD2	5.16018611487395
GNLY	3.33417028920083
GRAMD1C	4.96923394296141
ZNF165	4.12388821520705
TR2IT1	4.51038703269824
ARMCX3	7.94181302593108
NDE1	5.59563390069341
MAGEF1	7.56443689094059
ITGA10	3.79419105046643
ARHGDIB	7.83899709370372
FSHB	3.96805915524445
ANXA2	9.73534457284461
HLCS	3.91953359211742
MCF2L	5.78233519446294
AK1	4.89389140731554
FH	7.22395367010813
LGALS2	3.47694022111618
SYNPO2L	2.75407439388692
KIAA1045	3.4443505527082
C1orf183	4.25545725239765
MAGEA8	3.12047915824953
DGCR8	4.63536253529858
GSR	5.68013950309275
NEU2	3.34188416330379
HIST1H4B	3.76310191370511
CACNA1C	3.39171099917248
FAM20B	7.13598759170086
HES2	3.09309867693375
PDCD6	8.6739310969563
INTS7	6.04580831163946
AMPH	3.49399454763697
UCKL1	5.88160177637779
ASB4	3.02171317793523
C10orf97	5.58596675909972
ALDH1L1	4.20516233560186
CCL23	3.0643635270475
OBSL1	5.43114291724233
SLC12A7	6.59687014569455
THAP4	5.68772487129491
RBM4B	6.48526697272492
OGFRL1	4.32850524349225
KIAA0831	5.41438278477299
C12orf11	6.69295097662615
PPP1R15A	4.12334643966943
KIAA0240	5.03393426918193
CD1B	3.22345129837154
FCGR2A	4.62367690639581
MDC1	4.55964794108072
MAN1A1	3.51435769687419
KRT9	3.59953958091481
HTR1A	3.3574705244877
OCEL1	4.1611484941597
ATP11B	6.67183667702642
NLGN4X	9.07109667470494
FBXO34	7.49900096735547
ALOX12	3.5318340404207
RB1CC1	7.05526720784416
PCDH12	4.44524955619802
RPE	4.91610095808201
EIF4E	6.13917004208976
CSDC2	3.60986531446294
ABHD5	5.16578031015312
TMBIM1	6.40345951348563
PET112L	4.4719972617397
P2RXL1	3.16392064844278
F2RL2	3.36773534023741
TRMT1	4.91455630479828
IMPG2	3.68134748445631
LRRC32	4.54195339130116
BGLAP	5.97890383577893
HTR4	3.40344729096114
MRAS	4.56965793422338
TRAF6	4.89949577593364
AXL	4.70108675696779
ATP2C2	3.86698795882134
LMNB1	5.29392104583453
TELO2	4.56486747812966
PNPLA3	3.6311376357876
CSNK1E	6.87055238895664
SRP14	10.1580012631696
KCNQ4	3.2009366096352
PIK3C2B	6.84329983674682
C15orf15	8.66073334239894
TUBB2B	3.25345121860198
USP15	5.29718832612354
C12orf41	7.66028560712355
CEND1	4.00231165762342
