Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G01_491276
Composite Element REF	Signal
TMED2	6.46947600576283
ANG	4.01985520879142
RCAN3	3.51237421310671
CINP	7.37214981685443
U2AF1	9.21756209797376
NMT2	5.191806849011
OSGEPL1	3.80552583317342
DFNB31	4.21366700979714
MARCH7	6.38324601672018
SLC6A20	3.45920508406682
PFKM	7.43150704098124
SGMS1	7.55484479770459
DKC1	7.58947696857884
MGC5590	3.0782058716785
CREBZF	4.50142782235378
DAZ1	3.55526842558114
RIOK3	7.42586819620363
PRPSAP1	6.59135992338805
GCHFR	6.3617303112692
LOC196993	3.50582281814784
UBD	5.97216042180252
ATG9A	6.36081976339791
S100A1	8.2636302599814
RPL6	10.9448274975326
TMEM40	4.05878466169193
DNAJB6	6.56663801116493
ELP3	5.13823554632327
ZNF787	4.54848998830873
KERA	3.18478274589594
PELI1	6.6194449114177
PPT1	9.09846024366699
SLC35C2	4.67057748355671
MT1X	8.95062272661943
UBE2B	6.76565375344883
KEAP1	6.46475250613293
MST1	5.4848017559633
MUC4	4.68833825483634
RFC4	9.05702626283444
BCL2L13	6.84662656701386
GNB2	7.11258061079149
NUP50	4.80328272422951
SULT4A1	4.00911597214357
S100A8	9.83115403329513
C7	6.00005537735074
CCDC130	5.76334469674428
RQCD1	3.71514549564315
AYTL2	7.62914803000105
MTUS1	7.17394303062948
ARFIP2	7.0242387865704
UROS	6.15814229637785
LEMD3	7.56508754773974
PLEKHF2	7.72182963170823
KHDRBS2	3.44581356384339
HOXA7	3.91218280410188
POLQ	4.47650358396761
GTF3C2	7.26967217521896
SOAT1	4.67035834356756
SPAG4	4.71909934856996
MRPS30	6.98581406129751
MR1	3.86906946467977
UBE1L2	4.71576398353257
F8	4.53317298330540
KPNA5	3.06802116609674
ACHE	3.21582461119018
TNFRSF12A	7.64022474299023
EGR3	5.7162380653179
TCEB3B	3.38291566730392
ZNF184	4.21355102831094
OASL	5.13086839557953
SERPIND1	3.22541589991209
IFRD1	7.3022487234106
SPINLW1	3.09546350528890
KCTD9	6.32774093954555
PRR14	6.7803688533289
ZNF267	5.76094181914896
PPP1R3A	3.33003838396395
ZBTB6	3.30100643609859
ACTN2	3.63020134607686
TXNIP	8.1036740785114
NUDT3	5.28008697762385
DFNA5	4.4014314987519
RPL36AL	9.78040740339555
KLK15	3.29348189266401
RAP2B	5.7914637949772
CHAD	3.7081021427591
HEBP2	9.28125768088634
GABPA	3.86425275133307
CAMK2G	5.05461839346317
TLR3	5.25916885186867
FGF14	3.20324463347318
HMGB2	9.99381879144573
POLB	8.03797133228511
KIF3B	6.8532521518447
C3orf27	3.68457977582117
MTMR9	6.27881382710132
SEC31A	8.91759024298167
TRIM58	2.98413036028542
TAS2R14	3.34882917098230
NSDHL	5.7652742601819
GLRA3	3.03747406158603
VPS8	6.93856389187633
H1F0	9.0862199843173
PRKCB1	3.90094242655465
POLR2D	4.78605670403726
UGT2A1	3.02209244517219
TOR1B	6.93804604363088
LSS	4.55582402178403
TOPORS	6.22248863013713
HNRNPC	9.05506045994368
TMEM100	4.39795567698416
DHRS9	4.94265248755236
ISG15	8.13204592926834
DNAH2	3.77698485275795
ZCCHC14	4.51031615793822
FXR1	8.29808340984403
ZMYM3	7.36156340043009
CREBL2	6.01452725175702
TGDS	5.40451740962588
CASP3	6.01364060810255
FAM120C	3.56993172765443
KCNQ1DN	4.01416063635196
SCLY	4.38116335333046
CACNA2D3	3.32079903425021
CA7	3.55095610656265
ENTPD5	4.58694169470633
SUCLG1	9.03550373499439
PDIA5	6.68778092569255
KCTD20	3.40937086461106
WDR47	6.09487600301973
KLRF1	3.02168420791546
MAGEH1	5.63513366133927
PRPF40A	7.3543134206092
SMR3A	3.25657814151335
TAS2R16	3.00753411518237
SPINK2	3.48832413309910
NPY5R	3.10901888447933
IRF4	3.66462501147101
PRKCE	3.56480678741913
ITGAM	3.79735409169575
RGS2	5.69490142021593
DDX19A	5.37560743416015
PDPN	3.90319065892629
TMEM34	7.51006547241863
MST1R	5.17137641617101
MGAM	3.67645395282498
COL3A1	7.75087777135776
PTMA	12.1657534800786
PRDM11	3.43441978153549
NAPA	6.64465462870504
DIRAS3	3.99041017614668
LIPF	3.34450708927069
PSG9	3.36219440125695
ASGR2	3.32500508930109
ARHGEF11	5.01248166598587
PIK3R4	5.06920127407362
IVNS1ABP	7.88856777818923
SIGIRR	5.73005265717773
BTBD3	8.74085684940459
UBE2NL	5.62023761544055
PPP1R2	5.73872809602203
FOSL2	5.05968640755668
IL1RAPL2	3.67807751603571
C4orf30	6.16339216666828
TUBA4A	8.29914092721416
SEPT4	3.53864435442031
SFRS2	8.8406343587637
EEF2	10.7875350518088
ZDHHC11	4.67385887041185
HNF1A	3.60360155805003
EPHA3	3.08228599142891
PRDX3	9.22452681707705
P4HA2	7.95856333510456
RFWD3	5.08795402101123
RBM12	6.45218907264445
H2AFJ	4.56132710614146
EDIL3	3.75868914017769
LOC200383	3.52780258234925
SERGEF	4.06439477763481
B3GALT4	4.54863520542222
SMC2	5.87683578326603
LOC90925	3.18714921498983
NPFF	3.59415121719519
DEDD	5.21875936073637
SCYL2	4.19867119423129
PTPN1	5.76628696420747
ZNF174	4.45214708563425
MYH14	4.5449107971492
CCR8	3.53599601437433
SKAP1	4.28109916984431
GADD45G	5.17557056493395
PILRB	5.56707862188634
IFITM3	10.4282227797312
DNMT3L	3.72254365430875
GPATCH1	5.87551614350188
VPS37C	7.89768844352631
DSC3	3.41066134864488
TBX4	3.26272099073903
B3GNT3	5.02369953985087
LHCGR	3.13121594648746
SAP130	5.64100368791212
UBE2S	7.31934935388236
CNR2	3.94608999478192
PCDH1	4.32234258232201
ATP6V1B2	7.69094324144592
PLCG2	4.77357036077582
CAPZA1	9.57617118950678
GLRX3	7.69423204315871
HRH3	3.44460318947907
KIAA0247	7.08592072907003
MGC15523	6.63408094945955
CRYGD	3.33565803922439
HTR2B	3.21133461415298
CCR1	5.35347638865903
NUS1	4.18571238014206
DNAJA2	6.5459582762799
PGRMC1	9.56198440897488
UVRAG	5.73511697265525
ITGA2B	3.40698723149506
CLDN5	3.79859559703296
PTPRN2	3.41580700237793
PSAP	9.00353232339532
MYOM2	3.74110577118917
CHM	3.13796814604835
CCNL1	6.87987739102035
FAM105A	4.48946923698929
LYN	7.40905266123795
DUSP6	9.13794563902984
TGFB3	5.67485904802161
PCDH11Y	2.81288989600572
NAP1L3	3.16407292335537
ELK1	4.88163650069965
HGD	3.45984269241144
C10orf57	5.16660045638418
B3GALNT1	3.92041146676382
AARSD1	4.84976768019553
MYO3A	3.30406675962794
SERPINE2	10.1680873626247
GDAP2	4.30470600543673
MAPK6	8.76831549266405
COX6B1	10.4857573399631
DNASE2	5.702845679615
MSH5	4.20075884724211
LGMN	7.25345525826968
TCN1	3.61583345697764
SLC24A6	4.92139950461928
TATDN2	7.42387697247478
SDCBP	9.89389760843905
NUDT11	4.14881060988083
LILRB1	3.57758314674801
PYGL	3.76391379998858
P2RY5	4.71471779316397
SNPH	4.21146057729162
NUCB2	7.35526922300794
B3GNT4	3.91087865314975
SNX27	6.60014408181009
C2orf37	3.19827176855291
MIZF	6.0000029237021
FOXO4	4.35893552450933
NUBPL	5.05100210860364
NOD1	5.21153038703033
ID4	4.48634317905066
CDH22	4.53246995840180
PXMP3	6.64020554260575
SOX5	3.434292637533
NUBP1	6.10385861283747
DSCAM	3.8971730714412
INA	3.62573838023813
DGKI	3.24506882970571
MCOLN1	3.79572241706187
FAM136A	7.81611589253928
RIN3	4.33733389082237
NFIX	3.33883171013821
SLC16A6	4.92054703613967
AKAP1	5.46849701921778
PSG2	3.42748382847104
HIBCH	4.82024169058189
PLA2G5	3.12628240814311
TIMM10	7.02485373511168
MED17	6.49278813427946
PSORS1C1	3.18453745613294
KIAA0495	4.88319422133267
LPA	3.33193585187407
PIGA	6.09719145805949
COL4A4	3.43591132744088
LY75	5.70037071175948
TPP1	6.24734156725041
UTS2	3.16054175456844
GJA3	3.62124166373807
GALNACT-2	6.08595848369498
RREB1	3.51336027142061
TMPRSS5	3.83097741020646
MGC3196	8.58696951743169
FLJ31568	4.17605487489717
DNMBP	6.99394962173842
LPHN1	6.75745674861659
NQO1	6.47399626509974
ZSCAN2	3.24525209799905
SP1	3.87183278066852
TOX4	5.58415751202994
SEC24C	7.68339152695785
HSPA9	8.60842336350379
APOBEC1	3.27046957239162
SURF1	7.68981982470556
LSM5	7.83698936821282
ZBTB1	3.75711752655482
GTF2F1	5.57269860761358
DUSP21	3.10209024221203
RPS15A	12.3977380782351
TAF1	4.65168721274932
GINS4	5.07313100732545
MYO15A	3.37277115816095
AP1G2	5.46774807293606
RBM42	6.07973606896734
HCN2	3.68754590972781
UTP3	7.75018193296541
HNRPA3	6.51600835908503
CKLF	6.71030270832761
U1SNRNPBP	5.66147889676985
FLJ20674	4.43168466940273
RUSC1	8.45123891182292
MBNL1	6.36606002632386
NUP160	4.51466012463767
GRIK5	4.7328656926583
USP21	6.5654009117076
FLJ22639	4.34229431419763
HAND1	3.20651361537431
ORMDL2	8.50855149792455
SERPINB1	7.74808769156474
FGA	3.26998841996395
PRSS7	3.26349143465769
IGFBP1	3.05662266711797
SLC1A1	3.99650995162495
DHX57	4.53462181691552
PSAT1	5.83364234163759
FLJ13195	4.94872172573745
GDPD3	5.32618902998104
PTPN21	3.64337896218607
TBR1	3.10457571988934
TBC1D1	4.57552182035615
IFNG	3.50385605968718
FOS	8.15615561768155
IQGAP1	9.04597091155158
ZNF226	4.81383666487437
EMD	5.89441840768145
RETN	4.04911351736365
APH1A	8.64557785038184
C14orf1	5.15166290605324
PUS7	7.29838216050323
PAFAH2	4.19481485543252
NPEPL1	4.82992969814777
RP11-114G1.1	3.4650131830869
TUBB6	6.66668333354075
FOXL2	3.37997942295612
LATS1	3.6233274957682
BAZ2A	5.70411377124684
KCNQ2	3.25490851586683
SPOCK2	4.90724479052464
MARCH6	8.13304748927179
MGC10334	5.7955859892865
HTATIP2	6.1125457735422
CENTA2	5.36129432145362
FGF2	3.6712217438442
FXYD7	3.4685094486449
CCDC33	3.47386810371685
PRODH	4.12906427774178
DDX6	3.81661768929011
SLC43A1	4.12821526810418
NTN1	3.49595625013287
ING4	5.65215053778633
DPH2	4.94768214630116
ZNF313	7.38157859524449
VPS28	8.50301069475724
FCGR2C	3.54015713373377
DIAPH1	6.60435731152117
CEP76	4.23134161047055
CORO1A	5.12778262692434
TRAF4	4.47629900001851
ZNF460	3.17398419108172
RRM2	8.47497746774229
EDG4	4.48113375384253
OS9	7.63404914456668
SLC4A1AP	6.72861818492168
COG5	7.65997575607599
COPS8	6.61153524651012
NGLY1	8.06180921787777
AKAP9	5.20009997773597
NCBP2	7.46625399249775
C17orf42	5.35955574563061
GPSM3	4.51063995596961
SLC20A1	8.22887944724742
SIL1	6.15562227610677
LDB2	3.88379094696591
ASB6	5.92790371088124
KLK5	4.99917829090406
SMAD5OS	3.33111608222734
UNC93A	4.00737071798275
SPTB	3.96577750440213
EFEMP2	5.22111963067839
EFNB2	7.91921286832549
C21orf62	3.05203182650473
PCM1	6.87359646423119
FMO5	3.52762089383249
TSG101	8.7757480078598
CEBPG	6.56194549883448
GTF3C4	4.86887143160036
ABHD3	5.95203992344021
TNFRSF1B	5.29655302130529
CLEC1A	3.78575895720991
IQSEC1	5.62658478124356
PIGN	4.23879233387196
PATZ1	4.42926089085839
RBM22	7.59861537499589
AEBP1	5.26421134752393
BAG2	3.68448164855559
PAQR5	3.45811782363012
C9orf127	5.9686061551635
THNSL1	3.84887266299272
ANKRD2	3.61964360397091
JAM2	3.99000811306798
SNRPN	3.25660837315049
ALX4	3.46883444015629
FAM130A1	5.99952946473432
CACNA1S	3.5439484353765
TRIM38	6.38865626625994
CORIN	2.87183700977576
TMCC1	4.84228521185146
PCLKC	3.55053954745689
PLEKHG6	4.49257875702253
LRRC40	7.75313705862745
SMG5	6.45590335198778
NCAPD2	8.0341484336186
WNT2B	3.38644655241602
DCP2	7.53695326272136
ASNS	8.00801017134856
MRPL49	8.57706630429307
TMEM24	6.31454148058308
RPL18	11.5498112193466
SMU1	4.33863180058238
ISG20	5.2533340633177
CASZ1	4.36051411036361
POLR1D	8.48881481061811
GIN1	4.75457591239106
TMEM177	5.29795331648706
CDKN2AIP	6.9477153160233
KRR1	5.8613914688048
CXCL1	5.58957800348607
C1D	7.1347289975186
EPM2A	3.82094154802809
LDHC	3.46282624909439
PC	4.21153513991099
PDZRN4	3.13393597985285
FAH	5.37415954020075
UBE4B	4.33492560508521
NIT1	6.8969868939461
CDC2L6	5.23294769777259
BTN3A3	5.10460803091292
PAX8	5.41297149794674
PRO2012	3.26308089772795
BEX1	7.10034071752962
COMMD3	7.60437823931933
MRPL40	7.5075873087205
SLC2A4	3.6905958973852
SHFM1	8.58124081542534
PKMYT1	4.52831090230884
FEZF2	3.56530746755755
DUT	8.59448156815619
LRRC59	7.9933250701016
LY6H	3.26722246201743
MAP2	3.57705223953328
LYL1	3.78629854693279
EDEM1	6.0627453021831
NOS3	4.19184042623848
ZNF34	5.04216383471757
ADH1A	3.10687072114655
CYP11B1	3.23754871796832
CDC73	6.16120632416722
GPR172A	6.65487897901419
GSTM3	5.38599467468634
C19orf54	6.85248760046495
KCNA5	3.61101049672511
FLRT2	4.25551315186311
WRN	5.97691429119362
ANAPC5	6.63716623483118
SDF2	6.27886244991817
KRT8P12	4.13864381827977
DZIP3	4.28582422901813
C15orf24	8.7215362681566
NFATC2IP	6.91723020086403
RIT1	5.48586037941985
RHBDF2	5.64265450757941
SCML1	6.80346089811534
MED9	4.09700237053489
RAB13	10.0106762938001
FBXW11	5.91849059229231
ETAA1	5.97850291685594
C14orf131	4.70495541688777
SLC12A5	3.86656912757977
PHF14	2.91856693048792
NRIP3	3.57685808572417
TMEM121	3.74020115326733
NOS1AP	4.50412152920135
FAM3A	5.80153016579264
RPL13	11.7199476485601
PRDX2	9.81261800352335
SAP30BP	5.52678516606294
WDR76	3.88414750346034
PRMT3	7.09202558192539
TRIM10	3.76598399625866
FAM82B	6.03687821684905
GCNT4	3.11171881799449
MAP9	3.90187816617634
GPRASP1	3.94593930691177
CXorf36	3.65131024777451
CDKN1C	4.04918748621493
DSCR3	4.7762797059804
ZFAND3	5.17545406877622
C7orf43	5.2796489762564
HSPH1	7.52111096193081
SPSB3	7.38725073936597
AQP1	6.06759979313172
COL17A1	3.68898914249909
GFAP	3.59994155059306
CDC16	7.40559296717208
KIAA1614	3.24548727996512
PRSS16	4.63267787548421
KIF13B	6.91314352274837
PCDH9	3.29389930177850
MKRN3	3.67583140360672
ADAMTS13	3.84602507798547
ITFG1	8.15170470708748
TUBG2	3.54833464272937
TTYH1	3.87883383869424
SFRS7	9.05212787390301
C3orf18	5.0717659407304
FLJ13236	3.77690074315746
C18orf25	4.20237555877231
EXTL1	3.57112316088197
RANBP10	4.34935858294475
RARG	4.43545853165307
MYO7A	3.77620750536159
SFRS18	7.55933355831427
CD96	3.34976715452029
ACVR1B	4.49234294204877
DENND1C	3.53647904588766
RBMS3	4.04894295899679
SLC41A3	6.30356686427759
PSMD1	8.54516257266572
DGCR6L	2.97703521784381
ILVBL	5.38925911643161
CSNK1G3	5.70798623048695
RNF186	3.63041489450098
IFNGR1	6.5078017765161
MAGEL2	3.95564316814817
TSPAN6	8.86380184437385
SLC29A2	5.64960484680407
MSL2L1	5.56659690385571
MATN2	7.79970404634598
ST6GALNAC2	5.16028799898663
RBMX	9.28073537776833
MPP3	4.03974958198892
FGL1	4.33947232201626
PSORS1C2	3.76695031866927
RAD51L3	4.02941614401139
ARHGEF6	4.71453240206398
TGFBR2	5.21288358278931
ORAI2	4.15442721496665
CDC123	7.77916246685528
IL33	3.09315156102284
DEAF1	4.67289640310045
AMN	3.50636472952542
MSLN	9.27938018836803
DEFA6	3.2766248124041
WWTR1	4.42867491304861
COBL	6.02907486789918
PPP1R16B	4.42087142115290
CIB1	8.31727293336898
TSSK1B	2.97954198684172
GAS7	4.71089795347796
MDN1	5.94683293793556
HAAO	3.60926814344844
HLA-DRB1	10.2762108955307
CTNNAL1	8.11521609766787
TLE6	3.30370578791790
CIT	5.37222741610878
TNFAIP2	8.85346081188652
FOXN1	3.21200871565854
HERC4	3.65938558166666
DRAP1	6.4332735535255
PEMT	5.59335362051328
SLC38A1	8.95275999542969
ARHGAP6	3.59379549272612
PHF20L1	5.16296042444549
MCM3AP	5.0864077365081
MYO1F	4.32875668069582
RAB11A	8.9511862499758
PTBP2	5.61405748227437
SNX1	5.65311698844547
CTB-1048E9.5	5.55874113291149
C19orf60	7.33519201258435
C7orf25	5.13346381688232
ELF5	3.25710667199621
HOXB9	3.46511983273687
RBM8A	7.16034647906386
PARP3	4.48320221255857
ITGA9	3.96799110636182
ZFR	6.59855858628545
VANGL1	6.30880423059061
FLJ20699	4.84186212084429
ACSL6	3.00803599670932
CHAF1B	4.94637293836303
NDUFA3	9.51428147796562
FABP4	3.15011014615850
KCNB1	4.67223918403359
CANX	9.38635747764586
SLC25A28	5.61791815189512
SHARPIN	6.90154419437163
ADIPOR2	8.36777972386792
TTC23	3.95281481709374
UGP2	8.58051264539169
ECHDC2	6.78025139443752
CIRBP	8.22088280342431
SEC14L4	3.680056959948
SMA4	4.42447630693057
FRZB	4.50884136636368
PABPC1	11.9263675773811
APOBEC3G	6.41284154522769
CUEDC1	5.2566347173463
CLDN8	3.18629487349493
VPS52	7.43313726459177
LOC23117	8.7080387659041
FAT	8.53671131305833
M6PRBP1	7.16651725218269
PPM1F	5.2694173601939
TSR1	6.30048886125565
E2F6	6.54465909558908
TMEM126B	8.37356030220918
ZFHX3	4.86312351769621
PCSK5	4.22915722269983
HEMK1	5.44996950372994
GIMAP5	5.28602242254456
DPY19L4	6.23782599617134
FAM77C	3.46657961688899
CTPS2	5.99631986898455
NDUFA9	9.13423437236583
SCRIB	8.23185574124991
AURKC	3.83053222796444
LOC51035	5.76963498991768
RSRC2	7.26636607342298
ORM2	3.34109283826797
FAM115A	6.45257519527558
EGLN3	5.31976596067257
FZD6	6.65854927842965
PITX3	3.59330939164941
GPX3	6.86021745483553
UNC119	4.83062671013642
NOV	4.44026887426431
GRM4	3.47630604659464
CABC1	5.3623704701556
KLK1	5.49924287542092
GPM6B	4.05942087776828
RRAGD	7.5833873119228
EIF2S2	7.49057450773465
RNF130	7.98342247509196
CKAP5	7.48843483511128
UCHL5	5.26134589568076
C10orf18	8.09606396258764
TMEM93	6.59914976083639
KCNMB2	3.79572945111449
AIM2	8.27006643631063
PNO1	7.01577760674002
ANK3	6.41401328008427
OR2F2	3.36495484430859
GNAT2	3.45975365929212
KRT5	7.92851060433898
ST13	7.80349913167895
SIX1	6.5673192464989
TIMP2	5.79457094608166
CDH12	4.62246611069511
ZMAT4	3.22777676906762
QRSL1	4.86781884825486
CCL15	3.59010089462873
GTF2IRD1	7.32184278897053
CCDC22	4.6129805017513
SNX24	4.70138822133032
RARS	9.30336813980958
MORC2	5.52404809152938
FAM48A	5.79288172180195
FOXD1	3.81992373585027
COX4I1	7.98607846804585
DSN1	5.50106841075459
AMT	5.34560070094737
GPRC5B	7.55745353461416
CTAGE1	2.99036836472915
DTWD1	4.64874574038569
STRN4	6.24587964817641
KITLG	3.07357479276361
HSD11B1	3.78135751214505
HDGF	10.0353852619681
KRT6B	4.08984790692729
SUMO4	6.75696925719198
ARID4B	5.553585470744
SATL1	4.83209189048924
SETX	5.64998302480938
DDR2	5.38629524045857
KCTD12	9.3791235664774
WWP2	5.15793143506864
CTSH	8.4796788860886
FASTKD1	6.44840836418698
PAF1	6.16179156873666
IFT57	7.77412870746005
TMEM2	5.63380387980428
ZNF592	6.05699303369594
TNFSF9	3.78396359362007
PPFIA4	3.59258067412962
CFP	3.85472773545601
DCTD	7.3782809628513
CNIH3	3.52315308788607
MAP4K4	4.91076842653257
ROD1	4.37910756556115
MFNG	3.52356458813692
JMJD2B	5.50910773287446
DOCK3	3.98647702715914
STX16	6.20882122345241
ALDH3B1	5.4946600559295
THSD4	6.54546638929076
DLAT	6.58571111891945
KIF21B	4.69665526809457
FEZ2	6.27584771524577
CDC5L	6.34187520733577
KCNJ5	3.62516915374945
LMNA	7.60486537529987
TBCD	5.65090109154494
ZNF250	5.34066224571538
CASQ2	3.78549427502489
PEG10	6.09671386783785
TPSD1	3.3321694788224
PRAME	6.55910210361052
NP	7.09183420231224
ZNF12	6.67534590004197
XTP3TPA	8.25602378253204
SIGLEC7	3.4879087102743
FAM70A	3.04618113140487
PANK4	4.80848042876225
SNED1	6.83765978663812
HIP1	5.37610007900541
WNK1	8.17352129701273
AHNAK2	7.85385958083678
FLJ10490	3.99573696516433
TOE1	5.68743378048936
RECQL4	4.67521967896686
PPA1	11.7769898710755
DPAGT1	7.10727215888332
HAS1	3.86464033174119
ST7	5.69399935153269
MAGED2	7.65820102071973
ANKRD55	3.81885597073412
TRPS1	6.62321629175989
POPDC3	3.73005359034449
ACOX2	5.09116191335069
TFPI2	6.03997024543902
CYP4F11	3.26427034554352
PDHB	7.28995456245158
ERN1	3.62203069948306
LHX2	3.53459213500089
B3GALT1	3.39123204976801
ADAMTS5	3.94565851056942
NOTCH3	5.62293500561195
C1orf116	4.48188120361102
UGCGL1	4.60002823970357
NF2	4.00390645177737
POM121	3.62095674922621
CLPP	6.83842175055616
MTMR3	4.36120448341685
ATP1B3	8.89524770789216
TMEM16A	5.26991196840908
HIST1H3F	2.86315566411872
TRIM25	4.03272124670360
CRKL	5.43949891159709
HOXB2	7.64972039344212
ANP32B	10.6623508858631
NUP62	6.89700028549047
GATM	3.89165031672206
AP4E1	3.35853463883938
RASA3	3.18507776469810
EDG5	3.45929602739772
CDKN3	7.61368786315926
CDH4	3.17563923996074
PGD	6.50823666238566
TMEM168	6.93638821823744
RND1	4.23286398937617
GAD1	2.92625653686114
MPG	5.92374067770543
ZNF133	5.70150064612116
LOC440350	4.50682776622085
FJX1	7.40612389120305
CLCF1	5.20162246540465
AMELY	3.03082303420694
PHTF2	4.60593678962282
IGSF2	3.55828955890321
TFF3	5.75381393107607
NDFIP1	8.873071285166
IQCC	3.70309754897997
CUTA	9.40977897392825
HEYL	3.77650150697701
FTSJ2	5.8213070683537
APPL1	5.84287915271347
TNR	3.4051397747629
WAC	7.54945496695637
ADCY9	5.65121749688394
PYCRL	5.72332128557999
PCGF1	6.69268775296645
PTPN13	7.34756095189649
AGPAT7	6.36102238021916
SSTR5	3.63098449862559
CDKAL1	3.38115833536823
PDYN	3.53952625240218
SFRP1	6.50922990178676
VAV3	7.2562311521273
MTMR11	6.18827477090756
SUOX	7.6129093192008
IDH3B	8.03208878667028
STXBP3	7.89333171557972
EIF3G	7.57969665378316
GOLT1B	6.44974890773395
ARHGAP22	3.53501937697130
NPFFR1	4.46797525957694
NPC1	8.06860953680356
ALDH9A1	9.37513530745289
ICAM5	3.27107912491152
ADD2	3.78938857060191
RASSF1	5.50724769974378
PITPNB	9.46192302699617
PAPOLB	3.26015848508107
URM1	6.58796608728289
TMEM106B	6.40244352034908
LRIG2	4.13728746609331
SLC27A5	4.6155562277752
CDKL1	3.73329042889341
PRODH2	3.65633996997316
SFRS11	9.46243324971323
IL7	3.00600207465471
SCN9A	3.10948508620892
BTG3	9.16478051448845
PAK2	7.32698692466702
ATP2B1	5.41585225195915
GATA4	3.86820029000329
PRKAG1	7.16820919985846
FAM64A	5.01901375866838
ATF7IP2	4.89984819604297
EEF1G	12.0692814326090
INCENP	3.71225546286343
SMAD5	5.67674877347225
GARS	9.6038732856323
CDK10	4.25788055066702
HLX	4.57723749140251
ELAVL3	3.84354712789834
MDM4	2.99176851771188
GNL2	6.88192761072649
CDX1	4.72201867515093
PFDN2	8.48747182324289
ZNF200	5.16075792711647
NDN	4.21134085315221
PRR3	4.32925559078808
HBA2	5.95358742990771
FBLN5	4.56725494457435
PUM1	8.1533131266673
CCDC88A	3.14500979816629
TNNT1	9.50544014849703
KLHL24	6.85689223074168
HNRPH2	8.17259765711373
RAB7A	6.82521026304363
SGPP1	3.26787981093289
PMS2	6.66854343277624
ARNT2	6.32511450766338
CBR1	5.82078509065515
ITPR3	6.4256306953372
BIRC3	6.100100858337
NRSN2	5.52589615941937
SPOCK1	3.70596811774743
H2AFY	8.70443866771176
RXRB	4.427038229276
ZNF638	8.15603569089877
APBA1	3.62488902881467
RAB2A	6.52694774307572
ACTN4	7.92878472982286
FXC1	4.97894126897242
C6orf162	3.59557551490875
HPSE2	3.70570166978408
PLCE1	4.26518593751361
INSL3	3.36316732792601
PTPLA	4.92773438589395
EIF2B5	6.93852153761344
DLG1	7.10158365624418
PINK1	5.17043077108115
TFIP11	6.0396806491105
VPS33A	4.15086102068148
SKIP	4.7619385012424
GRAP2	3.07465287594205
GAPDHS	3.23426692681097
POLR2G	9.19879572048721
CNTNAP1	4.75061652630396
PSTPIP1	3.76620364425190
CYP26A1	4.11913981653738
APOL2	4.45714663093933
TACC2	5.9533266815895
CNBP	9.65624590497652
WASF1	6.37766794723576
HSPB1	11.3554000300418
INPP5E	5.77738826978372
COX7A2L	9.85998181721218
HSD17B1	3.94449679914272
ARRB2	4.73698155406793
CUBN	4.00242051594486
SLC7A6	4.35405119386743
IGF1	3.63132017981006
ITPK1	5.640678967207
NAALAD2	3.12086575643352
G3BP1	7.58119989219803
HSD17B10	8.4459669670973
NUP155	6.79959249868592
CYP39A1	3.32292387466755
GLULD1	2.72078271896305
RBM15	7.47811032045486
AMZ2	7.11831061238558
GDF15	3.94329444134237
CYCS	11.1821713945635
TECTA	3.39981274145827
CCDC46	3.59067316090983
GNAL	3.14845718664763
LPO	3.31295231778945
GZMM	3.67420498596458
PAIP1	7.86014412421163
DDX11	7.00350658885377
TAF9B	3.82711035958619
CACNA2D1	4.28458366678065
IMP4	7.94291329336582
SH3BP4	9.27049295567608
PADI1	4.68709306771637
DEC1	3.52384822642432
PON3	3.633947076046
PROP1	3.5965817415621
UBB	12.3623170898338
RPA4	3.05747221968882
TCF25	7.27829829610674
NDUFS1	7.80209200129315
UPK1A	3.73834310209815
AES	6.4956529250183
PPP1R13B	6.16551490044277
TCL6	3.53326698721415
ARL2	8.86296693546757
CD2BP2	6.9001568501284
TOP3A	4.03985063297388
CHRM5	3.63097017241785
FGFR1	5.99485043101393
UGT2B17	3.14728319403439
CEACAM6	9.25444204099744
CERK	6.52966908157782
FXYD6	5.16668074465533
AP3S2	6.63122413610816
ZNF208	3.04987945148150
CARKL	4.7456156535872
HIST1H4E	3.52629314559317
GOT1	7.95951038408492
BBC3	4.90181704811968
CASP6	6.6472723129249
HOXA1	3.73373158760213
RCL1	6.00248060771404
RAB40B	7.10985121360764
PI4KB	6.1057426166169
LRRN2	5.07747357745193
B3GAT1	3.40965818456268
OAZ2	6.36451742351463
BET1L	4.06716713427415
NOC4L	4.49548007313825
FRY	3.72627159438779
C10orf12	3.14421867816059
AK3L1	7.906921964903
FADS1	5.81230982286932
CSF3R	3.5284408756086
DKK2	4.07664436860645
POLR3K	6.95479801321522
LBX1	3.30900595597595
ATG2B	4.91826810573791
RHOT1	7.0769520760269
DARS	8.2629857339226
EPS8	8.2810005162339
OXT	3.34981924684004
C10orf56	5.20154783736957
ARL4A	7.10133887350457
CCDC64	4.14771173521133
DAD1	9.66499688683965
HERC2	7.12970640558199
HSD11B2	3.84525027224932
USE1	5.86546058566866
FAM96B	7.44612729709752
HNMT	4.32360250902753
PCGF3	4.91410725272015
BSN	3.92737107922087
CAND1	7.22021357476641
ACTR10	8.97443314603296
NASP	6.13471756210833
C20orf4	6.18311664888657
ACSBG2	3.29223455812861
COL9A2	4.80419582986985
RWDD2A	3.8611079254509
PALLD	7.8508468615212
