Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_D02_543610
Composite Element REF	Signal
AACS	7.048936641633
FSTL1	8.94207398353018
ELMO2	5.62322388427406
CREB3L1	4.29708194816741
RPS11	9.59790069651514
PNMA1	7.50482941118787
MMP2	6.81619393739956
SAMD4A	3.85509477935539
SMARCD3	6.86491572165622
A4GNT	3.70619814917882
C9orf39	3.60584152724832
PKNOX2	4.26776039314229
RALYL	3.42990242134818
ZHX3	4.48340372870268
ERCC5	6.43238132785252
RXFP3	3.0351833655431
APBB2	5.30380067190308
BBOX1	7.24055072514263
PRO0478	3.12613066154178
GCSH	8.15926482975152
XDH	3.5482646670761
EDN1	3.45800189095202
MTERF	6.62604018205527
PDCL3	7.40042684536115
CLK4	7.30740887386905
KCNG1	3.44767905211581
CXCR4	7.67067785757434
DECR1	8.26173770468332
SALL1	3.10155079653480
PTPRR	3.26789152362884
CADM4	3.40668381082400
IRAK1	8.15263036696687
CFHR5	3.00451383922469
HNRPD	8.85013226724528
TMSB10	12.0897399549915
CXCL3	3.46843400037447
LMAN1	3.95091830578697
SUHW1	3.37614248339631
CHD8	6.73916852262987
SUMO1	8.19191856931618
GP1BA	3.25654128685120
OR7A10	3.6638116068499
DDB1	8.08086826207465
CHRNA10	3.66671561880626
STYK1	4.38690736402457
MYO9B	4.09564989750177
CCNI	10.5438069927489
MMP7	9.55372103704956
EP300	6.31836655079226
CRNKL1	6.31653248426858
C9orf45	3.44427509432729
XAB2	3.98067487086956
RTN1	3.85017510327582
HIC2	4.48636945089562
TBX10	3.3270823462558
CENPQ	4.42641461979918
UTY	3.14736922301869
OR2W1	2.78857775622556
ATP5G2	9.824309685614
ZEB1	3.77546721549514
ZG16	3.45949540715576
ERG	3.53615826838335
PARN	7.23665438431329
SOD2	4.02837470427609
JOSD3	7.42348142405078
ADAM5P	3.0409893094216
CHD9	7.08669280097015
hCG_40738	3.87983739056445
STK16	5.55922769836525
PDE1C	3.83828497303583
SEMA4D	5.3074015080283
AGPAT1	7.3999960095031
TOB2	6.33371196969186
BANK1	4.48789338099271
MAP3K3	6.16494374367653
MAX	5.53360314070851
GRM2	3.67760782128574
OSBPL8	6.54198658393656
PROSC	6.13998422511153
NR4A2	5.72206246546493
RICS	6.57236033879761
PIR	6.17359845633894
PPCS	8.534908512773
IPO9	7.67743415999516
LONP1	7.46032590135178
EVC	4.56926018654076
CXCL13	3.89514192141083
SCYL3	5.5586938451301
KIAA1199	4.39212623092000
SORL1	9.0752814811797
NAT10	7.4010869240264
CHD1	7.43563084222281
SYN3	3.2677998192475
DMC1	3.94506772234643
SLC22A2	3.95435909665116
SERPINF1	6.98870548704362
C20orf27	5.27058178018653
OR7A17	2.99917459116569
RPS6KA5	5.03880380994057
LHB	3.2807629838854
TAOK3	4.71999233706688
STK25	6.26179235724061
SLC12A4	3.60037335594961
BRCA1	4.01154531094009
GBL	6.06792813989523
C14orf108	8.38162097092544
CDC25B	6.90278561191401
BMP3	3.18261333789317
MAP1LC3C	3.51577562143549
TMEM180	3.44521204048002
CRYGC	3.8440893905871
SLK	5.62173420500052
POU3F1	3.10012653079170
C20orf32	3.44938923371702
USP52	5.14081120810451
HIGD1B	3.71578021461431
BAZ1B	7.097119427639
USP6NL	6.32583711942637
SLCO2B1	4.21151033564266
ABCD4	4.62053531252265
DIMT1L	6.29417493604029
SLC25A46	7.34833779576734
LARP7	6.60644271612171
TEK	3.58700878892506
CD160	3.57720798180772
TERF2IP	8.7930508622939
PHF20	5.62189212690968
COL1A1	7.49023013515717
KIAA0090	6.18382041406667
GTPBP1	4.45866443460647
GRK5	3.58025523163911
AP1S2	5.12819103481497
RAB33B	4.99592005337518
CA11	4.9675405312307
ALDOC	4.22038821817743
NUDT1	5.7360709382453
ZNF212	5.75295051858925
ACBD3	8.06385733773717
ZNF83	8.4361738355947
PRDM2	5.04215331184787
GDPD5	4.75796736447232
PDCD4	6.12959856568431
CEP350	6.33579363437945
FOXP3	3.20639124411717
SMYD3	6.9325617032875
CST7	3.82952503296406
SELL	3.93136477425628
CIAO1	6.28473205410367
LGI2	3.53947904054823
WDR45	6.39115585947276
ANKRD6	7.71948334913949
LTBP4	4.31429820379467
PSCD3	3.41244696495216
PYY	3.20543084328161
KCNC1	3.45341131435724
SIRT6	3.78830074466142
CCL19	3.89948166996276
ARHGEF9	5.03708205528721
ABR	4.30465184068646
C10orf22	7.24871733119509
STK17A	4.71913278032002
FOXE1	3.39753689746525
GML	3.18733002149317
CNGA3	3.08864462652956
CD38	3.58561714744968
ZDHHC6	6.95022731037099
NEFH	3.87051749088587
PGBD5	3.96065636201726
CTDSP2	6.40807728105126
RMND5B	5.3295285218109
ZNF257	3.59460241214437
DUSP4	3.44569120832066
FLJ22167	8.02645286161973
EXOSC7	6.63582404824252
ROR2	5.40758143460359
FOXM1	5.57798874530377
ZBTB48	5.04259270161556
BUD31	7.41159606665926
MAOA	3.91229959352903
CCDC41	6.00621956942489
TNNT3	3.31784895886993
FBXO11	6.48747550336051
GYPC	7.24375959096994
PLIN	3.63030323550621
RFXAP	3.20389057141055
C6orf15	7.15525306665362
RNF4	8.78641232373142
F8A1	8.38538005701439
PPP1R3D	4.32044842313732
GRB2	7.12082669004599
TPM3	3.05610763342192
SYT13	4.42517312388818
EPB42	3.47786237273505
RP5-1077B9.4	4.9717704271354
EIF1	10.7789661320249
CETN3	8.55102266503801
FPGT	5.55544479321685
PRY	3.39206280047037
NTHL1	5.80862811274167
POLR2B	8.96110511662923
RPS28	11.9119595253856
GDF10	3.55202865045992
COQ9	8.51754324636685
P2RX3	2.79259501116876
GCC2	7.66546831911211
RARRES3	6.77363826711341
PLXNA1	5.86527753960149
WBP4	4.354798192563
KIAA0100	6.13812834211243
PMF1	6.98996897432922
HS2ST1	6.48548515267882
CRELD2	6.809556879075
C8G	2.88760133155002
CD82	6.47109902044429
PMM1	5.3351678825085
CBLL1	4.82198821729871
LIM2	3.24619462594388
VAX2	3.83984540955046
SETDB1	5.10400567923573
LRAP	3.08397348754249
GCLM	7.26873744300847
CPEB3	3.50941682074111
PPM1A	6.2510714763775
INTS1	4.36384975053545
MMP16	3.22462661235797
CAMTA1	3.56896968727596
SAMSN1	4.11564903108635
DRD3	2.93095024201306
GMPPA	4.9432106349932
C11orf73	6.25055504176928
AIPL1	3.45429628103969
PTP4A2	9.2424295367968
IL24	3.35625932419746
BDKRB1	3.18657779603815
HPCA	3.46534070699699
MLF1	7.61249441134997
