Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_D02_472012
Composite Element REF	Signal
AACS	6.20536551101333
FSTL1	8.75505157702154
ELMO2	5.68357186121457
CREB3L1	4.2703282665528
RPS11	9.60532238933459
PNMA1	7.87493999210183
MMP2	9.172507778495
SAMD4A	3.69388974279409
SMARCD3	6.89825447588045
A4GNT	3.45436657293898
C9orf39	3.36160462799849
PKNOX2	4.01165125699934
RALYL	3.16601884590556
ZHX3	5.23464014079326
ERCC5	6.02542533282839
RXFP3	2.96531795745815
APBB2	4.85097368123367
BBOX1	6.21647515580941
PRO0478	3.17868931477468
GCSH	8.25248396975593
XDH	3.45149411837792
EDN1	3.96508927435014
MTERF	5.90578609016359
PDCL3	6.94019000100537
CLK4	6.48489331205813
KCNG1	4.32172128812605
CXCR4	9.47260705741635
DECR1	8.15590494854354
SALL1	2.88378954889717
PTPRR	3.38905372911032
CADM4	3.29780950071601
IRAK1	8.50858486356331
CFHR5	3.11064945400264
HNRPD	8.0294510254664
TMSB10	11.6606172601068
CXCL3	3.79399932931843
LMAN1	4.5340492044141
SUHW1	3.39526138069082
CHD8	5.78390635998659
SUMO1	8.0230888381003
GP1BA	3.05709222288665
OR7A10	3.71143151061412
DDB1	7.12609473166058
CHRNA10	3.47067215362952
STYK1	3.58806173642755
MYO9B	4.16934610636657
CCNI	11.0248096136322
MMP7	9.43311739335404
EP300	6.26778239189908
CRNKL1	7.54800296333356
C9orf45	3.32004220813022
XAB2	4.38046132932036
RTN1	5.47771170639496
HIC2	3.62418959422013
TBX10	3.29867315912898
CENPQ	3.49237802945463
UTY	3.14005976549405
OR2W1	2.73994445507902
ATP5G2	10.8325844923528
ZEB1	4.54962746425739
ZG16	3.25678154503509
ERG	3.68527888652702
PARN	6.55391364349661
SOD2	4.56550631967192
JOSD3	8.35842370164839
ADAM5P	3.12190766354683
CHD9	6.04430989751718
hCG_40738	4.3052504640283
STK16	4.90079376459616
PDE1C	3.47574913734142
SEMA4D	5.90116889014381
AGPAT1	6.63831725014445
TOB2	6.37915146847703
BANK1	4.08806226845886
MAP3K3	5.81286346290325
MAX	5.33160447392177
GRM2	3.44375790228827
OSBPL8	8.00138603010524
PROSC	5.42579855040548
NR4A2	4.1302434414149
RICS	4.84074882766313
PIR	3.63556070837895
PPCS	8.73348604486428
IPO9	6.39519207236498
LONP1	6.38980501038735
EVC	4.55504299003236
CXCL13	5.85624057252718
SCYL3	5.19617930996459
KIAA1199	7.85972803972934
SORL1	8.44968947199432
NAT10	6.65064881562726
CHD1	7.46759348598401
SYN3	3.3900453325424
DMC1	3.72076049147585
SLC22A2	3.82750135949123
SERPINF1	9.69324340286184
C20orf27	5.86375156688562
OR7A17	3.30148712430012
RPS6KA5	5.1130421647004
LHB	3.10356427498854
TAOK3	5.25144715924843
STK25	5.55019827385445
SLC12A4	3.54051332436605
BRCA1	3.87060572211318
GBL	5.01089240234129
C14orf108	7.30533383394484
CDC25B	6.44105286803006
BMP3	3.13784482203390
MAP1LC3C	3.29980289673138
TMEM180	3.23071239322392
CRYGC	3.86674059807719
