Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_B03_491098
Composite Element REF	Signal
AACS	6.74510947089337
FSTL1	8.58417839075382
ELMO2	5.48765986523752
CREB3L1	4.50651667036525
RPS11	10.323764250985
PNMA1	7.38237428460504
MMP2	8.78790255939143
SAMD4A	4.17714759085796
SMARCD3	8.8190620614331
A4GNT	3.64185936949663
C9orf39	3.19032596372517
PKNOX2	4.14470522553931
RALYL	3.23821768296814
ZHX3	4.08037531420237
ERCC5	6.36540428122934
RXFP3	3.19888817165738
APBB2	4.20812627649738
BBOX1	7.76922647239996
PRO0478	2.99205258758842
GCSH	7.85865197467928
XDH	4.27490844832464
EDN1	4.56303598321166
MTERF	6.23581032186815
PDCL3	6.92589665978868
CLK4	6.7125719193951
KCNG1	3.78290995120551
CXCR4	8.33370460046045
DECR1	8.59354283178708
SALL1	3.15156706874030
PTPRR	4.47710826586306
CADM4	3.33992908725748
IRAK1	9.3072880971294
CFHR5	3.34159347305106
HNRPD	7.76125741494715
TMSB10	12.3279300325272
CXCL3	4.86951976397144
LMAN1	4.04009921504171
SUHW1	3.44679884827799
CHD8	5.95029006089945
SUMO1	8.23800012472698
GP1BA	3.23253730455722
OR7A10	3.65530054957245
DDB1	7.57870402619733
CHRNA10	3.63025801393224
STYK1	3.90744019332422
MYO9B	4.2643784545851
CCNI	10.6257007063028
MMP7	12.2920030824754
EP300	6.25377882776684
CRNKL1	7.1224727296185
C9orf45	3.3177649292289
XAB2	4.67316811578127
RTN1	4.01276143122627
HIC2	3.72176529081052
TBX10	3.51849240261140
CENPQ	3.85495852758339
UTY	3.05107133267045
OR2W1	2.87411769892891
ATP5G2	10.9248342454462
ZEB1	3.75987152679439
ZG16	3.45117337343136
ERG	4.29790617223502
PARN	7.17446324285592
SOD2	6.46307417425603
JOSD3	8.62500423008788
ADAM5P	3.22749520223781
CHD9	6.81762271107
hCG_40738	3.71901618373115
STK16	5.6637149879735
PDE1C	3.50655613604501
SEMA4D	5.74362026021975
AGPAT1	6.08013325108441
TOB2	5.962740974121
BANK1	4.8913224987611
MAP3K3	5.49665803190398
MAX	5.27971159649998
GRM2	4.02327415730656
OSBPL8	6.59059755710218
PROSC	6.13862288406671
NR4A2	5.54924519278871
RICS	5.51174698445417
PIR	4.82116982657283
PPCS	8.79424242304175
IPO9	5.97051634640368
LONP1	7.8612110299661
EVC	4.43946746029008
CXCL13	4.31775789204179
SCYL3	5.55872128390806
KIAA1199	5.72967343045853
SORL1	8.8941320283794
NAT10	7.06210692659556
CHD1	5.92405604593984
SYN3	3.39051614816109
DMC1	3.70597286212079
SLC22A2	3.77220723230126
SERPINF1	8.47710406498294
C20orf27	6.29172408248442
OR7A17	3.16893664174748
RPS6KA5	4.02825783675657
LHB	3.45953893182015
TAOK3	4.83762177411181
STK25	6.22455669750907
SLC12A4	3.57837430388004
BRCA1	3.30866218677963
GBL	5.00807481939506
C14orf108	8.29266159503869
CDC25B	6.96428181059914
BMP3	2.99913673283237
MAP1LC3C	3.47260247158422
TMEM180	3.36838509753499
CRYGC	3.60761330417105
SLK	6.08923434800781
POU3F1	3.26512068002114
C20orf32	3.7584376424885
USP52	5.74812158461818
HIGD1B	3.81219758057695
BAZ1B	6.53103502913343
USP6NL	5.06801148640123
SLCO2B1	4.37331071219926
ABCD4	4.26787352603244
DIMT1L	6.1672061854232
SLC25A46	6.7712698187352
LARP7	7.0840698655711
TEK	3.72807225858269
CD160	3.62883086192424
TERF2IP	7.7176107462584
PHF20	5.93880238059177
COL1A1	8.84158555758111
KIAA0090	5.79433851856561
GTPBP1	4.44172032710847
GRK5	3.97236300557039
AP1S2	5.6215867732644
RAB33B	4.64037425448325
CA11	5.15859628343619
ALDOC	5.14654785620687
NUDT1	5.17869417708913
ZNF212	5.82870674389546
ACBD3	7.91729831890984
ZNF83	6.52711221130788
PRDM2	4.98088366941677
GDPD5	4.77604652212703
PDCD4	5.4655859586421
CEP350	5.91731043047159
FOXP3	3.2146772264591
SMYD3	6.83990008218677
CST7	4.93183950004525
SELL	4.42195873672731
CIAO1	6.63756382746332
LGI2	3.46530981404153
WDR45	7.36628685834885
ANKRD6	6.66734157179095
LTBP4	4.0419867730398
PSCD3	3.19775512391944
PYY	3.15684164800131
KCNC1	3.24207025691633
SIRT6	4.98031253890703
CCL19	3.95480502272802
ARHGEF9	4.68328539335202
ABR	5.41439478595805
C10orf22	7.00495815727493
STK17A	5.11237507476919
FOXE1	3.55457725926855
GML	3.10022087313858
CNGA3	2.97792769948423
CD38	3.31279254365967
ZDHHC6	6.95547192412274
NEFH	3.86042586778181
PGBD5	4.67893512870441
CTDSP2	7.57715703022716
RMND5B	6.25201873200259
ZNF257	3.3011943199494
DUSP4	6.00204857805392
FLJ22167	5.84167922269413
EXOSC7	6.46230592940106
ROR2	3.53885200582103
FOXM1	4.90796556813971
ZBTB48	4.86791798757865
BUD31	7.61303829984842
MAOA	4.00134548060479
CCDC41	3.68057983229267
TNNT3	3.47234241865869
FBXO11	5.55830018717196
GYPC	6.48161555101075
PLIN	3.59399524247155
RFXAP	3.37016017690192
C6orf15	4.53539072183982
RNF4	8.01534477673613
F8A1	8.39880291594217
PPP1R3D	5.32800442971058
GRB2	7.70547451224388
TPM3	3.07363231959108
SYT13	3.68636929344279
EPB42	3.35212359616887
RP5-1077B9.4	4.98028133069533
EIF1	10.5504130766003
CETN3	6.87675280258815
FPGT	5.59358158284175
PRY	3.52280706881284
NTHL1	4.8074351128821
POLR2B	8.7775076676158
RPS28	12.4565583376005
GDF10	3.01399492218237
COQ9	8.9549915164979
P2RX3	2.82100833175811
GCC2	7.56716661180685
RARRES3	8.32024085315631
PLXNA1	6.11942434468134
WBP4	4.48798682576342
KIAA0100	6.33814292543154
PMF1	6.56685142520397
HS2ST1	6.02580430130221
CRELD2	6.72869270304993
C8G	3.11165371708888
CD82	6.73638458858838
PMM1	5.00527862585414
CBLL1	4.68409217694495
LIM2	3.37455027121154
VAX2	3.27381252732004
SETDB1	5.05121939794074
LRAP	3.98976789530776
GCLM	7.07946687971776
CPEB3	3.78329982363718
PPM1A	5.52906029385095
INTS1	4.3318198440872
MMP16	3.22259431484122
CAMTA1	3.92046525989061
SAMSN1	5.3561463308438
DRD3	2.93510505574834
GMPPA	5.75104220065521
C11orf73	5.97131611877458
AIPL1	3.85423712010499
PTP4A2	9.80187035150496
IL24	3.28888493796849
BDKRB1	3.25434644980737
HPCA	3.59276861836066
MLF1	5.27113627507295
SEC14L1	6.79078915251954
CHFR	5.64817268184678
EMILIN1	3.76910023131808
THADA	6.48387702100396
TAF12	5.75700436696299
NDUFS4	7.68810567802451
ID1	5.9657883351918
PIK3CB	3.58145633293079
COL18A1	8.0123907860168
PDZD3	3.02721437885337
TBC1D17	4.24653330982816
COX8A	10.1327839882549
CDCA4	6.16045589199962
C2orf44	4.49180674434974
C9orf16	8.83802263555732
ERBB2IP	7.61091500573937
EMX2	8.44036760971156
FUS	5.86524676216971
NIPSNAP3B	3.95543511863596
TF	3.2038033680075
CXorf56	5.52197896716397
CLCN4	3.58383959039568
PWP2	5.55850654693698
MMP15	5.58946165271513
MTMR14	6.40420047311848
NPR1	6.55998932004743
DNAL4	5.26366292282215
ELAC2	4.52060489378042
ASS1	11.9983048033507
IPP	5.65588868584704
TMEM59	10.5882268192556
POLR2J	8.5378474485976
SEC23IP	4.93589556918881
RGS4	4.47316877356288
UQCRC1	9.45324425491836
SNX6	8.26924983688469
DDX18	7.03055365348736
POLG	5.068104835334
ADAM23	3.77993752299857
ZNHIT2	4.79576967334819
TFR2	3.83702248736346
NCDN	4.32200293979556
RAG1	3.27988895854636
POMT1	4.76403462196308
CYP1A1	3.52061796124949
SNAPC1	5.06681201414841
GNA11	5.44789454326799
CCDC52	3.01539599492143
CAPN1	7.62476556476981
DDHD2	6.22607316280543
UPF3A	5.74191130828421
LAGE3	5.70773447611851
GNRHR	3.11324903670137
UNC13B	4.89618446742431
TTLL4	4.67366955502558
PPBP	3.49778765150288
HTR3A	7.99626495155886
SDC2	6.77663202127785
ANKRD49	7.40650294745805
BTF3	10.5106066378263
COX7A2	10.3770035529132
SARS	9.25108737263488
C13orf18	4.11206035064946
CACNB1	4.00430688978428
QKI	5.73727478583783
SETMAR	6.27555477505891
LAMB4	3.20197760605664
MAN2B1	7.21091683691218
EML3	5.96024017398307
ACADL	3.32457735824168
OFD1	7.64265186372221
CGA	3.47382079876459
EIF3EIP	10.7439217990872
PEX16	5.6790253627656
GNG12	8.55221503217342
HABP4	4.9362044270546
CNTN2	3.49668765138801
ASNSD1	7.03059591591428
FUT4	3.89614260631479
DBH	3.62274313230724
CD53	7.5694533952797
HIST1H2BJ	3.63991684395155
TFAP2B	3.24443932970079
ACF	3.66089597244974
TMEM11	6.44232090294113
CDH8	3.23549978822543
C3orf32	4.65647123604529
AGPS	4.63994995452824
C4orf18	3.50024913288941
PCCB	7.1656939921908
IPO13	4.84049999987017
PECI	6.74642329039221
UNG	6.61438150942489
C6orf105	3.6941649714417
GSTP1	8.95500393673004
SUV420H1	7.61646729234004
ARHGAP15	4.04651655353457
LTBR	7.34404079646032
TDRKH	3.1637548469954
PSG4	3.64862912830954
SLC9A3R1	8.09603017237809
NBPF3	9.22709515653308
SLC9A3	3.37838429755592
OSBP	6.80544770107957
PRR5	4.53363783289859
CHMP7	5.61483630548831
ADRA1A	3.09552435099028
ASAH1	7.56747697139316
FKBP4	7.20537729490598
ZNF350	4.42367863484376
DOM3Z	4.48193206243792
GIPR	3.62446795849612
AHI1	4.87839906741273
BST1	4.95793309915515
NCR2	3.4926512419053
NADSYN1	5.38972401897125
UBE2W	6.18257651445274
RGS14	4.02957588405212
KRT15	3.88564043026167
SCN11A	3.75668926435608
GFI1	3.51576852445216
FHL1	4.74477184864938
SMC6	6.42936676815136
GATA1	3.67440145124481
OSGEP	5.49635278171467
ARMC6	4.77036940493787
HK3	3.63637437186204
PSMD5	7.06071538942869
RSU1	8.2484626965886
RPL4	12.2214062798243
MAD2L1	7.49475941020818
RBPMS	6.09880235956865
EIF4A3	9.37227325617292
E4F1	4.32874408248882
DLEC1	3.42961808385642
PRPF3	5.36265218920925
EMR1	3.78985498548421
CHMP2B	8.0594263241778
CAMSAP1	4.67348409673335
RPS21	9.9628583299605
XCR1	3.29098572252485
ARID5A	4.26360318364494
RBM6	5.4365214423761
UBE2N	7.18000336663761
KLF4	4.81886338037068
MGC4172	4.34855797632991
LMO4	7.38177237790932
KLKB1	3.12823525239358
HDAC3	7.26966233157726
HP	8.73571291358944
SCHIP1	5.44190404579434
BTK	4.0975033340064
KRCC1	8.69149722065593
PRND	3.15848426392544
C6orf27	3.63943875289948
PIGL	3.53745457750281
CLCA1	4.02031602516517
C1orf112	3.84048895480125
OLFML2A	5.38471446347573
HUS1	5.12196345312574
SFRS6	7.63817293998809
CXCR7	6.19747813461455
UIMC1	6.77411573446238
FXYD2	3.33713949161667
GOT2	9.18262576369802
ZNF667	3.83841540251939
TFEC	3.93708982459172
ATP7B	4.05862746286489
RAB38	3.95000343341083
POLD2	7.1037284969852
PPM1H	4.80605562245127
DCX	3.25786142091334
NFYC	5.71556594963028
ZNF228	3.79443480600889
KIN	4.89088813649166
PLSCR4	6.60530023167689
HIST1H4I	4.12359209504825
PPARGC1A	3.08160679937956
HIG2	6.93857483917426
KCNK10	4.15900545823964
EXOC1	8.21628627048012
OR6A2	3.60297257438123
ETFA	8.85128753592234
PDAP1	5.0415689215608
C19orf6	3.52390025860584
POLRMT	4.22191776942333
ZNF146	7.2069138951104
MIA2	3.07470562399904
LY6G6E	3.24004944081568
EIF4E2	8.27092832883033
NENF	5.2313272531925
HOXB5	3.94342081246921
ZNF324	4.05512568225626
CUGBP1	5.09265118059648
ENTPD7	4.22373571734136
TTC13	6.25142303178844
GJB5	3.64243339828058
PRSS22	4.73376126917091
CYP3A5	3.5723307292733
MBOAT5	4.87230598783722
CUL4B	5.38812031929555
CENPJ	3.41488520060305
KIAA0664	6.71155040215231
PITX1	4.12562929579908
PDGFRB	5.65749727489703
RDX	5.95257934463749
CELSR3	3.69229250810197
JUND	6.33924137017596
ITSN1	5.05886952872847
CHRNB1	3.72559987370326
EHBP1L1	3.90167225058313
C19orf2	7.82745299910813
FETUB	3.09876959705134
CAMK2B	3.12832352613939
DCTN1	6.68212887716733
TNKS2	6.7637358400621
MRTO4	7.64114330416968
C1QBP	6.07269902314433
TTC3	7.89321013953193
NDUFB8	8.13839540019733
CADPS2	6.49396169768896
EDG2	5.13571883516107
MYF5	2.84159448290011
SEMA3G	3.78281199181385
IL23A	3.75830547172332
GJA9	3.65540963546417
