Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_D09_471992
Composite Element REF	Signal
AACS	6.14804314625145
FSTL1	9.46730341974876
ELMO2	5.44211204636264
CREB3L1	4.47966741587302
RPS11	9.61475611723575
PNMA1	8.59261317837206
MMP2	9.20304608947099
SAMD4A	3.76526140968898
SMARCD3	6.3164436821749
A4GNT	3.54280611709947
C9orf39	3.23947951519091
PKNOX2	3.74488874261761
RALYL	4.35796832712447
ZHX3	4.2666360100523
ERCC5	5.97896500233557
RXFP3	3.19568293903329
APBB2	4.6331131906108
BBOX1	5.55319369806196
PRO0478	3.06226605282281
GCSH	7.46777045744514
XDH	3.69009721657010
EDN1	5.10480156199473
MTERF	5.81765227715736
PDCL3	7.22825678943743
CLK4	6.07162635180013
KCNG1	3.51337846516158
CXCR4	9.23697503071035
DECR1	8.0370792057707
SALL1	2.86878102229836
PTPRR	3.18314633905335
CADM4	3.33589515205732
IRAK1	9.20704173470822
CFHR5	3.30437444073377
HNRPD	7.99706789993312
TMSB10	12.2026777620633
CXCL3	4.31238929144116
LMAN1	4.12195681538523
SUHW1	3.73583973490724
CHD8	5.99118480991582
SUMO1	8.09930189579193
GP1BA	3.06014012099335
OR7A10	3.53489866040315
DDB1	7.14239940183972
CHRNA10	3.50983708849212
STYK1	3.14164192663176
MYO9B	4.01645483398983
CCNI	10.3831179740878
MMP7	10.6363686185083
EP300	6.3920648973893
CRNKL1	6.85348241866101
C9orf45	3.26709112778474
XAB2	3.80960760928293
RTN1	4.76637149264314
HIC2	4.01779814312383
TBX10	3.33998207951459
CENPQ	4.49636533920631
UTY	3.24735562115584
OR2W1	2.87284703536390
ATP5G2	10.2823102052205
ZEB1	4.68609428370506
ZG16	3.52298326046146
ERG	3.80523817990607
PARN	7.21516666172441
SOD2	6.05560896385909
JOSD3	7.67079129665829
ADAM5P	3.06519801433313
CHD9	6.10721899156728
hCG_40738	4.7447715407511
STK16	5.14028573872602
PDE1C	3.34666034898279
SEMA4D	5.64057416741249
AGPAT1	5.9630670762287
TOB2	6.49095367543841
BANK1	4.61584793428608
MAP3K3	5.04191427170495
MAX	5.28933309189978
GRM2	3.56155995213999
OSBPL8	7.89681270018962
PROSC	5.37652843856364
NR4A2	5.8779352480231
RICS	4.23002894058781
PIR	4.54435617024366
PPCS	8.52178743990047
IPO9	5.61462189863268
LONP1	6.18224657692188
EVC	4.23447145359826
CXCL13	5.7374549050097
SCYL3	4.36347188469616
KIAA1199	7.68507715805934
SORL1	8.14382023128397
NAT10	6.93036124989069
CHD1	6.19188875800554
SYN3	3.35840599383446
