Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_C09_452012
Composite Element REF	Signal
AACS	6.20661675093095
FSTL1	7.49824614332409
ELMO2	5.57191034726854
CREB3L1	4.11498695711479
RPS11	9.95141394562868
PNMA1	7.3744487841957
MMP2	6.09504733560003
SAMD4A	3.67188935796931
SMARCD3	3.91382384270216
A4GNT	3.55893540521004
C9orf39	3.22800732799777
PKNOX2	4.34538846132493
RALYL	3.13186418079642
ZHX3	4.2111557513679
ERCC5	5.47781779195711
RXFP3	2.92409157606770
APBB2	4.0413742393031
BBOX1	3.03764698646936
PRO0478	3.19183109094425
GCSH	8.81917533053816
XDH	3.73192990059824
EDN1	4.24766216507123
MTERF	7.33375550197615
PDCL3	6.81917669517196
CLK4	6.5736843966562
KCNG1	4.4638451276424
CXCR4	7.39956634872214
DECR1	7.94647789007375
SALL1	3.04809668467862
PTPRR	3.35865737077367
CADM4	3.41890647397485
IRAK1	7.42659709888935
CFHR5	3.65044678781863
HNRPD	7.7791773988348
TMSB10	10.7189362532061
CXCL3	3.71356964117559
LMAN1	3.86092498911337
SUHW1	3.29107329428394
CHD8	6.23304369303161
SUMO1	7.84650892905932
GP1BA	3.16346556996131
OR7A10	3.81330160247920
DDB1	7.3303892713369
CHRNA10	3.47483862731935
STYK1	3.80217357010178
MYO9B	4.14963332548168
CCNI	9.57046306073686
MMP7	5.00468733153755
EP300	6.57087101303572
CRNKL1	5.83764602525692
C9orf45	3.02588690760703
XAB2	4.12433038813095
RTN1	3.23854089760089
HIC2	4.36538972946417
TBX10	3.58102193163157
CENPQ	3.34042279097574
UTY	3.15395923881558
OR2W1	2.94528611443321
ATP5G2	10.2740907457071
ZEB1	3.70965137761152
ZG16	3.5408532317522
ERG	3.86251099151278
PARN	5.34836103113041
SOD2	5.30764664524315
JOSD3	7.80626050084024
ADAM5P	3.24142955418583
CHD9	4.78169268354081
hCG_40738	4.04512139135994
STK16	4.23775380103424
PDE1C	3.67620955033391
SEMA4D	4.78236169289421
AGPAT1	5.88146679163921
TOB2	5.8168837524096
BANK1	3.02812915348643
MAP3K3	5.04227022831118
MAX	4.53245022025984
GRM2	3.86719718742998
OSBPL8	6.01875846079989
PROSC	5.53394289815274
NR4A2	3.9281833745198
RICS	5.28236747786041
PIR	5.13461792921936
PPCS	7.8535813107367
IPO9	5.79157517803683
LONP1	6.70286459247428
EVC	4.29469323830550
CXCL13	4.81661866575824
SCYL3	5.61073008659182
KIAA1199	5.6196575953729
SORL1	9.32647721714396
NAT10	5.23725475363213
CHD1	6.20831638199215
SYN3	3.56173065868762
DMC1	4.07744309787306
SLC22A2	3.62883731274106
SERPINF1	5.25593448922042
C20orf27	5.78090265508629
OR7A17	3.37438682717458
RPS6KA5	4.24000371524999
LHB	3.41685408274694
TAOK3	4.96529743383705
STK25	5.521020597076
SLC12A4	4.00340879340914
BRCA1	4.34073476698954
GBL	5.19012472925769
C14orf108	6.54830335991565
CDC25B	6.94364025873932
BMP3	3.33975786819965
MAP1LC3C	3.27473942904594
TMEM180	4.27864753318737
CRYGC	3.75842656094325
SLK	6.0884390486227
POU3F1	3.38037888678013
C20orf32	4.08125229013265
USP52	5.14664635791687
HIGD1B	4.14387876006383
BAZ1B	5.46808790700767
USP6NL	4.98673037746031
SLCO2B1	3.96554977482614
ABCD4	4.27954611448209
DIMT1L	6.22355072618816
SLC25A46	6.34652820605394
LARP7	6.83247729332514
TEK	3.50137813216913
CD160	3.94343136525432
TERF2IP	7.18105092545461
PHF20	5.77699609376506
COL1A1	7.35165719817754
KIAA0090	5.42559650735734
GTPBP1	4.07862546158078
GRK5	3.86807196043534
AP1S2	4.59791399133495
RAB33B	4.3825967193363
CA11	3.89788772922652
ALDOC	4.45280026010796
NUDT1	4.88449195436052
ZNF212	5.77400832562846
ACBD3	7.50883326824484
ZNF83	6.5447167491445
PRDM2	4.73846835236032
GDPD5	4.66010092344984
PDCD4	5.38125539022599
CEP350	6.38506850159145
FOXP3	3.55065062599065
SMYD3	6.57507823984618
CST7	3.81313550489991
SELL	3.81336717492666
CIAO1	5.63948136915463
LGI2	4.54791685536362
WDR45	5.21783673714953
ANKRD6	7.23081205467358
LTBP4	3.94664645724127
PSCD3	3.46510700031071
PYY	3.32147963202474
KCNC1	2.96634499872685
SIRT6	4.08740974821742
CCL19	3.95966319837529
ARHGEF9	4.22444835959793
ABR	4.22970483980313
C10orf22	6.80834559501318
STK17A	4.15559278605931
FOXE1	3.24229098255337
GML	3.38814568239194
CNGA3	2.83915735654014
CD38	3.89649344431228
ZDHHC6	7.14029244871596
NEFH	7.13497225265025
PGBD5	4.28351612722219
CTDSP2	6.03497455847333
RMND5B	5.57685750921908
ZNF257	3.39030621591879
DUSP4	3.73105308005938
FLJ22167	5.07688701776694
EXOSC7	5.56797544973146
ROR2	3.31527631735107
FOXM1	5.96956885637659
ZBTB48	4.43491208838907
BUD31	8.19601882637048
MAOA	3.70976620980004
CCDC41	4.50403494469586
TNNT3	3.83300683694774
FBXO11	4.85663335033005
GYPC	5.98319881900872
PLIN	3.53733785664029
RFXAP	3.53770931613169
C6orf15	4.10686864500476
RNF4	7.37823147600558
F8A1	6.7343037034491
PPP1R3D	4.14237073100839
GRB2	6.9695943252359
TPM3	3.28352192045211
SYT13	3.87323203241853
EPB42	3.59749554346856
RP5-1077B9.4	5.31371978995418
EIF1	9.6362036423939
CETN3	7.9229490073497
FPGT	5.24722391475437
PRY	3.49882279584017
NTHL1	5.19323056005079
POLR2B	8.02570496475795
RPS28	11.0488691438615
GDF10	3.37905546217435
COQ9	7.10809528377288
P2RX3	2.95532088261533
GCC2	6.28398939980996
RARRES3	3.61203898883356
PLXNA1	6.31095497733998
WBP4	4.91463823419618
KIAA0100	6.17860665292167
PMF1	6.64054934529344
HS2ST1	6.15585956412935
CRELD2	6.57636485907025
C8G	3.39231375381088
CD82	6.09959405474686
PMM1	4.26504726181362
CBLL1	5.00640244516156
LIM2	3.46424721696348
VAX2	3.79548631058416
SETDB1	5.63908209602686
LRAP	4.55640641914664
GCLM	5.42931683181969
CPEB3	3.55555151617875
PPM1A	5.14077735791767
INTS1	3.98989060707017
MMP16	3.22373807376355
CAMTA1	3.01482432409682
SAMSN1	4.01789632694359
DRD3	2.68202050672336
GMPPA	5.35515238737709
C11orf73	5.88985326366976
AIPL1	3.6431411151068
PTP4A2	7.52379523540037
IL24	3.5763444436715
BDKRB1	3.38564165366196
HPCA	3.73954629204197
MLF1	6.92739992647416
SEC14L1	6.82340028463453
CHFR	5.69626068426705
EMILIN1	3.91901969036297
THADA	5.81850786992014
TAF12	3.81575833645138
NDUFS4	8.6419345384972
ID1	5.84715763556741
PIK3CB	4.96047987901381
COL18A1	7.23219473295929
PDZD3	3.31767496103532
TBC1D17	5.944634145127
COX8A	10.3464378495713
CDCA4	5.46851852205908
C2orf44	4.32693180759796
C9orf16	6.97209221541407
ERBB2IP	8.01949944675519
EMX2	9.58672481935278
FUS	6.72137209202523
NIPSNAP3B	3.32499479229021
TF	3.31864499690882
CXorf56	4.50442901984344
CLCN4	3.71437004738581
PWP2	6.17381222406334
MMP15	4.32146958508034
MTMR14	5.44560243409293
NPR1	7.24147334338529
DNAL4	5.80597014130038
ELAC2	4.71158768502481
ASS1	10.4523776219961
IPP	4.23285140342801
TMEM59	8.44632219398396
POLR2J	8.58501925387964
SEC23IP	5.34200357089841
RGS4	4.02507973088143
UQCRC1	8.73167172635012
SNX6	6.86952437638769
DDX18	6.75386390605184
POLG	5.09320299216471
ADAM23	4.31159464336692
ZNHIT2	4.43881621344249
TFR2	3.38317705181221
NCDN	4.17122567390539
RAG1	3.63324104293904
POMT1	4.88645795144473
CYP1A1	3.57266102610608
SNAPC1	5.26967203255797
GNA11	5.07798446276175
CCDC52	2.61440184296
CAPN1	6.10214327841507
DDHD2	6.10314435148882
UPF3A	5.82258084712421
LAGE3	5.65029075565913
GNRHR	3.34264209808368
UNC13B	4.65192825228048
TTLL4	4.87479931808482
PPBP	2.9211818256124
HTR3A	3.14876732872011
SDC2	5.47337206759359
ANKRD49	6.69923417184516
BTF3	10.3822617348690
COX7A2	10.2788182216507
SARS	8.14188682477578
C13orf18	3.49370461185548
CACNB1	3.95620544341975
QKI	4.93041692932048
SETMAR	4.40773364194086
LAMB4	3.81776380318180
MAN2B1	5.92144454381714
EML3	4.86823241771931
ACADL	3.23060202479102
OFD1	7.15387793025515
CGA	3.60600707408005
EIF3EIP	10.5017647957071
PEX16	4.90926896569927
GNG12	5.60488697422474
HABP4	4.17788179131199
CNTN2	3.35843376280947
ASNSD1	6.76900264171265
FUT4	3.68606584985979
DBH	3.52124637876893
CD53	5.82429637907022
HIST1H2BJ	3.21462446481823
TFAP2B	3.18586645459521
ACF	3.54902034212509
TMEM11	5.46584063244834
CDH8	3.46349892935854
C3orf32	3.22354998971101
AGPS	5.15446321873151
C4orf18	3.28146088921031
PCCB	8.58989317778638
IPO13	4.1065094274991
PECI	7.69884219997651
UNG	8.0897116728347
C6orf105	3.46151017257435
GSTP1	9.0359444833304
SUV420H1	7.64985752454874
ARHGAP15	3.92874958612419
LTBR	7.3952842647842
TDRKH	3.62170078548019
PSG4	3.56889421281069
SLC9A3R1	6.28190357481427
NBPF3	9.19473506587546
SLC9A3	3.587678987355
OSBP	5.44768636597691
PRR5	4.28865081226505
CHMP7	5.28450770237782
ADRA1A	3.16611372801992
ASAH1	6.50698970319411
FKBP4	7.84770379923592
ZNF350	4.85529376178946
DOM3Z	4.9421065663443
GIPR	3.81565261573838
AHI1	4.77516968674675
BST1	6.62483817227648
NCR2	3.54843918826422
NADSYN1	5.2533910550692
UBE2W	6.7148383003226
RGS14	4.27709183497985
KRT15	3.47602292022
SCN11A	3.79404753475691
GFI1	3.78700060904458
FHL1	4.35777923872397
SMC6	5.87365785094817
GATA1	3.77243872176404
OSGEP	6.07550150992838
ARMC6	4.745510820437
HK3	3.49280267833087
PSMD5	6.38050162404021
RSU1	6.95267487111611
RPL4	12.0993747805425
MAD2L1	7.4326504678804
RBPMS	4.07800776198843
EIF4A3	9.00218870995759
E4F1	5.06686899030073
DLEC1	3.59458054480237
PRPF3	5.10234579147712
EMR1	3.5843346274374
CHMP2B	6.74794658141239
CAMSAP1	4.13091205998486
RPS21	9.66405833558506
XCR1	3.14397993453533
ARID5A	4.58586317929488
RBM6	4.74061961856791
UBE2N	7.18927682446142
KLF4	4.08141029401015
MGC4172	4.40244352034908
LMO4	7.22364734873055
KLKB1	3.35304489877259
HDAC3	6.38553896913861
HP	3.24758263795902
SCHIP1	4.90678437521313
BTK	3.97405129482635
KRCC1	4.51356797969433
PRND	3.20705007815763
C6orf27	3.83726228969213
PIGL	3.63646531605917
CLCA1	3.72054946982131
C1orf112	4.60977155085187
OLFML2A	5.94873553659231
HUS1	4.44082431581799
SFRS6	6.49306041370928
CXCR7	5.48226537119097
UIMC1	5.95849457133269
FXYD2	3.68414098706431
GOT2	6.84646818392149
ZNF667	4.51693653059497
TFEC	3.44624090599621
ATP7B	3.64631303578551
RAB38	2.82238955535594
POLD2	6.86498163366756
PPM1H	4.68755733574187
DCX	3.39031960001092
NFYC	5.23981803126243
ZNF228	4.0569602997664
KIN	5.56002093376642
PLSCR4	3.69015157997756
HIST1H4I	3.59993553662647
PPARGC1A	3.05975703124238
HIG2	8.84043295980304
KCNK10	4.08147271052682
EXOC1	7.76311772219158
OR6A2	3.95717370637169
ETFA	9.1636760846323
PDAP1	5.42301675654958
C19orf6	3.57092010312341
POLRMT	4.25881932286484
ZNF146	8.14824133558509
MIA2	3.39655395915821
LY6G6E	3.22030953530134
EIF4E2	7.84268650597372
NENF	4.96749550115725
HOXB5	3.84850880807858
ZNF324	3.83578404564001
CUGBP1	4.01726701930647
ENTPD7	4.19802036593777
TTC13	5.71009362063449
GJB5	2.95030074156865
PRSS22	3.98977525657579
CYP3A5	3.34675961728491
MBOAT5	5.02094349599888
CUL4B	4.86629829850026
CENPJ	3.53650370900543
KIAA0664	6.3973433928014
PITX1	3.69995628652824
