Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_C01_547244
Composite Element REF	Signal
AACS	6.77197993573808
FSTL1	9.2678348161556
ELMO2	4.86116899375317
CREB3L1	4.13711779327659
RPS11	10.2463945692380
PNMA1	9.70513202098882
MMP2	7.735538257843
SAMD4A	4.02948658009123
SMARCD3	5.56339820868274
A4GNT	3.49401127762041
C9orf39	3.1966680069047
PKNOX2	4.45122972907985
RALYL	3.28695645730728
ZHX3	4.43612210047873
ERCC5	5.68858925483225
RXFP3	3.04917285896764
APBB2	4.12126711415872
BBOX1	3.83937921475508
PRO0478	3.33942434036229
GCSH	7.91948421966427
XDH	3.94861488762528
EDN1	3.72943995475905
MTERF	6.77773088495461
PDCL3	6.57238636229183
CLK4	6.09430195501569
KCNG1	4.75689465881319
CXCR4	7.22364749601607
DECR1	7.53381151892288
SALL1	5.49215881087101
PTPRR	3.22113748336907
CADM4	3.43505037234171
IRAK1	8.74945210237628
CFHR5	3.23211112728549
HNRPD	7.55530938879905
TMSB10	11.6900223835880
CXCL3	3.70805108355070
LMAN1	3.45830447319499
SUHW1	3.35458474618306
CHD8	6.00162981854235
SUMO1	8.7618683177536
GP1BA	3.43653364204341
OR7A10	3.74520571467744
DDB1	7.22805020495831
CHRNA10	3.54048553709102
STYK1	3.08351714590033
MYO9B	4.07025166968622
CCNI	10.1679930694615
MMP7	3.55010783338823
EP300	6.2746481589315
CRNKL1	6.73826021446427
C9orf45	2.95385168256979
XAB2	4.32828732319323
RTN1	4.63523309918914
HIC2	3.9468185735332
TBX10	3.60121878008595
CENPQ	4.57410276034203
UTY	3.30113248569235
OR2W1	2.86738489218757
ATP5G2	10.6505176760687
ZEB1	3.57862928960123
ZG16	3.54306298151515
ERG	4.00390748088258
PARN	6.72054894796887
SOD2	3.58702825253432
JOSD3	8.51694025650506
ADAM5P	3.40972110504397
CHD9	6.11016004640572
hCG_40738	3.88795323024497
STK16	5.6508778704207
PDE1C	3.63165589391124
SEMA4D	4.97687531989675
AGPAT1	7.22187603701478
TOB2	6.51978800197833
BANK1	3.50848621509507
MAP3K3	4.96242459522496
MAX	5.46943787263812
GRM2	4.00626768785381
OSBPL8	7.72180147640107
PROSC	5.28172745060055
NR4A2	5.09842763401995
RICS	4.97768458832743
PIR	4.85810320438128
PPCS	8.75141166388218
IPO9	6.33598753374917
LONP1	6.3801185805338
EVC	4.32479762467934
CXCL13	4.20121966749514
SCYL3	6.12659845625762
KIAA1199	6.94949582062651
SORL1	8.11535057971329
NAT10	6.46678160150656
CHD1	5.90733291303636
SYN3	3.60346901428315
DMC1	3.93161130853169
SLC22A2	3.87884524874051
SERPINF1	4.67492239116543
C20orf27	6.77324185017632
OR7A17	3.00325007616596
RPS6KA5	5.43044757462858
LHB	3.30963483046981
TAOK3	4.15946564122071
STK25	7.07417821998625
SLC12A4	3.57197386357765
BRCA1	3.94797832848691
GBL	6.20078682981209
C14orf108	6.75083740207083
CDC25B	6.06922864977974
BMP3	3.16278667740371
MAP1LC3C	3.15331529168025
TMEM180	3.32377757980232
CRYGC	4.07951294165791
SLK	6.39539096525036
POU3F1	3.28463548406917
C20orf32	4.09565504789459
USP52	6.24622739592403
HIGD1B	3.88954583192136
BAZ1B	6.88892742838334
USP6NL	6.06337088650201
SLCO2B1	3.79600662492737
ABCD4	5.15410545903039
DIMT1L	5.81477479557945
SLC25A46	6.7550730786169
LARP7	6.81058144040017
TEK	3.35668421285148
CD160	4.06260483767791
TERF2IP	7.16908594077809
PHF20	5.74600506972447
COL1A1	6.45719022652059
KIAA0090	5.56107254079022
GTPBP1	4.17626021221432
GRK5	4.03225916280148
AP1S2	4.98570411634652
RAB33B	4.28319972502105
CA11	4.10896370836816
ALDOC	6.21959425436439
NUDT1	4.78112454717098
ZNF212	6.7122862193959
ACBD3	7.14390615569815
ZNF83	5.8969814449373
PRDM2	4.91699895799916
GDPD5	4.35436090963154
PDCD4	7.40919202145473
CEP350	6.18540584552431
FOXP3	3.22719521509027
SMYD3	6.58371933327748
CST7	3.7446061898778
SELL	3.36374349830122
CIAO1	6.28146739819605
LGI2	3.89330875302876
WDR45	6.20065544170015
ANKRD6	5.91245703410724
LTBP4	5.88933294903146
PSCD3	3.35949019659609
PYY	3.27254507303947
KCNC1	3.35995540965433
SIRT6	4.36515608010945
CCL19	3.81028263204301
ARHGEF9	4.1814516587012
ABR	4.66767831939212
C10orf22	6.61224005399798
STK17A	5.08305367833963
FOXE1	3.67825271204183
GML	2.99931164723188
CNGA3	3.17207448194471
CD38	3.72393076046534
ZDHHC6	7.93575460159868
NEFH	4.72524308989885
PGBD5	3.41962154368670
CTDSP2	7.78954717654074
RMND5B	5.46303237808285
ZNF257	4.59874461776780
DUSP4	4.66787253612447
FLJ22167	6.06019571169965
EXOSC7	6.06076782508556
ROR2	4.2932497749805
FOXM1	4.79091937473469
ZBTB48	4.61262421643911
BUD31	8.04705266727328
MAOA	6.23391145781471
CCDC41	5.15798584886848
TNNT3	4.8262029168509
FBXO11	6.0182565601588
GYPC	4.79548066257875
PLIN	3.2935148688698
RFXAP	4.00526508878202
C6orf15	3.83151697565238
RNF4	7.68176514476463
F8A1	7.70806192720382
PPP1R3D	4.50620429653009
GRB2	5.84890885246644
TPM3	3.32504092232604
SYT13	4.23210600243686
EPB42	3.96547209549612
RP5-1077B9.4	5.417330655322
EIF1	10.0718073402430
CETN3	7.22417777368455
FPGT	5.71954142085022
PRY	3.58966097482665
NTHL1	5.38664244493341
POLR2B	8.0596111598258
RPS28	11.7081207762882
GDF10	3.67640907885249
COQ9	6.75444155230035
P2RX3	3.09241681452320
GCC2	6.94616006642183
RARRES3	4.50525731795314
PLXNA1	6.02384925684602
WBP4	5.75257103722855
KIAA0100	5.84688160758635
PMF1	7.45956144406236
HS2ST1	5.23001691642938
CRELD2	6.58659060137777
C8G	3.23737861985301
CD82	5.39839234185345
PMM1	4.85383179430606
CBLL1	4.68058680693597
LIM2	3.03069138066442
VAX2	4.78029345242863
SETDB1	6.83434132440097
LRAP	3.20318338504004
GCLM	6.41448175930513
CPEB3	3.20153572303576
PPM1A	6.67777812883613
INTS1	4.14062681636079
MMP16	3.29474904005402
CAMTA1	4.36908143608635
SAMSN1	3.48654462522013
DRD3	3.02215121504882
GMPPA	5.31682343510412
C11orf73	5.87655685184283
AIPL1	4.03797903796211
PTP4A2	8.12794285620978
IL24	3.30578233430250
BDKRB1	3.17142803452217
HPCA	3.84887571860342
MLF1	7.50028779770514
SEC14L1	5.75873955642755
CHFR	4.68064689477395
EMILIN1	3.71086128321897
THADA	6.2924456349186
TAF12	4.53538585664135
NDUFS4	7.69302321109955
ID1	4.90815097582989
PIK3CB	4.49140333363801
COL18A1	8.18706008732297
PDZD3	3.08806922578982
TBC1D17	4.40230038355141
COX8A	9.10661964602727
CDCA4	6.27819590526515
C2orf44	4.7183041759294
C9orf16	6.66296233341127
ERBB2IP	8.04422033345211
EMX2	9.14689056343367
FUS	5.88663702769225
NIPSNAP3B	3.663550938185
TF	3.80268763349755
CXorf56	5.34877663775242
CLCN4	3.60343969680969
PWP2	4.60899494943056
MMP15	4.21582401884475
MTMR14	5.76969077500995
NPR1	4.7427961502154
DNAL4	6.1363888332709
ELAC2	4.25096540050343
ASS1	9.59286109891802
IPP	6.16307962339904
TMEM59	9.43852575948013
POLR2J	8.58664339679804
SEC23IP	6.16594909820717
RGS4	4.23028890184863
UQCRC1	8.18977630869387
SNX6	7.24722304536524
DDX18	6.51333701683485
POLG	4.27782386185709
ADAM23	4.2882362475947
ZNHIT2	4.61800466402794
TFR2	3.413484477266
NCDN	4.27831914210518
RAG1	3.5031756089244
POMT1	4.69975628244511
CYP1A1	3.2266855934559
SNAPC1	7.00451555367767
GNA11	5.07336820024607
CCDC52	3.3020039227005
CAPN1	5.78882007283369
DDHD2	7.50659439009068
UPF3A	6.50362159578152
LAGE3	6.27615565030007
GNRHR	3.18173856507356
UNC13B	3.99150644932274
TTLL4	7.73662045249747
PPBP	2.97642043128428
HTR3A	3.27584856755526
SDC2	5.10391750520794
ANKRD49	7.14964278282012
BTF3	10.4279111367540
COX7A2	10.7450350776417
SARS	7.81636954731608
C13orf18	3.90119826610144
CACNB1	3.90426416385037
QKI	5.56399558888409
SETMAR	6.02628078509845
LAMB4	3.85240930368486
MAN2B1	7.10452917154853
EML3	4.72937553744267
ACADL	3.41671365701704
OFD1	7.56702243554127
CGA	3.65106308134814
EIF3EIP	10.7362216806274
PEX16	5.21016268938277
GNG12	5.76477118416599
