Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_C08
Composite Element REF	Signal
AACS	7.09044505193222
FSTL1	6.85759418394726
ELMO2	5.92825739405645
CREB3L1	3.52894622929167
RPS11	10.0208572158697
PNMA1	8.83239645419567
MMP2	6.85637470843409
SAMD4A	3.95219095326239
SMARCD3	6.4043263984188
A4GNT	3.53944070196621
C9orf39	3.35422516490302
PKNOX2	4.65994179575041
RALYL	3.66744379544858
ZHX3	4.30075695665034
ERCC5	6.28122796139253
RXFP3	3.12612924327396
APBB2	4.18888112588773
BBOX1	7.0341857201769
PRO0478	3.23318401607105
GCSH	7.88892352769999
XDH	3.73510715704145
EDN1	3.49199336620411
MTERF	6.21478229937247
PDCL3	8.01193647084489
CLK4	6.39569454767065
KCNG1	3.25547252411613
CXCR4	7.6918224152508
DECR1	8.55679591749711
SALL1	3.03246029174363
PTPRR	3.13645611324842
CADM4	3.45721841261760
IRAK1	8.98909690955988
CFHR5	3.09639989076651
HNRPD	8.15391240193443
TMSB10	12.0107544789843
CXCL3	3.86472259534599
LMAN1	3.91236337593807
SUHW1	3.83678880781161
CHD8	6.5073598630281
SUMO1	7.40254344744057
GP1BA	3.14485347550853
OR7A10	3.70787778459774
DDB1	7.5340621506751
CHRNA10	3.99098528478061
STYK1	3.43709649366828
MYO9B	4.7815039966267
CCNI	10.0875531596647
MMP7	5.81963494417765
EP300	7.2793749453019
CRNKL1	6.07555536942036
C9orf45	3.25123230952070
XAB2	5.07663523585189
RTN1	4.90886772862973
HIC2	4.57600276005514
TBX10	3.47403526847830
CENPQ	4.29226264730716
UTY	3.14398335877792
OR2W1	2.71887721670705
ATP5G2	10.5748188153645
ZEB1	3.5459212874974
ZG16	3.3975378113933
ERG	3.30467815749007
PARN	6.94074695144058
SOD2	7.5683778430155
JOSD3	9.38068934296567
ADAM5P	3.093034987729
CHD9	6.09997313108453
hCG_40738	3.90539894153313
STK16	4.39335929410681
PDE1C	3.61815302250006
SEMA4D	6.72081725958989
AGPAT1	6.63386572636443
TOB2	6.6839691809656
BANK1	3.29215295596280
MAP3K3	5.30026191866867
MAX	5.61396545158586
GRM2	3.67626562343357
OSBPL8	6.99788641959064
PROSC	5.63136536810299
NR4A2	5.90746146504895
RICS	5.15439522803555
PIR	6.46148794052069
PPCS	8.91630364001947
IPO9	6.14989996764981
LONP1	6.9160622229062
EVC	4.30366008532824
CXCL13	7.20877033058122
SCYL3	5.58426534394757
KIAA1199	5.63332320397976
SORL1	7.98090353681919
NAT10	6.83240089708505
CHD1	6.9630577247598
SYN3	3.340615797591
DMC1	4.02000142411284
SLC22A2	3.90149539929463
SERPINF1	7.03770797441022
C20orf27	6.12710625696932
OR7A17	3.0474081906074
RPS6KA5	4.38860319287368
LHB	3.44131469571321
TAOK3	5.14375671864507
STK25	5.8639636277084
SLC12A4	3.48823046496178
BRCA1	4.44405425793039
GBL	5.85202128138841
C14orf108	8.45067639239588
CDC25B	7.76123022162865
BMP3	3.14172907211074
