Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_G07_298098
Composite Element REF	Signal
AACS	6.79643585196215
FSTL1	7.74276059018137
ELMO2	4.62897499743581
CREB3L1	3.85176562312856
RPS11	9.28824765534967
PNMA1	7.61785135918688
MMP2	5.49590002942386
SAMD4A	4.23149000947368
SMARCD3	4.58465438956716
A4GNT	3.72881287877427
C9orf39	3.90618726739581
PKNOX2	3.72798607905424
RALYL	3.37516514311541
ZHX3	4.03665137920509
ERCC5	5.9756591661815
RXFP3	3.1182115829011
APBB2	5.12840974911147
BBOX1	7.25872028383266
PRO0478	2.86050628818186
GCSH	7.60775280355259
XDH	3.55304565693758
EDN1	4.8227200939131
MTERF	5.55766059973699
PDCL3	6.64982025599348
CLK4	5.98941095865127
KCNG1	3.67300190143726
CXCR4	6.96231991457466
DECR1	6.51795526864636
SALL1	3.05454139050546
PTPRR	3.34307386281066
CADM4	3.27148212063517
IRAK1	9.98777741651233
CFHR5	3.33795312541307
HNRPD	7.3317086099579
TMSB10	12.4899547493412
CXCL3	3.89064845794044
LMAN1	3.88861552617068
SUHW1	3.45973577697774
CHD8	6.24751657931972
SUMO1	8.02033400029622
GP1BA	3.22352347628304
OR7A10	3.52899843550698
DDB1	7.67652540394371
CHRNA10	3.85351611316134
STYK1	5.19671467660736
MYO9B	4.50222748954519
CCNI	10.0038471054687
MMP7	11.3962214161352
EP300	5.92277175151414
CRNKL1	5.51202620181284
C9orf45	3.2382765871963
XAB2	4.17196609930607
RTN1	4.11291526004662
HIC2	4.17339685746843
TBX10	3.72461876604066
CENPQ	3.73104147531703
UTY	3.11227611432179
OR2W1	2.82092830773773
ATP5G2	10.8023004019178
ZEB1	3.19396880138035
ZG16	3.37228215827736
ERG	4.06374873970753
PARN	7.87382697942967
SOD2	5.30846971801387
JOSD3	8.81391199605563
ADAM5P	3.05797173262221
CHD9	5.06273410504541
hCG_40738	3.92128472095089
STK16	5.04065761572471
PDE1C	3.52587537554557
SEMA4D	7.70780397355855
AGPAT1	5.56569247898399
TOB2	5.47046314137559
BANK1	5.19508138968051
MAP3K3	5.60672362191404
MAX	5.9776716631679
GRM2	3.60347614547040
OSBPL8	6.52942590711624
