Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_D08_452034
Composite Element REF	Signal
AACS	6.737293149532
FSTL1	7.31817620008535
ELMO2	5.5256584409221
CREB3L1	3.52908413065512
RPS11	10.0327172116769
PNMA1	8.56849683434303
MMP2	6.50122042435535
SAMD4A	3.75192105325943
SMARCD3	6.00539925440667
A4GNT	3.54249512719279
C9orf39	3.13987839949432
PKNOX2	5.07055894195211
RALYL	3.18763795968744
ZHX3	4.62153311733914
ERCC5	5.93615040866577
RXFP3	3.14190085332778
APBB2	4.10768338099914
BBOX1	8.2870050883871
PRO0478	3.0106428333436
GCSH	8.65844565984276
XDH	3.71719915232482
EDN1	3.33179579419134
MTERF	6.35576294737227
PDCL3	6.99040255842175
CLK4	6.38054905146527
KCNG1	3.99764621817545
CXCR4	7.5209906340046
DECR1	9.04341701047349
SALL1	2.93558151987165
PTPRR	3.21691470695073
CADM4	3.29658732763085
IRAK1	9.61305955187387
CFHR5	3.27715314708151
HNRPD	7.5822149282809
TMSB10	11.0566578891023
CXCL3	3.68886474962182
LMAN1	3.71026770480763
SUHW1	3.59927498243776
CHD8	6.04350595692718
SUMO1	8.16912433383047
GP1BA	3.02521477054306
OR7A10	3.80803600911291
DDB1	7.35847736036339
CHRNA10	3.53982699942149
STYK1	3.47264473505275
MYO9B	4.69032222513113
CCNI	9.55168878494097
MMP7	4.41279955998862
EP300	5.72574121058164
CRNKL1	5.16289421561778
C9orf45	3.42199313938688
XAB2	3.97485707330696
RTN1	3.94624566524643
HIC2	4.20774584142223
TBX10	3.61969912105499
CENPQ	4.359006596659
UTY	3.13750871448970
OR2W1	2.81096586776101
ATP5G2	10.7898522996527
ZEB1	3.58955160251335
ZG16	3.64266497279996
ERG	3.89899377664478
PARN	6.65447891915657
SOD2	6.52504998986038
JOSD3	10.5546082892454
ADAM5P	3.17452755140941
CHD9	5.64661034479522
hCG_40738	3.64725869659729
STK16	5.26317648517083
PDE1C	3.53205932564317
SEMA4D	4.60067778839695
AGPAT1	5.99430897697245
TOB2	5.74705116269229
BANK1	3.32893605627369
MAP3K3	5.49554143365717
MAX	4.77752241607407
GRM2	3.96283750661346
OSBPL8	6.55573393331209
PROSC	6.9374244700793
NR4A2	7.28385817052069
RICS	5.19647020664783
PIR	5.68763998477505
PPCS	9.21340507416361
IPO9	6.11435953236736
