Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_C12_491138
Composite Element REF	Signal
AACS	8.04854557620954
FSTL1	8.885477242802
ELMO2	6.62120420762494
CREB3L1	4.6234096651107
RPS11	10.1586198572735
PNMA1	8.62700601381558
MMP2	7.29353760096426
SAMD4A	4.15048888615978
SMARCD3	7.76387794642487
A4GNT	3.3826078005969
C9orf39	3.35582530619603
PKNOX2	3.98978746753758
RALYL	3.34718122858567
ZHX3	4.13607727042449
ERCC5	5.80803699140674
RXFP3	3.22266874642293
APBB2	3.67098293442822
BBOX1	3.53252025377171
PRO0478	3.87428958812828
GCSH	8.50044560749613
XDH	3.64894811620538
EDN1	4.09060140621745
MTERF	7.03611624979387
PDCL3	8.51916302894216
CLK4	5.53667408643151
KCNG1	3.94218658804504
CXCR4	9.19784374326874
DECR1	7.6589263175385
SALL1	2.94628538351818
PTPRR	3.25950263624892
CADM4	3.50422726681546
IRAK1	9.15461417752585
CFHR5	3.54213174844671
HNRPD	8.358299205743
TMSB10	12.2635945878763
CXCL3	3.76874829238122
LMAN1	3.62483047672310
SUHW1	3.8001599287392
CHD8	7.43433120191284
SUMO1	8.56697866904152
GP1BA	3.41947354305572
OR7A10	3.36775133449586
DDB1	7.54684701764736
CHRNA10	3.56145740197672
STYK1	3.65646294361277
MYO9B	4.25361452758172
CCNI	10.2256524255021
MMP7	5.03784099960004
EP300	7.30707667875001
CRNKL1	7.12170108108137
C9orf45	3.03443931039026
XAB2	3.87047948771386
RTN1	3.32510050477267
HIC2	5.09950095556873
TBX10	3.47245113094586
CENPQ	4.45955619123727
UTY	3.24509378922749
OR2W1	2.77865919883639
ATP5G2	10.0204426941943
ZEB1	3.84564480908337
ZG16	3.25995239739122
ERG	3.85796059428268
PARN	7.84984163555438
SOD2	6.26371649974026
JOSD3	7.11712561542651
ADAM5P	3.307886183551
CHD9	6.30398331645591
hCG_40738	3.86103624974293
STK16	4.62967689613362
PDE1C	3.56865373480403
SEMA4D	6.20131061721652
AGPAT1	5.95357410943974
TOB2	6.54028190506782
BANK1	3.65302052562888
MAP3K3	4.6141488329394
MAX	5.41790284960846
GRM2	3.67800302441666
OSBPL8	7.51866071866977
PROSC	6.66934206286624
NR4A2	3.96924009208559
RICS	4.88359324659741
PIR	6.47850981189033
PPCS	9.61244334098184
IPO9	6.72488122308432
LONP1	7.3119724882715
EVC	3.98416391968128
CXCL13	4.63883326736632
SCYL3	5.21737601759989
KIAA1199	5.5874006438444
SORL1	9.36019405626038
NAT10	6.66133710253199
CHD1	6.6476386976137
SYN3	3.41132865972863
DMC1	4.02291466712022
SLC22A2	3.99818814339631
SERPINF1	5.14416125256606
C20orf27	5.98300427700582
OR7A17	2.84241480062178
RPS6KA5	3.95079632666032
LHB	2.84805295270129
TAOK3	4.94618264929524
STK25	6.42437750309886
SLC12A4	3.45205330185133
BRCA1	5.04552871689621
GBL	6.02391455227413
C14orf108	9.03570306991472
CDC25B	8.54301210805009
BMP3	3.25490044465452
MAP1LC3C	3.43695548374191
TMEM180	3.12901882740523
CRYGC	3.94741141005515
SLK	5.97132304849
POU3F1	3.08887394638612
C20orf32	4.29979828621459
USP52	5.44821450526892
HIGD1B	3.58826960271364
BAZ1B	6.4211553040711
USP6NL	4.99885396849744
SLCO2B1	3.60908639569762
ABCD4	4.33329008882588
DIMT1L	5.8560059947105
SLC25A46	8.269873170548
LARP7	7.50497933236285
TEK	3.61186276654944
CD160	3.61726679104564
TERF2IP	7.83795192037408
PHF20	6.47884317170013
COL1A1	6.92849316479882
KIAA0090	6.13734766778034
GTPBP1	4.2693099134942
GRK5	3.68292141680803
AP1S2	4.43331456505833
RAB33B	4.43816251457359
CA11	8.01704812444962
ALDOC	4.13179025064434
NUDT1	5.70873186476549
ZNF212	5.36217847907371
ACBD3	7.26726690430057
ZNF83	7.26078992104236
PRDM2	5.09715094139048
GDPD5	4.24583570244144
PDCD4	6.25843462810622
CEP350	5.581837059312
FOXP3	3.23500551335618
SMYD3	6.79151764941251
CST7	3.85952199037238
SELL	3.72104055365797
