Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_A08_451956
Composite Element REF	Signal
AACS	6.85081453501454
FSTL1	6.40189184507833
ELMO2	5.5776271689258
CREB3L1	4.01394450587347
RPS11	9.73355720898122
PNMA1	8.48269251437222
MMP2	5.45884100314534
SAMD4A	3.59194116105619
SMARCD3	5.71441490899452
A4GNT	3.66874532252317
C9orf39	3.07048720726831
PKNOX2	4.13639024148862
RALYL	3.32056645061013
ZHX3	4.42433457066102
ERCC5	6.02384925684602
RXFP3	3.03354566852766
APBB2	3.24759683437699
BBOX1	7.43687099821969
PRO0478	3.00492833465308
GCSH	9.82110694406232
XDH	3.82541418639283
EDN1	3.32902327130161
MTERF	6.81591973612787
PDCL3	7.91322872868738
CLK4	5.63926021464438
KCNG1	4.18655754594749
CXCR4	7.14247652978067
DECR1	7.68726717238393
SALL1	3.05967716681867
PTPRR	3.27080659724498
CADM4	3.47605445014196
IRAK1	8.45579288396266
CFHR5	3.25343029871324
HNRPD	7.93350228753768
TMSB10	11.0520757868156
CXCL3	3.71024899386905
LMAN1	4.34742997283988
SUHW1	3.40897481570313
CHD8	7.65272004965084
SUMO1	8.08533564916232
GP1BA	3.37623987626284
OR7A10	3.68295634025892
DDB1	7.15916841799569
CHRNA10	3.70861589784151
STYK1	3.35242402701226
MYO9B	4.6222684768831
CCNI	9.86543368246795
MMP7	7.18180300501099
EP300	6.51960470141396
CRNKL1	6.94798822395211
C9orf45	3.16311264714005
XAB2	4.439812879799
RTN1	4.15073476598037
HIC2	3.87890323282697
TBX10	3.66060518353067
CENPQ	4.14202632486544
UTY	3.23108476941349
OR2W1	2.87451689703233
ATP5G2	10.5213808243289
ZEB1	3.24998129787979
ZG16	3.74931971966321
ERG	3.64017905889751
PARN	7.10549598089012
SOD2	5.52650520896267
JOSD3	8.7205289086924
ADAM5P	3.37024360460866
CHD9	6.34675921157005
hCG_40738	4.17765007493623
STK16	5.85675814294549
PDE1C	3.66059158366173
SEMA4D	5.78492603700431
AGPAT1	5.51634146341303
TOB2	6.39249666670355
BANK1	6.21594366768323
MAP3K3	4.82719091384571
MAX	4.88159402863279
GRM2	3.97872363676937
