Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C02_458682
Composite Element REF	Signal
AACS	6.17994522252436
FSTL1	9.58678344990775
ELMO2	5.78833460227078
CREB3L1	4.65789726177425
RPS11	9.86686998916264
PNMA1	7.57671810352645
MMP2	9.38466888529308
SAMD4A	3.88915615715782
SMARCD3	6.2200902930199
A4GNT	3.61200511891612
C9orf39	3.45211012599728
PKNOX2	3.80371186127798
RALYL	3.48480003539046
ZHX3	4.35781775625626
ERCC5	6.46150492683976
RXFP3	2.93618141780514
APBB2	5.26959442288579
BBOX1	7.89969849945678
PRO0478	2.80859453167539
GCSH	6.87092850083476
XDH	3.73382238852676
EDN1	5.50313726411871
MTERF	5.56086957899589
PDCL3	7.07698468557969
CLK4	6.35053930465975
KCNG1	3.52532533021901
CXCR4	7.15146843791155
DECR1	7.4502830898619
SALL1	3.14147588355599
PTPRR	3.24896656611728
CADM4	3.3583825172309
IRAK1	7.90180830360768
CFHR5	3.18941483331826
HNRPD	7.50531632543889
TMSB10	12.0883893885121
CXCL3	4.8121132461983
LMAN1	4.62199102885612
SUHW1	3.64178474771466
CHD8	5.30615753138817
SUMO1	7.65557908987983
GP1BA	3.12403814626587
OR7A10	3.90161775213264
DDB1	7.14828106329543
CHRNA10	3.57379440074254
STYK1	3.26396330032916
MYO9B	4.00045757326302
CCNI	10.0681883356761
MMP7	7.90088836105975
EP300	5.87678614528514
CRNKL1	6.0014195341292
C9orf45	3.27427633703528
XAB2	3.9163595912584
RTN1	5.46401295901267
HIC2	3.82956142070462
TBX10	3.45703650864771
CENPQ	3.92418121324156
UTY	3.17686189990470
OR2W1	2.9060561238091
ATP5G2	10.3411486388702
ZEB1	4.99323478961814
ZG16	3.32436900797620
ERG	3.51485813713526
PARN	7.07191664233795
SOD2	6.58408225434196
JOSD3	7.57830150835888
ADAM5P	3.35269530407201
CHD9	5.27111119198909
hCG_40738	3.68123497966197
STK16	4.98184622678447
PDE1C	3.78120430788549
SEMA4D	5.77276087233288
AGPAT1	4.98426667960844
TOB2	5.85711992353306
BANK1	4.34958792097895
MAP3K3	4.97598559674928
MAX	4.94867806474601
GRM2	3.65347008357924
OSBPL8	7.42059287900606
PROSC	6.09971860563111
NR4A2	7.20088064976262
RICS	4.49391773376288
PIR	3.67126224355593
PPCS	8.87460563441214
IPO9	5.87651872640138
LONP1	5.90639630159553
EVC	4.9744510893278
CXCL13	4.62568632752968
SCYL3	4.93553548113175
KIAA1199	6.82568746254083
SORL1	8.63098738606109
NAT10	6.39683247844887
CHD1	5.99747497812152
SYN3	3.43807441834654
DMC1	3.79094502016725
SLC22A2	3.69340070769888
SERPINF1	9.28535042910572
C20orf27	4.82221477400233
OR7A17	3.01596777948936
RPS6KA5	4.173471278486
LHB	3.04094634734978
TAOK3	5.38874152115205
STK25	5.17500931720336
SLC12A4	3.64808894774612
BRCA1	4.06681250674727
GBL	5.21235462915786
C14orf108	8.02157408264863
CDC25B	6.98135161348864
BMP3	3.13551860482323
MAP1LC3C	3.44936593241253
TMEM180	3.21058663004648
CRYGC	3.63235671172868
SLK	6.14597364692933
POU3F1	3.15748109366427
C20orf32	3.77655893472402
USP52	5.72094435362864
HIGD1B	4.06338421837334
BAZ1B	5.50105832455338
USP6NL	4.68462193532276
SLCO2B1	5.0806957250839
ABCD4	4.33326210465798
DIMT1L	6.1932641041596
SLC25A46	6.93705667914719
LARP7	7.23643775806593
TEK	3.58407181432212
CD160	3.72806374468977
TERF2IP	6.97695780498518
PHF20	6.42833895752732
COL1A1	9.53726307922658
KIAA0090	6.06506124082282
GTPBP1	4.17685642284812
GRK5	4.01972187192626
AP1S2	6.55932060343445
RAB33B	4.14381680665418
CA11	3.85423340989229
ALDOC	5.23478966243137
NUDT1	5.07313002643296
ZNF212	5.04875741647236
ACBD3	6.55213492265679
ZNF83	5.95057458472296
PRDM2	5.03549618388782
GDPD5	5.25607145137596
PDCD4	5.54475600883598
CEP350	5.59022450508922
FOXP3	3.33826005835867
SMYD3	7.66959682186941
CST7	5.23144796708075
SELL	4.04696194153055
CIAO1	6.38217979102661
LGI2	3.95096581346578
