Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_D08_547300
Composite Element REF	Signal
AACS	6.18821167603555
FSTL1	9.19906181999588
ELMO2	5.73599174055946
CREB3L1	4.98582422166389
RPS11	9.92884056046811
PNMA1	7.97927245370455
MMP2	9.59387913346385
SAMD4A	4.11088294742976
SMARCD3	4.43740272991934
A4GNT	3.53437330107928
C9orf39	3.03523858358184
PKNOX2	4.33777078503378
RALYL	3.28997355269485
ZHX3	4.368127281783
ERCC5	5.70176691937739
RXFP3	3.03307880613062
APBB2	4.8719118159347
BBOX1	5.3381446940598
PRO0478	3.00330550049552
GCSH	7.57410934504747
XDH	3.66717771728133
EDN1	4.15079921147826
MTERF	6.0034196027052
PDCL3	7.32120448562558
CLK4	6.74712237809196
KCNG1	3.6925038722183
CXCR4	8.15864928551031
DECR1	7.94945129247954
SALL1	3.20846627523945
PTPRR	3.41735010129210
CADM4	3.2077903671878
IRAK1	8.89087246213767
CFHR5	3.1940514897549
HNRPD	7.88609991836272
TMSB10	11.6559570150758
CXCL3	4.46719046223041
LMAN1	4.04277202637129
SUHW1	3.33578682085667
CHD8	6.58570859781358
SUMO1	7.96355741409133
GP1BA	3.14368152727427
OR7A10	3.79172092682166
DDB1	7.53465351652599
CHRNA10	3.58644514630014
STYK1	4.04820679993879
MYO9B	4.59197561939604
CCNI	10.1687949769480
MMP7	8.2332712172567
EP300	5.99992269172715
CRNKL1	6.3888156060579
C9orf45	3.17717694779832
XAB2	3.81284437202804
RTN1	4.59544871970694
HIC2	4.17263458354816
TBX10	3.47350795262588
CENPQ	3.95661154256706
UTY	3.17509401334535
OR2W1	2.86509465914741
ATP5G2	10.2343072789234
ZEB1	4.42133421152997
ZG16	3.45226462104337
ERG	3.73502955968058
PARN	7.51491061491912
SOD2	6.15610252391356
JOSD3	7.92295209144475
ADAM5P	3.13902823515358
CHD9	6.35615170528224
hCG_40738	3.89048973246481
STK16	4.74693485372542
PDE1C	3.46637573682430
SEMA4D	5.55314986165578
AGPAT1	6.0676834868094
TOB2	5.91700005100259
BANK1	4.7110434695294
MAP3K3	5.39809037074111
MAX	5.35423754255317
GRM2	3.54367391312893
OSBPL8	7.0607838192305
PROSC	5.87479040826852
NR4A2	7.5795669591532
RICS	4.97329263256523
PIR	6.50469814161935
PPCS	8.9082235560384
IPO9	5.91226304073418
LONP1	7.40267276988523
EVC	4.61519754658815
CXCL13	4.0110910707331
SCYL3	5.89917923427333
KIAA1199	7.49077328334817
SORL1	9.13240951443832
NAT10	6.89850359632199
CHD1	7.07024544494484
SYN3	3.46528091358107
DMC1	3.81680965021750
SLC22A2	3.45304501438580
SERPINF1	9.2145023349662
C20orf27	5.06602183329198
OR7A17	3.19490365557010
RPS6KA5	4.7143845122625
LHB	3.41461388681975
TAOK3	5.13923688017354
STK25	6.06107728855735
SLC12A4	3.60426488620866
BRCA1	3.241583756097
GBL	6.70076956961354
C14orf108	8.48092686799538
CDC25B	6.79866045711393
BMP3	3.24533799246404
MAP1LC3C	3.39065835989819
TMEM180	3.38538321699522
CRYGC	3.45960459154473
SLK	5.99450303647302
POU3F1	3.18493555803766
C20orf32	3.90203187032663
USP52	5.77149561521079
HIGD1B	3.92812751843591
BAZ1B	6.43782863443868
USP6NL	5.77489270177001
SLCO2B1	4.8888720748421
ABCD4	4.67074916318263
DIMT1L	5.66353845183161
SLC25A46	7.65661470940328
LARP7	7.28065383046076
TEK	3.50715077493108
CD160	3.41609639472712
TERF2IP	7.22157428905497
PHF20	6.16189087990554
COL1A1	10.0455713760930
KIAA0090	7.07890962533121
GTPBP1	4.52593091798749
GRK5	3.95243910919508
AP1S2	6.3685690712007
RAB33B	3.862647477714
CA11	4.09344045450687
ALDOC	4.64924455375638
NUDT1	4.57859762038417
ZNF212	5.04568918224472
ACBD3	7.86276229394257
ZNF83	6.65156897700452
PRDM2	6.12279845852878
GDPD5	4.31199188357939
PDCD4	5.8016089050032
CEP350	5.82799184956253
FOXP3	3.23993861934902
SMYD3	6.93940425917137
CST7	5.49907459055257
SELL	5.31460315766151
CIAO1	6.63513742637156
LGI2	3.59787387924086
WDR45	6.60973695144176
ANKRD6	5.92411269432603
LTBP4	4.14666437958396
PSCD3	3.42854572830394
PYY	3.06085801655271
KCNC1	3.12218943416647
SIRT6	4.02582778292114
CCL19	4.17117878328184
ARHGEF9	3.91298926253923
ABR	4.71500458367308
C10orf22	6.86555771620736
STK17A	5.32687888226137
FOXE1	3.18817529711597
GML	3.12517821722133
CNGA3	2.83606509506257
CD38	4.29041616554937
ZDHHC6	7.39641650862464
NEFH	3.28432116314748
PGBD5	3.94383463843508
CTDSP2	7.00869413083562
RMND5B	6.0971158903382
ZNF257	3.39012748702439
DUSP4	4.00586899278810
FLJ22167	4.93063502399347
EXOSC7	6.14771111422926
ROR2	4.33670608313063
FOXM1	5.52973281724644
ZBTB48	5.82523239414935
BUD31	7.31507173436272
MAOA	4.00879720960894
CCDC41	3.96919256745867
TNNT3	3.19055278990231
FBXO11	5.8859231021035
GYPC	6.5107604260232
PLIN	3.44246227535500
RFXAP	3.37910399508455
C6orf15	3.88660819094092
RNF4	8.7645725772039
F8A1	7.86060649955632
PPP1R3D	4.63028801366046
GRB2	7.90485260706982
TPM3	3.10722665544540
SYT13	3.42199660528098
EPB42	3.47051117715659
RP5-1077B9.4	5.56772124265823
EIF1	10.3034188687133
CETN3	7.57890967579729
FPGT	5.71889654750814
PRY	3.41935150505038
NTHL1	5.05220915254361
POLR2B	9.61706642527576
RPS28	11.5629054806087
GDF10	3.08106565420857
COQ9	7.93390978570765
P2RX3	3.00001375854646
GCC2	7.31839192898904
RARRES3	6.92698153960763
PLXNA1	5.62705790757415
WBP4	5.06427437691534
KIAA0100	6.13136872931627
PMF1	6.51101183562394
HS2ST1	6.48540051358469
CRELD2	6.68094279086722
C8G	3.09738068156160
CD82	5.60398825365696
PMM1	4.64446606267495
CBLL1	4.57193429636924
LIM2	3.4441566533651
VAX2	3.8866656778292
SETDB1	6.06461713069082
LRAP	3.19301273000029
GCLM	7.7524939652098
CPEB3	3.6949923609685
PPM1A	5.8623732626176
INTS1	3.98085909619847
MMP16	3.11973920774681
CAMTA1	4.33420425826576
SAMSN1	6.65064147563273
DRD3	2.98979985159893
GMPPA	5.05715470857549
C11orf73	6.9976705932509
AIPL1	3.70104243110580
PTP4A2	9.28009660875995
IL24	3.29755373063912
BDKRB1	3.49129628487316
HPCA	3.58567593763479
MLF1	4.77318509528527
SEC14L1	7.17162074707596
CHFR	5.62978915935026
EMILIN1	5.30346903840213
THADA	7.51855747434322
TAF12	5.86688130561534
NDUFS4	7.60148721626332
ID1	6.1922407330682
PIK3CB	4.38409930004915
COL18A1	7.5228216724711
PDZD3	3.25761400575593
TBC1D17	4.97912240049535
COX8A	9.9349450299502
CDCA4	5.8076879403071
C2orf44	5.01798057624397
C9orf16	7.53373014332748
ERBB2IP	7.75007998750838
EMX2	8.53861262397983
FUS	6.09263343914247
NIPSNAP3B	3.70846540054883
TF	3.41458588815179
CXorf56	5.41485449813227
CLCN4	3.58866134409849
PWP2	6.31325894040382
MMP15	4.93655239720985
MTMR14	6.63001766025703
NPR1	6.48195533621837
DNAL4	6.37560809696463
ELAC2	4.9255984441248
ASS1	10.023860759882
IPP	5.88041644784877
TMEM59	9.85430114355451
POLR2J	8.12886673922375
SEC23IP	6.17762757031333
RGS4	5.8582681894279
UQCRC1	8.96916832138973
SNX6	7.44367710194254
DDX18	6.78038827868604
POLG	5.38024768244628
ADAM23	3.78268713392730
ZNHIT2	4.81977876264143
TFR2	3.28234244787527
NCDN	4.30645308514676
RAG1	3.49966404910449
POMT1	4.98232587192617
CYP1A1	3.01730593424717
SNAPC1	6.31090991974509
GNA11	5.53706811829885
CCDC52	2.81521020483928
CAPN1	7.03078566063729
DDHD2	6.91324297484852
UPF3A	5.84092224226651
LAGE3	5.72163138580412
GNRHR	3.13304294115052
UNC13B	5.59756044379743
TTLL4	5.28795201045415
PPBP	3.27053544384493
HTR3A	3.88068501339957
SDC2	5.6890288264777
ANKRD49	7.3412481513759
BTF3	9.86745615891839
COX7A2	10.5525853782361
SARS	9.02256643137985
C13orf18	4.56228202518531
CACNB1	3.78699104048596
QKI	6.09422349693283
SETMAR	5.54253621854111
LAMB4	3.24870285629948
MAN2B1	6.6816090322382
EML3	5.01282177566391
ACADL	3.13736064599669
OFD1	7.13145320044008
CGA	3.39025700863031
EIF3EIP	11.1705988631603
PEX16	5.00667791362843
GNG12	7.54177950138646
HABP4	4.8883836456896
CNTN2	3.37443511938548
ASNSD1	7.28385845305082
FUT4	4.50384029248717
DBH	3.38704730164402
CD53	8.38879892415034
HIST1H2BJ	3.71052816109966
TFAP2B	3.30902219829340
ACF	3.42810186309046
TMEM11	6.691954218509
CDH8	3.10790969471623
C3orf32	3.23901195857057
AGPS	5.95055500715217
C4orf18	3.761885255411
PCCB	8.36489087562328
IPO13	5.40966789469257
PECI	7.8224098819185
UNG	7.28853619930165
C6orf105	3.86577536303759
GSTP1	9.00752419211063
SUV420H1	8.0615991207974
ARHGAP15	5.00146832834157
LTBR	7.88778714401297
TDRKH	3.08546143705363
PSG4	3.37274021035125
SLC9A3R1	7.00416524861545
NBPF3	9.8620416566388
SLC9A3	3.2415756099933
OSBP	6.16818287409146
PRR5	4.43104367599312
CHMP7	5.84578864174492
ADRA1A	3.03455651782321
ASAH1	7.4591880706476
FKBP4	7.90569521091467
ZNF350	4.51448700694857
DOM3Z	5.06827150311838
GIPR	3.5880163153158
AHI1	5.30914546735772
BST1	5.31965902975123
NCR2	3.47091302627488
NADSYN1	5.12583263708063
UBE2W	5.87445048113033
RGS14	3.84603120127458
KRT15	3.5663806647689
SCN11A	3.89099052571507
GFI1	3.64248132469722
FHL1	7.9867739433269
SMC6	7.08447023598741
GATA1	3.45292992976383
OSGEP	5.74101131150909
ARMC6	5.06643364855108
HK3	3.59186790582428
PSMD5	7.18253620458853
RSU1	7.58091305216712
RPL4	12.0089507029884
MAD2L1	7.19534336859423
RBPMS	4.84092195421967
EIF4A3	9.10108971993517
E4F1	5.69459976609518
DLEC1	3.32161725435655
PRPF3	6.28582126648843
EMR1	3.55171365872637
CHMP2B	7.41696551178762
CAMSAP1	4.63032923449175
RPS21	9.19140145148288
XCR1	3.34441335511456
ARID5A	4.24808609083559
RBM6	7.09084866337483
UBE2N	7.00832756887273
KLF4	5.57689152262497
MGC4172	4.30641303246646
LMO4	6.93089476358369
KLKB1	3.40601421753169
HDAC3	6.11624463799263
HP	4.13446486340507
SCHIP1	6.8621804579167
BTK	4.53146653828988
KRCC1	8.8452196389664
PRND	3.08527404799853
C6orf27	3.29011379141882
PIGL	3.75692173043067
CLCA1	3.56404316852889
C1orf112	4.25890426965129
OLFML2A	5.37632348312522
HUS1	4.91505921222991
SFRS6	7.26949697688923
CXCR7	8.37702368254445
UIMC1	6.915295416954
FXYD2	3.36530054663289
GOT2	8.1607826964219
ZNF667	3.77252430002531
TFEC	5.8298000473427
ATP7B	3.70698168859017
RAB38	5.22276410166985
POLD2	7.37344175233843
PPM1H	5.9539402887216
DCX	3.28995456245158
NFYC	5.97673174614848
ZNF228	4.16493469291759
KIN	6.50895219724283
PLSCR4	5.68743004269798
HIST1H4I	4.33756446768162
PPARGC1A	3.16481948253294
HIG2	9.02566289671078
KCNK10	3.82510465028459
EXOC1	8.62264539890003
OR6A2	3.81732174651872
ETFA	8.87749262323816
PDAP1	5.03301846263607
C19orf6	3.39885887647847
POLRMT	4.23233938422278
ZNF146	8.64091291906937
MIA2	3.19327643856852
LY6G6E	3.01628513184793
EIF4E2	8.1513055351846
NENF	4.79099700544
HOXB5	4.15497659955716
ZNF324	4.34136991927811
CUGBP1	5.87192299893423
ENTPD7	4.30988832912424
TTC13	6.52240169844812
GJB5	3.42854560051904
PRSS22	4.51259833809851
CYP3A5	3.23346535264441
MBOAT5	4.95159358636781
CUL4B	6.10193657042191
CENPJ	3.37967515897083
KIAA0664	6.82596893331522
PITX1	3.26719459557887
PDGFRB	6.14968510752601
RDX	6.56108303200806
CELSR3	4.01345949956224
JUND	6.4987413699738
ITSN1	5.14847704766781
CHRNB1	3.71275724777153
EHBP1L1	4.19030576617698
C19orf2	7.09741058207024
FETUB	2.97881596430368
CAMK2B	3.28712306480316
DCTN1	6.81182239680263
TNKS2	6.43810221874552
MRTO4	8.53667266373882
C1QBP	6.84371934402062
TTC3	8.12520723176178
NDUFB8	7.59204567454281
CADPS2	5.41267114216599
EDG2	4.6522118217107
MYF5	2.78672189877894
SEMA3G	3.66325025848075
IL23A	3.51642106035429
GJA9	3.38326052134815
R3HDM2	7.07293448854596
C5	3.90611449289578
SLC2A10	6.68664617410877
TRIM45	4.87073645995877
TSP50	3.82422459931953
PAQR3	4.82360504701509
ANKRD26	3.71266080862588
TCP1	8.32666277317337
TMED7	7.21377378757642
CMA1	2.84409044444229
PTCRA	4.15030293786344
HCRTR1	3.32528829693675
FST	4.3117628637708
PAWR	4.44737940413702
LDLR	4.64517157366594
ASTN2	3.77727769255814
SCRN1	7.62843953257403
GPATCH8	6.90900823383106
KIF4A	5.31757974318577
TANC2	5.23729866972823
ZMYM5	3.59335339253292
PGM1	9.25254445985679
ZNF586	5.21900628899415
POLR3G	3.55373556543977
CPD	5.79905677191151
SNCAIP	4.84642255947894
DCT	3.4262948313545
HLA-DOA	3.58860599206125
TANK	7.46935415012506
RCAN1	5.5180741686491
UPK1B	7.47582915062906
DNAJB4	6.49878920366295
UGT1A8	3.24321350602051
LIMD2	3.40254240656904
HIST1H4L	3.34796381705020
PECR	4.04899881658884
HSPA2	7.78884485970728
SERP1	8.70443708457305
TACR2	3.31181149715165
NUP85	7.52723059773261
CD177	3.23122542962074
GPR135	3.2500203451481
PIGG	8.4050747059425
LGR5	3.50565360321996
JAK2	3.87556741873298
DPYSL4	3.29390196719654
TM9SF4	5.48679697634177
PTHR1	3.44177110215157
SIRPG	3.14441459272924
ZNF264	5.93464436012821
BICD1	6.65134747785978
RAB5A	8.07868799869371
FLJ13224	3.24732244212827
METTL5	9.10495988629931
HERC6	6.97379842254246
CASP1	6.78196006445686
USP9Y	2.83287591755298
LRP1B	3.26148306245686
XAF1	8.19001890032087
PLA2G4C	3.70560433599746
APOA2	3.20210304327113
SPAG6	3.2091443959275
KALRN	3.48324748847844
SECTM1	5.29019874385493
THOC7	8.590526061035
IFNAR1	4.14713783376911
TCTA	6.96841367844
NY-REN-7	3.11628557396023
TALDO1	9.5581714747379
B2M	12.1928693473845
LPPR4	5.6110987752214
SQLE	7.63883116876192
SEPHS1	6.689421127076
EIF5A	6.81531996510502
FAM49A	5.48751966403967
YTHDC2	4.73384917267382
EHD2	5.24151684031077
NCF1	3.99450182799819
SPG7	6.97955402306937
ZNF614	3.45207165679805
HOXA5	8.00745455760103
NUP133	7.91353635969326
FGF12	3.49062861070667
SLMO2	7.69924878927659
INPP5B	4.24675277396415
PPID	8.0283907243382
SNTA1	3.50531499264758
IL20RA	4.55369537768044
UBE2J1	5.9220493493904
CACNG2	2.84534417835400
GCM1	3.30557946186704
ELF1	7.26859139883918
TLR5	4.26118862567226
TCFL5	7.00141592604092
C1orf107	5.97896221019547
C19orf22	6.93617431722047
SAFB2	6.09925019997031
MAP3K7IP1	4.42199467978528
NCK2	8.23184856518653
OXA1L	8.84502921937968
KIAA0652	5.88383344760879
KLRG1	3.73411347141423
FRAG1	6.68308499267235
ZSCAN12	2.92004122114357
PSMD12	7.82364119568432
E2F4	5.14576348670863
CLEC4M	3.51990219317377
KIAA0999	5.88722070845161
CLDN10	7.97091115506742
MGC13053	4.31075075119068
TAC1	2.74808441485271
GYPA	3.23788739565717
HPCAL4	3.29293971190935
TRAIP	3.99208674138658
MEX3D	4.81747370047711
KIAA0232	7.3852152017487
ERCC8	5.46565483085932
NFAT5	6.22660122694934
GPX4	9.37820884910154
CSPG4LYP1	2.84454889423926
KIAA0368	5.6370447017595
FBXO3	6.2244682319708
DVL1	7.44360780477058
CMKLR1	3.60010845653073
GPR157	3.77643283163487
TYMS	7.90406465422475
OR52A1	3.03176934027139
PEF1	7.36767269435112
ZNF750	4.30767221271256
ALG9	6.15725270868399
MCM5	5.89738590863637
SDK2	3.35391568913118
BAIAP3	3.62446171122982
RABGGTB	7.85530478915804
KCNK7	3.52898997298394
PTP4A3	5.98355651293767
ANKRD40	4.38701402823334
CALCOCO2	7.30789285226198
TMSL8	4.32930596509295
SNCA	4.37567715952312
ZNF551	3.9952825507437
HBQ1	3.14502379638396
ARHGAP26	4.54046981043862
GEMIN6	7.32390673928244
HRAS	5.91643403766948
KLRC4	2.84155753364002
BSDC1	5.70309268950052
DSC1	3.86799148952342
RNF43	5.01850294795515
NDUFAF1	6.43462033828384
MAP2K4	6.16815823151379
FOLR2	4.6630926725114
LYZL6	3.44166245910744
EPB41L3	4.59433838738965
TEKT2	4.04838226837056
CDKN2B	3.27152016286040
WSB1	6.95670042244006
ZNF480	3.52294591728948
MAP3K6	3.92242352643580
PROS1	5.7923156914866
PSMB8	7.39161058112742
HN1	8.9071541865343
MAS1	3.14626800629665
APOL1	5.6528936486121
CSHL1	2.92511450467026
ZBTB7C	3.02975750788390
AHCTF1	6.74380646996734
SAE2	9.49616525975928
ITGA2	4.54884118875612
AP2S1	8.87023902859909
P15RS	7.28125895456525
MME	3.56345488548105
VAT1	5.96499148275811
MAST4	5.34885712490326
TUFM	9.17581631812887
KRT33B	3.46803506576511
THEG	3.60489568155325
KCTD2	5.53087588797087
WDR26	9.38669572204473
MFI2	2.9727495101292
KRT34	3.0562882634746
NR4A3	5.18517230924108
SGSM3	4.42873509308978
ARSA	4.17805798640105
TOMM22	7.02174926258488
SOCS3	3.95343885532394
UNKL	4.38520242862951
POP4	7.75111281059282
BHLHB3	9.11863395573396
MALL	6.74501178406948
SOX15	3.44807457790007
CCNA2	5.88227193886318
PARK2	3.30556276327656
GPR124	5.37711744054708
TMEM132A	5.16236166939858
CGRRF1	6.06789811428518
RUVBL2	7.74872118592847
MCAT	6.07310910056761
WNT10B	3.50130098142499
ISCA1	6.95101536568859
RPAP1	4.59396174387395
C12orf48	4.39902413653362
RAI16	5.711096103851
RPL27	9.22218347185397
EPN1	3.32590311776978
MAGI1	3.08799787110545
GBX2	3.10597754468824
SLC35A1	7.49746436676599
GAL	3.85445115468480
SLC14A2	3.29964976380686
RDH11	7.51486764586614
ZNF518	4.14745198613482
PCYT1B	3.35328092155453
AUH	7.11076875379704
EIF3H	11.5665748401276
KIF1B	8.35081403806564
MBD2	4.69154737823784
AMOTL2	7.46599777302328
C6orf120	6.65124388824016
PIGT	7.83260815232644
PSRC1	6.53107335370154
PLA2G10	3.62930503131078
ALAS1	7.17812745516758
FOXO1	6.93989732542806
C17orf62	7.02958835246725
KIF5C	3.86513667555177
DUSP10	6.34188022811257
CRLF3	7.15053258053176
CLCNKB	3.27820186171817
PSMA5	9.8812439364989
FARS2	6.28124168904432
CCDC28A	6.93577060499014
AMPD3	4.74535150459816
PIAS1	7.52899783955628
ADCYAP1R1	3.43667431200409
TMEM134	7.19073934842658
CDH20	2.97357274388483
FBXO7	7.88789728167456
FLJ14213	4.12294755527713
ZNF3	5.22990913443657
LRRFIP1	7.26679611808658
TMEM49	9.65459789993986
CNOT2	7.37556024169807
CBX2	2.8270560725904
ZC3H14	7.21287467945082
ALDH5A1	5.50958607809797
HNT	5.52696624370392
SERPINA4	3.18517351937107
FLJ20920	5.70573963134442
CRTAP	5.96373757733968
DDX50	7.7632972782261
STYXL1	7.21725678337707
TK2	4.87792223984265
BLVRB	7.06271088717416
STMN1	6.22797443521909
GUCA2A	3.06083559287547
DPP6	3.05643083276558
GALNT10	5.98653379399237
STK39	5.37859120933756
MMP24	4.79353405412778
CKS2	9.17004118059953
RHO	3.82204590557195
BANF1	9.50226865117879
CR1	2.86853660629335
RPS6KA2	4.9376206767025
HMBS	7.19988527874192
C20orf112	3.56574650949247
SLC25A24	7.96893480034354
MRPL22	8.10686720767407
SLC25A15	5.46112780847127
GADD45B	6.28457265360213
TDP1	6.33355584311076
ZNF287	3.38617878523246
DAAM2	6.44679127755818
C11orf57	6.11770761557706
RFK	6.9279919364216
ZFYVE9	3.90153774983341
TCTN3	6.59621910755158
STCH	5.86833963054999
LOC283871	3.8836353802064
NDUFB3	8.06501783882577
DEFB4	3.6368833422171
FPR1	4.4921113682209
FMNL1	4.48848288915471
SEPT7	9.82957458200179
PTCD2	4.72798317170327
GNLY	3.39405232295596
GRAMD1C	5.24921749436768
ZNF165	4.83303579981071
TR2IT1	3.98955422896199
ARMCX3	7.21347167499134
NDE1	5.35652800055448
MAGEF1	6.60374155903511
ITGA10	4.1093146626227
ARHGDIB	9.08036522904996
FSHB	3.87150653816763
ANXA2	11.8674410763061
HLCS	4.04844363570421
MCF2L	3.8983077174558
AK1	5.55665233802788
FH	7.17099670491432
LGALS2	3.32508499160761
SYNPO2L	2.7682891388727
KIAA1045	3.31202277699567
C1orf183	4.33165749950936
MAGEA8	3.54302898738005
DGCR8	4.4221548722398
GSR	4.8351325172748
NEU2	3.31935307534881
HIST1H4B	3.5646990027951
CACNA1C	3.20933436731972
FAM20B	5.93330903230843
HES2	3.00099938891937
PDCD6	9.05389705416803
INTS7	6.01621880995472
AMPH	4.22634368751521
UCKL1	6.4261439298307
ASB4	3.09683995415166
C10orf97	5.16017303255576
ALDH1L1	3.78508004423182
CCL23	3.15495543760218
OBSL1	5.15392105837025
SLC12A7	7.3725169148481
THAP4	5.75138264972925
RBM4B	5.94925374904741
OGFRL1	5.26832839639648
KIAA0831	6.11592964605565
C12orf11	7.7999848039631
PPP1R15A	5.56186289868081
KIAA0240	6.18004405094214
CD1B	3.37921322122092
FCGR2A	6.58144001219846
MDC1	5.16083792582632
MAN1A1	4.05583614957104
KRT9	3.05179574501794
HTR1A	3.17146254753736
OCEL1	5.69153651623427
ATP11B	5.30094180174765
NLGN4X	5.86853698307436
FBXO34	7.2528799245444
ALOX12	3.61453259984137
RB1CC1	6.93322320283583
PCDH12	4.63977600514168
RPE	4.93863011278701
EIF4E	7.00954196137113
CSDC2	3.93614151026792
ABHD5	5.39724571662323
TMBIM1	7.05263736559664
PET112L	5.36650364974479
P2RXL1	2.84123886698263
F2RL2	3.02094807260033
TRMT1	5.24687249395632
IMPG2	3.49787546427181
LRRC32	6.18940518066915
BGLAP	3.42966979735835
HTR4	3.18941981044022
MRAS	5.30666070153218
TRAF6	5.16213743721413
AXL	5.6282779864955
ATP2C2	3.32729866665734
LMNB1	5.67359343375059
TELO2	5.00063000685468
PNPLA3	3.70575207408295
CSNK1E	7.00667740006308
SRP14	10.1025501983025
KCNQ4	3.21720130503831
PIK3C2B	5.65685481805975
C15orf15	8.54365621544618
TUBB2B	2.97191826575861
USP15	6.02647059159641
C12orf41	7.34706184315025
CEND1	3.83885460153453
RNF31	5.43951958284885
TCEAL2	4.81762924883786
PTGER2	4.63424284433474
UBN1	7.13574842118126
