Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_D07_543650
Composite Element REF	Signal
AACS	6.49845725629692
FSTL1	8.83270298146922
ELMO2	5.45848096063088
CREB3L1	4.45270312588007
RPS11	9.49588039434335
PNMA1	7.8647652836803
MMP2	8.11819130082403
SAMD4A	3.758549876462
SMARCD3	7.44304179541084
A4GNT	3.82667794577917
C9orf39	3.03863889326157
PKNOX2	3.79038956535248
RALYL	3.32519069748122
ZHX3	4.12205985496189
ERCC5	5.58850649029075
RXFP3	3.15313558454814
APBB2	4.03957289306147
BBOX1	7.26519724278797
PRO0478	3.10688557345839
GCSH	7.77567648382954
XDH	3.94070699079817
EDN1	3.92583537398802
MTERF	6.51419224976693
PDCL3	7.49064207493193
CLK4	5.95763275506479
KCNG1	4.26715843985891
CXCR4	6.49329220179422
DECR1	7.7662413612842
SALL1	3.02978463155876
PTPRR	3.86369136390382
CADM4	3.22276100677625
IRAK1	8.86427759814343
CFHR5	3.31382467147858
HNRPD	7.79163409530365
TMSB10	12.0322732898300
CXCL3	3.86988974585813
LMAN1	3.91551690354594
SUHW1	3.32160211654266
CHD8	5.74648192797265
SUMO1	8.46755132303123
GP1BA	3.37957204888474
OR7A10	3.97448898833413
DDB1	7.5352327725051
CHRNA10	3.56131300365032
STYK1	3.6970842210676
MYO9B	4.37663931698997
CCNI	10.9219002141985
MMP7	10.8873440919115
EP300	6.04759590354102
CRNKL1	6.51824805726983
C9orf45	3.18194779484133
XAB2	4.1766682124652
RTN1	3.38944267958539
HIC2	3.78966019999470
TBX10	3.86625942927073
CENPQ	4.09806903992688
UTY	3.14245783247664
OR2W1	3.00305667490836
ATP5G2	10.5849157206817
ZEB1	3.56796408040392
ZG16	3.56041668823811
ERG	3.93737130561241
PARN	7.43734443445624
SOD2	3.84239686415816
JOSD3	7.78241468829667
ADAM5P	3.12931996817274
CHD9	5.67514482422225
hCG_40738	3.85865425090611
STK16	5.52764236838863
PDE1C	3.30207422869461
SEMA4D	5.95273875924965
AGPAT1	6.65170418097314
TOB2	5.88430841894466
BANK1	3.22370508350258
MAP3K3	5.00343195608725
MAX	5.44329314362495
GRM2	3.73166748001762
OSBPL8	6.5026549547636
PROSC	6.23809388876928
NR4A2	5.51819125755985
RICS	5.44085801814287
PIR	5.71145535272387
PPCS	9.09409476487992
IPO9	6.08756481324182
LONP1	6.32884034643142
EVC	4.14184068546486
CXCL13	4.0406427345326
SCYL3	5.35564198507223
KIAA1199	5.54640807350985
SORL1	9.8134659194517
NAT10	7.1975723199446
CHD1	6.78484498447238
SYN3	3.42867695742241
DMC1	3.80692342677197
SLC22A2	3.71945170116199
SERPINF1	8.21313864010273
C20orf27	4.69564131602453
OR7A17	3.07840053356635
RPS6KA5	4.77258410111475
LHB	3.69086078143845
TAOK3	5.07106786097962
STK25	6.35037190338108
SLC12A4	3.63925634993568
BRCA1	3.87981038028353
GBL	6.31535676028224
C14orf108	7.9097021324907
CDC25B	5.50128093370591
BMP3	3.28161539894634
MAP1LC3C	3.2644277095283
TMEM180	3.29893096759274
CRYGC	3.71965922821886
SLK	5.5659971148747
POU3F1	3.21914606327761
C20orf32	3.84786730225162
USP52	6.38712541880986
HIGD1B	4.05082463413211
BAZ1B	6.68972429233194
USP6NL	5.60670453515429
SLCO2B1	4.14121282597013
ABCD4	4.79308460861066
DIMT1L	6.08319573763658
SLC25A46	7.68798505206282
LARP7	6.58837175166828
TEK	3.65151554878569
CD160	3.5964848357512
TERF2IP	7.25596588653095
PHF20	6.0098231512787
COL1A1	8.76905168964042
KIAA0090	6.18069545077526
GTPBP1	4.10266440361144
GRK5	3.78287656579265
AP1S2	4.81564890267048
RAB33B	4.13363203874143
CA11	3.73999882577615
ALDOC	5.16898926530011
NUDT1	5.44837546798728
ZNF212	5.88997521572507
ACBD3	7.78111904281849
ZNF83	6.71336721505621
PRDM2	5.08012039847966
GDPD5	4.53971946175989
PDCD4	5.81109496766829
CEP350	6.1639834330909
FOXP3	3.38086132014683
SMYD3	5.58541462958367
CST7	4.22849461126745
SELL	3.43030387123407
CIAO1	6.23617203995067
LGI2	3.70024623791504
WDR45	6.3884210995349
ANKRD6	6.93778444614644
LTBP4	3.9657661451939
PSCD3	3.24273131509317
PYY	3.29111110452403
KCNC1	3.14935484884446
SIRT6	3.77724387550741
CCL19	4.10286684354078
ARHGEF9	4.35726056106719
ABR	4.19771283662616
C10orf22	6.7759212782042
STK17A	4.62146637999753
FOXE1	3.32067345200393
GML	3.21028905219170
CNGA3	2.9206180868505
CD38	3.53152317469728
ZDHHC6	7.79145087756279
NEFH	3.23741538375173
PGBD5	4.24835758699536
CTDSP2	7.5984586327255
RMND5B	5.74349052571079
ZNF257	3.66671746056136
DUSP4	5.60760111426387
FLJ22167	4.79898135296326
EXOSC7	6.9840320250218
ROR2	3.74889578818398
FOXM1	5.0379808806179
ZBTB48	4.73390387697363
BUD31	7.87591542346606
MAOA	4.22637573545156
CCDC41	4.05654163675325
TNNT3	3.31886548148479
FBXO11	5.69710522513521
GYPC	5.19219301521947
PLIN	3.71688234899726
RFXAP	3.41095280972929
C6orf15	4.0280987940298
RNF4	9.09533697664586
F8A1	8.67157918203473
PPP1R3D	5.12826404816627
GRB2	7.77897214573944
TPM3	2.94118760987093
SYT13	3.62571608808757
EPB42	3.62043765317047
RP5-1077B9.4	4.9857232227057
EIF1	10.3674142179833
CETN3	6.70677001155647
FPGT	5.30472062539354
PRY	3.46004124648767
NTHL1	5.85237177306473
POLR2B	9.15706655049477
RPS28	11.8301578165759
GDF10	3.03574081963865
COQ9	7.34091469635533
P2RX3	2.98305100080175
GCC2	7.13969623013973
RARRES3	8.73316638366084
PLXNA1	6.3328406383977
WBP4	4.1485810032343
KIAA0100	6.1629785506945
PMF1	6.92059791679978
HS2ST1	5.55270016855927
CRELD2	6.51450121349406
C8G	3.13687802798625
CD82	6.48874740291117
PMM1	5.11195882235937
CBLL1	4.90396355636502
LIM2	3.2878742509956
