Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_E10_298030
Composite Element REF	Signal
AACS	6.52690811512538
FSTL1	6.43207083693115
ELMO2	5.52609311356693
CREB3L1	3.71374676694994
RPS11	10.2329478441117
PNMA1	7.34517199347843
MMP2	4.78495887595809
SAMD4A	3.72820442513474
SMARCD3	6.08239612689746
A4GNT	3.64496976719593
C9orf39	3.14625370934130
PKNOX2	4.08978876060963
RALYL	3.43477391841492
ZHX3	4.19509686338093
ERCC5	6.29056325116662
RXFP3	2.90204144177999
APBB2	4.54667242147705
BBOX1	7.85983057954621
PRO0478	2.86345411890778
GCSH	8.0285180353496
XDH	4.48575377827695
EDN1	4.79831625010033
MTERF	6.35064558966865
PDCL3	6.78699941297823
CLK4	5.50557692306388
KCNG1	3.8923721621307
CXCR4	6.91112981031411
DECR1	7.5501464768266
SALL1	3.45113462764599
PTPRR	3.5212224121127
CADM4	3.31359096065531
IRAK1	9.3991715111426
CFHR5	3.31840461792002
HNRPD	7.834348944293
TMSB10	11.5017632167076
CXCL3	4.55410189027801
LMAN1	4.24573054632169
SUHW1	3.36058135422952
CHD8	5.86202632807153
SUMO1	7.72595396979246
GP1BA	3.24280122678075
OR7A10	3.39822113695064
DDB1	8.15818637606083
CHRNA10	3.95410106214114
STYK1	3.58921017498520
MYO9B	4.00549725767942
CCNI	10.4752245508461
MMP7	9.93318024115074
EP300	5.97911498467042
CRNKL1	6.2032374630593
C9orf45	3.28444811411753
XAB2	4.607655177975
RTN1	3.93799999370468
HIC2	3.9952052480938
TBX10	3.60803356723578
CENPQ	3.6840091103138
UTY	3.05464290106922
OR2W1	2.77894738912024
ATP5G2	10.5778534816404
ZEB1	3.1730689322624
ZG16	3.61004324571473
ERG	3.47816230010632
PARN	7.06114751449907
SOD2	6.37435989427787
JOSD3	7.30418125976507
ADAM5P	3.41353935473568
CHD9	5.9249760123301
hCG_40738	3.81408661230347
STK16	5.93059884259076
PDE1C	3.42358977792080
SEMA4D	5.27377042006764
AGPAT1	6.21077938374049
TOB2	5.43822813895828
BANK1	5.90971668815206
MAP3K3	5.30675052494815
MAX	5.51651135307837
GRM2	3.65265988130518
OSBPL8	6.291930317286
PROSC	5.94005483081256
NR4A2	6.07749378815452
RICS	5.95775752233355
PIR	3.70629913214484
PPCS	9.13358453725884
IPO9	6.02317735426163
LONP1	7.26370647212619
EVC	4.0681760323929
CXCL13	3.94379476322703
SCYL3	6.47968690285181
KIAA1199	4.0375908551795
SORL1	9.51779732066036
NAT10	6.97216875012519
CHD1	5.23167559661538
SYN3	3.61855734514075
DMC1	3.84848063175717
SLC22A2	3.63733353340419
SERPINF1	4.55563798875363
C20orf27	6.21908046265758
OR7A17	3.14300135771626
RPS6KA5	4.81923966187038
LHB	3.35589881626162
TAOK3	5.05709916587461
STK25	6.11661984089224
SLC12A4	3.71838560486108
BRCA1	3.39305862498422
GBL	5.48845739129018
C14orf108	8.54588500458557
CDC25B	5.71976355490432
BMP3	3.15112542264154
MAP1LC3C	3.475564731244
TMEM180	3.50485837857905
CRYGC	3.54163359252232
SLK	5.87942620009159
POU3F1	3.40478309404537
C20orf32	3.86805509395324
USP52	5.11630032966375
HIGD1B	4.00530758448066
BAZ1B	6.46762681747574
USP6NL	6.1364877181082
SLCO2B1	4.18546407245305
ABCD4	4.14667509926192
DIMT1L	6.35136698776941
SLC25A46	7.93726443192202
LARP7	7.03814654250763
TEK	3.39343052360269
CD160	3.70512347612679
TERF2IP	6.98222401835098
PHF20	5.5581579253926
COL1A1	5.04787825899887
KIAA0090	5.81988272004247
GTPBP1	4.35086568803761
GRK5	3.52085411437461
AP1S2	4.46332330423339
RAB33B	4.26506758457641
CA11	4.12348727036282
ALDOC	4.24291735118184
NUDT1	5.940866289192
ZNF212	5.78506287768165
ACBD3	7.98293684241637
ZNF83	5.45710779468561
PRDM2	4.91297547056274
GDPD5	5.99177984698787
PDCD4	5.96388659405803
CEP350	5.50222578962947
FOXP3	3.26878355163541
SMYD3	7.96149915279381
CST7	4.33423522535093
SELL	3.63279977696041
CIAO1	6.27746860774201
LGI2	3.60618559476662
WDR45	6.26481682173068
ANKRD6	7.43736577163107
LTBP4	3.94354386387745
PSCD3	3.41594081327165
PYY	3.17385887671680
KCNC1	3.25320088140938
SIRT6	3.83355886557423
CCL19	3.70673608133895
ARHGEF9	3.99618959834517
ABR	4.15979190025496
C10orf22	6.56378803486923
STK17A	4.81000897246435
FOXE1	3.42827531012448
GML	3.28134400546793
CNGA3	3.10208319193551
CD38	3.55840062628511
ZDHHC6	7.23199764423266
NEFH	3.66122857268015
PGBD5	3.71743085179293
CTDSP2	7.23712795846452
RMND5B	6.13237546654374
ZNF257	3.47852363656035
DUSP4	4.01725801264223
FLJ22167	4.8540684384837
EXOSC7	6.52175485737255
ROR2	3.56720851541026
FOXM1	4.94325204684997
ZBTB48	4.9305994741941
BUD31	7.54165131503404
MAOA	3.81948974703913
CCDC41	3.85607336016643
TNNT3	4.46779010578355
FBXO11	5.01079135087602
GYPC	6.87370262218167
PLIN	3.38654983016094
RFXAP	3.81012050236591
C6orf15	3.55588708036736
RNF4	8.56886696683408
F8A1	8.31457218116247
PPP1R3D	4.89661012500781
GRB2	6.83339305717255
TPM3	3.21815848800364
SYT13	3.53402248011341
EPB42	3.50183014047572
RP5-1077B9.4	4.87893615178733
EIF1	10.7696977353855
CETN3	7.3813664341019
FPGT	4.73127303444235
PRY	3.28678080792876
NTHL1	5.16138641287771
POLR2B	8.74556887965901
RPS28	12.3642595836423
GDF10	3.17139520057764
COQ9	7.7633304105599
P2RX3	2.9708848320013
GCC2	7.34365635055593
RARRES3	8.83670233582045
PLXNA1	5.8267711293057
WBP4	4.06382870814101
KIAA0100	6.07190158924771
PMF1	7.52987528904483
HS2ST1	5.68049742164663
CRELD2	6.72675813658374
C8G	3.15510202024695
CD82	5.52838077931804
PMM1	5.12272690557097
CBLL1	4.37003762123468
LIM2	3.27423993172985
VAX2	3.34957320880332
SETDB1	5.43234933864909
LRAP	3.00646973348896
GCLM	7.80877254169210
CPEB3	3.77493964019444
PPM1A	5.69722806098266
INTS1	4.43093281876257
MMP16	3.31505556001066
CAMTA1	3.47983538991904
SAMSN1	4.74046315866536
DRD3	2.82619593281721
GMPPA	5.59694815047091
C11orf73	5.52375934872571
AIPL1	3.67650807952455
PTP4A2	9.7399930592842
IL24	3.40086354459066
BDKRB1	3.43234385835582
HPCA	3.55046040171941
MLF1	6.27273712707574
SEC14L1	5.67000200793781
CHFR	4.68333026815019
EMILIN1	3.15092437623919
THADA	6.5921727691704
TAF12	5.93596631750094
NDUFS4	9.26598281391316
ID1	7.06814798051496
PIK3CB	4.08898665230628
COL18A1	6.94023499516985
PDZD3	3.28025239761809
TBC1D17	4.41353186569811
COX8A	10.7373696967954
CDCA4	5.53977329074429
C2orf44	4.26379156138061
C9orf16	8.53459308483161
ERBB2IP	7.3727216147815
EMX2	9.01803543755865
FUS	6.96746410240325
NIPSNAP3B	3.59345985544013
TF	3.45915867198710
CXorf56	5.64730920813444
CLCN4	3.80138629282719
PWP2	6.44685487036984
MMP15	3.83928078620474
MTMR14	5.16648614514389
NPR1	7.92695458359128
DNAL4	5.98383924758961
ELAC2	4.43799863097648
ASS1	11.3991472540562
IPP	5.01990847223689
TMEM59	10.4227329831125
POLR2J	9.15309583562747
SEC23IP	5.44138296323971
RGS4	3.67940492854458
UQCRC1	9.56665113274301
SNX6	7.97506137856867
DDX18	6.98203021553791
POLG	5.2549553568325
ADAM23	4.04610517594318
ZNHIT2	5.44129822996354
TFR2	3.53655374538164
NCDN	4.81860519059484
RAG1	3.25194796575424
POMT1	5.12440959252178
CYP1A1	3.63383956936145
SNAPC1	5.53745990970244
GNA11	5.05175409908883
CCDC52	2.94371912247234
CAPN1	7.63311773715848
DDHD2	6.80207543052416
UPF3A	6.31386216684883
LAGE3	5.97885645391049
GNRHR	3.18386265631501
UNC13B	5.37305430643595
TTLL4	4.35802938302505
PPBP	3.44785520497947
HTR3A	6.41516020368195
SDC2	6.60116560837958
ANKRD49	6.61559955536523
BTF3	10.5051051232362
COX7A2	10.4312496768766
SARS	9.51580617415152
C13orf18	3.92879403508044
CACNB1	3.90909881304594
QKI	5.37983985543671
SETMAR	4.59699670233477
LAMB4	3.55004628364704
MAN2B1	6.5198538549369
EML3	5.42619282416493
ACADL	3.3618369795341
OFD1	6.87825049676005
CGA	3.33577646424042
EIF3EIP	11.0952237997681
PEX16	5.75028090621619
GNG12	8.22849079468342
HABP4	4.73724104967816
CNTN2	3.59363355321043
ASNSD1	7.60491660154332
FUT4	3.67652658759209
DBH	3.27540217256327
CD53	7.42498098514147
HIST1H2BJ	4.04741068695027
TFAP2B	3.22048962861287
ACF	3.83196523565365
TMEM11	6.01546813971251
CDH8	3.34879567958119
C3orf32	4.40089194109671
AGPS	5.58112574462975
C4orf18	3.13172542129997
PCCB	8.00439245077468
IPO13	5.05989579341456
PECI	7.96404555764778
UNG	7.39237324235356
C6orf105	3.81003104370964
GSTP1	9.08440876006881
SUV420H1	8.10477997097058
ARHGAP15	4.08836577105192
LTBR	7.09344013211335
TDRKH	3.63824288691251
PSG4	3.43867575218308
SLC9A3R1	6.86181852475729
NBPF3	9.5353196408457
SLC9A3	3.86772488578249
OSBP	7.27700809433505
PRR5	4.08273151720419
CHMP7	5.33457063677733
ADRA1A	3.21692180970801
ASAH1	7.22002281579472
FKBP4	7.35215741460381
ZNF350	4.7445005647826
DOM3Z	4.94086655795958
GIPR	3.80955717345273
AHI1	4.37849543033480
BST1	5.73885187010021
NCR2	3.47565539124481
NADSYN1	5.50281554017671
UBE2W	4.73618884903927
RGS14	4.3736459228768
KRT15	4.11001424349308
SCN11A	3.62040912599531
GFI1	3.70317329135897
FHL1	5.37040525700783
SMC6	5.63917551994112
GATA1	3.69397234879499
OSGEP	5.2396030448891
ARMC6	4.89931082003086
HK3	3.30627311750258
PSMD5	7.16087607749492
RSU1	7.58802020534106
RPL4	12.1452452612209
MAD2L1	5.71980417656799
RBPMS	5.0194802734913
EIF4A3	9.84310197330172
E4F1	4.65920176287396
DLEC1	3.68468132034797
PRPF3	5.78131498483424
EMR1	3.09138098644462
CHMP2B	6.88989465798882
CAMSAP1	4.5249431379124
RPS21	10.5600016856436
XCR1	3.47583533385142
ARID5A	4.24149414642631
RBM6	5.23741173658142
UBE2N	7.31970601970185
KLF4	4.19524017501063
MGC4172	4.62493932595207
LMO4	6.80747009669829
KLKB1	3.42635562267358
HDAC3	6.73326239291385
HP	7.64395205659838
SCHIP1	4.99406291205004
BTK	4.09923591104689
KRCC1	8.88075310433687
PRND	2.87535921309830
C6orf27	3.8129411944226
PIGL	3.88773862500815
CLCA1	3.78468665937293
C1orf112	4.76608715003345
OLFML2A	5.65600591324012
HUS1	5.42372068931481
SFRS6	7.81677860231782
CXCR7	4.13352950883355
UIMC1	5.92888256753894
FXYD2	3.66786268518054
GOT2	7.29730491295284
ZNF667	3.34555847208214
TFEC	3.74454552568094
ATP7B	4.29810397191392
RAB38	4.92886838464319
POLD2	7.18478304851024
PPM1H	3.87365099904351
DCX	3.28158993144752
NFYC	6.08801922934024
ZNF228	4.00203724326082
KIN	6.3192403244382
PLSCR4	7.26172278604025
HIST1H4I	4.13015292787229
PPARGC1A	3.16906972667222
HIG2	6.00884729331946
KCNK10	4.0413683900734
EXOC1	7.66012149339665
OR6A2	3.67428075166383
ETFA	7.59788535618621
PDAP1	4.81500268331766
C19orf6	3.69854730337597
POLRMT	4.039993163059
ZNF146	7.92817840359676
MIA2	3.30211551791962
LY6G6E	3.21670900776805
EIF4E2	8.22522067825375
NENF	5.00993947202483
HOXB5	4.10417321104353
ZNF324	4.54067176072968
CUGBP1	4.30451607177151
ENTPD7	4.24521335676119
TTC13	6.56917974288006
GJB5	4.00717050979836
PRSS22	4.44652905377815
CYP3A5	4.80051979132914
MBOAT5	5.46544334658272
CUL4B	6.30120297374237
CENPJ	3.44792165075923
KIAA0664	6.27786471614652
PITX1	4.58816595931633
PDGFRB	4.23854366728256
RDX	5.65949969434708
CELSR3	3.85065289161522
JUND	6.16185198640767
ITSN1	4.92818030158758
CHRNB1	3.85864106770923
EHBP1L1	3.97734998152508
C19orf2	8.15909987856422
FETUB	3.11115223023405
CAMK2B	3.19778631375284
DCTN1	5.25852017261831
TNKS2	6.38109006293746
MRTO4	7.31925548705391
C1QBP	6.27369957468728
TTC3	7.96103170324527
NDUFB8	8.6148951522946
CADPS2	4.68299211985026
EDG2	4.24634165003285
MYF5	3.07627265140593
SEMA3G	3.45997098047399
IL23A	4.08533435232282
GJA9	3.82675610011174
R3HDM2	6.6539857380678
C5	4.03417984172944
SLC2A10	5.70551300710169
TRIM45	4.31854418879552
TSP50	3.57338357584877
PAQR3	4.34031928206979
ANKRD26	3.52275176509493
TCP1	8.44010713125457
TMED7	6.70486689570724
CMA1	3.04789822311501
PTCRA	4.28125626568623
HCRTR1	3.28175348155729
FST	7.04913645642434
PAWR	4.32893783622492
LDLR	4.77730578920809
ASTN2	3.66643553632693
SCRN1	8.19039906442765
GPATCH8	5.92726807444666
KIF4A	4.35083170445212
TANC2	3.27433648910119
ZMYM5	3.80739826103466
PGM1	9.76845058615018
ZNF586	5.89366861195849
POLR3G	3.64129073573922
CPD	6.23475224693557
SNCAIP	4.15083824917786
DCT	3.43498803807007
HLA-DOA	3.79511498148794
TANK	7.36850592864758
RCAN1	4.72936329679004
UPK1B	4.49397732898427
DNAJB4	4.68259324505409
UGT1A8	2.84563590878690
LIMD2	3.50361286178041
HIST1H4L	3.33798496457853
PECR	5.46072322412502
HSPA2	6.80395519572206
SERP1	9.54063735550579
TACR2	3.27281798428502
NUP85	6.79282523796048
CD177	3.5422994549186
GPR135	3.26231654366295
PIGG	6.99387103862912
LGR5	3.6261839280788
JAK2	3.44567214063282
DPYSL4	3.26876213914363
TM9SF4	6.92464861394014
PTHR1	3.12593287851403
SIRPG	3.27317096972526
ZNF264	5.69385295661777
BICD1	5.01936539824619
RAB5A	7.87846202756344
FLJ13224	3.16668932481699
METTL5	9.67811642643441
HERC6	4.45262181962894
CASP1	5.69329881781399
USP9Y	2.73790242339494
LRP1B	3.23766001488554
XAF1	4.90581665735162
PLA2G4C	3.78720472317846
APOA2	3.13202144635267
SPAG6	3.76081566299425
KALRN	3.16835964546075
SECTM1	5.80943372579107
THOC7	9.2137856512863
IFNAR1	4.26366249305273
TCTA	5.47717967895372
NY-REN-7	3.81491440675347
TALDO1	9.40304128827283
B2M	11.8924939941004
LPPR4	3.56845659178574
SQLE	7.36778598811422
SEPHS1	7.50392882914659
EIF5A	6.27580879257584
FAM49A	4.24902532255048
YTHDC2	4.16604122577113
EHD2	4.99114224225461
NCF1	3.54325654396287
SPG7	6.66425184646036
ZNF614	3.72659663233087
HOXA5	3.13170422947814
NUP133	8.6056725707931
FGF12	3.80518099669591
SLMO2	6.89796793418232
INPP5B	4.54876665252062
PPID	5.49591942032806
SNTA1	4.27494483676468
IL20RA	4.8384971554019
UBE2J1	5.8287378266433
CACNG2	3.05962007094617
GCM1	3.38541771300241
ELF1	6.65853979943602
TLR5	7.0111274220397
TCFL5	5.90122672061235
C1orf107	6.15954263207054
C19orf22	6.47491213273709
SAFB2	6.10567580695455
MAP3K7IP1	3.97023327080628
NCK2	7.92808684516949
OXA1L	9.49466298539188
KIAA0652	5.75468151594048
KLRG1	3.98993572288508
FRAG1	6.13949483364555
ZSCAN12	3.3079712073071
PSMD12	7.30059973591337
E2F4	4.94300328950713
CLEC4M	3.54842425365164
KIAA0999	5.27572242027305
CLDN10	5.92779260772566
MGC13053	3.90175601952483
TAC1	2.76437201918951
GYPA	3.46627702263167
HPCAL4	3.03619524879148
TRAIP	3.4435178905224
MEX3D	3.82957854972223
KIAA0232	6.97800532225573
ERCC8	5.31827068890155
NFAT5	4.04994208421276
GPX4	9.29703295568115
CSPG4LYP1	3.61000989231915
KIAA0368	5.75276834324972
FBXO3	5.75182811613561
DVL1	6.00896523102578
CMKLR1	3.51468468207106
GPR157	3.99466634390349
TYMS	7.42299918269135
OR52A1	3.07054420223974
PEF1	7.20362715326415
ZNF750	3.32331347208594
ALG9	6.56867808589577
MCM5	4.96808210123703
SDK2	3.38113377351184
BAIAP3	3.64508271631171
RABGGTB	6.25656403319921
KCNK7	3.3209814670511
PTP4A3	5.58827017467641
ANKRD40	3.86016506266402
CALCOCO2	7.83259675695902
TMSL8	3.77159505117812
SNCA	4.39104268126232
ZNF551	4.11310195550556
HBQ1	3.39711224997727
ARHGAP26	4.47442561563491
GEMIN6	7.37370353144304
HRAS	4.98683486390634
KLRC4	2.84250016362248
BSDC1	5.79921303375087
DSC1	3.81018317897491
RNF43	5.35975009642644
NDUFAF1	6.6574117904383
MAP2K4	5.64680192612077
FOLR2	4.64989084620647
LYZL6	3.28858224270424
EPB41L3	3.42262289683466
TEKT2	3.82464541669097
CDKN2B	3.45782747359549
WSB1	5.16351148351164
ZNF480	3.73209691772666
MAP3K6	3.79121923875415
PROS1	5.54826584316554
PSMB8	7.76892805740868
HN1	7.95700335267322
MAS1	3.77517340497867
APOL1	4.93884311174292
CSHL1	3.70257506121827
ZBTB7C	3.7930443114468
AHCTF1	6.52703045694682
SAE2	8.54188345983331
ITGA2	4.29255853357831
AP2S1	9.32178871341437
P15RS	6.49806349472125
MME	4.86315377317252
VAT1	7.03611390156214
MAST4	5.68419193621682
TUFM	10.0925327925830
KRT33B	3.21321934692853
THEG	3.62677224603979
KCTD2	5.37605740832895
WDR26	9.43038733835845
MFI2	3.42534743563835
KRT34	3.16262197477102
NR4A3	3.33847634155783
SGSM3	4.37288033354378
ARSA	4.01192214326477
TOMM22	5.96256148063502
SOCS3	3.98335697380842
UNKL	3.89643477705617
POP4	8.82678858236673
BHLHB3	9.80861102773545
MALL	5.3095333907801
SOX15	3.56234969372904
CCNA2	4.926107564435
PARK2	3.43531201968914
GPR124	3.82434688500865
TMEM132A	4.41204245337862
