Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H07_516352
Composite Element REF	Signal
AACS	5.27168870492186
FSTL1	9.27416356292861
ELMO2	4.74563524484773
CREB3L1	3.8119077278463
RPS11	9.89167441804422
PNMA1	7.47209893291742
MMP2	5.78073528764373
SAMD4A	3.55930484734274
SMARCD3	5.88517492952662
A4GNT	3.92838192629441
C9orf39	3.33483765526873
PKNOX2	4.60773023175184
RALYL	5.01647897836387
ZHX3	4.48840467792986
ERCC5	4.7594946745149
RXFP3	3.14066909438432
APBB2	5.34351254661190
BBOX1	3.71602868444442
PRO0478	3.06194761806087
GCSH	7.72708212984998
XDH	3.46687368615508
EDN1	4.30039948505183
MTERF	6.51837233636196
PDCL3	7.39436351470964
CLK4	5.13100629520476
KCNG1	4.49498799671282
CXCR4	6.7425602659837
DECR1	8.18177389367805
SALL1	3.37704367946581
PTPRR	3.57160198154673
CADM4	3.45347800712107
IRAK1	6.35778675442078
CFHR5	3.55278751564808
HNRPD	6.88699381154764
TMSB10	12.3995087206454
CXCL3	3.65259905402689
LMAN1	3.42495626143124
SUHW1	4.38282413196691
CHD8	8.0242560364319
SUMO1	6.85695955482923
GP1BA	3.63260677077701
OR7A10	3.49495443716123
DDB1	7.49628109219355
CHRNA10	3.61238259413705
STYK1	3.46359284510147
MYO9B	3.90283638698335
CCNI	9.34546615980965
MMP7	5.94870461791457
EP300	5.16250581123431
CRNKL1	7.25135093595585
C9orf45	3.83728548804371
XAB2	4.42441902459952
RTN1	5.15027984761054
HIC2	4.04248699976822
TBX10	3.56118152916602
CENPQ	4.86819190464589
UTY	3.50942890258102
OR2W1	2.99144719624050
ATP5G2	10.0709666809540
ZEB1	4.05358107513882
ZG16	3.79366958473547
ERG	4.05973921063847
PARN	5.33828699350572
SOD2	5.58415085830719
JOSD3	8.3494798032343
ADAM5P	3.30368293680404
CHD9	5.49955615179085
hCG_40738	3.58874059445471
STK16	4.75121345699024
PDE1C	3.68202500892167
SEMA4D	4.28151437522235
AGPAT1	5.25196428562558
TOB2	4.38803489626109
BANK1	3.7765514049923
MAP3K3	4.68075944543612
MAX	4.68895031088272
GRM2	4.04822459723566
OSBPL8	6.44057228362752
PROSC	5.9434271620356
NR4A2	3.38097384711423
RICS	3.89599677601046
PIR	4.42249483719192
PPCS	7.80595213944577
IPO9	5.85556029630223
LONP1	5.75913855515621
EVC	3.92109245600964
CXCL13	4.81452848774523
SCYL3	5.98937266998007
KIAA1199	3.13104131772588
SORL1	5.69092246708196
NAT10	5.9705723405152
CHD1	5.94289477457667
SYN3	3.56446445330061
DMC1	4.08757306780198
SLC22A2	3.80219507114785
SERPINF1	7.77699790034732
C20orf27	5.69329903053524
OR7A17	3.35751173494757
RPS6KA5	4.22190376044552
LHB	3.72427714654338
TAOK3	4.00910366733657
STK25	4.73491238078913
SLC12A4	3.73172350988727
BRCA1	4.13178821005562
GBL	5.7760464216952
C14orf108	6.03708088195757
CDC25B	6.14779835959074
BMP3	3.59195941723280
MAP1LC3C	4.20626424128852
TMEM180	3.41885565967235
CRYGC	3.90910879564485
SLK	5.87855014844995
POU3F1	3.5726754806479
C20orf32	4.26682542165131
USP52	5.18919175012977
HIGD1B	3.97169185429969
BAZ1B	5.22097635852396
USP6NL	5.08601373653671
SLCO2B1	3.91211298180666
ABCD4	4.42395914575368
DIMT1L	6.83121570610555
