Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_C04_452000
Composite Element REF	Signal
AACS	5.71233083094832
FSTL1	7.65966355220956
ELMO2	5.12150205744885
CREB3L1	3.96463426687051
RPS11	9.97158775624084
PNMA1	6.83715928835655
MMP2	7.41331712037502
SAMD4A	3.97127875036837
SMARCD3	6.72648292415455
A4GNT	3.7647341372352
C9orf39	3.39383046951758
PKNOX2	3.93013517113528
RALYL	3.18141571556218
ZHX3	4.29070961881094
ERCC5	6.17637055563063
RXFP3	2.93674315204587
APBB2	3.50538017681654
BBOX1	4.95076331667717
PRO0478	3.56309232502239
GCSH	7.4600173664292
XDH	3.58643220352368
EDN1	3.87695612486593
MTERF	5.98769745574308
PDCL3	7.02600008239019
CLK4	5.05421611116098
KCNG1	4.09646150128741
CXCR4	7.67949728088943
DECR1	7.6545517946851
SALL1	3.28678094890795
PTPRR	3.2973786671018
CADM4	3.56527666685348
IRAK1	8.96765283644226
CFHR5	3.47718165573639
HNRPD	7.76916370643227
TMSB10	11.3654293793418
CXCL3	3.41428806223897
LMAN1	3.67940643200218
SUHW1	3.16506078481717
CHD8	5.89089128989141
SUMO1	7.92712155805938
GP1BA	3.19167343580331
OR7A10	3.98525365405185
DDB1	7.37056662524626
CHRNA10	3.64912425329639
STYK1	4.01448230253364
MYO9B	4.51172237696417
CCNI	10.1204323291769
MMP7	7.93328381536457
EP300	6.42059185107567
CRNKL1	6.03144460661715
C9orf45	3.5524386819043
XAB2	4.25648384352783
RTN1	3.43487124947044
HIC2	4.09501416565494
TBX10	3.74114723682951
CENPQ	3.76902514745032
UTY	3.11286341358024
OR2W1	2.73999357415049
ATP5G2	10.6008882674581
ZEB1	3.61119380368776
ZG16	3.50924101852342
ERG	3.78667384671795
PARN	6.58719791828873
SOD2	4.68863567224061
JOSD3	7.96218883239259
ADAM5P	3.26398077387196
CHD9	6.34567121498304
hCG_40738	3.93114074681673
STK16	4.57587088683551
PDE1C	3.59793739901052
SEMA4D	4.80953587997562
AGPAT1	5.61037696257344
TOB2	6.9424967868227
BANK1	4.00340330294203
MAP3K3	5.39586749048582
MAX	4.9445543484336
GRM2	3.77179752876903
OSBPL8	6.84108603558918
PROSC	5.6887621120884
NR4A2	5.91586032744756
RICS	5.1835366473356
PIR	5.71981127740974
PPCS	8.05472321023917
IPO9	6.14500077702072
LONP1	7.3851789890032
EVC	4.78249917694078
CXCL13	4.420872063485
SCYL3	4.52841559731522
KIAA1199	6.16740191297097
SORL1	7.43912665155825
NAT10	7.17326828916609
CHD1	6.0845124079259
SYN3	3.43663771626115
DMC1	4.09001450551409
SLC22A2	3.62541076242027
SERPINF1	7.99598697006948
C20orf27	6.58055600324221
OR7A17	2.98507641860717
RPS6KA5	4.34234613442878
LHB	3.60251560813225
TAOK3	5.55415483392024
STK25	5.73278021295706
SLC12A4	3.61640110552758
BRCA1	3.82424509430816
GBL	5.14815163384044
C14orf108	7.47250852078795
CDC25B	7.16502795903332
BMP3	3.33481106473379
MAP1LC3C	3.46659841024311
TMEM180	3.45260874988134
CRYGC	4.2762684108109
SLK	6.01427235068241
POU3F1	3.4356162188777
C20orf32	3.9669582860111
USP52	5.85661634958734
HIGD1B	3.77500798463422
BAZ1B	6.67381251415733
USP6NL	6.34283209590756
SLCO2B1	3.98279900501115
ABCD4	4.21413188034593
DIMT1L	5.53204148490718
SLC25A46	5.77850089522582
LARP7	6.42793338093662
TEK	3.46117565637423
CD160	4.12433827720948
TERF2IP	6.99994926422588
PHF20	6.42705089315088
COL1A1	7.71466371885413
KIAA0090	5.37102695100812
GTPBP1	4.57153995331188
GRK5	3.62961764875608
AP1S2	4.62446918563454
RAB33B	4.36026587030778
CA11	6.39812821846767
ALDOC	5.2598094830667
NUDT1	4.03980813888564
ZNF212	5.06930798721532
ACBD3	6.52174455539075
ZNF83	6.3088815643028
PRDM2	4.95719106838561
GDPD5	3.94801122396036
PDCD4	6.10747235696168
CEP350	5.97162836151619
FOXP3	3.58101296404533
SMYD3	5.48403995604525
CST7	5.03554518147554
SELL	4.31010960106169
CIAO1	6.0326751794779
LGI2	4.02076923533613
WDR45	6.81100772602009
ANKRD6	7.03051088467147
LTBP4	4.28460329262114
PSCD3	3.23610312044679
PYY	3.26313435295557
KCNC1	3.20548692524332
SIRT6	4.10321672216608
CCL19	3.92134320364460
ARHGEF9	4.03035646859099
ABR	4.62959452716822
C10orf22	6.75363410883234
STK17A	4.61645315778423
FOXE1	3.34672188531538
GML	3.35696570150977
CNGA3	3.11442943622517
CD38	3.60805827814311
ZDHHC6	6.77220612460688
NEFH	3.37554990157043
PGBD5	3.45993096982675
CTDSP2	7.19936816320826
RMND5B	4.75541430985288
ZNF257	3.44353041056367
DUSP4	3.40293736339016
FLJ22167	5.04883855269847
EXOSC7	6.1917258388505
ROR2	3.4992584496007
FOXM1	5.20976405369295
ZBTB48	4.61975485984903
BUD31	7.5998449836839
MAOA	3.64405187900041
CCDC41	5.34368033907428
TNNT3	3.86272938215231
FBXO11	5.69266721652234
GYPC	8.30631762472816
PLIN	3.61573222398623
RFXAP	3.44299625204489
C6orf15	3.83857236396245
RNF4	8.13700346789635
F8A1	7.80505274452468
PPP1R3D	4.95441066251469
GRB2	6.92667902441457
TPM3	3.05386242743595
SYT13	3.75041238290559
EPB42	3.55834269946402
RP5-1077B9.4	5.16425511022094
EIF1	9.45342412563586
CETN3	6.70418587122359
FPGT	4.43240095434337
PRY	3.46636453378787
NTHL1	5.70816309561278
POLR2B	8.23408766791482
RPS28	11.8497883880782
GDF10	3.19791961270111
COQ9	6.6547610045714
P2RX3	3.04691083295773
GCC2	5.91010075807471
RARRES3	7.63119571038753
PLXNA1	6.38615746698673
WBP4	4.44712939763831
KIAA0100	5.53509984907217
PMF1	5.77459666302894
HS2ST1	5.42089801346257
CRELD2	6.37438072419771
C8G	3.11789258252526
CD82	6.03229246200465
PMM1	4.9267843329531
CBLL1	4.65681543905238
LIM2	3.49682793953057
VAX2	3.76167904872672
SETDB1	5.036700169913
LRAP	3.26080743306236
GCLM	5.88289627887724
CPEB3	3.59190282233334
PPM1A	5.13332709277697
INTS1	3.81592647700483
MMP16	3.23836989590263
CAMTA1	4.20781598004907
SAMSN1	4.92629581378394
DRD3	2.85306859744276
GMPPA	5.23400972867439
C11orf73	5.34635736260938
AIPL1	4.02202452656904
PTP4A2	8.87481966977462
IL24	3.41642992957185
BDKRB1	3.29358123996894
HPCA	4.06033608107138
MLF1	5.73144789652352
SEC14L1	5.06832366486644
CHFR	4.6237675383971
EMILIN1	3.96042004487296
THADA	5.7766272024982
TAF12	5.57052837791572
NDUFS4	7.25009221828267
ID1	4.02860132945469
PIK3CB	4.10369744669574
