Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_E08_298076
Composite Element REF	Signal
AACS	7.27138180973345
FSTL1	8.77054503629424
ELMO2	5.15469745304798
CREB3L1	3.81972030158071
RPS11	10.1226714614349
PNMA1	8.65467601330006
MMP2	6.68159455666326
SAMD4A	3.89570923087599
SMARCD3	5.73455861640061
A4GNT	3.50971376304848
C9orf39	3.36224069500999
PKNOX2	4.26317935126323
RALYL	3.37464458803743
ZHX3	4.2024591119087
ERCC5	6.73658876536555
RXFP3	3.110673983738
APBB2	5.30931869256596
BBOX1	4.18911059298903
PRO0478	2.9344807737445
GCSH	8.72296279160143
XDH	3.64097766000659
EDN1	3.62627562833022
MTERF	5.55344297764594
PDCL3	7.36958563217168
CLK4	6.06405575484149
KCNG1	5.30387869223749
CXCR4	8.15454557589674
DECR1	8.25408574058503
SALL1	5.25431746842162
PTPRR	3.22411195975325
CADM4	3.75431227751878
IRAK1	8.08930305501189
CFHR5	3.27336834772126
HNRPD	8.45632082216
TMSB10	12.5840499015073
CXCL3	3.73057036830904
LMAN1	3.97631440108922
SUHW1	3.63854042732007
CHD8	5.60043256878266
SUMO1	7.93802485905207
GP1BA	3.28145084267467
OR7A10	3.26189003815040
DDB1	7.65448766004393
CHRNA10	3.61863127385138
STYK1	3.50391221377672
MYO9B	4.71161856081521
CCNI	11.1890250562654
MMP7	8.4445574426287
EP300	5.26779453392637
CRNKL1	6.85462226438084
C9orf45	3.37337669843791
XAB2	4.26033065703153
RTN1	4.75673242201053
HIC2	4.23274017399701
TBX10	3.44679897445631
CENPQ	4.42422409385782
UTY	3.19145311136431
OR2W1	2.85582165001978
ATP5G2	11.2675718186084
ZEB1	3.41273070155136
ZG16	3.59612615938024
ERG	4.00667603055457
PARN	6.89078054578253
SOD2	4.3687812578872
JOSD3	7.84328315744562
ADAM5P	3.47143111984117
CHD9	5.11909041027384
hCG_40738	4.49128894409541
STK16	5.08942477962283
PDE1C	3.46908121080919
SEMA4D	6.29968595270737
AGPAT1	9.2088084259988
TOB2	4.45666436089359
BANK1	4.57177914079221
MAP3K3	4.93437530558155
MAX	5.33675742357587
GRM2	3.51654152954646
OSBPL8	6.40421853738172
PROSC	6.60556078872414
NR4A2	4.68096413852817
RICS	4.29504399635338
PIR	3.73510808694457
PPCS	9.7611040906918
IPO9	6.49517628182879
LONP1	7.33815353716861
EVC	4.01611677031908
CXCL13	4.12424644566382
SCYL3	5.64386631607767
KIAA1199	7.27252983860044
SORL1	7.03256773961168
NAT10	6.78557688741797
CHD1	5.42385774248254
SYN3	3.54551140244863
DMC1	3.67542515950941
SLC22A2	3.64675073772973
SERPINF1	6.69073473849503
C20orf27	6.35724485285643
OR7A17	3.3328975783511
RPS6KA5	4.3265522378657
LHB	3.40039922151377
TAOK3	3.98567267715022
STK25	6.29979660965938
SLC12A4	3.66358285932761
