Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_F01_491268
Composite Element REF	Signal
AACS	7.43725031850865
FSTL1	7.92962701896696
ELMO2	6.30907272877828
CREB3L1	4.6723245498729
RPS11	10.1258077332545
PNMA1	8.04017966883752
MMP2	8.43281406824582
SAMD4A	3.78305008154727
SMARCD3	7.86833454330223
A4GNT	3.6074045942311
C9orf39	3.31054205849333
PKNOX2	5.03904202684255
RALYL	3.26825100001109
ZHX3	4.6037097572553
ERCC5	5.40775464373686
RXFP3	2.96263278652233
APBB2	4.39961289279599
BBOX1	6.15990628130555
PRO0478	3.21833426732641
GCSH	8.82344353302565
XDH	3.75886985800878
EDN1	3.93150617141429
MTERF	6.42440672205724
PDCL3	8.06016107085822
CLK4	5.99149875088465
KCNG1	3.43361052677202
CXCR4	9.15270911582213
DECR1	8.21195704420517
SALL1	5.5413854544961
PTPRR	4.5726546660618
CADM4	3.27770654119892
IRAK1	8.59807306514563
CFHR5	3.02504491259862
HNRPD	8.00788103760988
TMSB10	12.2794790945318
CXCL3	3.56843838368924
LMAN1	4.45086010659758
SUHW1	3.44003791593132
CHD8	5.48488446393749
SUMO1	8.43392819779277
GP1BA	3.29461724350850
OR7A10	3.57276856442789
DDB1	8.06599801110252
CHRNA10	3.49962074517689
STYK1	4.3193029036601
MYO9B	4.29529642768793
CCNI	10.9865983700594
MMP7	9.90594800627515
EP300	6.78271472555131
CRNKL1	7.52562343685002
C9orf45	3.20470456396923
XAB2	4.56791372944777
RTN1	4.68383150723225
HIC2	4.12882710244144
TBX10	3.35899989188879
CENPQ	4.47966877256994
UTY	3.12849518029507
OR2W1	2.79932470957782
ATP5G2	10.0797536442695
ZEB1	3.17021986422642
ZG16	3.25664868101458
ERG	3.87652640777530
PARN	8.45366776947462
SOD2	6.08197259540326
JOSD3	6.88267467050338
ADAM5P	3.27354151151039
CHD9	7.0495197174933
hCG_40738	3.71594220127619
STK16	5.78392334053359
PDE1C	3.64430024942481
SEMA4D	5.7715329926549
AGPAT1	6.60749230349243
TOB2	7.15023955500896
BANK1	6.21517021741307
MAP3K3	5.43807708416144
MAX	4.932282797051
GRM2	3.46719805106329
OSBPL8	8.59951483716822
PROSC	6.5988130958445
NR4A2	5.03790633493707
RICS	5.81174950383140
PIR	6.60879794252529
PPCS	8.96617308366544
IPO9	6.82683095364194
LONP1	6.83419798576833
EVC	4.54452857074587
CXCL13	3.92620286873787
SCYL3	6.42194448762432
KIAA1199	6.5974774708783
SORL1	8.92565358335979
NAT10	6.35629613581642
CHD1	6.48933104921715
SYN3	3.32146628196005
DMC1	4.02671220413228
SLC22A2	3.75202634072341
SERPINF1	4.97692276687442
C20orf27	5.59492673880104
OR7A17	3.01124329638257
RPS6KA5	4.30951423994255
LHB	3.23182630451791
TAOK3	5.2677963909333
STK25	6.72522405201514
SLC12A4	3.49606417312001
BRCA1	3.82620960985146
GBL	6.84004391225026
C14orf108	7.87683915484053
CDC25B	7.09605881365444
BMP3	3.12426648500486
MAP1LC3C	3.75528318634624
TMEM180	3.42980322240069
CRYGC	3.39884191896942
SLK	5.89518057506295
POU3F1	3.05376516992018
C20orf32	3.71545157816719
USP52	6.55166156408058
HIGD1B	3.76485468810308
BAZ1B	6.38548169959511
USP6NL	5.17511533892844
SLCO2B1	4.31655886144253
ABCD4	4.60191142042125
DIMT1L	5.81635577667678
SLC25A46	7.18794900265547
LARP7	7.51468383942096
TEK	3.92352906405023
CD160	3.66674541161498
TERF2IP	8.3620616664232
PHF20	6.36063975472534
COL1A1	5.52805867300252
KIAA0090	6.30528331151548
GTPBP1	4.55038183882254
GRK5	3.50812347890566
AP1S2	5.24715262310575
RAB33B	5.03525066749082
CA11	5.26051917539156
ALDOC	4.72517619611603
NUDT1	4.46910171100374
ZNF212	5.7523673744162
ACBD3	7.94781669294671
ZNF83	6.93211326420026
PRDM2	4.98272842785813
GDPD5	4.77493521779563
PDCD4	6.00616322943825
CEP350	6.68420242552487
FOXP3	3.12455505220807
SMYD3	6.74136092546309
CST7	4.53299993354627
SELL	6.39964757171793
CIAO1	6.70496301320802
LGI2	3.60311342896567
WDR45	7.1161335655625
ANKRD6	7.62314438420333
LTBP4	3.38169819443271
PSCD3	3.22095879895986
PYY	3.22992130613976
KCNC1	3.07200712119065
SIRT6	4.12444603770299
CCL19	4.11546298247799
ARHGEF9	5.10977009021201
ABR	4.76993820078219
C10orf22	6.33920221752333
STK17A	4.81999816535958
FOXE1	3.28233848828982
GML	3.27456285453900
CNGA3	3.00769817814776
CD38	3.76241823362406
ZDHHC6	6.94283626437652
NEFH	5.33107137649152
PGBD5	4.71378084727151
CTDSP2	8.17747033227494
RMND5B	4.91288970160385
ZNF257	3.44634554450008
DUSP4	7.72008244075799
FLJ22167	7.33378265781423
EXOSC7	6.63297368225615
ROR2	4.9232011557088
FOXM1	4.53393992859163
ZBTB48	4.51839298846841
BUD31	8.23297989201645
MAOA	6.88538116488332
CCDC41	4.90096195226606
TNNT3	3.66206408549022
FBXO11	6.10818846824241
GYPC	5.04955544566564
PLIN	5.78765062405639
RFXAP	2.95959395640549
C6orf15	3.64596642754318
RNF4	8.82018071572398
F8A1	8.85020839810926
PPP1R3D	4.64597302200906
GRB2	6.73374099889737
TPM3	2.99271701481823
SYT13	4.08345173375933
EPB42	3.68084870721073
RP5-1077B9.4	5.06862921609213
EIF1	9.68178562255841
CETN3	7.31931668726489
FPGT	6.23168804635839
PRY	3.44850377152747
NTHL1	5.39175648650887
POLR2B	9.25385916792863
RPS28	11.3653982736377
GDF10	3.27986289392545
COQ9	8.10621243451019
P2RX3	2.99330934701698
GCC2	8.5641400679411
RARRES3	8.51314518232544
PLXNA1	6.08592737265936
WBP4	4.05633540221222
KIAA0100	6.78467298230378
PMF1	6.72473657582182
