Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_B08_491108
Composite Element REF	Signal
AACS	6.76655468799528
FSTL1	7.62228221939763
ELMO2	5.65558749657167
CREB3L1	3.94920030613947
RPS11	10.4353107478188
PNMA1	8.35362149104826
MMP2	6.62598535421731
SAMD4A	3.81120396330325
SMARCD3	6.18742638195174
A4GNT	3.50115493045127
C9orf39	3.3106376032822
PKNOX2	5.31720129361107
RALYL	3.4655862077338
ZHX3	4.04291259872249
ERCC5	6.80874564031851
RXFP3	3.07719320624299
APBB2	4.22459143457329
BBOX1	4.61865927616162
PRO0478	2.89548338781466
GCSH	8.81090322514675
XDH	3.57111401579366
EDN1	3.37678316805448
MTERF	6.3120647521918
PDCL3	8.2210570707461
CLK4	6.64604819678968
KCNG1	3.79952580309516
CXCR4	8.77840113197
DECR1	8.24992142334904
SALL1	3.15409711282075
PTPRR	3.25736626039464
CADM4	3.42636253352454
IRAK1	9.60784150730858
CFHR5	3.13686598392974
HNRPD	8.3565689693022
TMSB10	12.1496578214109
CXCL3	3.74950458149601
LMAN1	3.8722593881436
SUHW1	3.61008538707814
CHD8	6.03291962159887
SUMO1	8.70387833920357
GP1BA	3.13633485055516
OR7A10	3.4787677682808
DDB1	8.2128031539712
CHRNA10	3.63097950112742
STYK1	3.04252123265201
MYO9B	4.87635637755435
CCNI	10.7539860824785
MMP7	8.70408917409079
EP300	6.8409929080206
CRNKL1	6.8503960368568
C9orf45	3.24679263341826
XAB2	4.62265042535104
RTN1	5.34679897108346
HIC2	4.34302003487509
TBX10	3.48880770231757
CENPQ	4.69731026393359
UTY	3.20388818234645
OR2W1	2.83159051955539
ATP5G2	11.2874255026790
ZEB1	3.33306551764231
ZG16	3.46711569143134
ERG	3.56561741388692
PARN	7.28788566161331
SOD2	6.94969555698412
JOSD3	8.72326326164688
ADAM5P	3.2887576729067
CHD9	6.58861342582607
hCG_40738	3.61545194438049
STK16	5.67712442110084
PDE1C	3.51021799004084
SEMA4D	6.08218348316573
AGPAT1	6.37836921459046
TOB2	6.68449855645569
BANK1	4.46933837397399
MAP3K3	5.43315000242072
MAX	4.96648406504708
GRM2	3.78278170302305
OSBPL8	7.50609337543966
PROSC	6.10180836453805
NR4A2	6.692814157387
RICS	4.98500212962897
PIR	6.06050810152357
PPCS	9.1143175884268
IPO9	6.57806098058326
LONP1	7.20881393189392
EVC	3.70461132494656
CXCL13	4.66862360781017
SCYL3	5.51305986079313
KIAA1199	6.00375053385809
SORL1	8.89084231867058
NAT10	7.78427908697768
CHD1	6.3996420961541
SYN3	3.50783225666085
DMC1	3.88846772525101
SLC22A2	3.77365717971689
SERPINF1	7.43664457803366
C20orf27	6.76926804578193
OR7A17	3.12424313204517
RPS6KA5	4.90874388219107
LHB	3.35073622247543
TAOK3	4.75336693502608
STK25	6.47721044232725
SLC12A4	3.52012898942717
BRCA1	4.47763698487337
GBL	6.50963367437698
C14orf108	8.31298637480478
CDC25B	6.91302205220563
BMP3	3.09500659764799
MAP1LC3C	3.43029519241798
TMEM180	3.87958390395002
CRYGC	4.01710693021265
SLK	6.55615250455587
POU3F1	3.04330352485990
C20orf32	3.73417240467196
USP52	6.12781284834771
HIGD1B	3.85341436098494
BAZ1B	6.84676016531767
USP6NL	6.13044236268375
SLCO2B1	4.92152590138474
ABCD4	4.7064104371205
DIMT1L	6.40369172177886
SLC25A46	7.40147941494681
LARP7	7.2604587315935
TEK	3.77884053989031
CD160	3.55052956640878
TERF2IP	7.8997574028611
PHF20	6.28888972426725
COL1A1	6.99803522277837
KIAA0090	6.19255003289924
GTPBP1	4.56146521002962
GRK5	3.86381904416495
AP1S2	6.60556497081796
RAB33B	4.22086199618157
CA11	4.30878909657846
ALDOC	5.01487556076211
NUDT1	5.47491720620519
ZNF212	5.60772650737078
ACBD3	6.8481194485438
ZNF83	6.41621973943342
PRDM2	4.56856096497472
GDPD5	4.66834054082352
PDCD4	6.64109257628655
CEP350	6.0574176808452
FOXP3	3.22600199461735
SMYD3	6.43762192010087
CST7	4.10295107836981
SELL	4.21008939388198
CIAO1	7.0490279082282
LGI2	3.31316010844828
WDR45	6.85731302595252
ANKRD6	7.25834692174369
LTBP4	4.23938613253832
PSCD3	3.18995271560147
PYY	3.07116706945432
KCNC1	3.11281856329342
SIRT6	4.15889038955529
CCL19	3.75824649932156
ARHGEF9	4.61424422247859
ABR	4.63061374832448
C10orf22	6.91616557515485
STK17A	4.78031958784827
FOXE1	3.44618536498571
GML	3.35358568791885
CNGA3	3.10927464443738
CD38	4.08141565803561
ZDHHC6	7.9588652551167
NEFH	4.40368431145323
