Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_D07_471998
Composite Element REF	Signal
AACS	7.26618575392574
FSTL1	6.18420766407176
ELMO2	5.58112160604854
CREB3L1	3.57473452411718
RPS11	9.41089835121251
PNMA1	8.73527050082779
MMP2	4.16768917699335
SAMD4A	3.55309840492347
SMARCD3	4.39038153262453
A4GNT	3.6248134125235
C9orf39	3.43675118545484
PKNOX2	5.08995164952937
RALYL	3.36038577572179
ZHX3	4.22699817685972
ERCC5	5.08037303691605
RXFP3	3.07513325298694
APBB2	3.68291809582236
BBOX1	4.1188427200405
PRO0478	2.90397072535572
GCSH	8.55993880665277
XDH	3.38098150708168
EDN1	3.45971226702438
MTERF	6.74684446442338
PDCL3	8.22032976001508
CLK4	4.47256466889918
KCNG1	3.50601139006971
CXCR4	9.43755042661554
DECR1	7.7019841949327
SALL1	3.09801199725564
PTPRR	3.29821922598252
CADM4	3.68751056326086
IRAK1	8.98520083321652
CFHR5	2.96437876889658
HNRPD	8.45083733234015
TMSB10	11.9475742502634
CXCL3	3.89011980001098
LMAN1	4.80550457851397
SUHW1	3.36911232932153
CHD8	5.67494425898595
SUMO1	8.23070198699914
GP1BA	3.26465277176594
OR7A10	3.72618769838565
DDB1	7.45593958767008
CHRNA10	3.6698291583226
STYK1	3.33999240598424
MYO9B	4.82399379204807
CCNI	10.1941044078275
MMP7	10.2877938106237
EP300	6.18972458873367
CRNKL1	7.62830090666841
C9orf45	3.48819552175619
XAB2	3.93566711924831
RTN1	3.55491398666075
HIC2	3.77745900666710
TBX10	3.57522969354264
CENPQ	4.31581307153627
UTY	3.34854365886087
OR2W1	2.99205397104912
ATP5G2	10.6118530883292
ZEB1	3.20759691583396
ZG16	3.50859912834731
ERG	3.51768764774243
PARN	6.67405646071619
SOD2	5.33910949762923
JOSD3	8.20002916353771
ADAM5P	3.22858327060885
CHD9	5.41962385808512
hCG_40738	4.52103234243021
STK16	4.63279412024992
PDE1C	3.61803368701398
SEMA4D	5.15162280688593
AGPAT1	5.96102375211306
TOB2	6.14392125420606
BANK1	5.15504981443722
MAP3K3	4.43623217837681
MAX	5.08600871363854
GRM2	3.60363687081656
OSBPL8	7.1792861933379
PROSC	5.23237964388706
NR4A2	5.84421335699882
RICS	4.2554971602269
PIR	6.92922174111706
PPCS	8.63856163840352
IPO9	6.19976129573297
LONP1	6.79111210192194
EVC	4.56360360784695
CXCL13	4.40481089389038
SCYL3	4.83317568225302
KIAA1199	6.8304009870865
SORL1	9.22952281282022
NAT10	7.51276649939993
CHD1	6.55301142832386
SYN3	3.45366576020917
DMC1	3.87763546857622
SLC22A2	3.41934276009725
SERPINF1	6.56923665665457
C20orf27	6.18074264003605
OR7A17	3.09003583391489
RPS6KA5	4.15991982785494
LHB	3.74759190185521
TAOK3	4.39886931176958
STK25	6.42483942656094
SLC12A4	3.54527406594947
BRCA1	4.1648662734791
GBL	5.12031778139009
C14orf108	7.49217666259826
CDC25B	7.05673973968842
BMP3	3.31049560119357
MAP1LC3C	3.428264701951
TMEM180	3.40836848709043
CRYGC	3.65172530886965
SLK	6.90690554655616
POU3F1	3.23199134749221
C20orf32	3.8918970581422
USP52	5.77754679584794
HIGD1B	3.71545796728838
BAZ1B	7.50697917421248
USP6NL	6.22800747483885
SLCO2B1	3.86317202069992
ABCD4	4.18808245878610
DIMT1L	6.43201181570453
SLC25A46	7.20337608474554
LARP7	7.77109971755248
TEK	3.6319481369258
CD160	3.35581374851408
TERF2IP	7.10259184504447
PHF20	6.24462645211873
COL1A1	5.90931749856887
KIAA0090	6.08053455266719
GTPBP1	4.22054025735603
GRK5	3.64958544195445
AP1S2	5.08764606195499
RAB33B	4.0285630552303
CA11	3.54503539380252
ALDOC	4.87940049095232
NUDT1	4.60375627136511
ZNF212	6.14676799980123
ACBD3	7.03629319483279
ZNF83	5.81068518019014
PRDM2	4.84372547710386
GDPD5	4.38898385923874
PDCD4	7.2151825141021
CEP350	5.76615621848745
FOXP3	3.29246023922284
SMYD3	5.95000993211834
CST7	4.14772570723723
SELL	3.54408915643928
CIAO1	6.19904968476886
LGI2	3.65927265784879
WDR45	7.03198904086109
ANKRD6	8.40808583533762
LTBP4	4.3415728429455
PSCD3	3.3228175900639
PYY	3.25671101203
KCNC1	3.18936566446349
SIRT6	3.67287062063651
CCL19	3.52757102390794
ARHGEF9	4.15775939380309
ABR	4.16326715748554
C10orf22	7.10255372230413
STK17A	4.82369269625614
FOXE1	3.24955156349837
GML	3.00259357346451
CNGA3	2.96203610883617
CD38	4.67234095334942
ZDHHC6	8.02677753893666
NEFH	8.76083819531298
PGBD5	3.32456101543893
CTDSP2	7.48628314486157
RMND5B	5.31777086251685
ZNF257	3.69311012171784
DUSP4	3.23537795197438
FLJ22167	5.91209031625134
EXOSC7	6.21318537346572
ROR2	3.23397755740375
FOXM1	6.43304287377482
ZBTB48	4.32043368624036
BUD31	8.91331283379473
MAOA	5.01198712793366
CCDC41	5.32054014660698
TNNT3	3.51150511321598
FBXO11	5.89367583228931
GYPC	4.77331691615942
PLIN	4.62102541116583
RFXAP	3.96615811825151
C6orf15	3.49177164304688
RNF4	8.4824544622745
F8A1	8.14516563732857
PPP1R3D	4.62824505201728
GRB2	7.00808986931822
TPM3	3.04236709477497
SYT13	3.13561097410831
EPB42	3.46914991637395
RP5-1077B9.4	5.08286613864621
EIF1	10.4826466056236
CETN3	7.10593295924044
FPGT	5.5150297661022
PRY	3.30692904281279
NTHL1	4.09721830776486
