Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_C10_443124
Composite Element REF	Signal
AACS	6.37246390863877
FSTL1	8.65480874168853
ELMO2	5.59950450823102
CREB3L1	3.58256444650487
RPS11	10.1615517179084
PNMA1	7.9579843603695
MMP2	7.12719208031231
SAMD4A	3.98087948677088
SMARCD3	6.15619775175219
A4GNT	3.64011108182098
C9orf39	3.65717231975717
PKNOX2	3.70762664316032
RALYL	3.28954079443332
ZHX3	4.20155845602295
ERCC5	7.02202300217468
RXFP3	3.06241099725749
APBB2	4.48330924844763
BBOX1	6.70928179147528
PRO0478	3.01393292349958
GCSH	9.14433072152023
XDH	3.64650377765694
EDN1	4.90733025385098
MTERF	6.58074080577898
PDCL3	7.52651476063306
CLK4	7.06446681588357
KCNG1	3.58914672708771
CXCR4	7.41745865907735
DECR1	7.78764743598063
SALL1	3.69770583327503
PTPRR	3.19130098804965
CADM4	3.40320086798036
IRAK1	8.48373669766626
CFHR5	3.19007392630672
HNRPD	8.12132039873058
TMSB10	12.216720699371
CXCL3	3.64955934914635
LMAN1	3.88661684202684
SUHW1	3.44891872635605
CHD8	6.20883000303517
SUMO1	8.36669906760685
GP1BA	3.15306072574775
OR7A10	3.91282996174449
DDB1	7.43104291060992
CHRNA10	3.63074326629798
STYK1	3.5954983464453
MYO9B	4.22606919277169
CCNI	10.6262195837901
MMP7	8.30538825144193
EP300	6.51888470944343
CRNKL1	6.82565311177865
C9orf45	3.12363013947348
XAB2	4.00822514055736
RTN1	4.68475889169886
HIC2	4.24529403022642
TBX10	3.57490136982605
CENPQ	4.94516464070646
UTY	3.20006793960748
OR2W1	2.98254008918422
ATP5G2	10.3712528705358
ZEB1	3.67684753567649
ZG16	3.48999920156549
ERG	3.50041642979086
PARN	7.34524334075355
SOD2	5.91727427761387
JOSD3	8.02560410075825
ADAM5P	3.26102947278247
CHD9	6.51825886457241
hCG_40738	3.55616268071228
STK16	5.32180495005383
PDE1C	3.29987205271517
SEMA4D	6.4038418701779
AGPAT1	5.90155662304262
TOB2	6.32937536376802
BANK1	3.12999907324858
MAP3K3	5.1680572078516
