Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_D03
Composite Element REF	Signal
AACS	6.81502829521904
FSTL1	9.80691664369735
ELMO2	6.33284459832328
CREB3L1	5.6636269397444
RPS11	9.7142540086703
PNMA1	8.89318393406067
MMP2	11.0388227281106
SAMD4A	4.31188312794919
SMARCD3	5.08603058742218
A4GNT	3.49728880766536
C9orf39	3.55607764326798
PKNOX2	3.72211501208728
RALYL	3.72551729078147
ZHX3	5.40204959967168
ERCC5	7.64796591674554
RXFP3	2.97793389898164
APBB2	5.41508591158277
BBOX1	2.98597878935331
PRO0478	2.82336364397184
GCSH	8.08152813543032
XDH	3.49656843840503
EDN1	3.36086757442646
MTERF	6.26887733460515
PDCL3	6.65881586323737
CLK4	6.61513175062584
KCNG1	4.24149123692813
CXCR4	3.15494956780786
DECR1	8.32203458261466
SALL1	7.6002221366717
PTPRR	4.82366888961653
CADM4	3.36210154167871
IRAK1	9.8189002329977
CFHR5	3.41196179597636
HNRPD	8.42595704092616
TMSB10	12.5347747284628
CXCL3	8.31153865792685
LMAN1	5.61284971657547
SUHW1	3.47149351175749
CHD8	5.2867035492636
SUMO1	7.8576248403345
GP1BA	3.24418306761967
OR7A10	3.72142090873518
DDB1	7.37108985034555
CHRNA10	3.81933283974378
STYK1	3.99566348187313
MYO9B	4.91624622851224
CCNI	10.5015551380482
MMP7	5.15123677604185
EP300	6.22920211957445
CRNKL1	5.11978827523808
C9orf45	3.29534702077073
XAB2	4.2454453533543
RTN1	7.38841676369908
HIC2	3.97010448594362
TBX10	3.45252228549151
CENPQ	5.38457706591137
UTY	3.13547993321374
OR2W1	2.80988046206314
ATP5G2	10.4808752343224
ZEB1	5.54016458483677
ZG16	3.49880612156011
ERG	3.40706829718622
PARN	7.4204161927135
SOD2	8.23371957636575
JOSD3	8.0130590377928
ADAM5P	3.20841298826236
CHD9	6.80808188152092
hCG_40738	3.50646207035961
STK16	5.90941080529164
PDE1C	3.54462006907317
SEMA4D	4.4681013345915
AGPAT1	6.58285268076657
TOB2	5.68842961022951
BANK1	3.55678913637788
MAP3K3	5.92857719794922
MAX	5.3974601254414
GRM2	3.84755098217862
OSBPL8	7.66184886626011
PROSC	6.07030785495233
NR4A2	4.69687416357104
RICS	3.99466375460644
PIR	7.39182635331303
PPCS	6.69933447834133
IPO9	6.46752134802927
LONP1	8.18112965511666
EVC	5.61095464427432
CXCL13	3.95245777249277
SCYL3	5.25352522929055
KIAA1199	5.83057971158991
SORL1	4.07523234554777
NAT10	6.89401894147783
CHD1	6.86495179421885
SYN3	3.51591671184089
DMC1	4.04936350020862
SLC22A2	3.83334083998764
SERPINF1	3.55035001317291
C20orf27	5.78212788993758
OR7A17	3.34505569121043
RPS6KA5	5.23250714980988
LHB	3.86388453380041
TAOK3	6.22056726846594
STK25	6.55523858021855
SLC12A4	4.03809646068665
BRCA1	5.53104217043448
GBL	5.79060881013398
C14orf108	8.02979035947457
CDC25B	7.12839385803863
BMP3	3.20851524393826
MAP1LC3C	3.52084967936752
TMEM180	4.21908430421756
CRYGC	3.61992944936288
SLK	5.97675324379693
POU3F1	3.23354507664197
C20orf32	3.54558822794516
USP52	5.94704419411626
HIGD1B	3.74372245773419
BAZ1B	6.96322745330812
USP6NL	5.18898839611705
SLCO2B1	3.85758127579984
ABCD4	4.44144628829828
DIMT1L	6.87132679600166
SLC25A46	8.28401002248805
LARP7	7.39775831225628
TEK	3.59845681532394
CD160	3.51777353688011
TERF2IP	8.65659583501611
PHF20	6.87780375705883
COL1A1	6.08276367159759
KIAA0090	7.11110398278304
GTPBP1	4.7116356787408
GRK5	5.56183330593774
AP1S2	7.99492965114837
RAB33B	4.81631768698987
CA11	4.64774397345623
ALDOC	9.3942727028581
NUDT1	6.3040526902494
ZNF212	5.58134679658999
ACBD3	7.82507911956941
ZNF83	2.73298272747296
PRDM2	4.6579312702607
GDPD5	4.11884430387273
PDCD4	5.70408991306725
CEP350	5.80120628339821
FOXP3	3.25296522175684
SMYD3	8.03817568631226
CST7	3.52520846039175
SELL	3.92354039804468
CIAO1	6.86933779709075
LGI2	3.82950025780702
WDR45	6.88703863581366
ANKRD6	3.48810074171294
LTBP4	4.9026463392357
PSCD3	3.2723118403617
