Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_F08_297944
Composite Element REF	Signal
AACS	6.66709518734186
FSTL1	7.40272454765442
ELMO2	4.34119045396523
CREB3L1	3.85955933544759
RPS11	9.92036993927888
PNMA1	6.82819150548438
MMP2	5.18083792425633
SAMD4A	3.68348116146954
SMARCD3	7.36104447484706
A4GNT	3.60305828897779
C9orf39	3.59218041274528
PKNOX2	3.89662241149942
RALYL	3.32011990611295
ZHX3	4.10421513095522
ERCC5	5.49953997258023
RXFP3	3.83463625237171
APBB2	4.81536062217566
BBOX1	4.60646677653995
PRO0478	3.27615266784955
GCSH	6.63353706685189
XDH	4.10488360493972
EDN1	3.99744336367572
MTERF	5.30136305954993
PDCL3	6.12887554724971
CLK4	5.40679460114173
KCNG1	4.19428148885226
CXCR4	7.51591117914375
DECR1	6.54654690638802
SALL1	3.31474461777207
PTPRR	3.44741017893515
CADM4	3.69293395472148
IRAK1	8.58367538184851
CFHR5	3.43490827171667
HNRPD	6.87094693240488
TMSB10	12.0941777411735
CXCL3	4.49980988619935
LMAN1	3.61499363671278
SUHW1	3.5226057147825
CHD8	5.85961743639646
SUMO1	7.02218982911117
GP1BA	3.40128526639405
OR7A10	3.74092291716548
DDB1	7.81868017569486
CHRNA10	4.21816114924641
STYK1	3.41277695204609
MYO9B	4.45862376196590
CCNI	10.2872537155970
MMP7	7.884691953428
EP300	5.11338258933784
CRNKL1	5.42912294497243
C9orf45	3.9979322333184
XAB2	4.18764022480581
RTN1	4.16860938419128
HIC2	3.85389050699681
TBX10	3.59969087174949
CENPQ	3.91352786853336
UTY	3.26797622358766
OR2W1	3.0542916408049
ATP5G2	10.7340882431084
ZEB1	3.19630420158774
ZG16	3.52877851298172
ERG	3.89633674660069
PARN	6.30817554946875
SOD2	6.45440485547928
JOSD3	5.85635751465563
ADAM5P	3.59080814154249
CHD9	5.2056298050697
hCG_40738	3.71950131401914
STK16	4.49858081732049
PDE1C	3.86067829132745
SEMA4D	5.49503607703721
AGPAT1	5.61312139461137
TOB2	6.59203050001951
BANK1	4.56912213133490
MAP3K3	5.6045992635825
MAX	5.01284444679187
GRM2	3.82203559384082
OSBPL8	6.94360377609829
PROSC	5.24058886395857
NR4A2	3.67283847281848
RICS	4.39878582732713
PIR	3.67718820263633
PPCS	7.95258405446328
IPO9	6.5330119383548
LONP1	6.57908847270579
EVC	3.95605084399696
CXCL13	4.62119861707689
SCYL3	4.98598721194824
KIAA1199	7.55433801330187
SORL1	9.20518695088643
NAT10	5.88051070837452
CHD1	4.5931501337102
SYN3	3.43738469540898
DMC1	4.03488458083703
SLC22A2	3.77387153875831
SERPINF1	5.49598295725091
C20orf27	5.24699843562205
OR7A17	3.34122425813988
RPS6KA5	4.69495889628807
LHB	3.86649593044583
TAOK3	4.60551286332404
STK25	5.74859231877672
SLC12A4	3.73099039261815
BRCA1	4.19212166129610
GBL	4.95742534655887
C14orf108	6.72072438412346
CDC25B	6.8801201737306
BMP3	3.31054871493912
MAP1LC3C	3.74199840812902
TMEM180	3.62028997698932
CRYGC	3.85104414240654
SLK	5.04293897538096
POU3F1	3.17002513008874
C20orf32	4.09126540007049
USP52	5.58274807331534
HIGD1B	4.53719683102158
BAZ1B	5.37199726368662
USP6NL	5.02757043718816
SLCO2B1	4.5636770324073
ABCD4	4.37906524823316
DIMT1L	4.95669138405901
SLC25A46	5.93353551474293
LARP7	5.63166988030361
TEK	3.78890796974399
CD160	3.82082238104018
TERF2IP	6.2834375630757
PHF20	5.50017386727315
COL1A1	5.42117110224874
KIAA0090	5.47778543606995
GTPBP1	4.67254436254507
GRK5	3.72031847948249
AP1S2	4.66242988451401
RAB33B	4.0201593268012
CA11	4.97283547359692
ALDOC	5.2051232486507
NUDT1	5.56296811401804
ZNF212	4.72600055217751
ACBD3	6.35153723903963
ZNF83	5.09513766347747
PRDM2	4.50083045483120
GDPD5	4.25162412977908
PDCD4	5.17115663571475
CEP350	5.36567499739655
FOXP3	3.27312798982583
SMYD3	5.35659543046512
CST7	4.21932172232177
SELL	3.57496637092408
CIAO1	5.51394548880926
LGI2	3.20665132651936
WDR45	6.09340466838638
ANKRD6	8.99914155122088
LTBP4	3.98059730444589
PSCD3	3.56102579565907
PYY	3.32279132707312
KCNC1	3.50445932885824
SIRT6	4.06879516741556
CCL19	3.96281853592974
ARHGEF9	4.51930810824448
ABR	4.30546632513529
C10orf22	5.433943220181
STK17A	4.30589475063799
FOXE1	3.92155250504032
GML	3.38452647712684
CNGA3	3.39141182193461
CD38	3.72252937523482
ZDHHC6	7.38876884368779
NEFH	3.87559366494685
PGBD5	3.7001179424082
CTDSP2	7.04609118371142
RMND5B	5.49048282182155
ZNF257	4.47838982794006
DUSP4	3.92690736412058
FLJ22167	4.35809016798124
EXOSC7	6.22142117871172
ROR2	3.65233186499694
FOXM1	5.55697396892862
ZBTB48	4.83064353640432
BUD31	6.42004951567515
MAOA	4.45698313577570
CCDC41	4.5793139807983
TNNT3	4.25363457926521
FBXO11	4.99429861719044
GYPC	5.63741037588308
PLIN	3.54292900693083
RFXAP	4.3065615555723
C6orf15	4.02086806473533
RNF4	6.73741962570576
F8A1	7.5449046672348
PPP1R3D	4.00463950322998
GRB2	6.77613530112928
TPM3	3.11021071544314
SYT13	3.38667664774949
EPB42	3.70192424917953
RP5-1077B9.4	5.00603632797489
EIF1	9.95850651894144
CETN3	4.99912287987578
FPGT	4.26485919111623
PRY	3.31599931339221
NTHL1	5.30092616622132
POLR2B	7.61631000955917
RPS28	12.2167280990708
GDF10	3.29584851107480
COQ9	6.09824834811487
P2RX3	3.24927566181369
GCC2	5.81920593701455
RARRES3	7.33675619796318
PLXNA1	5.76997955194991
WBP4	3.8218920001899
KIAA0100	5.20496838230486
PMF1	5.48847001769288
HS2ST1	4.62098191073977
CRELD2	6.05049934594274
C8G	3.41610967057812
CD82	5.5124094195525
PMM1	4.87025671631583
CBLL1	3.76988101318995
LIM2	3.32579170093318
VAX2	3.65197378474491
SETDB1	5.0786360474806
LRAP	3.67703492859405
GCLM	5.23568792759455
CPEB3	3.50704186287789
PPM1A	5.51721222195405
INTS1	4.62193772322565
MMP16	3.53127769453845
CAMTA1	3.25442719089628
SAMSN1	4.71577780614276
DRD3	3.1162544754242
GMPPA	4.70995484284093
C11orf73	4.82382279988923
AIPL1	3.79656071383663
PTP4A2	9.91830805574879
IL24	3.39145836760469
BDKRB1	3.36195902940438
HPCA	3.54968938434765
MLF1	4.41418429908317
SEC14L1	6.43761125344693
CHFR	5.62344706400891
EMILIN1	3.52938551307186
THADA	5.85324672551948
TAF12	4.87617733233977
NDUFS4	6.60300733639686
ID1	4.4634217217985
PIK3CB	4.54285959494081
COL18A1	7.08603771658371
PDZD3	3.05992417119237
TBC1D17	3.58515235707476
COX8A	9.9642099691124
CDCA4	5.98870410036818
C2orf44	4.06501520835974
C9orf16	7.47936422377987
ERBB2IP	5.35695146723769
EMX2	8.48255810715742
FUS	7.27222967310509
NIPSNAP3B	3.44650936614261
TF	3.5464031275629
CXorf56	5.19301634071118
CLCN4	3.98827893483386
PWP2	5.11875877444394
MMP15	4.70550646832155
MTMR14	5.51949816525404
NPR1	7.89104505614013
DNAL4	4.67933222376071
ELAC2	4.62308028966451
ASS1	10.4274696338338
IPP	5.01136172092486
TMEM59	9.71264380780342
POLR2J	8.70305497515791
SEC23IP	4.81624482545376
RGS4	3.82421809137125
UQCRC1	9.75399730016263
SNX6	7.24588806007865
DDX18	6.10964512894499
POLG	4.82830599728803
ADAM23	4.3444431556511
ZNHIT2	3.93535526849605
TFR2	3.30820249658081
NCDN	4.53328576349361
RAG1	3.45221685379681
POMT1	4.40786288888594
CYP1A1	3.45914716256109
SNAPC1	5.4312124330747
GNA11	4.82707933869587
CCDC52	3.29900883234858
CAPN1	6.17230999529764
DDHD2	4.80432957476379
UPF3A	5.10987671314335
LAGE3	5.80238807307057
GNRHR	3.27064907216181
UNC13B	4.75574822872187
TTLL4	4.39550301839636
PPBP	3.22525569357745
HTR3A	5.36775906499055
SDC2	3.95223086374083
ANKRD49	5.19920398931173
BTF3	10.0348165902814
COX7A2	10.1353867726511
SARS	8.47517221779708
C13orf18	4.11894012248812
CACNB1	3.98318516016265
QKI	5.26294359613621
SETMAR	4.84663106193243
LAMB4	3.69904794551746
MAN2B1	5.78315861823523
EML3	5.52578805611469
ACADL	3.613213479157
OFD1	7.5458428304439
CGA	3.60272332771130
EIF3EIP	10.4637735502278
PEX16	5.10101323366344
GNG12	8.56352517558342
HABP4	4.3231794481482
CNTN2	3.57961794077562
ASNSD1	5.94403471308662
FUT4	3.62641456037607
DBH	3.51783756000175
CD53	7.1774157359498
HIST1H2BJ	3.77687564984485
TFAP2B	3.48276106707626
ACF	3.96191506614067
TMEM11	5.08655124759025
CDH8	3.36487765418432
C3orf32	3.6476518712366
AGPS	4.55120729884323
C4orf18	3.81674647973094
PCCB	7.50512220958968
IPO13	4.59959292608068
PECI	6.60578366612827
UNG	7.27545048422428
C6orf105	4.33839350484288
GSTP1	8.71642302803924
SUV420H1	7.10389558088353
ARHGAP15	4.089467453549
LTBR	6.09165118996568
TDRKH	3.49479346249584
PSG4	3.74447962361193
SLC9A3R1	5.57974544448556
NBPF3	9.30063855399372
SLC9A3	3.76655964163046
OSBP	5.58110056807714
PRR5	3.78007153262371
CHMP7	5.44158534037358
ADRA1A	3.38081654465194
ASAH1	6.56308953126545
FKBP4	5.63623894068083
ZNF350	4.20528108182799
DOM3Z	4.86160879853482
GIPR	3.66421071536181
AHI1	4.58246510143348
BST1	4.61663184876278
NCR2	3.59043468710146
NADSYN1	4.68887936580756
UBE2W	4.67271807395359
RGS14	4.25437514224761
KRT15	3.64098118924164
SCN11A	3.88328550343598
GFI1	3.90423788272305
FHL1	3.93807351130804
SMC6	5.79089979245017
GATA1	3.85841883209399
OSGEP	5.02207923432281
ARMC6	4.63281530507127
HK3	3.67105616919785
PSMD5	5.5727742302032
RSU1	6.38317810674959
RPL4	12.1865161381609
