Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_B11_491114
Composite Element REF	Signal
AACS	6.3547630910747
FSTL1	9.54726440875223
ELMO2	6.2635412929676
CREB3L1	4.21308196459648
RPS11	10.3520237530567
PNMA1	8.45219485519083
MMP2	8.24850496991304
SAMD4A	4.05604013946655
SMARCD3	6.14338259114182
A4GNT	3.59335498839467
C9orf39	3.87513588126549
PKNOX2	4.44178034529633
RALYL	3.67633977433962
ZHX3	4.15428257276151
ERCC5	5.70389607712624
RXFP3	2.98896962440531
APBB2	4.57082898410983
BBOX1	5.27725376708274
PRO0478	3.07205358552093
GCSH	8.36757298847957
XDH	3.63181295552927
EDN1	5.27388848797112
MTERF	5.12920124916182
PDCL3	7.44970496078102
CLK4	7.1030268214594
KCNG1	4.07332831663807
CXCR4	8.9334148486066
DECR1	7.5472751185536
SALL1	3.67822272601368
PTPRR	4.24886974303021
CADM4	3.37842478263092
IRAK1	8.90220313452406
CFHR5	3.09670309209328
HNRPD	7.80491355390316
TMSB10	12.0747797619705
CXCL3	3.85434233395985
LMAN1	4.12641334175914
SUHW1	3.54026889623830
CHD8	6.15529584481741
SUMO1	8.7326439109959
GP1BA	3.21115367143764
OR7A10	3.58755733312595
DDB1	7.76689654999695
CHRNA10	3.52384009248840
STYK1	3.56294494695859
MYO9B	4.09436301081789
CCNI	10.0475396587885
MMP7	10.5401496825923
EP300	6.84018715158886
CRNKL1	6.91613987449367
C9orf45	3.27471796260688
XAB2	4.32503131202354
RTN1	3.71192780736178
HIC2	3.92401063498727
TBX10	3.48901321611660
CENPQ	4.32656499237188
UTY	3.1141302557164
OR2W1	2.93997056712255
ATP5G2	10.3884105883953
ZEB1	3.6017391698145
ZG16	3.43582105936423
ERG	3.65125494837452
PARN	7.07218642598459
SOD2	4.56946220321979
JOSD3	7.81330091737819
ADAM5P	3.25502511102111
CHD9	6.99876145139507
hCG_40738	3.6653700760935
STK16	6.11706662546214
PDE1C	3.68404379335478
SEMA4D	5.38733844412977
AGPAT1	6.93647655549635
TOB2	6.41041576670476
BANK1	5.11878475058437
MAP3K3	5.41107659495767
MAX	5.14360944573878
GRM2	3.59105169139081
OSBPL8	7.27666825613952
PROSC	5.5761579235168
NR4A2	4.54170885262131
RICS	6.00943586029422
PIR	5.86083739492158
PPCS	9.13534888041556
IPO9	6.01071948395627
LONP1	7.06984061527938
EVC	4.65548300992247
CXCL13	4.01963195588728
SCYL3	5.67714367417174
KIAA1199	6.29335166436645
SORL1	8.28903274280966
NAT10	6.43342434795832
CHD1	6.29768791764121
SYN3	3.61625952286296
DMC1	3.87338393713446
SLC22A2	3.73266005677527
SERPINF1	6.95971705094322
C20orf27	5.77134589423068
OR7A17	3.15129810192174
RPS6KA5	4.52511906889878
LHB	3.16748185038831
TAOK3	5.08658607036195
STK25	7.58367010299674
SLC12A4	3.62881540209067
BRCA1	3.89944331577597
GBL	6.15878917698151
C14orf108	7.76362299581649
CDC25B	7.25138532279434
BMP3	3.07995070082281
MAP1LC3C	3.63145074457684
TMEM180	3.19493445637155
CRYGC	3.81287188238845
SLK	6.19282766896688
POU3F1	3.06178862147751
C20orf32	3.76186121807758
USP52	6.16630362678798
HIGD1B	3.83001870538803
BAZ1B	6.80097946322466
USP6NL	6.07462070357963
SLCO2B1	4.29002517675943
ABCD4	4.52587143374262
DIMT1L	6.86776861632031
SLC25A46	7.25768104219276
LARP7	6.60063956773008
TEK	3.89339597174371
CD160	3.32574161543851
TERF2IP	8.05002747299893
PHF20	6.42414103843979
COL1A1	7.76383591357012
KIAA0090	6.08770529618054
GTPBP1	4.59638143962761
GRK5	4.06220148197705
AP1S2	5.39020832456791
RAB33B	5.67798571773234
CA11	4.72245120261741
ALDOC	4.41540368985595
NUDT1	4.97251893449567
ZNF212	5.89083044660913
ACBD3	8.00984416144668
ZNF83	6.51380878265438
PRDM2	4.72361991045424
GDPD5	5.29492876870289
PDCD4	6.0628760388008
CEP350	6.26511767467078
FOXP3	3.11030105487789
SMYD3	6.04924715719859
CST7	4.24412004776087
SELL	4.74337084735125
CIAO1	6.50045970984214
LGI2	3.9959222092449
WDR45	8.0362499249701
ANKRD6	7.18925238873076
LTBP4	5.0690558626636
PSCD3	3.14056285094412
PYY	3.13846102422549
KCNC1	3.16334148857540
SIRT6	4.19152705858766
CCL19	3.81199227016010
ARHGEF9	4.73673738953736
ABR	5.07613561871247
C10orf22	7.28481774753685
STK17A	5.34369321410326
FOXE1	3.53050599847498
GML	3.26134302594366
CNGA3	3.11363058286720
CD38	4.42300482687354
ZDHHC6	6.83545349923184
NEFH	4.49586856438323
PGBD5	3.85006462379641
CTDSP2	7.45835329102877
RMND5B	6.73685472988987
ZNF257	3.37203686527519
DUSP4	3.72663020259259
FLJ22167	6.11175192441867
EXOSC7	6.3417879515864
ROR2	3.55166825201197
FOXM1	5.22045243085301
ZBTB48	4.41609575026523
BUD31	7.35312460958644
MAOA	5.95940504953407
CCDC41	4.89062109272497
TNNT3	4.11959547787860
FBXO11	5.52134367930377
GYPC	6.98730521954382
PLIN	3.47843303318704
RFXAP	3.18190837706002
C6orf15	3.6740505323229
RNF4	8.85720451582724
F8A1	9.02597069158352
PPP1R3D	4.99791854102212
GRB2	7.12950769723884
TPM3	3.06882665009735
SYT13	3.90635583684717
EPB42	3.41810468579138
RP5-1077B9.4	4.82835955928459
EIF1	10.4449830092337
CETN3	7.2550964470439
FPGT	6.25923739676159
PRY	3.44973933773788
NTHL1	5.01204289984287
POLR2B	9.28618744548951
RPS28	11.6708526580834
GDF10	3.1675732676376
COQ9	8.01365917768376
P2RX3	2.75013837440381
GCC2	7.40317199667613
RARRES3	7.07557919752373
PLXNA1	5.83069962254671
WBP4	4.86739092548637
KIAA0100	6.22032872664242
PMF1	7.10412200949896
HS2ST1	6.26451332894472
CRELD2	7.3382246882099
C8G	3.11818765635808
CD82	5.90494491712911
PMM1	4.33072106524919
CBLL1	4.41769416146723
LIM2	3.12542702948868
VAX2	3.72227326594717
SETDB1	5.47027222367619
LRAP	3.1711436525001
GCLM	7.39353330261426
CPEB3	3.53771666141565
