Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_D02_547324
Composite Element REF	Signal
AACS	6.18447313822054
FSTL1	8.41165864410312
ELMO2	5.54920770052295
CREB3L1	3.96864376861955
RPS11	10.0156438924639
PNMA1	7.88173908191946
MMP2	7.88875569545397
SAMD4A	3.82408928623503
SMARCD3	4.68397592514219
A4GNT	3.56767598887066
C9orf39	3.27917654501417
PKNOX2	3.94651313999844
RALYL	3.36677949471002
ZHX3	4.38357075360865
ERCC5	6.32059895122913
RXFP3	3.30828027923561
APBB2	4.66576029777741
BBOX1	4.56268030384858
PRO0478	2.97252077504001
GCSH	8.24158593808126
XDH	3.96294126742799
EDN1	4.46227634454329
MTERF	6.11875307230173
PDCL3	7.2727072315375
CLK4	7.23976530721719
KCNG1	3.5542677426316
CXCR4	6.85787538205344
DECR1	7.25693900832192
SALL1	3.18323237649396
PTPRR	3.35269314914245
CADM4	3.32375490699841
IRAK1	9.05934380061721
CFHR5	3.24090121494173
HNRPD	7.8333826331905
TMSB10	11.7820990869520
CXCL3	4.08883238688807
LMAN1	3.99968497938418
SUHW1	3.51969251584691
CHD8	6.2232236933515
SUMO1	7.6093839224151
GP1BA	3.36629392959756
OR7A10	3.66683305307432
DDB1	7.4643045601076
CHRNA10	3.86143255193392
STYK1	3.45326648875664
MYO9B	4.30965162075644
CCNI	9.92432648795526
MMP7	3.89225245104146
EP300	6.16283076904101
CRNKL1	6.59354066625626
C9orf45	3.40274523222365
XAB2	3.99591470680436
RTN1	4.40421255930525
HIC2	3.87664162347658
TBX10	3.65721910472212
CENPQ	4.30524642763294
UTY	3.22577243858306
OR2W1	2.99863673755841
ATP5G2	10.6271447641949
ZEB1	4.08722568803388
ZG16	3.46196160898617
ERG	3.93394525403133
PARN	6.7534318202702
SOD2	6.19947855066159
JOSD3	8.15112093115578
ADAM5P	3.36304965927829
CHD9	6.19135039223139
hCG_40738	3.63252634391261
STK16	5.03513620195813
PDE1C	3.67492982410713
SEMA4D	5.69281958359148
AGPAT1	6.21706415342892
TOB2	7.0295403316281
BANK1	4.29364157468226
MAP3K3	5.85406824819437
MAX	4.96276065174369
GRM2	3.72293788853644
OSBPL8	7.59771171501676
PROSC	6.19087360138673
NR4A2	4.25225858931919
RICS	4.42270886236236
PIR	5.65492911523122
PPCS	9.05913978211595
IPO9	6.15120146601935
LONP1	7.14242199529995
EVC	4.10887551788961
CXCL13	5.90906767422021
SCYL3	5.50973200283322
KIAA1199	5.63970944408604
SORL1	7.46409848814414
NAT10	6.51424872547573
CHD1	6.33681843053586
SYN3	3.49903820534292
DMC1	3.93478066794671
SLC22A2	3.55952086587316
SERPINF1	7.60254222599759
C20orf27	5.20574657421081
OR7A17	3.12868883704522
RPS6KA5	4.86548748836769
LHB	3.52980226804958
TAOK3	4.87457655616798
STK25	6.70806466442377
SLC12A4	3.47539514587943
BRCA1	4.36641080031065
GBL	5.22577464461243
C14orf108	7.8659849562896
CDC25B	7.22528776569127
BMP3	3.07260155538504
MAP1LC3C	3.40592867926024
TMEM180	3.18098174902644
CRYGC	3.37643384736397
SLK	5.74312899485395
POU3F1	3.24688061020636
C20orf32	3.81839084237946
USP52	7.00632779082566
HIGD1B	3.95763727131454
BAZ1B	5.97543832676763
USP6NL	6.00713183390442
SLCO2B1	4.50439289066591
ABCD4	4.44676200373445
DIMT1L	5.54743716815281
SLC25A46	8.22545017499022
LARP7	6.83084060187572
TEK	3.55379637219501
CD160	3.4326648664764
TERF2IP	7.51713651423003
PHF20	6.21620321824105
COL1A1	8.53967580557013
KIAA0090	5.30639147587617
GTPBP1	4.60448276064252
GRK5	4.5903058400216
AP1S2	5.7632579642558
RAB33B	4.36987313277124
CA11	4.79634435233996
ALDOC	6.04548805617518
NUDT1	4.67936938205484
ZNF212	5.66504374414641
ACBD3	7.18084232417182
ZNF83	7.32263607690609
PRDM2	5.20491093728508
GDPD5	5.28387582854743
PDCD4	5.82136663306377
CEP350	6.50324829137635
FOXP3	3.17612170025646
SMYD3	6.88487627827159
CST7	5.23999177394004
SELL	5.57220650144271
CIAO1	6.47161407059947
LGI2	3.75122030273382
WDR45	6.76031042036319
ANKRD6	7.15596129115295
LTBP4	4.24929345884727
PSCD3	3.50378073943105
PYY	3.05551596128128
KCNC1	3.00549811432203
SIRT6	3.91586379135504
CCL19	6.19750888050178
ARHGEF9	4.71032236458659
ABR	4.3863781350617
C10orf22	6.41873897296872
STK17A	5.17741162973596
FOXE1	3.44111291399102
GML	3.30065433226740
CNGA3	2.90519031375758
CD38	5.69879112985405
ZDHHC6	7.21263545585252
NEFH	3.34021902620709
PGBD5	3.48855239306427
CTDSP2	7.57696035408108
RMND5B	6.19425142569396
ZNF257	3.5682598857853
DUSP4	3.83670734324862
FLJ22167	5.05416973134991
EXOSC7	5.97186802337078
ROR2	3.6709877952582
FOXM1	5.52532186488999
ZBTB48	5.25695815031037
BUD31	7.19668346359722
MAOA	6.27454238073424
CCDC41	4.47499800806062
TNNT3	3.34204101942635
FBXO11	5.49757753684592
GYPC	6.70368785395496
PLIN	4.89485540822931
RFXAP	3.38887523901635
C6orf15	4.68599935950791
RNF4	7.73981984783577
F8A1	8.33493174091884
PPP1R3D	4.46950507072496
GRB2	7.06075150098159
TPM3	3.27462626461858
SYT13	3.5903434216086
EPB42	3.47497734400455
RP5-1077B9.4	5.31463842027723
EIF1	10.5936455198065
CETN3	6.95547227886985
FPGT	5.28129900411742
PRY	3.43419221257784
NTHL1	4.31130388343975
POLR2B	8.33076113247443
RPS28	11.6938956965379
GDF10	3.19456901131243
COQ9	8.40284513842023
P2RX3	2.81253810027599
GCC2	7.56208680519784
RARRES3	8.4081582855169
PLXNA1	6.23269026432035
WBP4	4.62446037252638
KIAA0100	5.84534245536125
PMF1	6.56344860109982
HS2ST1	5.56465993324068
CRELD2	7.13556541643732
C8G	3.16848758075032
CD82	5.64692966948367
PMM1	5.66954784156447
CBLL1	4.06652759232582
LIM2	3.61453091490539
VAX2	3.35112337084507
SETDB1	5.51150137324257
LRAP	6.52089378910178
GCLM	6.89034769036352
CPEB3	4.13816147312724
PPM1A	5.45310343265154
INTS1	3.71609610840281
MMP16	3.11490119869240
CAMTA1	4.71717718340103
SAMSN1	6.08264365735374
DRD3	2.77892934759168
GMPPA	5.41608260317973
C11orf73	6.17429148534518
AIPL1	3.60395419420314
PTP4A2	8.77501823602094
IL24	3.37856184131376
BDKRB1	3.29236278077879
HPCA	3.53653916149857
MLF1	6.74609171769654
SEC14L1	6.14871210069407
CHFR	6.07967520469232
EMILIN1	3.60597520920379
THADA	6.42403182866887
TAF12	5.1508235327088
NDUFS4	8.21418080537536
ID1	6.41098217249459
PIK3CB	5.02143090723333
COL18A1	6.71493648001826
PDZD3	3.59503536282075
TBC1D17	4.93088023960998
COX8A	10.1346401748950
CDCA4	5.68026969483892
C2orf44	4.886247217678
C9orf16	7.37580202047867
ERBB2IP	7.8580532971944
EMX2	6.53331000592338
FUS	6.42530068988079
NIPSNAP3B	3.73541110011720
TF	3.18289365014672
CXorf56	5.77932570809281
CLCN4	3.56582981708534
PWP2	5.40143162896111
MMP15	4.45299940880517
MTMR14	6.31945134615577
NPR1	8.4629048610811
DNAL4	4.98889458242197
ELAC2	4.34013058334116
ASS1	10.519061860795
IPP	5.11897638936164
TMEM59	9.73873355838267
POLR2J	8.25185957527882
SEC23IP	5.75264973831268
RGS4	4.33411026158845
UQCRC1	8.58078979115685
SNX6	7.44069076578218
DDX18	7.37405802569408
POLG	4.9981031607971
ADAM23	4.15893860552945
ZNHIT2	4.3704914642151
TFR2	3.39164060239814
NCDN	4.40969702469009
RAG1	3.17154867376182
POMT1	4.80582493961314
CYP1A1	4.5542930404672
SNAPC1	5.01306278731209
GNA11	5.49581807253504
CCDC52	3.03600252389572
CAPN1	7.62086940741146
DDHD2	7.25609031685802
UPF3A	6.5128153167518
LAGE3	5.74417306756676
GNRHR	3.16946951948892
UNC13B	6.19016799326836
TTLL4	4.63946392534745
PPBP	2.99062388887575
HTR3A	3.37845746093146
SDC2	4.89242311971953
ANKRD49	7.4422136936743
BTF3	10.2175771845198
COX7A2	10.6318961968039
SARS	9.13930683821547
C13orf18	4.12739693337911
CACNB1	4.08401875681233
QKI	5.70446885255741
SETMAR	4.20416110732917
LAMB4	3.26253204304789
MAN2B1	6.5213428405341
EML3	4.83450731319121
ACADL	3.28044668523819
OFD1	8.62789986235416
CGA	3.42974921547293
EIF3EIP	10.6072299500033
PEX16	5.21410089363578
GNG12	8.23631702298898
HABP4	4.81105654278345
CNTN2	3.57293240041815
ASNSD1	7.00218166934111
FUT4	3.69500298451424
DBH	3.28134768476155
CD53	8.11237730209664
HIST1H2BJ	3.32549020115238
TFAP2B	3.20963214213766
ACF	3.68108170591504
TMEM11	6.44260856919388
CDH8	3.19898945657616
C3orf32	5.75976741976577
AGPS	4.96452049257464
C4orf18	3.17500535647071
PCCB	7.84053803267798
IPO13	4.74383306939798
PECI	6.82437913018302
UNG	6.24495244297849
C6orf105	3.35830926777234
GSTP1	7.1386666268527
SUV420H1	7.89782930324683
ARHGAP15	4.80062405965332
LTBR	6.38083886653254
TDRKH	3.61254986677281
PSG4	3.32539069376845
SLC9A3R1	6.39596578283069
NBPF3	8.66719017217715
SLC9A3	3.42125741118933
OSBP	6.62843319123024
PRR5	4.37800836716970
CHMP7	5.07894821517425
ADRA1A	3.03804989475825
ASAH1	6.92150919440145
FKBP4	7.1944910116671
ZNF350	5.02270390735307
DOM3Z	4.99424180973006
GIPR	3.61743439520214
AHI1	4.89033024726025
BST1	3.75978661665108
NCR2	3.60231714797072
NADSYN1	4.38051285351571
UBE2W	5.9411265223493
RGS14	3.81444106230877
KRT15	4.3155666924402
SCN11A	3.85172035650936
GFI1	3.67084293549637
FHL1	4.86394576817271
SMC6	6.1072175545856
GATA1	3.52036402354307
OSGEP	5.35695710724908
ARMC6	4.90378882417925
HK3	3.75344630682871
PSMD5	6.93845934997011
RSU1	8.58963560393146
RPL4	11.8125601328633
MAD2L1	6.60815531231501
RBPMS	5.0546849604498
EIF4A3	8.60121333829557
E4F1	4.57273387552248
DLEC1	3.47849697457812
PRPF3	6.02090806922245
EMR1	3.12523798023027
CHMP2B	6.28272251748925
CAMSAP1	4.15165748731198
RPS21	9.69368793887566
XCR1	3.23569114094209
ARID5A	4.42070491902853
RBM6	6.14107714622579
UBE2N	6.9403238141921
KLF4	4.54292818061725
MGC4172	5.64819111806016
LMO4	6.25922302703287
KLKB1	3.42384953760784
HDAC3	6.98289986081937
HP	4.23695781073024
SCHIP1	6.27754962586525
BTK	4.46177618124813
KRCC1	7.80021227437625
PRND	2.80042687163352
C6orf27	3.51580990298201
PIGL	3.84488454496424
CLCA1	3.57923409579677
C1orf112	4.36853110607283
OLFML2A	5.07392138985876
HUS1	5.30298984663133
SFRS6	8.28421340845378
CXCR7	7.08870673085141
UIMC1	6.74605664896668
FXYD2	3.37808843095248
GOT2	8.34155004090667
ZNF667	3.37428585938990
TFEC	5.10660990240973
ATP7B	4.21202445429675
RAB38	4.32846730498962
POLD2	7.27912084631424
PPM1H	5.88213561714383
DCX	3.32466003075974
NFYC	5.80450072650478
ZNF228	4.40066253866172
KIN	6.9090204151889
PLSCR4	7.66006936052733
HIST1H4I	4.18079483471961
PPARGC1A	3.03417110799185
HIG2	7.0187635536192
KCNK10	4.14344752159885
EXOC1	7.94344916172554
OR6A2	3.49725505790916
ETFA	8.22623136710943
PDAP1	4.93919241937194
C19orf6	3.65307160141569
POLRMT	4.24474039763618
ZNF146	8.0808219181615
MIA2	3.17834222474718
LY6G6E	3.11638695687925
EIF4E2	7.7671046398
NENF	4.61994354990149
HOXB5	6.63789510781749
ZNF324	4.54894558003817
CUGBP1	4.8367493279241
ENTPD7	4.24716131739785
TTC13	6.29771100382323
GJB5	3.23748569939293
PRSS22	3.96484028919672
CYP3A5	4.05863456360145
MBOAT5	4.64322722908706
CUL4B	5.2493630532691
