Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_F04_297934
Composite Element REF	Signal
AACS	6.64559412105823
FSTL1	10.1977066883704
ELMO2	5.41574615170069
CREB3L1	4.09526694648135
RPS11	9.83393191305907
PNMA1	7.88124543040582
MMP2	7.31099296326517
SAMD4A	3.70506534862348
SMARCD3	5.67381520932919
A4GNT	3.61150643019209
C9orf39	3.72661544424558
PKNOX2	5.72915218105783
RALYL	3.35023888577668
ZHX3	4.14968681289107
ERCC5	5.66460645858496
RXFP3	2.96189228672996
APBB2	5.48560614479272
BBOX1	3.71887021575844
PRO0478	3.18920623122136
GCSH	8.55728161993867
XDH	3.58693184785193
EDN1	3.58571581733227
MTERF	5.32322536134019
PDCL3	7.1187058703702
CLK4	5.6334132320282
KCNG1	3.97122725757496
CXCR4	6.71620718354953
DECR1	7.99389495943533
SALL1	3.04007680091905
PTPRR	3.45868295592128
CADM4	3.83843896706073
IRAK1	8.11147765933911
CFHR5	3.20225238754304
HNRPD	8.11911067971485
TMSB10	12.3591823846153
CXCL3	3.77881768555677
LMAN1	4.531732567317
SUHW1	3.40926195552408
CHD8	5.88552267276805
SUMO1	7.31666574620558
GP1BA	3.17834951996761
OR7A10	3.63309855284777
DDB1	7.66483873219266
CHRNA10	3.56489665991869
STYK1	3.36320476593773
MYO9B	4.02938008210363
CCNI	10.2067215183765
MMP7	4.79566475635179
EP300	5.74110926957707
CRNKL1	6.88609768502932
C9orf45	3.88545071029536
XAB2	4.27363228258039
RTN1	3.85753647603931
HIC2	4.39498308106772
TBX10	3.40642963554702
CENPQ	4.02799556709823
UTY	3.21351721098132
OR2W1	2.89698310734894
ATP5G2	10.5688241838154
ZEB1	4.40034332069502
ZG16	3.56466097976039
ERG	4.1198191394179
PARN	6.2180011702645
SOD2	4.55988269154715
JOSD3	7.94716756126868
ADAM5P	3.36123393912728
CHD9	6.25476466856454
hCG_40738	4.85544290931611
STK16	5.33756528429922
PDE1C	3.79018082927052
SEMA4D	5.08790580054978
AGPAT1	5.94715587618448
TOB2	5.47215522095136
BANK1	3.57412528684144
MAP3K3	5.5087336697524
MAX	4.90988457114004
GRM2	3.68490803096383
OSBPL8	7.11668900083865
PROSC	6.46919327498307
NR4A2	5.23420069426682
RICS	4.99938614933561
PIR	4.30554773437988
PPCS	7.66437176025251
IPO9	6.83349150217736
LONP1	7.33623835154615
EVC	3.79070753397887
CXCL13	3.78059953758686
SCYL3	6.02146598228819
KIAA1199	3.22774343042803
SORL1	7.0115881338751
NAT10	6.94339738143308
CHD1	5.74779531812138
SYN3	3.58839256949299
DMC1	3.93354307855264
SLC22A2	3.65456632564715
SERPINF1	8.81172118822977
C20orf27	6.6930225728137
OR7A17	3.17779969134153
RPS6KA5	4.31401656555867
LHB	3.48487512419573
TAOK3	4.93454664243995
STK25	5.78003497667365
SLC12A4	3.66631286799993
BRCA1	3.83445793328062
GBL	6.28494366670758
C14orf108	8.13592842886278
CDC25B	8.07844011431847
BMP3	4.08842044650137
MAP1LC3C	3.56178938173146
TMEM180	3.66908239163074
CRYGC	3.70661331472359
SLK	5.27826241759457
POU3F1	3.31430857743422
C20orf32	3.62935350701655
USP52	6.15592192873967
HIGD1B	4.69869809705951
BAZ1B	6.06265802807359
USP6NL	4.70868651039064
SLCO2B1	4.11208278775585
ABCD4	4.47641915797452
DIMT1L	6.15909587391248
SLC25A46	7.2065413375057
LARP7	6.39047639458738
TEK	3.79337340509526
CD160	3.42736233831918
TERF2IP	8.95928139765414
PHF20	5.78740870879416
COL1A1	7.65231960944013
KIAA0090	8.0031040408789
GTPBP1	4.25411414979518
GRK5	4.46736026836995
AP1S2	4.5973628922085
RAB33B	4.22050630824928
CA11	5.66740210553064
ALDOC	5.45645343454658
NUDT1	6.29133401018396
ZNF212	5.62074269087142
ACBD3	6.65061321082742
ZNF83	5.70799286332048
PRDM2	5.15741987584898
GDPD5	4.22595126308386
PDCD4	5.44787109172511
CEP350	5.52984932115351
FOXP3	2.92459189598817
SMYD3	7.50276808255401
CST7	3.78117018244824
SELL	3.93715719103467
CIAO1	6.38212990988718
LGI2	4.01047039725848
WDR45	6.00759998211809
ANKRD6	5.24844344154734
LTBP4	4.09414165110023
PSCD3	3.58827818213138
PYY	3.06458687163855
KCNC1	3.42011841128593
SIRT6	3.51245222075239
CCL19	4.12677409613960
ARHGEF9	4.22154051177313
ABR	4.80107777608576
C10orf22	6.71815970404957
STK17A	4.61382812503987
FOXE1	3.54751236145725
GML	3.29670788339012
CNGA3	3.10779989390506
CD38	3.1923281866056
ZDHHC6	7.85461903070036
NEFH	3.17476632135923
PGBD5	4.81941256247737
CTDSP2	6.90816316442809
RMND5B	5.29393773943581
ZNF257	3.11220928831521
DUSP4	5.45291007799456
FLJ22167	5.50317512355348
EXOSC7	6.330985105544
ROR2	4.38786981834363
FOXM1	5.96767508538006
ZBTB48	4.6318961968039
BUD31	7.1564537708017
MAOA	4.52550085616933
CCDC41	5.11049143428178
TNNT3	4.89322088085964
FBXO11	5.79062601024247
GYPC	5.75638905900450
PLIN	3.08329346631091
RFXAP	3.68216703534628
C6orf15	3.55351996785215
RNF4	7.59355126592878
F8A1	7.88974346087704
PPP1R3D	4.11920648064072
GRB2	8.14991205839406
TPM3	3.09496038363782
SYT13	3.81643742195087
EPB42	3.38003915795755
RP5-1077B9.4	5.08384448667073
EIF1	10.9184543780050
CETN3	7.8198836943032
FPGT	5.29933436495935
PRY	3.22531571786953
NTHL1	6.28362591203724
POLR2B	9.66912251881065
RPS28	11.7804461526842
GDF10	3.38869015863854
COQ9	9.23575657482624
P2RX3	2.8292276061985
GCC2	6.78763089772457
RARRES3	3.79645585435333
PLXNA1	6.27898931514977
WBP4	4.34380813558757
KIAA0100	5.81356446151124
PMF1	8.18004071122902
HS2ST1	5.92344546175651
CRELD2	7.96119716519664
C8G	3.05682770322209
CD82	4.58620998199431
PMM1	4.8774293399176
CBLL1	4.58954337353997
LIM2	3.27300459339691
VAX2	5.0223121001574
SETDB1	5.58656070983855
LRAP	4.4054388457861
GCLM	4.89885404518044
CPEB3	3.46955127535686
PPM1A	5.47691933771778
INTS1	4.28559369781205
MMP16	3.35778688862929
CAMTA1	3.92350104603383
SAMSN1	4.00507589919116
DRD3	2.82509183644599
GMPPA	5.09167814297712
C11orf73	5.46512357031525
AIPL1	3.54427916117424
PTP4A2	8.86768398145034
IL24	3.35157659751915
BDKRB1	3.27904969624652
HPCA	3.47714520837033
MLF1	6.10321464075925
SEC14L1	7.64518586951135
CHFR	5.53922461423795
EMILIN1	4.51317398322898
THADA	6.16546690375691
TAF12	4.49017258888668
NDUFS4	8.70034996686452
ID1	7.44983037605109
PIK3CB	3.33509058175163
COL18A1	8.09803481459479
PDZD3	3.27804003600306
TBC1D17	4.12496579408892
COX8A	10.6161447431996
CDCA4	7.03638962493539
C2orf44	5.38101373132686
C9orf16	7.1926929958127
ERBB2IP	6.5773422686419
EMX2	6.65093679877087
FUS	7.21727216899182
NIPSNAP3B	3.81265227439344
TF	3.29704541392826
CXorf56	4.97449765332508
CLCN4	4.17760095966437
PWP2	5.50117218516345
MMP15	4.54120038664144
MTMR14	5.29304569388183
NPR1	5.4981752784116
DNAL4	5.15127270465137
ELAC2	4.83395921719544
ASS1	11.0747699642192
IPP	5.04270140112534
TMEM59	8.2253095390136
POLR2J	9.01959276431291
SEC23IP	5.81811803383123
RGS4	4.54512827437295
UQCRC1	9.96766761047876
SNX6	8.38599770171159
DDX18	7.00374658852163
POLG	4.38274841967726
ADAM23	3.95416879290031
ZNHIT2	4.52581123032289
TFR2	3.22369727766082
NCDN	4.44253390550681
RAG1	3.69317341318179
POMT1	5.16383237689587
CYP1A1	3.33124513321597
SNAPC1	5.32298546940511
GNA11	4.7722582860191
CCDC52	2.97115628749326
CAPN1	5.63957178652192
DDHD2	7.79374230564734
UPF3A	6.51136431462624
LAGE3	5.98112728761692
GNRHR	3.25315874546113
UNC13B	5.5620349672902
TTLL4	4.98757247564247
PPBP	3.43451395505444
HTR3A	3.06034218377774
SDC2	7.80892196281854
ANKRD49	7.70181027137135
BTF3	10.4094207191788
COX7A2	10.7973559719235
SARS	8.23158610177138
C13orf18	4.0104854222123
CACNB1	3.78304478442811
QKI	5.75115971166584
SETMAR	5.94122961723749
LAMB4	3.46606587855791
