Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_C05_491136
Composite Element REF	Signal
AACS	6.80447246521755
FSTL1	9.11156489497829
ELMO2	4.68919939115032
CREB3L1	4.12851799255460
RPS11	10.6108359506365
PNMA1	7.67082024920519
MMP2	8.86753609413123
SAMD4A	4.33558798809149
SMARCD3	9.01575294028033
A4GNT	4.02047592813521
C9orf39	3.33341403168715
PKNOX2	4.06062024187659
RALYL	3.42707724388775
ZHX3	4.07488018508534
ERCC5	4.67506457993095
RXFP3	3.04977594368730
APBB2	4.11641884580808
BBOX1	6.11694324617967
PRO0478	3.14762463986589
GCSH	8.27836721438192
XDH	4.03089138156427
EDN1	5.8452995713233
MTERF	7.31759671726271
PDCL3	7.22400535542741
CLK4	5.28977125858609
KCNG1	3.94924956275776
CXCR4	8.33044425647685
DECR1	7.61649758020761
SALL1	2.96710494703579
PTPRR	3.81349527727365
CADM4	3.48289865495377
IRAK1	8.33740181546167
CFHR5	3.34182499860676
HNRPD	7.38370284246391
TMSB10	12.5782388459813
CXCL3	4.82778208905352
LMAN1	3.68034031331149
SUHW1	3.3773812015653
CHD8	5.53122568974437
SUMO1	8.32044429131224
GP1BA	3.52958068090546
OR7A10	3.71435013173858
DDB1	7.87863835749231
CHRNA10	3.86674738856845
STYK1	3.66994115080437
MYO9B	3.93519158282200
CCNI	10.7586918846560
MMP7	11.5263200134540
EP300	5.93302891936684
CRNKL1	6.68205052111342
C9orf45	3.29992975001954
XAB2	4.13116192689838
RTN1	4.61110181532849
HIC2	3.86597174554748
TBX10	3.53466776331506
CENPQ	4.82071819922034
UTY	3.19716043874421
OR2W1	2.92844183891858
ATP5G2	10.2805695883844
ZEB1	3.36324728364426
ZG16	3.66510610972861
ERG	4.54416865246428
PARN	6.45048271216349
SOD2	6.26598853495289
JOSD3	7.67024227665812
ADAM5P	3.56324492577704
CHD9	5.83841299795271
hCG_40738	3.7925843874848
STK16	5.05457649774002
PDE1C	3.77383693767125
SEMA4D	5.28957175024501
AGPAT1	6.64933348411062
TOB2	6.5401896581071
BANK1	4.30682880302409
MAP3K3	4.98711400693672
MAX	5.44304457856992
GRM2	3.88830829509057
OSBPL8	8.0605864357762
PROSC	5.7856467251231
NR4A2	6.05669426771388
RICS	4.56523435839931
PIR	3.60052852924784
PPCS	9.81468679840249
IPO9	5.94576413926269
LONP1	5.58407101124054
EVC	4.11996379656845
CXCL13	4.87937852096118
SCYL3	5.83187605856892
KIAA1199	6.27610892453347
SORL1	7.10768816938616
NAT10	6.15688746431582
CHD1	5.53203066141982
SYN3	3.85809608844305
DMC1	3.89865249444522
SLC22A2	3.95581315052893
SERPINF1	8.88197856527374
C20orf27	6.2935192188662
OR7A17	3.30010087252067
RPS6KA5	4.61846828961815
LHB	3.40987166287498
TAOK3	4.77874440891455
STK25	6.53056052950368
SLC12A4	3.65214714520733
BRCA1	3.97708440692636
GBL	5.34415135481251
C14orf108	8.1263533122984
CDC25B	6.38531053568497
BMP3	3.18715691898724
MAP1LC3C	3.91034280872571
TMEM180	3.4454853649889
CRYGC	3.40849016192181
SLK	5.58287254499094
POU3F1	3.1802715886419
C20orf32	3.89361214402239
USP52	4.59675949903284
HIGD1B	4.05282837860352
BAZ1B	6.19293855798133
USP6NL	4.71745407199057
SLCO2B1	4.26097335608022
ABCD4	4.72440695482703
DIMT1L	6.62692894925351
SLC25A46	7.38096275329618
LARP7	6.63443396992947
TEK	3.78742574781147
CD160	3.64193817560757
TERF2IP	7.58319205732886
PHF20	5.38526379124096
COL1A1	7.96129176945634
KIAA0090	5.40707270702919
GTPBP1	4.38239117290512
GRK5	3.87678371017044
AP1S2	6.54439154822373
RAB33B	4.70274139029002
CA11	4.51365375304097
ALDOC	5.70983350646842
NUDT1	5.50233652281217
ZNF212	5.27032227750315
ACBD3	6.7915515309698
ZNF83	6.23923956348809
PRDM2	4.82334809327669
GDPD5	4.50485474253676
PDCD4	5.31269686454479
CEP350	5.39460975093658
FOXP3	3.41101774332606
SMYD3	6.69584104196268
CST7	5.23077072531969
SELL	4.62276368340410
CIAO1	6.45475474847703
LGI2	3.99047639671987
WDR45	6.80988232603627
ANKRD6	7.66747162415188
LTBP4	3.95465435506561
PSCD3	3.25754049226261
PYY	3.26952265875694
KCNC1	3.30591589728658
SIRT6	4.12091130618926
CCL19	4.11160373542705
ARHGEF9	3.96919432440435
ABR	4.45437071503333
C10orf22	7.01022485368129
STK17A	5.26912425299342
FOXE1	3.47674200200495
GML	3.16489603479951
CNGA3	3.10704877911446
CD38	3.93821865044883
ZDHHC6	7.42884152001079
NEFH	3.34528964013347
PGBD5	3.91890562682192
CTDSP2	6.60257722491142
RMND5B	4.964072975553
ZNF257	3.78707057720079
DUSP4	4.60406010402019
FLJ22167	5.38715921566668
EXOSC7	5.93769322598662
ROR2	3.88759101309808
FOXM1	4.90906483505855
ZBTB48	4.19193633535987
BUD31	8.42474167257402
MAOA	4.52878447338373
CCDC41	4.58716128499704
TNNT3	3.73171470681708
FBXO11	5.5967577932111
GYPC	7.24155917217969
PLIN	3.73044588165668
RFXAP	3.48428647559415
C6orf15	4.15725347979471
RNF4	8.64180822588496
F8A1	7.95541702595605
PPP1R3D	4.13553927100735
GRB2	6.80498433214204
TPM3	3.17787692625878
SYT13	4.09420013589901
EPB42	3.59296189711365
RP5-1077B9.4	5.23665234082142
EIF1	10.3218737473460
CETN3	6.51847031117164
FPGT	6.20734981437024
PRY	3.50785608394459
NTHL1	4.42756554082896
POLR2B	9.19874941775563
RPS28	11.8587906282765
GDF10	3.1336702896236
COQ9	6.70819657121406
P2RX3	3.04626041398084
GCC2	7.38854341729144
RARRES3	7.82885334014553
PLXNA1	5.8775469173658
WBP4	3.99619753044774
KIAA0100	5.32501401331773
PMF1	6.83008516699608
HS2ST1	6.14842506707542
CRELD2	6.87540374406936
C8G	3.15734971117823
CD82	5.48104195884045
PMM1	5.15399911852573
CBLL1	4.28339163780724
LIM2	3.37478346530348
VAX2	3.39345893585791
SETDB1	5.17889108705397
LRAP	2.96228240068857
GCLM	6.86726224106552
CPEB3	3.29397224828489
PPM1A	6.03357759384199
INTS1	3.81366974827005
MMP16	3.15985424905829
CAMTA1	3.97469588360019
SAMSN1	5.90890940532878
DRD3	2.90267559313297
GMPPA	4.51365290978851
C11orf73	5.83804572547872
AIPL1	3.76841121043131
PTP4A2	8.65774497676433
IL24	3.49349903235810
BDKRB1	3.33830875891375
HPCA	3.60663021861897
MLF1	6.53658682535044
SEC14L1	5.23407655488464
CHFR	5.64946473135031
EMILIN1	3.61610704231488
THADA	6.83544588517153
TAF12	4.46765865579351
NDUFS4	8.48462268248354
ID1	4.54614108588992
PIK3CB	3.28835032108539
COL18A1	7.22135582898369
PDZD3	3.35686525289039
TBC1D17	4.33429770317334
COX8A	9.85532922018302
CDCA4	6.81093077254692
C2orf44	4.71713272146019
C9orf16	8.6106711822757
ERBB2IP	8.3438035280627
EMX2	8.31550505654125
FUS	5.00255649145782
NIPSNAP3B	3.79505957618594
TF	3.34045145157778
CXorf56	5.01179352980536
CLCN4	3.59955671968316
PWP2	5.42062512995023
MMP15	3.93942649964911
MTMR14	5.34801097505489
NPR1	6.16310266329807
DNAL4	5.99972703771206
ELAC2	4.54173283578398
ASS1	11.2200563333229
IPP	6.20581845038757
TMEM59	10.5607041341017
POLR2J	9.2637831099788
SEC23IP	4.92559744815865
RGS4	4.42272682466146
UQCRC1	8.42891983396716
SNX6	8.58229108751126
DDX18	7.152156854939
