Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_C06_491134
Composite Element REF	Signal
AACS	6.90670364982076
FSTL1	7.55655762387867
ELMO2	5.73169275069033
CREB3L1	3.62730120427534
RPS11	10.5813367965307
PNMA1	7.2113280780296
MMP2	7.23393953588624
SAMD4A	3.95093876808762
SMARCD3	7.49718158549307
A4GNT	3.75384330433278
C9orf39	3.49035893253369
PKNOX2	4.36820789579314
RALYL	3.50159303902358
ZHX3	4.27436691968747
ERCC5	6.63080324495373
RXFP3	3.07527886936099
APBB2	3.67898593976881
BBOX1	3.83512596194418
PRO0478	2.88040402256288
GCSH	6.75077475078868
XDH	4.85487389858101
EDN1	3.50581930565599
MTERF	5.42001288140794
PDCL3	7.46411818655515
CLK4	4.86220060995729
KCNG1	3.42603691969438
CXCR4	7.6366819216051
DECR1	8.70300680078211
SALL1	3.12987820964195
PTPRR	3.29222781664438
CADM4	3.68802753917159
IRAK1	8.49949921962909
CFHR5	3.3111907789058
HNRPD	8.30235318696556
TMSB10	12.2820871737945
CXCL3	4.06798654858142
LMAN1	4.32369526895231
SUHW1	3.9544162538831
CHD8	5.75887128089401
SUMO1	8.43477048308122
GP1BA	3.3439631566712
OR7A10	3.80662474466387
DDB1	7.62661719668458
CHRNA10	3.78607914477513
STYK1	3.44347602979753
MYO9B	4.49809381599004
CCNI	10.4544258163087
MMP7	7.80202699938805
EP300	6.03362514444778
CRNKL1	7.28555983455653
C9orf45	3.06043965864237
XAB2	4.65114270050038
RTN1	4.90895254631392
HIC2	3.83318601119861
TBX10	3.61629475154394
CENPQ	4.45983493974584
UTY	3.1460720324286
OR2W1	2.90183343243106
ATP5G2	10.6955573188142
ZEB1	3.48854908343022
ZG16	3.63167975949905
ERG	3.86409969310242
PARN	7.03891580859064
SOD2	5.539402480699
JOSD3	7.8250602867371
ADAM5P	3.2221995421852
CHD9	6.59706321687273
hCG_40738	3.82991944261293
STK16	4.86132728590675
PDE1C	3.59249593155594
SEMA4D	7.27053729732717
AGPAT1	6.71092663758672
TOB2	5.86364599735975
BANK1	5.42436148368192
MAP3K3	5.80759715156943
MAX	5.44215002253501
GRM2	3.88473517268528
OSBPL8	7.52261948245133
PROSC	6.102868605156
NR4A2	4.54244872090082
RICS	4.86227544441443
PIR	4.18589336679587
PPCS	9.21229406317005
IPO9	6.13105325345811
LONP1	6.26481152547
EVC	4.11409847506552
CXCL13	6.51326484088889
SCYL3	5.6336061303592
KIAA1199	4.93763845520613
SORL1	9.18401829091477
NAT10	7.41824510489688
CHD1	6.77375867982623
SYN3	3.49083276382972
DMC1	3.74963367405271
SLC22A2	3.48856195418666
SERPINF1	7.74977001680124
C20orf27	6.69237946274899
OR7A17	3.09655672699471
RPS6KA5	4.21261660714626
LHB	3.41305300307251
TAOK3	5.16578766917209
STK25	6.50523780981408
SLC12A4	3.47320457818532
BRCA1	4.01491471047596
GBL	4.98557218871563
C14orf108	8.83308696611435
CDC25B	7.09316881242525
BMP3	3.09984892313763
